cell_id,Progne subis,Progne subis subis/arboricola,Progne subis hesperia
84275d1ffffffff,2.0,0.0,0.0
84275d5ffffffff,3.0,0.0,0.0
84275d7ffffffff,2.0,0.0,0.0
84275d9ffffffff,2.0,0.0,0.0
842763bffffffff,3.0,0.0,0.0
8427685ffffffff,2.0,0.0,0.0
8427687ffffffff,2.0,0.0,0.0
8427691ffffffff,2.0,0.0,0.0
8427699ffffffff,3.0,0.0,0.0
84276a1ffffffff,1.0,0.0,0.0
84276a7ffffffff,2.0,0.0,0.0
84276a9ffffffff,4.0,0.0,0.0
84276b1ffffffff,6.0,0.0,0.0
84276b5ffffffff,14.0,0.0,0.0
84276b7ffffffff,17.0,0.0,0.0
84276bbffffffff,3.0,0.0,0.0
84276bdffffffff,24.0,0.0,0.0
84276d1ffffffff,1.0,1.0,0.0
84276d3ffffffff,1.0,0.0,0.0
84276d7ffffffff,1.0,1.0,0.0
84276e3ffffffff,2.0,0.0,0.0
84276e5ffffffff,2.0,2.0,0.0
84276edffffffff,2.0,0.0,0.0
8427715ffffffff,2.0,0.0,0.0
842773bffffffff,2.0,0.0,0.0
8427801ffffffff,1.0,0.0,0.0
842782dffffffff,2.0,0.0,0.0
8427859ffffffff,11.0,2.0,0.0
842786bffffffff,2.0,0.0,0.0
8427889ffffffff,5.0,0.0,0.0
842788bffffffff,2.0,0.0,0.0
8427a01ffffffff,4.0,0.0,0.0
8427a09ffffffff,2.0,0.0,0.0
8427a0bffffffff,6.0,0.0,0.0
8427a29ffffffff,1.0,0.0,0.0
8427a47ffffffff,4.0,0.0,0.0
8427a81ffffffff,4.0,0.0,0.0
8427a87ffffffff,11.0,0.0,0.0
8427aa9ffffffff,2.0,0.0,0.0
8427ab9ffffffff,5.0,0.0,0.0
8427abdffffffff,5.0,0.0,0.0
8427ad9ffffffff,2.0,0.0,0.0
8427ae5ffffffff,8.0,0.0,0.0
8427b13ffffffff,1.0,0.0,0.0
8427b63ffffffff,2.0,0.0,0.0
8427b67ffffffff,6.0,0.0,0.0
8428021ffffffff,4.0,0.0,0.0
8428023ffffffff,2.0,0.0,0.0
842802bffffffff,7.0,0.0,0.0
8428103ffffffff,73.0,0.0,0.0
8428107ffffffff,2.0,0.0,0.0
8428109ffffffff,1.0,0.0,0.0
842810bffffffff,23.0,0.0,0.0
8428117ffffffff,6.0,0.0,0.0
842812bffffffff,3.0,0.0,0.0
8428139ffffffff,13.0,0.0,0.0
842813dffffffff,3.0,0.0,0.0
8428149ffffffff,51.0,0.0,0.0
842814bffffffff,10.0,0.0,0.0
8428153ffffffff,1.0,0.0,0.0
8428159ffffffff,2.0,0.0,0.0
8428187ffffffff,2.0,0.0,0.0
842818dffffffff,1.0,0.0,0.0
8428195ffffffff,2.0,0.0,0.0
84281b1ffffffff,2.0,0.0,0.0
84281b5ffffffff,18.0,0.0,0.0
84281bbffffffff,2.0,0.0,0.0
84281c7ffffffff,2.0,0.0,0.0
84281c9ffffffff,10.0,0.0,0.0
84281cbffffffff,4.0,0.0,0.0
84281e9ffffffff,11.0,0.0,0.0
84281ebffffffff,33.0,0.0,0.0
8428301ffffffff,9.0,0.0,0.0
8428303ffffffff,25.0,0.0,0.0
8428305ffffffff,15.0,0.0,0.0
8428307ffffffff,19.0,0.0,0.0
8428309ffffffff,62.0,2.0,0.0
842830bffffffff,30.0,0.0,0.0
8428315ffffffff,4.0,0.0,0.0
842831dffffffff,8.0,0.0,0.0
8428321ffffffff,12.0,0.0,0.0
8428323ffffffff,20.0,0.0,0.0
8428329ffffffff,9.0,0.0,0.0
842832bffffffff,54.0,0.0,0.0
8428331ffffffff,9.0,0.0,0.0
8428333ffffffff,3.0,0.0,0.0
8428339ffffffff,4.0,0.0,0.0
842833bffffffff,4.0,0.0,0.0
842833dffffffff,2.0,0.0,0.0
8428341ffffffff,64.0,0.0,0.0
8428343ffffffff,90.0,0.0,0.0
8428345ffffffff,246.0,0.0,0.0
8428347ffffffff,13.0,0.0,0.0
842834dffffffff,41.0,0.0,0.0
8428355ffffffff,9.0,0.0,0.0
8428357ffffffff,21.0,0.0,0.0
8428361ffffffff,2.0,0.0,0.0
8428363ffffffff,2.0,0.0,0.0
8428369ffffffff,6.0,0.0,0.0
842836bffffffff,3.0,0.0,0.0
842836dffffffff,1.0,0.0,0.0
84288c5ffffffff,1.0,0.0,0.0
8428931ffffffff,3.0,0.0,0.0
8428a11ffffffff,2.0,0.0,0.0
8428a99ffffffff,2.0,0.0,0.0
8428ae1ffffffff,5.0,0.0,0.0
8428aebffffffff,5.0,0.0,0.0
8428b01ffffffff,29.0,0.0,0.0
8428b61ffffffff,2.0,0.0,0.0
8428b65ffffffff,2.0,0.0,0.0
8428b6dffffffff,25.0,0.0,0.0
8428c61ffffffff,20.0,0.0,0.0
8428c63ffffffff,2.0,0.0,0.0
8428c6dffffffff,15.0,0.0,0.0
8428ca5ffffffff,2.0,0.0,0.0
8428cadffffffff,7.0,0.0,0.0
8428d0bffffffff,1.0,0.0,0.0
8428d11ffffffff,12.0,0.0,0.0
8428d13ffffffff,7.0,0.0,0.0
8428d19ffffffff,26.0,0.0,0.0
8428d1bffffffff,20.0,0.0,0.0
8428d33ffffffff,36.0,0.0,0.0
8428d51ffffffff,17.0,0.0,0.0
8428d55ffffffff,22.0,0.0,0.0
8428d59ffffffff,9.0,0.0,0.0
8428d5dffffffff,17.0,0.0,0.0
8428d81ffffffff,1.0,0.0,0.0
8428d89ffffffff,15.0,0.0,0.0
8428d8bffffffff,4.0,0.0,0.0
8428d8dffffffff,2.0,0.0,0.0
8428d95ffffffff,2.0,0.0,0.0
8428d97ffffffff,19.0,0.0,0.0
8428dc5ffffffff,2.0,0.0,0.0
8428dc7ffffffff,13.0,3.0,0.0
8428dc9ffffffff,18.0,0.0,0.0
8428dcdffffffff,1.0,1.0,0.0
8428dd1ffffffff,7.0,0.0,0.0
8428ddbffffffff,2.0,0.0,0.0
8428dddffffffff,11.0,0.0,0.0
8428de1ffffffff,8.0,0.0,0.0
8428de3ffffffff,2.0,0.0,0.0
8428de9ffffffff,7.0,0.0,0.0
8428debffffffff,2.0,0.0,0.0
8428dedffffffff,4.0,0.0,0.0
8428f01ffffffff,76.0,0.0,0.0
8428f03ffffffff,10.0,0.0,0.0
8428f05ffffffff,17.0,0.0,0.0
8428f07ffffffff,28.0,0.0,0.0
8428f0bffffffff,26.0,0.0,0.0
8428f11ffffffff,14.0,0.0,0.0
8428f15ffffffff,8.0,0.0,0.0
8428f33ffffffff,2.0,0.0,0.0
8428f37ffffffff,31.0,0.0,0.0
8428f39ffffffff,12.0,0.0,0.0
8428f3bffffffff,4.0,0.0,0.0
8428f4bffffffff,17.0,0.0,0.0
8428f55ffffffff,2.0,0.0,0.0
8428f59ffffffff,3.0,0.0,0.0
8428f5dffffffff,4.0,0.0,0.0
8428f67ffffffff,5.0,0.0,0.0
8429125ffffffff,10.0,0.0,0.0
8429127ffffffff,8.0,0.0,0.0
8429135ffffffff,11.0,0.0,0.0
8429137ffffffff,1.0,0.0,0.0
8429167ffffffff,2.0,0.0,0.0
84291a3ffffffff,1.0,0.0,0.0
84291a5ffffffff,5.0,0.0,0.0
84291a7ffffffff,15.0,0.0,0.0
842981bffffffff,2.0,0.0,0.0
8429855ffffffff,6.0,0.0,0.0
842985bffffffff,1.0,0.0,0.0
8429863ffffffff,3.0,0.0,0.0
8429869ffffffff,24.0,0.0,0.0
8429899ffffffff,2.0,0.0,0.0
84298c9ffffffff,3.0,0.0,0.0
84298cbffffffff,4.0,0.0,0.0
84298cdffffffff,2.0,0.0,0.0
84298dbffffffff,1.0,0.0,0.0
8429903ffffffff,2.0,0.0,0.0
842991dffffffff,5.0,0.0,0.0
8429a01ffffffff,27.0,0.0,0.0
8429a03ffffffff,19.0,0.0,0.0
8429a07ffffffff,4.0,0.0,0.0
8429a09ffffffff,8.0,0.0,0.0
8429a0bffffffff,10.0,0.0,0.0
8429a0dffffffff,4.0,0.0,0.0
8429a11ffffffff,15.0,0.0,0.0
8429a13ffffffff,19.0,1.0,0.0
8429a15ffffffff,1.0,0.0,0.0
8429a17ffffffff,37.0,0.0,0.0
8429a19ffffffff,5.0,0.0,0.0
8429a1dffffffff,6.0,0.0,0.0
8429a31ffffffff,4.0,0.0,0.0
8429a3bffffffff,6.0,0.0,0.0
8429a41ffffffff,38.0,0.0,0.0
8429a45ffffffff,5.0,0.0,0.0
8429a47ffffffff,12.0,0.0,0.0
8429a4dffffffff,7.0,0.0,0.0
8429a55ffffffff,33.0,0.0,0.0
8429a57ffffffff,44.0,0.0,0.0
8429a59ffffffff,5.0,0.0,0.0
8429a69ffffffff,4.0,0.0,0.0
8429a6dffffffff,8.0,0.0,0.0
8429a81ffffffff,2.0,0.0,0.0
8429a85ffffffff,5.0,0.0,0.0
8429a89ffffffff,3.0,0.0,0.0
8429a93ffffffff,5.0,0.0,0.0
8429a97ffffffff,1.0,0.0,0.0
8429aa7ffffffff,4.0,0.0,0.0
8429aadffffffff,1.0,0.0,0.0
8429ab9ffffffff,6.0,0.0,0.0
8429abbffffffff,4.0,0.0,0.0
8429ac5ffffffff,2.0,0.0,0.0
8429acdffffffff,1.0,0.0,0.0
8429ad1ffffffff,13.0,0.0,0.0
8429addffffffff,3.0,0.0,0.0
8429ae5ffffffff,2.0,0.0,0.0
8429ae9ffffffff,20.0,4.0,0.0
8429aedffffffff,3.0,0.0,0.0
8429b09ffffffff,2.0,0.0,0.0
8429b0bffffffff,2.0,0.0,0.0
8429b19ffffffff,2.0,0.0,0.0
8429b21ffffffff,1.0,0.0,0.0
8429b25ffffffff,1.0,0.0,0.0
8429b2dffffffff,2.0,0.0,0.0
8429b49ffffffff,6.0,0.0,0.0
8429b55ffffffff,4.0,0.0,0.0
8429b5bffffffff,2.0,0.0,0.0
8429b5dffffffff,3.0,2.0,0.0
8429b63ffffffff,4.0,0.0,0.0
8429b67ffffffff,4.0,1.0,0.0
8429b69ffffffff,4.0,0.0,0.0
8429b6bffffffff,5.0,0.0,0.0
8429b6dffffffff,5.0,0.0,0.0
842a069ffffffff,6.0,0.0,0.0
842a06dffffffff,6.0,0.0,0.0
842a101ffffffff,54.0,0.0,0.0
842a103ffffffff,391.0,0.0,0.0
842a105ffffffff,1.0,0.0,0.0
842a107ffffffff,84.0,0.0,0.0
842a109ffffffff,78.0,34.0,0.0
842a10bffffffff,15.0,0.0,0.0
842a10dffffffff,42.0,2.0,0.0
842a121ffffffff,4.0,0.0,0.0
842a123ffffffff,79.0,0.0,0.0
842a127ffffffff,28.0,0.0,0.0
842a12bffffffff,9.0,0.0,0.0
842a133ffffffff,26.0,1.0,0.0
842a135ffffffff,45.0,0.0,0.0
842a13dffffffff,12.0,0.0,0.0
842a141ffffffff,42.0,0.0,0.0
842a143ffffffff,1.0,0.0,0.0
842a145ffffffff,138.0,0.0,0.0
842a147ffffffff,78.0,0.0,0.0
842a149ffffffff,4.0,0.0,0.0
842a14bffffffff,36.0,0.0,0.0
842a14dffffffff,2.0,0.0,0.0
842a151ffffffff,3.0,0.0,0.0
842a155ffffffff,2.0,0.0,0.0
842a159ffffffff,1.0,0.0,0.0
842a15dffffffff,43.0,4.0,0.0
842a163ffffffff,2.0,0.0,0.0
842a16bffffffff,3.0,0.0,0.0
842a1a1ffffffff,3.0,0.0,0.0
842a1a5ffffffff,7.0,0.0,0.0
842a2edffffffff,2.0,0.0,0.0
842a301ffffffff,197.0,2.0,0.0
842a303ffffffff,7.0,0.0,0.0
842a307ffffffff,22.0,0.0,0.0
842a30dffffffff,38.0,3.0,0.0
842a311ffffffff,10.0,0.0,0.0
842a313ffffffff,8.0,0.0,0.0
842a315ffffffff,58.0,0.0,0.0
842a317ffffffff,67.0,0.0,0.0
842a31dffffffff,2.0,0.0,0.0
842a327ffffffff,41.0,0.0,0.0
842a329ffffffff,1.0,0.0,0.0
842a32bffffffff,1.0,0.0,0.0
842a32dffffffff,2.0,0.0,0.0
842a331ffffffff,66.0,0.0,0.0
842a333ffffffff,17.0,0.0,0.0
842a335ffffffff,48.0,0.0,0.0
842a337ffffffff,120.0,0.0,0.0
842a339ffffffff,28.0,0.0,0.0
842a33bffffffff,26.0,0.0,0.0
842a33dffffffff,2.0,0.0,0.0
842a347ffffffff,61.0,2.0,0.0
842a349ffffffff,6.0,0.0,0.0
842a34dffffffff,1.0,0.0,0.0
842a361ffffffff,5.0,0.0,0.0
842a369ffffffff,79.0,0.0,0.0
842a4c1ffffffff,3.0,0.0,0.0
842a4c9ffffffff,4.0,0.0,0.0
842a81dffffffff,5.0,0.0,0.0
842a823ffffffff,1.0,0.0,0.0
842a825ffffffff,3.0,0.0,0.0
842a829ffffffff,1.0,0.0,0.0
842a841ffffffff,8.0,0.0,0.0
842a84bffffffff,13.0,0.0,0.0
842a851ffffffff,8.0,0.0,0.0
842a85bffffffff,4.0,0.0,0.0
842a861ffffffff,3.0,0.0,0.0
842a865ffffffff,2.0,0.0,0.0
842a86dffffffff,10.0,0.0,0.0
842a883ffffffff,1.0,0.0,0.0
842a887ffffffff,2.0,0.0,0.0
842a88bffffffff,4.0,0.0,0.0
842a897ffffffff,2.0,0.0,0.0
842a89dffffffff,4.0,0.0,0.0
842a8a9ffffffff,1.0,0.0,0.0
842a8b1ffffffff,4.0,0.0,0.0
842a8b5ffffffff,3.0,0.0,0.0
842a8c1ffffffff,4.0,0.0,0.0
842a8c5ffffffff,3.0,0.0,0.0
842a8c9ffffffff,3.0,0.0,0.0
842a8cbffffffff,4.0,0.0,0.0
842a8cdffffffff,4.0,0.0,0.0
842a8d1ffffffff,2.0,0.0,0.0
842a8d9ffffffff,7.0,0.0,0.0
842a8dbffffffff,2.0,0.0,0.0
842a8ddffffffff,6.0,0.0,0.0
842a901ffffffff,2.0,0.0,0.0
842a915ffffffff,3.0,0.0,0.0
842a91dffffffff,4.0,0.0,0.0
842a927ffffffff,2.0,0.0,0.0
842a931ffffffff,6.0,0.0,0.0
842a935ffffffff,10.0,0.0,0.0
842a937ffffffff,4.0,0.0,0.0
842a939ffffffff,5.0,0.0,0.0
842a93dffffffff,2.0,0.0,0.0
842a949ffffffff,2.0,0.0,0.0
842a953ffffffff,9.0,0.0,0.0
842a959ffffffff,2.0,0.0,0.0
842a963ffffffff,2.0,0.0,0.0
842a965ffffffff,4.0,0.0,0.0
842a96dffffffff,2.0,0.0,0.0
842a991ffffffff,1.0,0.0,0.0
842a997ffffffff,12.0,0.0,0.0
842a9adffffffff,8.0,0.0,0.0
842a9b3ffffffff,2.0,0.0,0.0
842a9b7ffffffff,2.0,0.0,0.0
842a9d3ffffffff,1.0,0.0,0.0
842aa03ffffffff,2.0,0.0,0.0
842aa0bffffffff,3.0,0.0,0.0
842aa13ffffffff,6.0,0.0,0.0
842aa17ffffffff,11.0,0.0,0.0
842aa1bffffffff,11.0,0.0,0.0
842aa2dffffffff,1.0,0.0,0.0
842aa35ffffffff,6.0,0.0,0.0
842aa39ffffffff,3.0,0.0,0.0
842aa3bffffffff,4.0,0.0,0.0
