cell_id,Lagopus lagopus,Lagopus lagopus scotica/hibernica,Lagopus lagopus [lagopus Group]
820127fffffffff,16.0,0.0,4.0
820137fffffffff,271.0,0.0,55.0
8202cffffffffff,5.0,0.0,0.0
82041ffffffffff,199.0,0.0,0.0
820817fffffffff,96.0,0.0,10.0
82081ffffffffff,10.0,0.0,3.0
820837fffffffff,1.0,0.0,0.0
8208a7fffffffff,4.0,0.0,2.0
8208c7fffffffff,10.0,0.0,0.0
8208cffffffffff,106.0,0.0,23.0
8208dffffffffff,73.0,0.0,9.0
8208e7fffffffff,5.0,0.0,4.0
8208effffffffff,43.0,0.0,1.0
82094ffffffffff,36.0,0.0,1.0
82095ffffffffff,38.0,0.0,0.0
82098ffffffffff,20.0,0.0,4.0
8209a7fffffffff,18.0,12.0,0.0
820c07fffffffff,2.0,0.0,0.0
820c0ffffffffff,2.0,0.0,2.0
820c17fffffffff,2879.0,0.0,360.0
820c1ffffffffff,310.0,0.0,0.0
820c27fffffffff,2.0,0.0,0.0
820c2ffffffffff,8.0,0.0,0.0
820c37fffffffff,505.0,0.0,21.0
820c47fffffffff,27.0,0.0,5.0
820c57fffffffff,22.0,0.0,2.0
820c5ffffffffff,6.0,0.0,2.0
820c67fffffffff,198.0,0.0,23.0
820c77fffffffff,1221.0,0.0,74.0
820caffffffffff,9.0,0.0,0.0
820cc7fffffffff,1.0,0.0,0.0
820cdffffffffff,232.0,0.0,0.0
820ce7fffffffff,38.0,0.0,0.0
820ceffffffffff,19.0,0.0,0.0
820cf7fffffffff,4.0,0.0,0.0
820d07fffffffff,39.0,0.0,0.0
820d0ffffffffff,297.0,0.0,10.0
820d1ffffffffff,2.0,0.0,0.0
820d4ffffffffff,159.0,0.0,0.0
820d57fffffffff,17.0,0.0,0.0
820d5ffffffffff,22.0,0.0,0.0
820d67fffffffff,399.0,0.0,0.0
820d6ffffffffff,32.0,0.0,0.0
820d77fffffffff,131.0,0.0,0.0
820d8ffffffffff,1.0,0.0,0.0
820e0ffffffffff,12.0,0.0,0.0
820e2ffffffffff,5.0,0.0,0.0
820e37fffffffff,1.0,0.0,0.0
820e47fffffffff,6.0,0.0,0.0
820e4ffffffffff,1.0,0.0,0.0
820e57fffffffff,2.0,0.0,0.0
820e5ffffffffff,158.0,0.0,0.0
820e67fffffffff,15.0,0.0,0.0
820e6ffffffffff,13.0,0.0,0.0
820e87fffffffff,1321.0,0.0,0.0
820e8ffffffffff,1.0,0.0,0.0
820e97fffffffff,3.0,0.0,0.0
820ec7fffffffff,3.0,0.0,0.0
820ee7fffffffff,10.0,0.0,0.0
820eeffffffffff,139.0,0.0,0.0
820ef7fffffffff,2.0,0.0,0.0
820f17fffffffff,8.0,0.0,0.0
820f5ffffffffff,3.0,0.0,0.0
820f9ffffffffff,156.0,0.0,0.0
8210effffffffff,19.0,0.0,8.0
82112ffffffffff,6.0,0.0,0.0
82115ffffffffff,1.0,0.0,0.0
821167fffffffff,2.0,0.0,0.0
821217fffffffff,3.0,0.0,0.0
821227fffffffff,2.0,0.0,0.0
82122ffffffffff,2.0,0.0,0.0
821247fffffffff,8.0,0.0,0.0
82124ffffffffff,2.0,0.0,0.0
821267fffffffff,6.0,0.0,0.0
82126ffffffffff,18.0,0.0,0.0
821277fffffffff,31.0,0.0,0.0
821287fffffffff,6.0,0.0,0.0
82128ffffffffff,4.0,0.0,0.0
8212a7fffffffff,4.0,0.0,0.0
8212affffffffff,19.0,0.0,0.0
8212b7fffffffff,1.0,0.0,0.0
8212f7fffffffff,12.0,0.0,0.0
821307fffffffff,11.0,0.0,0.0
821317fffffffff,15.0,0.0,0.0
82131ffffffffff,2.0,0.0,0.0
82132ffffffffff,5.0,0.0,0.0
821347fffffffff,1.0,0.0,0.0
82134ffffffffff,3.0,0.0,0.0
821357fffffffff,61.0,0.0,0.0
821377fffffffff,2.0,0.0,0.0
821387fffffffff,29.0,0.0,0.0
82138ffffffffff,4.0,0.0,0.0
821397fffffffff,116.0,0.0,0.0
82139ffffffffff,6.0,0.0,0.0
8213a7fffffffff,5.0,0.0,0.0
8213affffffffff,6.0,0.0,0.0
8213b7fffffffff,18.0,0.0,0.0
8214cffffffffff,4.0,0.0,0.0
821637fffffffff,2.0,0.0,0.0
821717fffffffff,4.0,0.0,4.0
82171ffffffffff,4.0,0.0,0.0
821757fffffffff,4.0,0.0,0.0
82176ffffffffff,2.0,0.0,2.0
82178ffffffffff,2.0,0.0,2.0
821827fffffffff,6.0,6.0,0.0
82182ffffffffff,45.0,45.0,0.0
82190ffffffffff,419.0,308.0,0.0
82192ffffffffff,129.0,119.0,0.0
821947fffffffff,698.0,443.0,0.0
821957fffffffff,165.0,111.0,0.0
82195ffffffffff,46.0,36.0,0.0
821977fffffffff,194.0,142.0,0.0
821aa7fffffffff,198.0,0.0,22.0
821b87fffffffff,20.0,0.0,2.0
821b9ffffffffff,26.0,0.0,0.0
821bb7fffffffff,1.0,0.0,0.0
82204ffffffffff,9.0,0.0,0.0
822407fffffffff,2.0,0.0,0.0
822427fffffffff,12.0,0.0,0.0
82251ffffffffff,1.0,0.0,0.0
82255ffffffffff,1.0,0.0,0.0
822b37fffffffff,18.0,0.0,0.0
822ba7fffffffff,40.0,0.0,0.0
822bb7fffffffff,164.0,0.0,0.0
