cell_id,Foudia eminentissima,Foudia eminentissima consobrina,Foudia eminentissima [eminentissima Group]
84a3043ffffffff,8.0,0.0,0.0
84a3047ffffffff,5.0,0.0,0.0
84a304dffffffff,10.0,0.0,0.0
84a3227ffffffff,6.0,0.0,0.0
84a3311ffffffff,2.0,0.0,0.0
84a3319ffffffff,7.0,0.0,0.0
84a331dffffffff,7.0,0.0,0.0
84a3351ffffffff,33.0,0.0,0.0
84a3357ffffffff,7.0,0.0,0.0
