cell_id,Falco columbarius,Falco columbarius [aesalon Group],Falco columbarius pallidus,Falco columbarius columbarius,Falco columbarius richardsonii,Falco columbarius suckleyi
820127fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
820137fffffffff,47.0,2.0,0.0,0.0,0.0,0.0
820747fffffffff,482.0,69.0,0.0,0.0,0.0,0.0
82074ffffffffff,23.0,4.0,0.0,0.0,0.0,0.0
820757fffffffff,23.0,2.0,0.0,0.0,0.0,0.0
82075ffffffffff,269.0,30.0,0.0,0.0,0.0,0.0
820767fffffffff,143.0,59.0,0.0,0.0,0.0,0.0
820777fffffffff,194.0,64.0,0.0,0.0,0.0,0.0
820807fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
820817fffffffff,16.0,3.0,0.0,0.0,0.0,0.0
82081ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
82082ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820837fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820887fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
82088ffffffffff,19.0,1.0,0.0,0.0,0.0,0.0
820897fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
82089ffffffffff,84.0,2.0,0.0,0.0,0.0,0.0
8208a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8208b7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8208c7fffffffff,3.0,1.0,0.0,0.0,0.0,0.0
8208cffffffffff,46.0,1.0,0.0,0.0,0.0,0.0
8208d7fffffffff,18.0,1.0,0.0,0.0,0.0,0.0
8208dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8208e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8208effffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8208f7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82095ffffffffff,16.0,2.0,0.0,0.0,0.0,0.0
820987fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
82098ffffffffff,32.0,5.0,0.0,0.0,0.0,0.0
820997fffffffff,67.0,9.0,0.0,0.0,0.0,0.0
82099ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8209a7fffffffff,126.0,16.0,0.0,0.0,0.0,0.0
8209affffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820a37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820c07fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
820c17fffffffff,299.0,0.0,0.0,0.0,0.0,0.0
820c1ffffffffff,38.0,0.0,0.0,0.0,0.0,0.0
820c27fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
820c2ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
820c37fffffffff,112.0,0.0,0.0,0.0,0.0,0.0
820c47fffffffff,473.0,0.0,0.0,17.0,0.0,0.0
820c57fffffffff,567.0,0.0,0.0,35.0,0.0,0.0
820c5ffffffffff,163.0,0.0,0.0,0.0,0.0,0.0
820c67fffffffff,100.0,0.0,0.0,10.0,0.0,0.0
820c6ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,1288.0,0.0,0.0,101.0,0.0,0.0
820cdffffffffff,25.0,0.0,0.0,0.0,0.0,0.0
820ce7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,25.0,0.0,0.0,0.0,0.0,0.0
820cf7fffffffff,4.0,0.0,0.0,3.0,0.0,0.0
820d0ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0
820d47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820d4ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0
820d57fffffffff,28.0,0.0,0.0,1.0,0.0,0.0
820d5ffffffffff,191.0,0.0,0.0,4.0,0.0,0.0
820d67fffffffff,54.0,0.0,0.0,0.0,0.0,0.0
820d6ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
820d77fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
820e0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820e47fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,1019.0,0.0,0.0,0.0,0.0,0.0
820e57fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0
820e67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,744.0,0.0,0.0,0.0,0.0,0.0
820e8ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
820e97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820e9ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,33.0,0.0,0.0,2.0,0.0,0.0
820ecffffffffff,889.0,0.0,0.0,19.0,0.0,0.0
820ed7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820edffffffffff,25.0,0.0,0.0,0.0,0.0,0.0
820ee7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
