cell_id,Thlypopsis superciliaris,Thlypopsis superciliaris chrysophrys,Thlypopsis superciliaris [superciliaris Group],Thlypopsis superciliaris leucogastra/insignis,Thlypopsis superciliaris urubambae
846601bffffffff,4.0,0.0,0.0,0.0,0.0
8466083ffffffff,8.0,0.0,0.0,0.0,0.0
8466089ffffffff,21.0,0.0,0.0,0.0,0.0
846608dffffffff,7.0,0.0,1.0,0.0,0.0
8466095ffffffff,7.0,0.0,0.0,0.0,0.0
846609dffffffff,29.0,0.0,0.0,0.0,0.0
84660a3ffffffff,1.0,0.0,0.0,0.0,0.0
84660b1ffffffff,15.0,0.0,0.0,0.0,0.0
84660b5ffffffff,11.0,0.0,0.0,0.0,0.0
84660b7ffffffff,9.0,0.0,0.0,0.0,0.0
84660b9ffffffff,24.0,0.0,0.0,0.0,0.0
84660bbffffffff,19.0,0.0,0.0,0.0,0.0
84660bdffffffff,21.0,0.0,0.0,0.0,0.0
84660c3ffffffff,21.0,0.0,0.0,0.0,0.0
84660d5ffffffff,2.0,0.0,0.0,0.0,0.0
84660ddffffffff,8.0,0.0,0.0,0.0,0.0
8466181ffffffff,16.0,0.0,0.0,0.0,0.0
8466183ffffffff,8.0,0.0,0.0,0.0,0.0
8466187ffffffff,11.0,0.0,0.0,0.0,0.0
8466189ffffffff,9.0,0.0,0.0,0.0,0.0
846618bffffffff,29.0,0.0,0.0,0.0,0.0
8466191ffffffff,1.0,0.0,0.0,0.0,0.0
8466195ffffffff,2.0,0.0,0.0,0.0,0.0
8466197ffffffff,63.0,0.0,0.0,0.0,0.0
846619dffffffff,22.0,0.0,0.0,0.0,0.0
84661b1ffffffff,2.0,0.0,0.0,0.0,0.0
84661b9ffffffff,5.0,0.0,0.0,0.0,0.0
84661bbffffffff,278.0,0.0,13.0,0.0,0.0
84661c3ffffffff,2.0,0.0,0.0,0.0,0.0
84661d1ffffffff,4.0,0.0,0.0,0.0,0.0
84661d5ffffffff,76.0,0.0,0.0,0.0,0.0
8466291ffffffff,13.0,2.0,0.0,0.0,0.0
8466299ffffffff,36.0,9.0,0.0,0.0,0.0
846629dffffffff,4.0,3.0,0.0,0.0,0.0
84662b1ffffffff,19.0,6.0,0.0,0.0,0.0
84662bbffffffff,2.0,2.0,0.0,0.0,0.0
84662d3ffffffff,3.0,0.0,0.0,0.0,0.0
846656dffffffff,3.0,0.0,0.0,0.0,0.0
8466c0dffffffff,10.0,0.0,0.0,0.0,0.0
8466c21ffffffff,3.0,0.0,0.0,0.0,0.0
8466c25ffffffff,9.0,0.0,0.0,0.0,0.0
8466c2dffffffff,4.0,0.0,0.0,0.0,0.0
8466c61ffffffff,31.0,0.0,0.0,0.0,0.0
8466c63ffffffff,2.0,0.0,0.0,0.0,0.0
8466c67ffffffff,4.0,0.0,0.0,0.0,0.0
8466c69ffffffff,172.0,0.0,0.0,0.0,0.0
8466c6dffffffff,7.0,0.0,0.0,0.0,0.0
8466d11ffffffff,7.0,0.0,2.0,0.0,0.0
8466d15ffffffff,9.0,0.0,0.0,0.0,0.0
8466d17ffffffff,6.0,0.0,0.0,0.0,0.0
8466d19ffffffff,4.0,0.0,0.0,0.0,0.0
8466d1dffffffff,2.0,0.0,0.0,0.0,0.0
8466d31ffffffff,999.0,0.0,130.0,0.0,0.0
8466d33ffffffff,122.0,0.0,8.0,0.0,0.0
8466d37ffffffff,35.0,0.0,1.0,0.0,0.0
8466d39ffffffff,24.0,0.0,0.0,0.0,0.0
8466d3bffffffff,10.0,0.0,0.0,0.0,0.0
8466d53ffffffff,5.0,0.0,0.0,0.0,0.0
8466de5ffffffff,64.0,0.0,28.0,0.0,0.0
8466dedffffffff,340.0,0.0,51.0,0.0,0.0
8466e01ffffffff,2.0,0.0,0.0,0.0,0.0
8466e07ffffffff,2.0,0.0,0.0,0.0,0.0
8466e09ffffffff,355.0,0.0,13.0,0.0,0.0
8466e0bffffffff,49.0,0.0,0.0,0.0,0.0
8466e0dffffffff,14.0,0.0,0.0,0.0,0.0
8466e25ffffffff,2.0,0.0,0.0,0.0,0.0
8466e2dffffffff,28.0,0.0,0.0,0.0,0.0
8466e41ffffffff,53.0,0.0,2.0,0.0,0.0
8466e43ffffffff,1162.0,0.0,25.0,0.0,0.0
8466e47ffffffff,599.0,0.0,35.0,0.0,0.0
8466e49ffffffff,24.0,0.0,0.0,0.0,0.0
8466e4bffffffff,27.0,0.0,0.0,0.0,0.0
8466e51ffffffff,2.0,0.0,0.0,0.0,0.0
8466e55ffffffff,47.0,0.0,0.0,0.0,0.0
8466e57ffffffff,1.0,0.0,0.0,0.0,0.0
8466e5dffffffff,12.0,0.0,0.0,0.0,0.0
8466e61ffffffff,119.0,0.0,0.0,0.0,0.0
8466e65ffffffff,525.0,0.0,26.0,0.0,0.0
8466e67ffffffff,375.0,0.0,0.0,0.0,0.0
8466e69ffffffff,6.0,0.0,0.0,0.0,0.0
8466e6dffffffff,2057.0,0.0,78.0,0.0,0.0
8466f15ffffffff,8.0,0.0,0.0,0.0,0.0
8466f19ffffffff,116.0,0.0,0.0,0.0,0.0
8466f1dffffffff,8.0,0.0,0.0,0.0,0.0
8466f3bffffffff,2.0,0.0,0.0,0.0,0.0
8466f51ffffffff,2.0,0.0,0.0,0.0,0.0
8466f53ffffffff,54.0,0.0,0.0,0.0,0.0
8466f59ffffffff,2.0,0.0,0.0,0.0,0.0
8466f5bffffffff,70.0,0.0,0.0,0.0,0.0
84675a5ffffffff,3.0,1.0,0.0,0.0,0.0
84675adffffffff,22.0,0.0,0.0,0.0,0.0
848b2c1ffffffff,3.0,0.0,0.0,0.0,0.0
848b2c5ffffffff,2.0,0.0,0.0,0.0,0.0
848b2cdffffffff,54.0,0.0,0.0,0.0,0.0
848b2d9ffffffff,2.0,0.0,0.0,0.0,0.0
848b2dbffffffff,1.0,0.0,0.0,0.0,0.0
848b611ffffffff,14.0,0.0,0.0,0.0,0.0
848b615ffffffff,1.0,0.0,0.0,0.0,0.0
848b617ffffffff,658.0,0.0,0.0,0.0,57.0
848b61bffffffff,5.0,0.0,0.0,0.0,0.0
848b61dffffffff,4.0,0.0,0.0,0.0,4.0
848b665ffffffff,13.0,0.0,0.0,0.0,0.0
848b6c1ffffffff,2.0,0.0,0.0,0.0,2.0
848b6c5ffffffff,14.0,0.0,0.0,0.0,0.0
848b6c9ffffffff,26.0,0.0,0.0,0.0,0.0
848b6cdffffffff,214.0,0.0,0.0,0.0,18.0
848b759ffffffff,4.0,0.0,0.0,0.0,0.0
848e619ffffffff,4.0,0.0,0.0,0.0,0.0
848e61dffffffff,2.0,0.0,0.0,2.0,0.0
848e641ffffffff,4.0,0.0,0.0,0.0,0.0
848e649ffffffff,7.0,0.0,0.0,5.0,0.0
848e64bffffffff,5.0,0.0,0.0,0.0,0.0
848e651ffffffff,93.0,0.0,0.0,48.0,0.0
848e655ffffffff,7.0,0.0,0.0,5.0,0.0
848e657ffffffff,3.0,0.0,0.0,0.0,0.0
848e6c1ffffffff,2.0,0.0,0.0,0.0,0.0
848e6d9ffffffff,9.0,0.0,0.0,0.0,1.0
848e6ddffffffff,1.0,0.0,0.0,0.0,0.0
848f0d3ffffffff,2.0,0.0,0.0,0.0,0.0
848f0dbffffffff,2.0,0.0,0.0,0.0,0.0
848f291ffffffff,14.0,0.0,0.0,0.0,0.0
848f297ffffffff,43.0,0.0,0.0,0.0,0.0
848f2bbffffffff,8.0,0.0,0.0,0.0,0.0
848f2d3ffffffff,14.0,0.0,2.0,0.0,0.0
848f2d9ffffffff,8.0,0.0,2.0,0.0,0.0
848f425ffffffff,5.0,0.0,0.0,1.0,0.0
848f427ffffffff,3.0,0.0,0.0,0.0,0.0
848f42dffffffff,37.0,0.0,0.0,10.0,0.0
848f465ffffffff,10.0,0.0,0.0,0.0,0.0
848f467ffffffff,4.0,0.0,0.0,0.0,0.0
848f4a5ffffffff,97.0,0.0,0.0,20.0,0.0
848f4a7ffffffff,4.0,0.0,0.0,0.0,0.0
848f507ffffffff,3.0,0.0,0.0,0.0,0.0
848f509ffffffff,14.0,0.0,0.0,0.0,0.0
848f50bffffffff,3.0,0.0,0.0,0.0,0.0
848f519ffffffff,2.0,0.0,0.0,0.0,0.0
848f51dffffffff,2.0,0.0,0.0,0.0,0.0
848f541ffffffff,8.0,0.0,0.0,0.0,0.0
848f549ffffffff,2.0,0.0,0.0,0.0,0.0
848f54dffffffff,15.0,0.0,0.0,0.0,0.0
848f551ffffffff,2.0,0.0,0.0,0.0,0.0
848f553ffffffff,221.0,0.0,0.0,74.0,0.0
848f559ffffffff,115.0,0.0,0.0,51.0,0.0
848f55bffffffff,42.0,0.0,0.0,6.0,0.0
848f55dffffffff,2.0,0.0,0.0,0.0,0.0
848f599ffffffff,6.0,0.0,0.0,0.0,0.0
848f59bffffffff,12.0,0.0,0.0,3.0,0.0
848f5c3ffffffff,4.0,0.0,0.0,0.0,0.0
848f5ddffffffff,18.0,0.0,0.0,0.0,0.0
848f721ffffffff,41.0,0.0,8.0,0.0,0.0
848f725ffffffff,10.0,0.0,10.0,0.0,0.0
848f727ffffffff,4.0,0.0,0.0,0.0,0.0
848f729ffffffff,1.0,0.0,0.0,0.0,0.0
848f72bffffffff,1.0,0.0,0.0,0.0,0.0
848f72dffffffff,12.0,0.0,2.0,0.0,0.0
848f733ffffffff,10.0,0.0,0.0,0.0,0.0
848f737ffffffff,1.0,0.0,0.0,0.0,0.0
848f765ffffffff,17.0,0.0,5.0,0.0,0.0
848f767ffffffff,66.0,0.0,23.0,0.0,0.0
848f769ffffffff,29.0,0.0,0.0,0.0,0.0
848f76bffffffff,3.0,0.0,0.0,0.0,0.0
848f76dffffffff,289.0,0.0,16.0,0.0,0.0
84b3219ffffffff,1.0,0.0,0.0,0.0,0.0
84b3253ffffffff,84.0,0.0,0.0,0.0,0.0
