cell_id,Rauenia bonariensis,Rauenia bonariensis darwinii,Rauenia bonariensis [bonariensis Group]
848e64bffffffff,2.0,0.0,0.0
848e651ffffffff,6.0,0.0,0.0
848e655ffffffff,1.0,0.0,0.0
848e657ffffffff,6.0,0.0,0.0
848e661ffffffff,6.0,0.0,0.0
848e663ffffffff,343.0,0.0,0.0
848e665ffffffff,1.0,0.0,0.0
848e66dffffffff,2.0,0.0,0.0
848e681ffffffff,4.0,0.0,0.0
848e687ffffffff,2.0,0.0,0.0
848e68bffffffff,16.0,0.0,0.0
848e691ffffffff,10.0,0.0,0.0
848e695ffffffff,2.0,0.0,0.0
848e699ffffffff,2.0,0.0,0.0
848e6a1ffffffff,4.0,0.0,0.0
848e6abffffffff,2.0,0.0,0.0
848e6c1ffffffff,7.0,0.0,0.0
848e6c3ffffffff,5.0,0.0,0.0
848e6c5ffffffff,3.0,0.0,0.0
848e6c7ffffffff,2.0,0.0,0.0
848e6c9ffffffff,1.0,0.0,0.0
848e6cbffffffff,3.0,0.0,0.0
848e6cdffffffff,9.0,0.0,0.0
848e6d1ffffffff,11.0,0.0,0.0
848e6d7ffffffff,2.0,0.0,0.0
848e6d9ffffffff,210.0,0.0,0.0
848e6ddffffffff,51.0,0.0,0.0
848e6e5ffffffff,13.0,0.0,0.0
848e6ebffffffff,5.0,0.0,0.0
848f291ffffffff,3.0,0.0,0.0
848f297ffffffff,2.0,0.0,0.0
848f299ffffffff,18.0,16.0,0.0
848f2d1ffffffff,33.0,0.0,0.0
848f2d3ffffffff,40.0,1.0,0.0
848f2d7ffffffff,3.0,0.0,0.0
848f2d9ffffffff,22.0,2.0,0.0
848f2ddffffffff,4.0,0.0,0.0
848f425ffffffff,2.0,0.0,0.0
848f42dffffffff,13.0,0.0,0.0
848f4a5ffffffff,10.0,0.0,0.0
848f509ffffffff,2.0,0.0,0.0
848f50bffffffff,2.0,0.0,0.0
848f50dffffffff,5.0,0.0,0.0
848f513ffffffff,2.0,0.0,0.0
848f515ffffffff,25.0,0.0,0.0
848f517ffffffff,38.0,0.0,0.0
848f519ffffffff,207.0,0.0,0.0
848f51bffffffff,16.0,0.0,0.0
848f51dffffffff,48.0,0.0,0.0
848f541ffffffff,3.0,0.0,0.0
848f547ffffffff,23.0,0.0,0.0
848f54bffffffff,1.0,0.0,0.0
848f54dffffffff,8.0,0.0,0.0
848f553ffffffff,121.0,0.0,0.0
848f555ffffffff,6.0,0.0,0.0
848f559ffffffff,10.0,3.0,0.0
848f55bffffffff,136.0,2.0,0.0
848f581ffffffff,39.0,0.0,0.0
848f587ffffffff,4.0,0.0,0.0
848f589ffffffff,6.0,0.0,0.0
848f58dffffffff,72.0,0.0,0.0
848f593ffffffff,12.0,0.0,0.0
848f595ffffffff,2.0,0.0,0.0
848f597ffffffff,48.0,0.0,0.0
848f599ffffffff,2.0,0.0,0.0
848f59bffffffff,24.0,0.0,0.0
848f59dffffffff,4.0,0.0,0.0
848f5b1ffffffff,5.0,0.0,0.0
848f5b9ffffffff,23.0,0.0,0.0
848f5bbffffffff,1.0,0.0,0.0
848f5c1ffffffff,1.0,0.0,0.0
848f5c3ffffffff,2.0,0.0,0.0
848f5c7ffffffff,4.0,0.0,0.0
848f5cdffffffff,18.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0
848f5d7ffffffff,2.0,0.0,0.0
848f5ddffffffff,1.0,0.0,0.0
848f5e1ffffffff,2.0,0.0,0.0
848f5ebffffffff,7.0,0.0,0.0
848f727ffffffff,1.0,0.0,0.0
848f733ffffffff,5.0,0.0,0.0
848f745ffffffff,3.0,0.0,0.0
848f74dffffffff,1.0,0.0,0.0
848f769ffffffff,147.0,9.0,0.0
848f76dffffffff,6.0,1.0,0.0
84a8009ffffffff,4.0,0.0,0.0
84a8019ffffffff,4.0,0.0,0.0
84a801bffffffff,7.0,0.0,0.0
84a8025ffffffff,2.0,0.0,0.0
84a802dffffffff,4.0,0.0,0.0
84a803dffffffff,2.0,0.0,0.0
84a8043ffffffff,6.0,0.0,0.0
84a8049ffffffff,16.0,0.0,0.0
84a804dffffffff,32.0,0.0,6.0
84a8055ffffffff,1.0,0.0,0.0
84a8057ffffffff,4.0,0.0,0.0
84a805dffffffff,15.0,0.0,0.0
84a8061ffffffff,4.0,0.0,0.0
84a8067ffffffff,2.0,0.0,0.0
84a8115ffffffff,10.0,0.0,0.0
84a8153ffffffff,24.0,0.0,0.0
84a815bffffffff,17.0,0.0,0.0
84a81c3ffffffff,6.0,0.0,0.0
84a81cdffffffff,5.0,0.0,0.0
84a8207ffffffff,4.0,0.0,0.0
84a8209ffffffff,2.0,0.0,0.0
84a8211ffffffff,1.0,0.0,0.0
84a821bffffffff,1.0,0.0,0.0
84a8223ffffffff,2.0,0.0,0.0
84a8225ffffffff,4.0,0.0,0.0
84a8237ffffffff,2.0,0.0,0.0
84a8241ffffffff,11.0,0.0,0.0
84a8245ffffffff,5.0,0.0,0.0
84a824bffffffff,2.0,0.0,0.0
84a8257ffffffff,12.0,0.0,0.0
84a8259ffffffff,1.0,0.0,0.0
84a825dffffffff,1.0,0.0,0.0
84a826dffffffff,2.0,0.0,0.0
84a82a5ffffffff,1.0,0.0,0.0
84a82ddffffffff,6.0,0.0,0.0
84a82e1ffffffff,17.0,0.0,0.0
84a82e3ffffffff,2.0,0.0,0.0
84a82e7ffffffff,2.0,0.0,0.0
84a82edffffffff,2.0,0.0,0.0
84a8313ffffffff,24.0,0.0,0.0
84a8315ffffffff,2.0,0.0,0.0
84a831bffffffff,27.0,0.0,0.0
84a8337ffffffff,2.0,0.0,0.0
84a86adffffffff,6.0,0.0,0.0
84a86d5ffffffff,4.0,0.0,0.0
84a9011ffffffff,12.0,0.0,0.0
84a9013ffffffff,57.0,0.0,0.0
84a9015ffffffff,5.0,0.0,0.0
84a9017ffffffff,4.0,0.0,0.0
84a901dffffffff,1.0,0.0,0.0
84a9033ffffffff,2.0,0.0,0.0
84a9051ffffffff,57.0,0.0,7.0
84a9053ffffffff,2.0,0.0,0.0
84a9057ffffffff,39.0,0.0,0.0
84a9085ffffffff,3.0,0.0,0.0
84a908dffffffff,6.0,0.0,0.0
84a9091ffffffff,2.0,0.0,0.0
84a9095ffffffff,23.0,0.0,0.0
84a909dffffffff,3.0,0.0,0.0
84a90a1ffffffff,2.0,0.0,0.0
84a90a7ffffffff,4.0,0.0,0.0
84a90b3ffffffff,3.0,0.0,0.0
84a90bbffffffff,6.0,0.0,0.0
84a90c1ffffffff,2.0,0.0,0.0
84a90c5ffffffff,9.0,0.0,0.0
84a90c7ffffffff,1.0,0.0,0.0
84a90cdffffffff,2.0,0.0,0.0
84a90e1ffffffff,15.0,0.0,1.0
84a90e3ffffffff,9.0,0.0,0.0
84a90e5ffffffff,22.0,0.0,4.0
84a90e7ffffffff,4.0,0.0,0.0
84a90e9ffffffff,32.0,0.0,0.0
84a90ebffffffff,3.0,0.0,0.0
84a90edffffffff,1.0,0.0,0.0
84a9191ffffffff,136.0,0.0,7.0
84a9195ffffffff,2.0,0.0,0.0
84a9199ffffffff,2.0,0.0,0.0
84a919bffffffff,5.0,0.0,0.0
84a91d1ffffffff,2.0,0.0,0.0
84a91dbffffffff,3.0,0.0,0.0
84a9213ffffffff,6.0,0.0,0.0
84a9217ffffffff,1.0,0.0,0.0
84a921bffffffff,7.0,0.0,0.0
84a9289ffffffff,2.0,0.0,0.0
84a928bffffffff,1.0,0.0,0.0
84a9293ffffffff,5.0,0.0,0.0
84a9295ffffffff,1.0,0.0,0.0
84a92a5ffffffff,2.0,0.0,0.0
84a92adffffffff,2.0,0.0,0.0
84a92bdffffffff,3.0,0.0,0.0
84a92c3ffffffff,7.0,0.0,0.0
84a92c5ffffffff,12.0,0.0,0.0
84a92c7ffffffff,2.0,0.0,0.0
84a92c9ffffffff,1.0,0.0,0.0
84a92cbffffffff,468.0,0.0,0.0
84a92cdffffffff,5.0,0.0,0.0
84a92d1ffffffff,3.0,0.0,0.0
84a92d5ffffffff,1.0,0.0,0.0
84a92d7ffffffff,8.0,0.0,0.0
84a92d9ffffffff,14.0,0.0,0.0
84a92ddffffffff,11.0,0.0,0.0
84a92e1ffffffff,63.0,0.0,2.0
84a92e3ffffffff,7.0,0.0,0.0
84a92e9ffffffff,31.0,0.0,0.0
84a92ebffffffff,46.0,0.0,0.0
84a9407ffffffff,2.0,0.0,0.0
84a9411ffffffff,3.0,0.0,0.0
84a9419ffffffff,7.0,0.0,0.0
84a941bffffffff,10.0,0.0,0.0
84a9425ffffffff,5.0,0.0,0.0
84a9429ffffffff,6.0,0.0,0.0
84a942dffffffff,4.0,0.0,0.0
84a9439ffffffff,5.0,0.0,0.0
84a9441ffffffff,2.0,0.0,0.0
84a9445ffffffff,4.0,0.0,0.0
84a944bffffffff,2.0,0.0,0.0
84a944dffffffff,2.0,0.0,0.0
84a9453ffffffff,2.0,0.0,0.0
84a945bffffffff,1.0,0.0,0.0
84a9461ffffffff,21.0,0.0,0.0
84a9465ffffffff,17.0,0.0,0.0
84a9467ffffffff,51.0,0.0,0.0
84a946bffffffff,1.0,0.0,0.0
84a9483ffffffff,2.0,0.0,0.0
84a948bffffffff,2.0,0.0,0.0
84a9497ffffffff,1.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0
84a949bffffffff,5.0,0.0,0.0
84a94a9ffffffff,1.0,0.0,0.0
84a94b1ffffffff,4.0,0.0,0.0
84a94c7ffffffff,1.0,0.0,0.0
84a94c9ffffffff,2.0,0.0,0.0
84a94d1ffffffff,10.0,0.0,0.0
84a94d5ffffffff,2.0,0.0,0.0
84a94d7ffffffff,2.0,0.0,0.0
84a94d9ffffffff,2.0,0.0,0.0
84a94ddffffffff,3.0,0.0,0.0
84a94e3ffffffff,6.0,0.0,0.0
84a94e5ffffffff,18.0,0.0,0.0
84a94e9ffffffff,2.0,0.0,0.0
84a9501ffffffff,6.0,0.0,0.0
84a9507ffffffff,2.0,0.0,0.0
84a950bffffffff,4.0,0.0,0.0
84a950dffffffff,1.0,0.0,0.0
84a9515ffffffff,7.0,0.0,0.0
84a951dffffffff,5.0,0.0,0.0
84a9521ffffffff,5.0,0.0,2.0
84a9525ffffffff,1.0,0.0,0.0
84a9527ffffffff,62.0,0.0,0.0
84a952dffffffff,1.0,0.0,0.0
84a9531ffffffff,25.0,0.0,0.0
84a953bffffffff,23.0,0.0,0.0
84a9545ffffffff,2.0,0.0,0.0
84a9547ffffffff,1.0,0.0,0.0
84a9549ffffffff,1.0,0.0,0.0
84a9551ffffffff,3.0,0.0,0.0
84a9555ffffffff,3.0,0.0,0.0
84a955bffffffff,10.0,0.0,0.0
84a9565ffffffff,2.0,0.0,0.0
84a956bffffffff,2.0,0.0,0.0
84a95dbffffffff,8.0,0.0,0.0
84a95edffffffff,58.0,0.0,0.0
84a9601ffffffff,4.0,0.0,0.0
84a9607ffffffff,2.0,0.0,0.0
84a9611ffffffff,3.0,0.0,0.0
84a9613ffffffff,4.0,0.0,0.0
84a9617ffffffff,7.0,0.0,0.0
84a9621ffffffff,2.0,0.0,0.0
84a9623ffffffff,29.0,0.0,0.0
84a9625ffffffff,1.0,0.0,0.0
84a9627ffffffff,16.0,0.0,0.0
84a962bffffffff,2.0,0.0,0.0
84a962dffffffff,20.0,0.0,0.0
84a9637ffffffff,2.0,0.0,0.0
84a9645ffffffff,14.0,0.0,0.0
84a9647ffffffff,1.0,0.0,0.0
84a9649ffffffff,4.0,0.0,0.0
84a964dffffffff,6.0,0.0,0.0
84a9683ffffffff,3.0,0.0,0.0
84a9687ffffffff,3.0,0.0,0.0
84a969bffffffff,1.0,0.0,0.0
84a96a7ffffffff,7.0,0.0,0.0
84a96b3ffffffff,2.0,0.0,0.0
84a96b9ffffffff,3.0,0.0,0.0
84a96bdffffffff,2.0,0.0,0.0
84a96e7ffffffff,2.0,0.0,0.0
84a96e9ffffffff,4.0,0.0,0.0
84a9711ffffffff,5.0,0.0,0.0
84a9717ffffffff,33.0,0.0,0.0
84a9719ffffffff,5.0,0.0,0.0
84a971bffffffff,1.0,0.0,0.0
84a9723ffffffff,2.0,0.0,0.0
84a973bffffffff,7.0,0.0,0.0
84a974dffffffff,6.0,0.0,0.0
84a9755ffffffff,2.0,0.0,0.0
84a975bffffffff,2.0,0.0,0.0
84a975dffffffff,2.0,0.0,0.0
84a9765ffffffff,30.0,0.0,0.0
84a976dffffffff,6.0,0.0,0.0
84b2091ffffffff,5.0,0.0,0.0
84b2095ffffffff,22.0,0.0,0.0
84b2097ffffffff,4.0,0.0,0.0
84b2099ffffffff,24.0,0.0,0.0
84b209bffffffff,20.0,0.0,0.0
84b209dffffffff,2.0,0.0,0.0
84b20b3ffffffff,14.0,0.0,0.0
84b20b7ffffffff,8.0,0.0,0.0
84b20bbffffffff,5.0,0.0,0.0
84b20d3ffffffff,3.0,0.0,0.0
84b20d7ffffffff,3.0,0.0,0.0
84b20d9ffffffff,2.0,0.0,0.0
84b20dbffffffff,2.0,0.0,0.0
84b2291ffffffff,2.0,0.0,0.0
84b2297ffffffff,4.0,0.0,0.0
84b229dffffffff,2.0,0.0,0.0
84b22b3ffffffff,7.0,0.0,0.0
84b22d9ffffffff,8.0,0.0,0.0
84b22dbffffffff,1.0,0.0,0.0
84b2401ffffffff,28.0,0.0,0.0
84b2405ffffffff,15.0,0.0,0.0
84b2407ffffffff,24.0,0.0,0.0
84b2409ffffffff,4.0,0.0,0.0
84b240bffffffff,1.0,0.0,0.0
84b240dffffffff,1.0,0.0,0.0
84b2411ffffffff,2.0,0.0,0.0
84b2413ffffffff,279.0,0.0,0.0
84b2415ffffffff,1.0,0.0,0.0
84b2417ffffffff,8.0,0.0,0.0
84b2419ffffffff,7.0,0.0,0.0
84b241dffffffff,2.0,0.0,0.0
84b2421ffffffff,15.0,0.0,0.0
84b2423ffffffff,8.0,0.0,0.0
84b2425ffffffff,4.0,0.0,0.0
84b2427ffffffff,5.0,0.0,0.0
84b242bffffffff,119.0,0.0,0.0
84b242dffffffff,6.0,0.0,0.0
84b2431ffffffff,22.0,0.0,0.0
84b2435ffffffff,888.0,0.0,0.0
84b2437ffffffff,55.0,0.0,0.0
84b2439ffffffff,8.0,0.0,0.0
84b243bffffffff,7.0,0.0,0.0
84b243dffffffff,96.0,0.0,0.0
84b2443ffffffff,2.0,0.0,0.0
84b2455ffffffff,4.0,0.0,0.0
84b2457ffffffff,4.0,0.0,0.0
84b245dffffffff,2.0,0.0,0.0
84b2463ffffffff,42.0,0.0,0.0
84b2469ffffffff,2.0,0.0,0.0
84b246dffffffff,2.0,0.0,0.0
84b2485ffffffff,1.0,0.0,0.0
84b24a1ffffffff,3.0,0.0,0.0
84b24a9ffffffff,51.0,0.0,0.0
84b24abffffffff,5.0,0.0,0.0
84b24adffffffff,44.0,0.0,0.0
84b24b1ffffffff,4.0,0.0,0.0
84b24bdffffffff,5.0,0.0,0.0
84b24c1ffffffff,4.0,0.0,0.0
84b24c5ffffffff,8.0,0.0,0.0
84b24c9ffffffff,1.0,0.0,0.0
84b24cdffffffff,51.0,0.0,0.0
84b24d1ffffffff,1.0,0.0,0.0
84b24d9ffffffff,2.0,0.0,0.0
84b24dbffffffff,9.0,0.0,0.0
84b24e3ffffffff,5.0,0.0,0.0
84b24e5ffffffff,76.0,0.0,0.0
84b24e9ffffffff,16.0,0.0,0.0
84b24edffffffff,16.0,0.0,0.0
84b250bffffffff,1.0,0.0,0.0
84b250dffffffff,19.0,0.0,0.0
84b251bffffffff,23.0,0.0,0.0
84b2523ffffffff,1.0,0.0,0.0
84b2525ffffffff,37.0,0.0,0.0
84b2527ffffffff,3.0,0.0,0.0
84b2533ffffffff,1.0,0.0,0.0
84b2541ffffffff,2.0,0.0,0.0
84b2549ffffffff,7.0,0.0,0.0
84b2551ffffffff,2.0,0.0,0.0
84b2553ffffffff,3.0,0.0,0.0
84b2555ffffffff,4.0,0.0,0.0
84b2557ffffffff,14.0,0.0,0.0
84b2563ffffffff,5.0,0.0,0.0
84b2565ffffffff,1.0,0.0,0.0
84b256dffffffff,2.0,0.0,0.0
84b2581ffffffff,16.0,0.0,0.0
84b2583ffffffff,25.0,0.0,0.0
84b2585ffffffff,4.0,0.0,0.0
84b2587ffffffff,2.0,0.0,0.0
84b2589ffffffff,182.0,0.0,0.0
84b258bffffffff,19.0,0.0,0.0
84b258dffffffff,36.0,0.0,0.0
84b2591ffffffff,108.0,0.0,0.0
84b2595ffffffff,12.0,0.0,0.0
84b2599ffffffff,7.0,0.0,0.0
84b25a1ffffffff,26.0,0.0,0.0
84b25a7ffffffff,1.0,0.0,0.0
84b25abffffffff,4.0,0.0,0.0
84b25adffffffff,4.0,0.0,0.0
84b25b1ffffffff,6.0,0.0,0.0
84b25b9ffffffff,7.0,0.0,0.0
84b25bbffffffff,5.0,0.0,0.0
84b25bdffffffff,1.0,0.0,0.0
84b25c1ffffffff,82.0,0.0,0.0
84b25c3ffffffff,15.0,0.0,0.0
84b25c7ffffffff,101.0,0.0,0.0
84b25c9ffffffff,9.0,0.0,0.0
84b25cbffffffff,49.0,0.0,0.0
84b25cdffffffff,206.0,0.0,0.0
84b25d1ffffffff,100.0,0.0,0.0
84b25d3ffffffff,16.0,0.0,0.0
84b25d5ffffffff,169.0,0.0,0.0
84b25d7ffffffff,46.0,0.0,0.0
84b25d9ffffffff,24.0,0.0,0.0
84b25dbffffffff,7.0,0.0,0.0
84b25ddffffffff,67.0,0.0,0.0
84b25e1ffffffff,129.0,0.0,0.0
84b25e3ffffffff,196.0,0.0,0.0
84b25e5ffffffff,4.0,0.0,0.0
84b25e7ffffffff,15.0,0.0,0.0
84b25ebffffffff,26.0,0.0,0.0
84b2613ffffffff,15.0,0.0,0.0
84b2619ffffffff,1.0,0.0,0.0
84b2623ffffffff,2.0,0.0,0.0
84b2625ffffffff,5.0,0.0,0.0
84b2627ffffffff,4.0,0.0,0.0
84b262bffffffff,7.0,0.0,0.0
84b262dffffffff,306.0,0.0,0.0
84b2633ffffffff,9.0,0.0,0.0
84b263dffffffff,8.0,0.0,0.0
84b2655ffffffff,2.0,0.0,0.0
84b2657ffffffff,2.0,0.0,0.0
84b2659ffffffff,1.0,0.0,0.0
84b265dffffffff,1.0,0.0,0.0
84b2661ffffffff,8.0,0.0,0.0
84b2665ffffffff,11.0,0.0,0.0
84b2667ffffffff,1.0,0.0,0.0
84b266bffffffff,3.0,0.0,0.0
84b2683ffffffff,1.0,0.0,0.0
84b268bffffffff,10.0,0.0,0.0
84b268dffffffff,22.0,0.0,0.0
84b2691ffffffff,12.0,0.0,0.0
84b2693ffffffff,11.0,0.0,0.0
84b2695ffffffff,2.0,0.0,0.0
84b2697ffffffff,1.0,0.0,0.0
84b269dffffffff,12.0,0.0,0.0
84b26adffffffff,12.0,0.0,0.0
84b26d5ffffffff,5.0,0.0,0.0
84b26d7ffffffff,25.0,0.0,0.0
84b26ddffffffff,3.0,0.0,0.0
84b26e3ffffffff,2.0,0.0,0.0
84b26ebffffffff,1.0,0.0,0.0
84b26edffffffff,5.0,0.0,0.0
84b2701ffffffff,88.0,0.0,0.0
84b2703ffffffff,8.0,0.0,0.0
84b2705ffffffff,5.0,0.0,0.0
84b2707ffffffff,9.0,0.0,0.0
84b2709ffffffff,47.0,0.0,0.0
84b270bffffffff,32.0,0.0,0.0
84b270dffffffff,33.0,0.0,0.0
84b2715ffffffff,9.0,0.0,0.0
84b2717ffffffff,2.0,0.0,0.0
84b2719ffffffff,6.0,0.0,0.0
84b271bffffffff,1.0,0.0,0.0
84b271dffffffff,5.0,0.0,0.0
84b2721ffffffff,9.0,0.0,0.0
84b2723ffffffff,11.0,0.0,0.0
84b2725ffffffff,12.0,0.0,0.0
84b2727ffffffff,12.0,0.0,0.0
84b2729ffffffff,4.0,0.0,0.0
84b272bffffffff,8.0,0.0,0.0
84b2739ffffffff,2.0,0.0,0.0
84b2741ffffffff,4.0,0.0,0.0
84b2743ffffffff,8.0,0.0,0.0
84b2745ffffffff,2.0,0.0,0.0
84b2747ffffffff,4.0,0.0,0.0
84b2749ffffffff,110.0,0.0,0.0
84b274bffffffff,8.0,0.0,0.0
84b274dffffffff,2.0,0.0,0.0
84b2753ffffffff,2.0,0.0,0.0
84b2755ffffffff,3.0,0.0,0.0
84b2757ffffffff,39.0,0.0,0.0
84b275bffffffff,260.0,0.0,0.0
84b275dffffffff,30.0,0.0,0.0
84b2765ffffffff,3.0,0.0,0.0
84b276bffffffff,10.0,0.0,0.0
84b276dffffffff,10.0,0.0,0.0
84b2c81ffffffff,7.0,0.0,0.0
84b2c85ffffffff,12.0,0.0,0.0
84b2c8dffffffff,1.0,0.0,0.0
84b2cc5ffffffff,2.0,0.0,0.0
84b2cc7ffffffff,1.0,0.0,0.0
84b2cddffffffff,9.0,0.0,0.0
84b2ce3ffffffff,5.0,0.0,0.0
84b2e11ffffffff,15.0,0.0,0.0
84b2e1bffffffff,3.0,0.0,0.0
84b2e1dffffffff,21.0,0.0,0.0
84b2e4bffffffff,2.0,0.0,0.0
84b2e57ffffffff,3.0,0.0,0.0
84b2e85ffffffff,75.0,0.0,0.0
84b2e8dffffffff,5.0,0.0,0.0
84b2e91ffffffff,68.0,0.0,0.0
84b2e99ffffffff,54.0,0.0,0.0
84b2e9bffffffff,2.0,0.0,0.0
84b2e9dffffffff,2.0,0.0,0.0
84b2ea3ffffffff,1.0,0.0,0.0
84b2ea7ffffffff,4.0,0.0,0.0
84b2ea9ffffffff,20.0,0.0,0.0
84b2eabffffffff,3.0,0.0,0.0
84b2eadffffffff,4.0,0.0,0.0
84b2eb3ffffffff,2.0,0.0,0.0
84b2eb7ffffffff,21.0,0.0,0.0
84b2eb9ffffffff,3.0,0.0,0.0
84b2ebbffffffff,11.0,0.0,0.0
84b2ec1ffffffff,7.0,0.0,0.0
84b2ec5ffffffff,3.0,0.0,0.0
84b2ec7ffffffff,27.0,0.0,0.0
84b2ec9ffffffff,3.0,0.0,0.0
84b2ed9ffffffff,4.0,0.0,0.0
84b2ee1ffffffff,118.0,0.0,0.0
84b2ee3ffffffff,22.0,0.0,0.0
84b2ee7ffffffff,3.0,0.0,0.0
84b2ee9ffffffff,5.0,0.0,0.0
84b2eebffffffff,75.0,0.0,0.0
84b2eedffffffff,4.0,0.0,0.0
84b300bffffffff,8.0,0.0,0.0
84b3011ffffffff,20.0,0.0,0.0
84b3013ffffffff,3.0,0.0,0.0
84b3017ffffffff,12.0,0.0,0.0
84b3043ffffffff,135.0,0.0,0.0
84b3047ffffffff,2.0,0.0,0.0
84b3055ffffffff,45.0,0.0,0.0
84b305dffffffff,721.0,0.0,0.0
84b320dffffffff,2.0,0.0,0.0
84b3219ffffffff,67.0,0.0,0.0
84b321dffffffff,3.0,0.0,0.0
84b3241ffffffff,6.0,0.0,0.0
84b3243ffffffff,11.0,0.0,0.0
84b3245ffffffff,1.0,0.0,0.0
84b3247ffffffff,1.0,0.0,0.0
84b3253ffffffff,21.0,1.0,0.0
84b32c9ffffffff,3.0,0.0,0.0
84b32d9ffffffff,4.0,0.0,2.0
84b32dbffffffff,24.0,0.0,2.0
84b32ddffffffff,13.0,0.0,0.0
84b3309ffffffff,5.0,0.0,0.0
84b330dffffffff,3.0,0.0,0.0
84b3341ffffffff,13.0,0.0,0.0
84b3343ffffffff,3.0,0.0,0.0
84b3345ffffffff,2.0,0.0,0.0
84b3347ffffffff,2.0,0.0,0.0
84b334bffffffff,13.0,0.0,0.0
84b334dffffffff,1.0,0.0,0.0
84b3355ffffffff,70.0,0.0,0.0
84b3357ffffffff,4.0,0.0,0.0
84b3363ffffffff,1.0,0.0,0.0
84b3403ffffffff,1.0,0.0,0.0
84b3407ffffffff,7.0,0.0,0.0
84b340dffffffff,8.0,0.0,0.0
84b3415ffffffff,2.0,0.0,0.0
84b3419ffffffff,2.0,0.0,0.0
84b3421ffffffff,33.0,0.0,0.0
84b3423ffffffff,145.0,0.0,0.0
84b3425ffffffff,74.0,0.0,0.0
84b3427ffffffff,25.0,0.0,0.0
84b3429ffffffff,9.0,0.0,0.0
84b342bffffffff,24.0,0.0,0.0
84b342dffffffff,9.0,0.0,0.0
84b3435ffffffff,17.0,0.0,0.0
84b3437ffffffff,4.0,0.0,0.0
84b3439ffffffff,23.0,0.0,0.0
84b343bffffffff,37.0,0.0,0.0
84b343dffffffff,8.0,0.0,0.0
84b3441ffffffff,6.0,0.0,0.0
84b3445ffffffff,8.0,0.0,0.0
84b3447ffffffff,5.0,0.0,0.0
84b3457ffffffff,2.0,0.0,0.0
84b345dffffffff,1.0,0.0,0.0
84b3463ffffffff,2.0,0.0,0.0
84b3465ffffffff,3.0,0.0,0.0
84b346dffffffff,27.0,0.0,0.0
84b3481ffffffff,4.0,0.0,0.0
84b3487ffffffff,5.0,0.0,0.0
84b348bffffffff,4.0,0.0,0.0
