cell_id,Dicrurus adsimilis,Dicrurus adsimilis apivorus,Dicrurus adsimilis [adsimilis Group],Dicrurus adsimilis divaricatus/lugubris
8496aa9ffffffff,2.0,0.0,0.0,0.0
8496abdffffffff,3.0,0.0,0.0,0.0
8496ac3ffffffff,2.0,0.0,0.0,0.0
8496b01ffffffff,2.0,0.0,0.0,0.0
8496b05ffffffff,1.0,0.0,0.0,0.0
8496b09ffffffff,9.0,0.0,0.0,0.0
8496b0bffffffff,3.0,0.0,0.0,0.0
8496b0dffffffff,5.0,0.0,0.0,0.0
8496b11ffffffff,1.0,0.0,0.0,0.0
8496b13ffffffff,30.0,0.0,0.0,0.0
8496b19ffffffff,124.0,0.0,0.0,0.0
8496b1bffffffff,83.0,0.0,0.0,0.0
8496b2dffffffff,4.0,0.0,0.0,0.0
8496b43ffffffff,1.0,0.0,0.0,0.0
8496b47ffffffff,26.0,0.0,0.0,0.0
8496b57ffffffff,2.0,0.0,0.0,0.0
8496b61ffffffff,3.0,0.0,0.0,0.0
8496b63ffffffff,87.0,0.0,0.0,0.0
8496b67ffffffff,2.0,0.0,0.0,0.0
8496b69ffffffff,2.0,0.0,0.0,0.0
8496b6dffffffff,28.0,0.0,0.0,0.0
8496e49ffffffff,4.0,0.0,0.0,0.0
8497015ffffffff,27.0,0.0,13.0,0.0
8497019ffffffff,3.0,0.0,0.0,0.0
8497027ffffffff,5.0,0.0,0.0,0.0
849702bffffffff,16.0,0.0,0.0,0.0
8497035ffffffff,19.0,0.0,0.0,0.0
849703dffffffff,30.0,0.0,0.0,0.0
8497051ffffffff,11.0,0.0,0.0,0.0
8497053ffffffff,12.0,0.0,0.0,0.0
8497057ffffffff,9.0,0.0,0.0,0.0
8497069ffffffff,8.0,0.0,0.0,0.0
8497081ffffffff,3.0,0.0,0.0,0.0
8497085ffffffff,3.0,0.0,0.0,0.0
8497087ffffffff,1.0,0.0,0.0,0.0
84970a3ffffffff,4.0,0.0,0.0,0.0
84970a7ffffffff,2.0,0.0,0.0,0.0
84970c5ffffffff,7.0,0.0,0.0,0.0
84970c9ffffffff,4.0,0.0,0.0,0.0
84970d3ffffffff,32.0,0.0,0.0,0.0
84970d7ffffffff,1.0,0.0,0.0,0.0
84970e7ffffffff,2.0,0.0,0.0,0.0
8497101ffffffff,3.0,0.0,0.0,0.0
8497103ffffffff,29.0,0.0,0.0,0.0
8497107ffffffff,17.0,0.0,0.0,0.0
8497111ffffffff,4.0,0.0,0.0,0.0
8497119ffffffff,369.0,0.0,0.0,0.0
849711bffffffff,7.0,0.0,0.0,0.0
849711dffffffff,22.0,0.0,0.0,0.0
8497139ffffffff,7.0,0.0,0.0,0.0
8497151ffffffff,9.0,0.0,0.0,0.0
8497153ffffffff,5.0,0.0,0.0,0.0
8497157ffffffff,7.0,0.0,0.0,0.0
8497195ffffffff,2.0,0.0,0.0,0.0
8497199ffffffff,93.0,0.0,20.0,0.0
849719bffffffff,33.0,0.0,3.0,0.0
84971b9ffffffff,1.0,0.0,0.0,0.0
84971c1ffffffff,7.0,0.0,0.0,0.0
84971c9ffffffff,6.0,0.0,0.0,0.0
84971cbffffffff,14.0,0.0,0.0,0.0
84971d7ffffffff,13.0,0.0,0.0,0.0
84971d9ffffffff,2.0,0.0,0.0,0.0
849721bffffffff,28.0,0.0,0.0,0.0
8497245ffffffff,10.0,0.0,0.0,0.0
8497253ffffffff,20.0,0.0,0.0,0.0
849728bffffffff,2.0,0.0,0.0,0.0
849728dffffffff,259.0,0.0,0.0,0.0
8497291ffffffff,59.0,0.0,0.0,0.0
8497295ffffffff,8.0,0.0,0.0,0.0
8497297ffffffff,4.0,0.0,0.0,0.0
8497299ffffffff,3.0,0.0,0.0,0.0
84972abffffffff,2.0,0.0,0.0,0.0
84972adffffffff,2.0,0.0,0.0,0.0
84972c1ffffffff,3.0,0.0,0.0,0.0
84972c5ffffffff,255.0,0.0,0.0,0.0
84972c7ffffffff,2.0,0.0,0.0,0.0
84972c9ffffffff,64.0,0.0,0.0,0.0
84972cbffffffff,3.0,0.0,0.0,0.0
84972cdffffffff,203.0,0.0,0.0,0.0
84972d3ffffffff,1.0,0.0,0.0,0.0
84972d5ffffffff,5.0,0.0,0.0,0.0
84972d7ffffffff,7.0,0.0,0.0,0.0
84972d9ffffffff,20.0,0.0,0.0,0.0
84972dbffffffff,13.0,0.0,0.0,0.0
84972e3ffffffff,265.0,0.0,0.0,0.0
84972e7ffffffff,2.0,0.0,0.0,0.0
84972ebffffffff,164.0,0.0,0.0,0.0
8497311ffffffff,2.0,0.0,0.0,0.0
8497313ffffffff,10.0,0.0,0.0,0.0
8497317ffffffff,4.0,0.0,0.0,0.0
8497357ffffffff,5.0,0.0,0.0,0.0
8497359ffffffff,6.0,0.0,0.0,0.0
849735bffffffff,1.0,0.0,0.0,0.0
8497401ffffffff,2.0,0.0,0.0,0.0
8497403ffffffff,2.0,0.0,0.0,0.0
8497405ffffffff,56.0,0.0,0.0,0.0
8497409ffffffff,7.0,0.0,0.0,0.0
849740bffffffff,2.0,0.0,0.0,0.0
849740dffffffff,22.0,0.0,0.0,0.0
8497411ffffffff,10.0,0.0,0.0,0.0
8497413ffffffff,2.0,0.0,0.0,0.0
8497415ffffffff,90.0,0.0,0.0,0.0
8497417ffffffff,100.0,0.0,0.0,0.0
8497419ffffffff,6.0,0.0,0.0,0.0
849741bffffffff,1.0,0.0,0.0,0.0
849741dffffffff,102.0,0.0,0.0,0.0
8497423ffffffff,1.0,0.0,0.0,0.0
8497431ffffffff,177.0,0.0,0.0,0.0
8497433ffffffff,1.0,0.0,0.0,0.0
8497435ffffffff,109.0,0.0,0.0,0.0
8497437ffffffff,77.0,0.0,0.0,0.0
8497439ffffffff,34.0,0.0,0.0,0.0
849743bffffffff,142.0,0.0,0.0,0.0
849743dffffffff,6.0,0.0,0.0,0.0
8497441ffffffff,1.0,0.0,0.0,0.0
8497447ffffffff,10.0,0.0,0.0,0.0
8497451ffffffff,3.0,0.0,0.0,0.0
8497453ffffffff,19.0,0.0,0.0,0.0
8497455ffffffff,5.0,0.0,0.0,0.0
8497459ffffffff,50.0,0.0,0.0,0.0
849745dffffffff,8.0,0.0,0.0,0.0
8497461ffffffff,3.0,0.0,0.0,0.0
849746bffffffff,5.0,0.0,0.0,0.0
8497485ffffffff,13.0,0.0,0.0,0.0
849748dffffffff,1.0,0.0,0.0,0.0
84974a9ffffffff,232.0,0.0,0.0,0.0
84974abffffffff,468.0,27.0,0.0,0.0
84974adffffffff,9.0,0.0,0.0,0.0
84974b9ffffffff,158.0,10.0,0.0,0.0
84974bbffffffff,15.0,0.0,0.0,0.0
84974bdffffffff,29.0,0.0,0.0,0.0
84974cdffffffff,2.0,0.0,0.0,0.0
84974e1ffffffff,33.0,0.0,0.0,0.0
84974e3ffffffff,21.0,0.0,0.0,0.0
84974e5ffffffff,38.0,0.0,0.0,0.0
84974e9ffffffff,80.0,0.0,0.0,0.0
84974edffffffff,51.0,0.0,0.0,0.0
8497501ffffffff,1.0,0.0,0.0,0.0
8497503ffffffff,2.0,0.0,0.0,0.0
8497505ffffffff,2.0,0.0,0.0,0.0
8497509ffffffff,150.0,0.0,0.0,0.0
849750bffffffff,5.0,0.0,0.0,0.0
8497511ffffffff,7.0,0.0,0.0,0.0
8497513ffffffff,432.0,0.0,0.0,0.0
8497515ffffffff,301.0,0.0,0.0,0.0
8497517ffffffff,270.0,0.0,0.0,0.0
8497519ffffffff,1.0,0.0,0.0,0.0
849751bffffffff,7.0,0.0,0.0,0.0
849751dffffffff,1.0,0.0,0.0,0.0
849752bffffffff,1.0,0.0,0.0,0.0
849752dffffffff,1.0,0.0,0.0,0.0
8497531ffffffff,4.0,0.0,0.0,0.0
8497535ffffffff,13.0,0.0,2.0,0.0
849753bffffffff,3.0,0.0,0.0,0.0
8497543ffffffff,27.0,0.0,0.0,0.0
8497545ffffffff,4.0,0.0,0.0,0.0
8497547ffffffff,20.0,0.0,0.0,0.0
8497555ffffffff,3.0,0.0,0.0,0.0
8497557ffffffff,9.0,0.0,0.0,0.0
8497559ffffffff,11.0,0.0,0.0,0.0
8497581ffffffff,4.0,0.0,0.0,0.0
8497583ffffffff,18.0,0.0,0.0,0.0
849758dffffffff,2.0,0.0,0.0,0.0
84975c1ffffffff,20.0,0.0,0.0,0.0
84975c3ffffffff,7.0,0.0,0.0,0.0
84975c5ffffffff,145.0,0.0,0.0,0.0
84975c7ffffffff,247.0,5.0,0.0,0.0
84975c9ffffffff,23.0,0.0,0.0,0.0
84975cbffffffff,18.0,0.0,0.0,0.0
84975d1ffffffff,51.0,2.0,0.0,0.0
84975d3ffffffff,3.0,0.0,0.0,0.0
84975d5ffffffff,5.0,1.0,0.0,0.0
84975d9ffffffff,19.0,0.0,0.0,0.0
84975ddffffffff,42.0,2.0,0.0,0.0
84975e1ffffffff,20.0,0.0,0.0,0.0
84975e7ffffffff,1.0,0.0,0.0,0.0
84975e9ffffffff,42.0,0.0,0.0,0.0
84975ebffffffff,53.0,0.0,0.0,0.0
8497637ffffffff,5.0,0.0,0.0,0.0
8497681ffffffff,12.0,0.0,0.0,0.0
8497685ffffffff,7.0,0.0,0.0,0.0
84976a5ffffffff,3.0,0.0,0.0,0.0
8497701ffffffff,4.0,0.0,0.0,0.0
8497705ffffffff,8.0,0.0,0.0,0.0
8497709ffffffff,4.0,0.0,0.0,0.0
8497717ffffffff,2.0,0.0,0.0,0.0
8497725ffffffff,20.0,0.0,0.0,0.0
849772dffffffff,15.0,0.0,0.0,0.0
8497733ffffffff,7.0,0.0,0.0,0.0
849773bffffffff,1.0,0.0,0.0,0.0
8497747ffffffff,2.0,0.0,0.0,0.0
8497749ffffffff,2.0,0.0,0.0,0.0
849774dffffffff,4.0,0.0,0.0,0.0
8497751ffffffff,17.0,0.0,0.0,0.0
849775dffffffff,5.0,0.0,0.0,0.0
8497763ffffffff,2.0,0.0,0.0,0.0
8497823ffffffff,2.0,0.0,0.0,0.0
8497827ffffffff,8.0,0.0,0.0,0.0
8497895ffffffff,1.0,0.0,0.0,0.0
84978b3ffffffff,2.0,0.0,0.0,0.0
84978d9ffffffff,31.0,0.0,0.0,0.0
84978ddffffffff,4.0,0.0,0.0,0.0
84978e7ffffffff,4.0,0.0,0.0,0.0
84978ebffffffff,2.0,0.0,0.0,0.0
8497913ffffffff,3.0,0.0,0.0,0.0
8497937ffffffff,2.0,0.0,0.0,0.0
8497997ffffffff,5.0,0.0,0.0,0.0
849799bffffffff,6.0,0.0,0.0,0.0
84979d3ffffffff,3.0,0.0,0.0,0.0
84979e9ffffffff,3.0,0.0,0.0,0.0
8497a85ffffffff,7.0,0.0,0.0,0.0
8497a89ffffffff,8.0,0.0,0.0,0.0
8497a8bffffffff,31.0,0.0,0.0,0.0
8497aabffffffff,56.0,0.0,0.0,0.0
8497ab1ffffffff,1.0,0.0,0.0,0.0
8497ab5ffffffff,2.0,0.0,0.0,0.0
84ac12dffffffff,7.0,0.0,0.0,0.0
84ac801ffffffff,427.0,32.0,0.0,0.0
84ac805ffffffff,185.0,20.0,0.0,0.0
84ac807ffffffff,9.0,0.0,0.0,0.0
84ac809ffffffff,6.0,0.0,0.0,0.0
84ac80bffffffff,8.0,0.0,0.0,0.0
84ac80dffffffff,23.0,0.0,0.0,0.0
84ac811ffffffff,10.0,0.0,0.0,0.0
84ac815ffffffff,18.0,4.0,0.0,0.0
84ac819ffffffff,16.0,0.0,0.0,0.0
84ac81bffffffff,79.0,38.0,0.0,0.0
84ac81dffffffff,17.0,0.0,0.0,0.0
84ac829ffffffff,18.0,0.0,0.0,0.0
84ac82dffffffff,54.0,15.0,0.0,0.0
84ac841ffffffff,9.0,0.0,0.0,0.0
84ac843ffffffff,9.0,0.0,0.0,0.0
84ac849ffffffff,6.0,0.0,0.0,0.0
84ac84dffffffff,7.0,0.0,0.0,0.0
84ac851ffffffff,18.0,9.0,0.0,0.0
84ac853ffffffff,32.0,0.0,0.0,0.0
84ac857ffffffff,10.0,0.0,0.0,0.0
84ac859ffffffff,1.0,0.0,0.0,0.0
84ac85dffffffff,11.0,0.0,0.0,0.0
84ac863ffffffff,299.0,19.0,0.0,0.0
84ac865ffffffff,2.0,0.0,0.0,0.0
84ac867ffffffff,506.0,39.0,0.0,0.0
84ac86dffffffff,5.0,0.0,0.0,0.0
84ac8a3ffffffff,11.0,4.0,0.0,0.0
84ac8a9ffffffff,87.0,0.0,0.0,0.0
84ac8cdffffffff,4.0,0.0,0.0,0.0
84ac8e1ffffffff,5.0,0.0,0.0,0.0
84ac8e7ffffffff,37.0,0.0,0.0,0.0
84ac901ffffffff,3.0,0.0,0.0,0.0
84ac90dffffffff,2.0,0.0,0.0,0.0
84ac93dffffffff,2.0,0.0,0.0,0.0
84ac941ffffffff,18.0,0.0,0.0,0.0
84ac945ffffffff,2.0,0.0,0.0,0.0
84ac949ffffffff,5.0,0.0,0.0,0.0
84ac94dffffffff,2.0,0.0,0.0,0.0
84ac959ffffffff,13.0,0.0,0.0,0.0
84ac95bffffffff,44.0,13.0,0.0,0.0
84ac961ffffffff,103.0,7.0,0.0,0.0
84ac969ffffffff,41.0,3.0,0.0,0.0
84ac96dffffffff,46.0,0.0,0.0,0.0
84ac995ffffffff,18.0,0.0,0.0,0.0
84ac99dffffffff,2.0,0.0,0.0,0.0
84ac9dbffffffff,14.0,0.0,0.0,0.0
84aca03ffffffff,20.0,0.0,0.0,0.0
84aca05ffffffff,2.0,1.0,0.0,0.0
84aca07ffffffff,18.0,0.0,0.0,0.0
84aca15ffffffff,24.0,0.0,0.0,0.0
84aca1dffffffff,1.0,0.0,0.0,0.0
84aca23ffffffff,10.0,0.0,0.0,0.0
84aca27ffffffff,75.0,2.0,0.0,0.0
84aca29ffffffff,2.0,0.0,0.0,0.0
84aca2bffffffff,26.0,17.0,0.0,0.0
84aca33ffffffff,2.0,0.0,0.0,0.0
84aca35ffffffff,2.0,0.0,0.0,0.0
84aca39ffffffff,43.0,2.0,0.0,0.0
84aca3bffffffff,19.0,1.0,0.0,0.0
84aca3dffffffff,191.0,12.0,0.0,0.0
84aca41ffffffff,9.0,6.0,0.0,0.0
84aca45ffffffff,5.0,0.0,0.0,0.0
84aca49ffffffff,6.0,0.0,0.0,0.0
84aca4bffffffff,37.0,6.0,0.0,0.0
84aca4dffffffff,6.0,1.0,0.0,0.0
84aca5dffffffff,3.0,0.0,0.0,0.0
84aca61ffffffff,91.0,0.0,0.0,0.0
84aca63ffffffff,1.0,0.0,0.0,0.0
84aca67ffffffff,5.0,0.0,0.0,0.0
84aca69ffffffff,9.0,0.0,0.0,0.0
84aca6bffffffff,226.0,10.0,0.0,0.0
84aca6dffffffff,25.0,8.0,0.0,0.0
84acaa5ffffffff,14.0,0.0,0.0,0.0
84acaadffffffff,1.0,1.0,0.0,0.0
84acae5ffffffff,9.0,0.0,0.0,0.0
84acae7ffffffff,23.0,0.0,0.0,0.0
84acaedffffffff,37.0,0.0,0.0,0.0
84acb11ffffffff,16.0,0.0,0.0,0.0
84acb13ffffffff,1.0,0.0,0.0,0.0
84acb15ffffffff,5.0,0.0,0.0,0.0
84acb1bffffffff,68.0,8.0,0.0,0.0
84acb31ffffffff,10.0,1.0,0.0,0.0
84acb33ffffffff,5.0,0.0,0.0,0.0
84acb35ffffffff,49.0,3.0,0.0,0.0
84acb3bffffffff,7.0,0.0,0.0,0.0
84ad321ffffffff,2.0,0.0,0.0,0.0
84ad329ffffffff,8.0,0.0,7.0,0.0
84ad361ffffffff,110.0,0.0,9.0,0.0
84ad365ffffffff,32.0,0.0,1.0,0.0
84ad367ffffffff,19.0,0.0,2.0,0.0
84ad369ffffffff,84.0,0.0,0.0,0.0
84ad36dffffffff,90.0,0.0,2.0,0.0
84ad821ffffffff,12.0,1.0,0.0,0.0
84ad825ffffffff,21.0,0.0,0.0,0.0
84ad827ffffffff,2.0,0.0,0.0,0.0
84ad829ffffffff,8.0,0.0,0.0,0.0
84ad82dffffffff,36.0,0.0,0.0,0.0
84ad861ffffffff,37.0,12.0,0.0,0.0
84ad865ffffffff,13.0,0.0,0.0,0.0
84ad867ffffffff,43.0,3.0,0.0,0.0
84ad869ffffffff,9.0,0.0,0.0,0.0
84ad883ffffffff,3.0,0.0,0.0,0.0
84ad8b1ffffffff,2.0,0.0,0.0,0.0
84ad8b5ffffffff,20.0,6.0,0.0,0.0
84ad8bdffffffff,3.0,0.0,0.0,0.0
84ad901ffffffff,1.0,0.0,0.0,0.0
84ad91bffffffff,4.0,0.0,0.0,0.0
84ad927ffffffff,11.0,0.0,0.0,0.0
84ad945ffffffff,1.0,0.0,0.0,0.0
84ad953ffffffff,5.0,0.0,0.0,0.0
84ad957ffffffff,1.0,0.0,0.0,0.0
84ad95bffffffff,6.0,1.0,0.0,0.0
84ad991ffffffff,2.0,0.0,0.0,0.0
84ad997ffffffff,4.0,0.0,0.0,0.0
84ad99bffffffff,1.0,0.0,0.0,0.0
84ad9a3ffffffff,4.0,0.0,0.0,0.0
84ad9a5ffffffff,1.0,0.0,0.0,0.0
84ad9b5ffffffff,8.0,0.0,0.0,0.0
84ad9d1ffffffff,2.0,0.0,0.0,0.0
84ad9d3ffffffff,4.0,0.0,0.0,0.0
84ad9d9ffffffff,1.0,0.0,0.0,0.0
84ada07ffffffff,2.0,0.0,0.0,0.0
84ada21ffffffff,4.0,0.0,0.0,0.0
84ada65ffffffff,2.0,0.0,0.0,0.0
84adaa9ffffffff,1.0,0.0,0.0,0.0
84adaadffffffff,2.0,0.0,0.0,0.0
84adb07ffffffff,8.0,0.0,0.0,0.0
84adb13ffffffff,1.0,0.0,0.0,0.0
84adb2bffffffff,21.0,0.0,0.0,0.0
84adb31ffffffff,10.0,8.0,0.0,0.0
84adb43ffffffff,6.0,0.0,0.0,0.0
84adb53ffffffff,3.0,0.0,0.0,0.0
84adb63ffffffff,5.0,0.0,0.0,0.0
84bc091ffffffff,16.0,0.0,0.0,0.0
84bc093ffffffff,4.0,0.0,0.0,0.0
84bc095ffffffff,18.0,0.0,0.0,0.0
84bc099ffffffff,2.0,0.0,0.0,0.0
84bc0a3ffffffff,1.0,0.0,0.0,0.0
84bc0bdffffffff,44.0,0.0,0.0,0.0
84bc193ffffffff,3.0,0.0,0.0,0.0
84bc197ffffffff,37.0,0.0,7.0,0.0
84bc19bffffffff,12.0,0.0,0.0,0.0
84bc1b3ffffffff,19.0,0.0,0.0,0.0
84bc1b7ffffffff,58.0,0.0,2.0,0.0
84bc1bbffffffff,13.0,0.0,0.0,0.0
84bc403ffffffff,4.0,0.0,0.0,0.0
84bc409ffffffff,23.0,0.0,0.0,0.0
84bc40dffffffff,14.0,0.0,0.0,0.0
84bc411ffffffff,5.0,0.0,0.0,0.0
84bc41dffffffff,6.0,0.0,0.0,0.0
84bc431ffffffff,4.0,0.0,0.0,0.0
84bc435ffffffff,2.0,0.0,0.0,0.0
84bc443ffffffff,33.0,0.0,0.0,0.0
84bc447ffffffff,40.0,0.0,0.0,0.0
84bc453ffffffff,7.0,0.0,0.0,0.0
84bc455ffffffff,291.0,0.0,18.0,0.0
84bc457ffffffff,28.0,0.0,0.0,0.0
84bc463ffffffff,2.0,0.0,0.0,0.0
84bc469ffffffff,2.0,0.0,0.0,0.0
84bc46dffffffff,14.0,0.0,0.0,0.0
84bc4c9ffffffff,2.0,0.0,0.0,0.0
84bc4d7ffffffff,1.0,0.0,0.0,0.0
84bc4ddffffffff,1.0,0.0,0.0,0.0
84bc50bffffffff,24.0,0.0,0.0,0.0
84bc511ffffffff,2.0,0.0,0.0,0.0
84bc519ffffffff,6.0,0.0,0.0,0.0
84bc543ffffffff,4.0,0.0,0.0,0.0
84bc545ffffffff,5.0,0.0,0.0,0.0
84bc549ffffffff,6.0,0.0,2.0,0.0
84bc559ffffffff,6.0,0.0,0.0,0.0
84bc567ffffffff,2.0,0.0,0.0,0.0
84bc569ffffffff,1.0,0.0,0.0,0.0
84bc5cbffffffff,5.0,0.0,0.0,0.0
84bc5edffffffff,2.0,0.0,0.0,0.0
84bc683ffffffff,32.0,0.0,0.0,0.0
84bc687ffffffff,126.0,0.0,5.0,0.0
84bc695ffffffff,62.0,0.0,2.0,0.0
84bc697ffffffff,116.0,0.0,4.0,0.0
84bc6a1ffffffff,2.0,0.0,0.0,0.0
84bc6a3ffffffff,137.0,0.0,4.0,0.0
84bc6a5ffffffff,3.0,0.0,0.0,0.0
84bc6a7ffffffff,4.0,0.0,0.0,0.0
84bc6abffffffff,69.0,0.0,0.0,0.0
84bc6adffffffff,4.0,0.0,0.0,0.0
84bc6b1ffffffff,18.0,0.0,0.0,0.0
84bc6b3ffffffff,8.0,0.0,0.0,0.0
84bc6b5ffffffff,4.0,0.0,0.0,0.0
84bc6b7ffffffff,2.0,0.0,0.0,0.0
84bc6b9ffffffff,13.0,0.0,0.0,0.0
84bc6bbffffffff,12.0,0.0,0.0,0.0
84bc6bdffffffff,6.0,0.0,0.0,0.0
84bc717ffffffff,43.0,0.0,0.0,0.0
84bc723ffffffff,9.0,0.0,0.0,0.0
84bc731ffffffff,50.0,0.0,0.0,0.0
84bc735ffffffff,7.0,0.0,0.0,0.0
84bc737ffffffff,70.0,0.0,2.0,0.0
84bc739ffffffff,18.0,0.0,0.0,0.0
84bc73bffffffff,39.0,0.0,0.0,0.0
84bc73dffffffff,2.0,0.0,0.0,0.0
84bc891ffffffff,19.0,0.0,0.0,0.0
84bc893ffffffff,12.0,0.0,0.0,0.0
84bc897ffffffff,33.0,0.0,0.0,0.0
84bc899ffffffff,8.0,0.0,0.0,0.0
84bc89bffffffff,55.0,0.0,0.0,0.0
84bc8b3ffffffff,2.0,0.0,0.0,0.0
84bc8b7ffffffff,4.0,0.0,0.0,0.0
84bc8d3ffffffff,4.0,0.0,0.0,0.0
84bc991ffffffff,13.0,0.0,0.0,0.0
84bc997ffffffff,7.0,0.0,0.0,0.0
84bc9bbffffffff,3.0,0.0,0.0,0.0
84bcc17ffffffff,2.0,0.0,0.0,0.0
84bcc23ffffffff,8.0,0.0,0.0,0.0
84bcc27ffffffff,10.0,0.0,0.0,0.0
84bcc2dffffffff,1.0,0.0,0.0,0.0
84bcc33ffffffff,3.0,0.0,0.0,0.0
84bcc35ffffffff,15.0,0.0,0.0,0.0
84bcc37ffffffff,13.0,0.0,0.0,0.0
84bcc3dffffffff,12.0,0.0,0.0,0.0
84bcc45ffffffff,5.0,0.0,0.0,0.0
84bcc49ffffffff,28.0,0.0,0.0,0.0
84bcc4bffffffff,13.0,0.0,0.0,0.0
84bcc4dffffffff,6.0,0.0,0.0,0.0
84bcc65ffffffff,3.0,0.0,0.0,0.0
84bcc69ffffffff,15.0,0.0,0.0,0.0
84bcc6dffffffff,15.0,0.0,0.0,0.0
84bcc81ffffffff,1.0,1.0,0.0,0.0
84bcca1ffffffff,7.0,0.0,0.0,0.0
84bcca5ffffffff,77.0,36.0,0.0,0.0
84bcca7ffffffff,45.0,0.0,0.0,0.0
84bccadffffffff,4.0,0.0,0.0,0.0
84bccb7ffffffff,2.0,0.0,0.0,0.0
84bccc9ffffffff,2.0,0.0,0.0,0.0
84bcccbffffffff,6.0,0.0,0.0,0.0
84bccd5ffffffff,3.0,0.0,0.0,0.0
84bccdbffffffff,2.0,0.0,0.0,0.0
84bccddffffffff,1.0,0.0,0.0,0.0
84bcd01ffffffff,76.0,0.0,0.0,0.0
84bcd03ffffffff,9.0,0.0,0.0,0.0
84bcd05ffffffff,290.0,0.0,2.0,0.0
84bcd07ffffffff,17.0,0.0,0.0,0.0
84bcd09ffffffff,8.0,0.0,0.0,0.0
84bcd0bffffffff,15.0,0.0,0.0,0.0
84bcd0dffffffff,274.0,2.0,9.0,0.0
84bcd11ffffffff,36.0,0.0,0.0,0.0
84bcd13ffffffff,23.0,0.0,2.0,0.0
84bcd15ffffffff,6.0,0.0,0.0,0.0
84bcd17ffffffff,3.0,1.0,0.0,0.0
84bcd1bffffffff,6.0,0.0,0.0,0.0
84bcd1dffffffff,33.0,0.0,0.0,0.0
84bcd21ffffffff,440.0,0.0,13.0,0.0
84bcd23ffffffff,328.0,0.0,0.0,0.0
84bcd25ffffffff,129.0,0.0,0.0,0.0
84bcd27ffffffff,488.0,0.0,4.0,0.0
84bcd29ffffffff,973.0,0.0,27.0,0.0
84bcd2bffffffff,61.0,0.0,0.0,0.0
84bcd2dffffffff,154.0,0.0,5.0,0.0
84bcd33ffffffff,2.0,0.0,0.0,0.0
84bcd35ffffffff,80.0,0.0,0.0,0.0
84bcd37ffffffff,2.0,0.0,0.0,0.0
84bcd39ffffffff,3.0,0.0,0.0,0.0
84bcd3dffffffff,42.0,0.0,0.0,0.0
84bcd41ffffffff,7.0,0.0,0.0,0.0
84bcd45ffffffff,55.0,0.0,0.0,0.0
84bcd47ffffffff,8.0,0.0,0.0,0.0
84bcd49ffffffff,9.0,0.0,0.0,0.0
84bcd4bffffffff,22.0,0.0,0.0,0.0
84bcd4dffffffff,3.0,0.0,0.0,0.0
84bcd51ffffffff,1.0,0.0,0.0,0.0
84bcd55ffffffff,12.0,0.0,0.0,0.0
84bcd59ffffffff,2.0,0.0,0.0,0.0
84bcd5bffffffff,2.0,0.0,0.0,0.0
84bcd5dffffffff,2.0,0.0,0.0,0.0
84bcd61ffffffff,9.0,0.0,0.0,0.0
84bcd63ffffffff,536.0,4.0,51.0,0.0
84bcd67ffffffff,167.0,0.0,0.0,0.0
84bcd69ffffffff,3.0,0.0,0.0,0.0
84bcd6bffffffff,2.0,0.0,1.0,0.0
84bcd6dffffffff,46.0,0.0,0.0,0.0
84bcd81ffffffff,42.0,2.0,0.0,0.0
84bcd85ffffffff,9.0,0.0,0.0,0.0
84bcd87ffffffff,2.0,0.0,0.0,0.0
84bcd89ffffffff,27.0,0.0,0.0,0.0
84bcd8bffffffff,4.0,0.0,0.0,0.0
84bcd8dffffffff,2.0,0.0,0.0,0.0
84bcd95ffffffff,1.0,0.0,0.0,0.0
84bcd99ffffffff,7.0,0.0,0.0,0.0
84bcd9bffffffff,11.0,0.0,0.0,0.0
84bcda3ffffffff,6.0,0.0,0.0,0.0
84bcdc1ffffffff,309.0,3.0,0.0,0.0
84bcdc3ffffffff,77.0,1.0,0.0,0.0
84bcdc5ffffffff,58.0,0.0,3.0,0.0
84bcdc7ffffffff,50.0,2.0,0.0,0.0
84bcdc9ffffffff,130.0,0.0,0.0,0.0
84bcdcbffffffff,10.0,0.0,0.0,0.0
84bcdcdffffffff,23.0,0.0,0.0,0.0
84bcdd1ffffffff,155.0,6.0,0.0,0.0
84bcdd5ffffffff,4.0,0.0,0.0,0.0
84bcdd7ffffffff,3.0,0.0,0.0,0.0
84bcdd9ffffffff,18.0,6.0,0.0,0.0
84bcddbffffffff,4.0,0.0,0.0,0.0
84bcdddffffffff,19.0,2.0,0.0,0.0
84bcde1ffffffff,9.0,0.0,0.0,0.0
84bcde3ffffffff,9.0,0.0,0.0,0.0
84bcde5ffffffff,126.0,2.0,2.0,0.0
84bcde7ffffffff,2.0,2.0,0.0,0.0
84bcde9ffffffff,1.0,0.0,0.0,0.0
84bcdebffffffff,98.0,0.0,0.0,0.0
84bce05ffffffff,14.0,0.0,3.0,0.0
84bce09ffffffff,1.0,0.0,1.0,0.0
84bce0dffffffff,3.0,0.0,3.0,0.0
84bce21ffffffff,36.0,0.0,0.0,0.0
84bce25ffffffff,6.0,0.0,1.0,0.0
84bce27ffffffff,36.0,0.0,0.0,0.0
84bce29ffffffff,299.0,0.0,7.0,0.0
84bce2dffffffff,45.0,0.0,0.0,0.0
84bce37ffffffff,6.0,0.0,0.0,0.0
84bce49ffffffff,1.0,0.0,0.0,0.0
84bce51ffffffff,12.0,0.0,0.0,0.0
84bce61ffffffff,31.0,0.0,5.0,0.0
