cell_id,Regulus regulus,Regulus regulus [regulus Group],Regulus regulus ellenthalerae,Regulus regulus teneriffae,Regulus regulus azoricus,Regulus regulus sanctaemariae,Regulus regulus inermis,Regulus regulus [himalayensis Group]
823037fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
82309ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823427fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
823867fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82395ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c0ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
823c1ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d07fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f37fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824047fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240c7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
824ba7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824bb7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
