cell_id,Nyctanassa violacea,Nyctanassa violacea [violacea Group],Nyctanassa violacea pauper
824c87fffffffff,221.0,0.0,0.0
824c8ffffffffff,224.0,0.0,0.0
824c97fffffffff,170.0,0.0,0.0
824c9ffffffffff,114.0,0.0,0.0
824caffffffffff,38.0,0.0,0.0
824cb7fffffffff,201.0,0.0,0.0
824cc7fffffffff,2580.0,0.0,0.0
824cd7fffffffff,219.0,0.0,0.0
824ceffffffffff,2136.0,2.0,0.0
824cf7fffffffff,144.0,0.0,0.0
824d4ffffffffff,346.0,0.0,0.0
825e47fffffffff,198.0,0.0,0.0
825e4ffffffffff,238.0,0.0,0.0
825e5ffffffffff,379.0,0.0,0.0
825e67fffffffff,665.0,0.0,0.0
825e77fffffffff,81.0,0.0,0.0
825f0ffffffffff,295.0,0.0,0.0
825f17fffffffff,63.0,0.0,0.0
825f1ffffffffff,33.0,0.0,0.0
825f2ffffffffff,5.0,0.0,0.0
825f4ffffffffff,89.0,0.0,0.0
825f57fffffffff,12.0,0.0,0.0
825f5ffffffffff,1160.0,0.0,0.0
826607fffffffff,176.0,0.0,0.0
82660ffffffffff,11.0,0.0,0.0
826617fffffffff,657.0,0.0,0.0
82661ffffffffff,326.0,0.0,0.0
826627fffffffff,551.0,4.0,0.0
82662ffffffffff,6.0,0.0,0.0
826637fffffffff,120.0,0.0,0.0
826647fffffffff,6.0,0.0,0.0
826657fffffffff,19.0,0.0,0.0
826667fffffffff,12.0,0.0,0.0
82666ffffffffff,7.0,0.0,0.0
826677fffffffff,133.0,0.0,0.0
826687fffffffff,4.0,0.0,0.0
8266a7fffffffff,1991.0,0.0,0.0
8266affffffffff,2.0,0.0,0.0
8266b7fffffffff,2170.0,0.0,0.0
8266d7fffffffff,385.0,6.0,0.0
8266e7fffffffff,16.0,0.0,0.0
8266effffffffff,4.0,0.0,0.0
8266f7fffffffff,232.0,0.0,0.0
826727fffffffff,211.0,0.0,0.0
826737fffffffff,316.0,0.0,0.0
826747fffffffff,1219.0,0.0,0.0
82674ffffffffff,344.0,2.0,0.0
826757fffffffff,287.0,0.0,0.0
82675ffffffffff,59.0,0.0,0.0
82676ffffffffff,17.0,1.0,0.0
826777fffffffff,66.0,0.0,0.0
826787fffffffff,184.0,0.0,0.0
826797fffffffff,16.0,0.0,0.0
82679ffffffffff,1613.0,0.0,0.0
826c5ffffffffff,1392.0,0.0,677.0
826c67fffffffff,9.0,0.0,0.0
826d07fffffffff,234.0,0.0,0.0
826d17fffffffff,300.0,8.0,0.0
826d27fffffffff,409.0,12.0,0.0
826d2ffffffffff,1010.0,5.0,0.0
826d37fffffffff,2510.0,32.0,0.0
826d67fffffffff,2008.0,0.0,0.0
826d6ffffffffff,6312.0,0.0,0.0
826d77fffffffff,1146.0,0.0,0.0
82800ffffffffff,18.0,0.0,0.0
828017fffffffff,33.0,0.0,0.0
82801ffffffffff,3.0,0.0,0.0
828047fffffffff,2.0,0.0,0.0
82804ffffffffff,3.0,0.0,0.0
828057fffffffff,86.0,0.0,0.0
828117fffffffff,4.0,0.0,0.0
828137fffffffff,9.0,0.0,0.0
828187fffffffff,29.0,0.0,0.0
82818ffffffffff,25.0,0.0,0.0
82819ffffffffff,6.0,0.0,0.0
8281a7fffffffff,42.0,0.0,0.0
828e67fffffffff,1162.0,0.0,0.0
828e6ffffffffff,1.0,0.0,0.0
828e77fffffffff,3.0,0.0,0.0
828f0ffffffffff,263.0,7.0,0.0
828f27fffffffff,28.0,0.0,0.0
828f2ffffffffff,1528.0,84.0,0.0
828f57fffffffff,2.0,0.0,0.0
828f5ffffffffff,43.0,0.0,0.0
828fa7fffffffff,505.0,0.0,280.0
82a597fffffffff,40.0,0.0,0.0
82a817fffffffff,473.0,3.0,0.0
82a837fffffffff,181.0,10.0,0.0
82a887fffffffff,5.0,0.0,0.0
82a897fffffffff,17.0,0.0,0.0
82a8a7fffffffff,705.0,0.0,0.0
82a91ffffffffff,44.0,0.0,0.0
82b337fffffffff,8.0,0.0,0.0
