cell_id,Nyctanassa violacea,Nyctanassa violacea [violacea Group],Nyctanassa violacea pauper
82260ffffffffff,15.0,0.0,0.0
82261ffffffffff,1.0,0.0,0.0
822647fffffffff,405.0,0.0,0.0
82264ffffffffff,393.0,0.0,0.0
822657fffffffff,497.0,0.0,0.0
82265ffffffffff,504.0,0.0,0.0
822667fffffffff,7.0,0.0,0.0
82266ffffffffff,128.0,0.0,0.0
822677fffffffff,6.0,0.0,0.0
8226c7fffffffff,394.0,0.0,0.0
8226cffffffffff,2568.0,0.0,0.0
8226d7fffffffff,4.0,0.0,0.0
8226dffffffffff,345.0,0.0,0.0
8226e7fffffffff,558.0,0.0,0.0
8226effffffffff,358.0,0.0,0.0
8226f7fffffffff,2.0,0.0,0.0
822917fffffffff,1104.0,0.0,0.0
8229a7fffffffff,3353.0,0.0,0.0
822a07fffffffff,11.0,0.0,0.0
822a17fffffffff,11399.0,0.0,0.0
822a37fffffffff,574.0,0.0,0.0
822a4ffffffffff,1176.0,0.0,0.0
822a8ffffffffff,732.0,0.0,0.0
822a97fffffffff,7.0,0.0,0.0
822a9ffffffffff,71.0,0.0,0.0
822aaffffffffff,5247.0,19.0,0.0
822ad7fffffffff,327.0,0.0,0.0
822af7fffffffff,2403.0,0.0,0.0
822b0ffffffffff,115.0,0.0,0.0
822b1ffffffffff,25.0,0.0,0.0
822b2ffffffffff,9.0,0.0,0.0
824417fffffffff,9469.0,27.0,0.0
82441ffffffffff,6420.0,164.0,0.0
824427fffffffff,42.0,0.0,0.0
824437fffffffff,144.0,0.0,0.0
824447fffffffff,3773.0,0.0,0.0
82444ffffffffff,623.0,0.0,0.0
824457fffffffff,2721.0,0.0,0.0
82445ffffffffff,174.0,0.0,0.0
824467fffffffff,471.0,0.0,0.0
82446ffffffffff,14847.0,0.0,0.0
824477fffffffff,1139.0,0.0,0.0
824487fffffffff,1764.0,0.0,0.0
8244a7fffffffff,2745.0,38.0,0.0
8244affffffffff,3994.0,80.0,0.0
8244b7fffffffff,708.0,0.0,0.0
8244c7fffffffff,546.0,0.0,0.0
8244cffffffffff,121.0,0.0,0.0
8244d7fffffffff,5522.0,0.0,0.0
8244dffffffffff,218.0,0.0,0.0
8244e7fffffffff,919.0,59.0,0.0
8244effffffffff,213.0,0.0,0.0
8244f7fffffffff,2478.0,0.0,0.0
824507fffffffff,1664.0,11.0,0.0
82450ffffffffff,1389.0,0.0,0.0
824517fffffffff,1.0,0.0,0.0
82451ffffffffff,49.0,0.0,0.0
824527fffffffff,2805.0,6.0,0.0
82452ffffffffff,3687.0,19.0,0.0
824537fffffffff,1177.0,0.0,0.0
82454ffffffffff,10.0,0.0,0.0
82455ffffffffff,1.0,0.0,0.0
824577fffffffff,539.0,15.0,0.0
824587fffffffff,136.0,0.0,0.0
82458ffffffffff,616.0,13.0,0.0
824597fffffffff,64.0,0.0,0.0
82459ffffffffff,319.0,0.0,0.0
8245a7fffffffff,267.0,0.0,0.0
8245b7fffffffff,672.0,0.0,0.0
824807fffffffff,200.0,2.0,0.0
82480ffffffffff,728.0,0.0,0.0
824817fffffffff,1.0,0.0,0.0
82481ffffffffff,14.0,0.0,0.0
824827fffffffff,83.0,0.0,0.0
82482ffffffffff,389.0,0.0,0.0
824837fffffffff,4604.0,83.0,0.0
824847fffffffff,29.0,0.0,0.0
82484ffffffffff,1.0,0.0,0.0
824857fffffffff,349.0,0.0,0.0
82485ffffffffff,100.0,0.0,0.0
824877fffffffff,237.0,0.0,0.0
824887fffffffff,113.0,0.0,0.0
82488ffffffffff,383.0,0.0,0.0
824897fffffffff,4472.0,0.0,0.0
82489ffffffffff,5610.0,0.0,0.0
8248a7fffffffff,452.0,0.0,0.0
8248affffffffff,15.0,0.0,0.0
8248b7fffffffff,12428.0,0.0,0.0
8248f7fffffffff,4.0,0.0,0.0
82490ffffffffff,6.0,3.0,0.0
824987fffffffff,11.0,0.0,0.0
824997fffffffff,1302.0,73.0,0.0
82499ffffffffff,27.0,0.0,0.0
8249a7fffffffff,96.0,0.0,0.0
8249affffffffff,925.0,1.0,0.0
8249b7fffffffff,67.0,0.0,0.0
