cell_id,Pheugopedius euophrys,Pheugopedius euophrys euophrys,Pheugopedius euophrys longipes/atriceps
8266d7fffffffff,1921.0,0.0,0.0
8266dffffffffff,1595.0,0.0,0.0
828f2ffffffffff,90.0,0.0,0.0
828f57fffffffff,42.0,0.0,0.0
828f77fffffffff,704.0,0.0,0.0
