cell_id,Gulosus aristotelis,Gulosus aristotelis aristotelis,Gulosus aristotelis desmarestii,Gulosus aristotelis riggenbachi
842da0bffffffff,1.0,0.0,0.0,0.0
842da11ffffffff,3.0,0.0,0.0,0.0
842da1bffffffff,3.0,0.0,0.0,0.0
842da47ffffffff,1.0,0.0,0.0,0.0
842da5dffffffff,6.0,0.0,4.0,0.0
8438209ffffffff,12.0,0.0,0.0,0.0
843820dffffffff,12.0,0.0,3.0,0.0
8438247ffffffff,12.0,0.0,4.0,0.0
8438251ffffffff,59.0,0.0,0.0,0.0
8438253ffffffff,4.0,0.0,3.0,0.0
8438255ffffffff,18.0,0.0,3.0,0.0
843825bffffffff,16.0,0.0,0.0,0.0
843825dffffffff,6.0,0.0,0.0,0.0
8438269ffffffff,1.0,0.0,0.0,0.0
843826bffffffff,1.0,0.0,0.0,0.0
84384e3ffffffff,2.0,0.0,0.0,0.0
8438659ffffffff,2.0,0.0,2.0,0.0
8439101ffffffff,1768.0,16.0,0.0,0.0
8439103ffffffff,12.0,0.0,0.0,0.0
8439105ffffffff,66.0,0.0,0.0,0.0
8439109ffffffff,93.0,0.0,0.0,0.0
843910bffffffff,4.0,1.0,0.0,0.0
843910dffffffff,2.0,0.0,0.0,0.0
8439155ffffffff,16.0,3.0,0.0,0.0
8439159ffffffff,4.0,0.0,0.0,0.0
843915dffffffff,133.0,0.0,0.0,0.0
84391a1ffffffff,5.0,0.0,3.0,0.0
84391a9ffffffff,28.0,0.0,4.0,0.0
84391abffffffff,105.0,0.0,21.0,0.0
84391e1ffffffff,2.0,0.0,0.0,0.0
8439205ffffffff,34.0,0.0,0.0,0.0
8439209ffffffff,4.0,0.0,0.0,0.0
843920dffffffff,851.0,3.0,0.0,0.0
8439229ffffffff,18.0,0.0,0.0,0.0
8439241ffffffff,162.0,9.0,0.0,0.0
8439243ffffffff,98.0,8.0,0.0,0.0
8439247ffffffff,143.0,3.0,0.0,0.0
843924bffffffff,2.0,0.0,0.0,0.0
8439251ffffffff,3.0,0.0,0.0,0.0
8439253ffffffff,16.0,0.0,0.0,0.0
8439259ffffffff,144.0,4.0,0.0,0.0
843925bffffffff,968.0,32.0,0.0,0.0
843925dffffffff,228.0,5.0,0.0,0.0
8439263ffffffff,30.0,0.0,0.0,0.0
843926bffffffff,16.0,0.0,0.0,0.0
84392d9ffffffff,50.0,2.0,0.0,0.0
84392dbffffffff,1504.0,36.0,0.0,0.0
8439331ffffffff,17.0,0.0,0.0,0.0
8439335ffffffff,50.0,0.0,0.0,0.0
8439337ffffffff,621.0,2.0,0.0,0.0
8439339ffffffff,152.0,0.0,0.0,0.0
843933bffffffff,518.0,0.0,0.0,0.0
8439423ffffffff,9.0,0.0,0.0,0.0
8439427ffffffff,173.0,0.0,0.0,0.0
8439431ffffffff,16.0,0.0,0.0,0.0
8439433ffffffff,24.0,0.0,0.0,0.0
8439435ffffffff,167.0,0.0,0.0,0.0
8439437ffffffff,4.0,0.0,0.0,0.0
8439443ffffffff,28.0,0.0,0.0,0.0
8439447ffffffff,84.0,0.0,21.0,0.0
8439451ffffffff,37.0,0.0,6.0,0.0
8439455ffffffff,37.0,0.0,2.0,0.0
8439459ffffffff,64.0,0.0,5.0,0.0
843945dffffffff,3.0,0.0,3.0,0.0
8439469ffffffff,72.0,0.0,5.0,0.0
843946bffffffff,8.0,0.0,0.0,0.0
843946dffffffff,88.0,0.0,15.0,0.0
8439493ffffffff,9.0,0.0,8.0,0.0
843949bffffffff,12.0,0.0,4.0,0.0
843950dffffffff,25.0,0.0,1.0,0.0
8439511ffffffff,2.0,0.0,0.0,0.0
8439515ffffffff,10.0,0.0,0.0,0.0
843951dffffffff,36.0,0.0,0.0,0.0
843952dffffffff,56.0,0.0,0.0,0.0
8439541ffffffff,54.0,0.0,13.0,0.0
8439547ffffffff,59.0,0.0,0.0,0.0
843954bffffffff,4.0,0.0,1.0,0.0
843955dffffffff,3.0,0.0,2.0,0.0
8439563ffffffff,75.0,0.0,5.0,0.0
8439567ffffffff,137.0,0.0,12.0,0.0
84395c1ffffffff,295.0,0.0,0.0,0.0
84395c9ffffffff,86.0,0.0,0.0,0.0
84395cbffffffff,43.0,0.0,0.0,0.0
84395d9ffffffff,23.0,0.0,0.0,0.0
8439633ffffffff,2.0,0.0,2.0,0.0
8439637ffffffff,1.0,0.0,1.0,0.0
8439681ffffffff,13.0,0.0,1.0,0.0
8439689ffffffff,2.0,0.0,0.0,0.0
8439691ffffffff,1.0,0.0,1.0,0.0
8439695ffffffff,4.0,0.0,0.0,0.0
843969bffffffff,8.0,0.0,0.0,0.0
84396edffffffff,3.0,0.0,3.0,0.0
8439733ffffffff,64.0,0.0,15.0,0.0
8439737ffffffff,8.0,0.0,0.0,0.0
843f283ffffffff,4.0,0.0,0.0,0.0
843f291ffffffff,1.0,0.0,1.0,0.0
843f295ffffffff,1.0,0.0,1.0,0.0
843f299ffffffff,6.0,0.0,0.0,0.0
843f29bffffffff,12.0,0.0,0.0,0.0
843f2b3ffffffff,2.0,0.0,0.0,0.0
843f2b9ffffffff,2.0,0.0,0.0,0.0
843f2c1ffffffff,5.0,0.0,1.0,0.0
843f2c3ffffffff,2.0,0.0,0.0,0.0
843f2c5ffffffff,2.0,0.0,0.0,0.0
843f2ddffffffff,3.0,0.0,0.0,0.0
843f441ffffffff,2.0,0.0,2.0,0.0
843f445ffffffff,4.0,0.0,0.0,0.0
843f44bffffffff,11.0,0.0,0.0,0.0
843f45bffffffff,15.0,0.0,2.0,0.0
843f4d1ffffffff,34.0,0.0,13.0,0.0
843f4d3ffffffff,2.0,0.0,0.0,0.0
843f4d9ffffffff,6.0,0.0,1.0,0.0
843f4ddffffffff,16.0,0.0,6.0,0.0
843f605ffffffff,1.0,0.0,0.0,0.0
843f609ffffffff,1.0,0.0,0.0,0.0
843f621ffffffff,11.0,0.0,0.0,0.0
843f623ffffffff,3.0,0.0,0.0,0.0
843f627ffffffff,6.0,0.0,2.0,0.0
843f629ffffffff,7.0,0.0,2.0,0.0
843f62bffffffff,4.0,0.0,0.0,0.0
843f635ffffffff,6.0,0.0,0.0,0.0
843f637ffffffff,1.0,0.0,0.0,0.0
843f645ffffffff,10.0,0.0,0.0,0.0
843f649ffffffff,4.0,0.0,0.0,0.0
843f64dffffffff,46.0,0.0,0.0,0.0
843f661ffffffff,5.0,0.0,0.0,0.0
843f663ffffffff,17.0,0.0,1.0,0.0
843f667ffffffff,3.0,0.0,0.0,0.0
843f669ffffffff,2.0,0.0,0.0,0.0
843f66bffffffff,32.0,0.0,2.0,0.0
843f66dffffffff,1.0,0.0,1.0,0.0
843f681ffffffff,5.0,0.0,0.0,0.0
843f68dffffffff,2.0,0.0,0.0,0.0
843f6e3ffffffff,3.0,0.0,0.0,0.0
843f709ffffffff,2.0,0.0,0.0,0.0
843f70bffffffff,7.0,0.0,1.0,0.0
843f721ffffffff,1.0,0.0,0.0,0.0
843f723ffffffff,2.0,0.0,0.0,0.0
843f727ffffffff,1.0,0.0,0.0,0.0
843f729ffffffff,11.0,0.0,2.0,0.0
843f72bffffffff,2.0,0.0,1.0,0.0
843f72dffffffff,4.0,0.0,0.0,0.0
843f731ffffffff,16.0,0.0,2.0,0.0
843f733ffffffff,1.0,0.0,0.0,0.0
843f737ffffffff,2.0,0.0,0.0,0.0
843f73dffffffff,5.0,0.0,2.0,0.0
843f743ffffffff,3.0,0.0,0.0,0.0
843f747ffffffff,6.0,0.0,2.0,0.0
843f749ffffffff,27.0,0.0,2.0,0.0
843f74dffffffff,9.0,0.0,0.0,0.0
843f751ffffffff,7.0,0.0,0.0,0.0
843f755ffffffff,168.0,0.0,6.0,0.0
843f757ffffffff,2.0,0.0,2.0,0.0
843f75dffffffff,6.0,0.0,0.0,0.0
843f765ffffffff,1.0,0.0,0.0,0.0
843f767ffffffff,46.0,0.0,0.0,0.0
843f769ffffffff,4.0,0.0,0.0,0.0
