cell_id,Geokichla guttata,Geokichla guttata maxis,Geokichla guttata lippensi,Geokichla guttata [guttata Group]
827a6ffffffffff,1.0,0.0,0.0,0.0
827b5ffffffffff,4.0,0.0,0.0,0.0
827b6ffffffffff,1.0,0.0,0.0,0.0
8296b7fffffffff,1.0,0.0,0.0,0.0
8297affffffffff,8.0,0.0,0.0,0.0
82bc0ffffffffff,2.0,0.0,0.0,0.0
82bc1ffffffffff,24.0,0.0,0.0,3.0
82bc8ffffffffff,1.0,0.0,0.0,0.0
82bcf7fffffffff,295.0,0.0,0.0,68.0
