cell_id,Heliangelus viola,Heliangelus viola viola,Heliangelus viola splendidus/pyropus
828f0ffffffffff,20.0,0.0,0.0
828f2ffffffffff,2.0,0.0,0.0
828f47fffffffff,3.0,0.0,0.0
828f57fffffffff,3.0,2.0,0.0
828f77fffffffff,24.0,1.0,0.0
