cell_id,Athene noctua,Athene noctua [noctua Group],Athene noctua spilogastra/somaliensis,Athene noctua lilith,Athene noctua bactriana
8419533ffffffff,1.0,0.0,0.0,0.0,0.0
8419553ffffffff,2.0,0.0,0.0,0.0,0.0
8419557ffffffff,2.0,0.0,0.0,0.0,0.0
8419559ffffffff,2.0,0.0,0.0,0.0,0.0
841955bffffffff,6.0,0.0,0.0,0.0,0.0
8419581ffffffff,5.0,0.0,0.0,0.0,0.0
8419583ffffffff,8.0,0.0,0.0,0.0,0.0
8419587ffffffff,1.0,0.0,0.0,0.0,0.0
8419589ffffffff,2.0,0.0,0.0,0.0,0.0
8419595ffffffff,1.0,0.0,0.0,0.0,0.0
8419599ffffffff,2.0,0.0,0.0,0.0,0.0
841959bffffffff,10.0,0.0,0.0,0.0,0.0
841959dffffffff,3.0,2.0,0.0,0.0,0.0
84195b5ffffffff,2.0,0.0,0.0,0.0,0.0
84195b9ffffffff,5.0,0.0,0.0,0.0,0.0
84195bbffffffff,37.0,0.0,0.0,0.0,0.0
84195c1ffffffff,1.0,0.0,0.0,0.0,0.0
84195c3ffffffff,4.0,0.0,0.0,0.0,0.0
84195c7ffffffff,4.0,0.0,0.0,0.0,0.0
84195c9ffffffff,14.0,0.0,0.0,0.0,0.0
84195cbffffffff,8.0,0.0,0.0,0.0,0.0
84195d1ffffffff,4.0,0.0,0.0,0.0,0.0
84195d3ffffffff,14.0,2.0,0.0,0.0,0.0
84195d5ffffffff,4.0,0.0,0.0,0.0,0.0
84195d7ffffffff,2.0,0.0,0.0,0.0,0.0
84195d9ffffffff,24.0,4.0,0.0,0.0,0.0
84195dbffffffff,45.0,0.0,0.0,0.0,0.0
84195ddffffffff,3.0,0.0,0.0,0.0,0.0
8419683ffffffff,3.0,0.0,0.0,0.0,0.0
841968bffffffff,4.0,0.0,0.0,0.0,0.0
8419691ffffffff,7.0,0.0,0.0,0.0,0.0
8419693ffffffff,26.0,0.0,0.0,0.0,0.0
8419695ffffffff,4.0,0.0,0.0,0.0,0.0
8419697ffffffff,9.0,0.0,0.0,0.0,0.0
8419699ffffffff,1.0,0.0,0.0,0.0,0.0
841969bffffffff,12.0,0.0,0.0,0.0,0.0
84196bbffffffff,2.0,0.0,0.0,0.0,0.0
84196dbffffffff,2.0,0.0,0.0,0.0,0.0
8419731ffffffff,2.0,0.0,0.0,0.0,0.0
8419733ffffffff,13.0,0.0,0.0,0.0,0.0
841973bffffffff,74.0,2.0,0.0,0.0,0.0
841e017ffffffff,5.0,0.0,0.0,0.0,0.0
841e021ffffffff,2.0,0.0,0.0,0.0,0.0
841e023ffffffff,4.0,0.0,0.0,0.0,0.0
841e025ffffffff,15.0,1.0,0.0,0.0,0.0
841e027ffffffff,2.0,0.0,0.0,0.0,0.0
841e029ffffffff,1.0,0.0,0.0,0.0,0.0
841e02dffffffff,7.0,0.0,0.0,0.0,0.0
841e031ffffffff,1.0,0.0,0.0,0.0,0.0
841e037ffffffff,4.0,0.0,0.0,0.0,0.0
841e063ffffffff,3.0,0.0,0.0,0.0,0.0
841e085ffffffff,61.0,0.0,0.0,0.0,0.0
841e089ffffffff,3.0,0.0,0.0,0.0,0.0
841e08dffffffff,24.0,0.0,0.0,0.0,0.0
841e0a1ffffffff,4.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,410.0,0.0,0.0,0.0,0.0
841e0adffffffff,13.0,0.0,0.0,0.0,0.0
841e0b3ffffffff,2.0,0.0,0.0,0.0,0.0
841e0b7ffffffff,2.0,0.0,0.0,0.0,0.0
841e0c3ffffffff,30.0,0.0,0.0,0.0,0.0
841e0c7ffffffff,24.0,0.0,0.0,0.0,0.0
841e0e1ffffffff,4.0,0.0,0.0,0.0,0.0
841e0e3ffffffff,54.0,0.0,0.0,0.0,0.0
841e0e5ffffffff,2.0,0.0,0.0,0.0,0.0
841e0e7ffffffff,166.0,3.0,0.0,0.0,0.0
841e0e9ffffffff,12.0,0.0,0.0,0.0,0.0
841e0ebffffffff,29.0,0.0,0.0,0.0,0.0
841e0edffffffff,2.0,0.0,0.0,0.0,0.0
841e137ffffffff,1.0,0.0,0.0,0.0,0.0
841e149ffffffff,1.0,0.0,0.0,0.0,0.0
841e153ffffffff,1.0,0.0,0.0,0.0,0.0
841e163ffffffff,4.0,0.0,0.0,0.0,0.0
841e195ffffffff,18.0,0.0,0.0,0.0,0.0
841e19bffffffff,2.0,0.0,0.0,0.0,0.0
841e19dffffffff,35.0,0.0,0.0,0.0,0.0
841e1abffffffff,1.0,0.0,0.0,0.0,0.0
841e1b1ffffffff,2.0,0.0,0.0,0.0,0.0
841e1b3ffffffff,72.0,0.0,0.0,0.0,0.0
841e1b9ffffffff,8.0,0.0,0.0,0.0,0.0
841e1bbffffffff,35.0,0.0,0.0,0.0,0.0
841e1c1ffffffff,4.0,0.0,0.0,0.0,0.0
841e1c3ffffffff,4.0,0.0,0.0,0.0,0.0
841e1cbffffffff,28.0,0.0,0.0,0.0,0.0
841e1cdffffffff,2.0,0.0,0.0,0.0,0.0
841e1d1ffffffff,5.0,0.0,0.0,0.0,0.0
841e1d3ffffffff,2.0,0.0,0.0,0.0,0.0
841e1d5ffffffff,11.0,0.0,0.0,0.0,0.0
841e1d7ffffffff,6.0,0.0,0.0,0.0,0.0
841e1d9ffffffff,2.0,0.0,0.0,0.0,0.0
841e1dbffffffff,3.0,0.0,0.0,0.0,0.0
841e1ddffffffff,60.0,0.0,0.0,0.0,0.0
841e293ffffffff,2.0,0.0,0.0,0.0,0.0
841e327ffffffff,3.0,0.0,0.0,0.0,0.0
841e425ffffffff,2.0,0.0,0.0,0.0,0.0
841e497ffffffff,3.0,0.0,0.0,0.0,0.0
841e4a5ffffffff,2.0,0.0,0.0,0.0,0.0
841e4b1ffffffff,2.0,0.0,0.0,0.0,0.0
841e4bbffffffff,2.0,0.0,0.0,0.0,0.0
841e513ffffffff,17.0,0.0,0.0,0.0,0.0
841e519ffffffff,2.0,0.0,0.0,0.0,0.0
841e51bffffffff,5.0,0.0,0.0,0.0,0.0
841e527ffffffff,1.0,0.0,0.0,0.0,0.0
841e529ffffffff,3.0,0.0,0.0,0.0,0.0
841e52dffffffff,5.0,0.0,0.0,0.0,0.0
841e53dffffffff,4.0,0.0,0.0,0.0,0.0
841e551ffffffff,2.0,0.0,0.0,0.0,0.0
841e553ffffffff,1.0,0.0,0.0,0.0,0.0
841e565ffffffff,2.0,0.0,0.0,0.0,0.0
841e589ffffffff,2.0,0.0,0.0,0.0,0.0
841e58dffffffff,3.0,0.0,0.0,0.0,0.0
841e5a1ffffffff,1.0,0.0,0.0,0.0,0.0
841e5a5ffffffff,13.0,3.0,0.0,0.0,0.0
841e5a9ffffffff,10.0,0.0,0.0,0.0,0.0
841e5adffffffff,16.0,3.0,0.0,0.0,0.0
841e5c9ffffffff,1.0,0.0,0.0,0.0,0.0
841e5cdffffffff,10.0,0.0,0.0,0.0,0.0
841e5d9ffffffff,2.0,0.0,0.0,0.0,0.0
841e5e3ffffffff,9.0,4.0,0.0,0.0,0.0
841e5e5ffffffff,22.0,0.0,0.0,0.0,0.0
841e5e7ffffffff,3.0,0.0,0.0,0.0,0.0
841e5e9ffffffff,22.0,0.0,0.0,0.0,0.0
841e5edffffffff,6.0,0.0,0.0,0.0,0.0
841e63bffffffff,5.0,0.0,0.0,0.0,0.0
841e697ffffffff,13.0,0.0,0.0,0.0,0.0
841e6bbffffffff,5.0,0.0,0.0,0.0,0.0
841e6d9ffffffff,1.0,0.0,0.0,0.0,0.0
841e705ffffffff,1.0,0.0,0.0,0.0,0.0
841e711ffffffff,1.0,0.0,0.0,0.0,0.0
841e749ffffffff,4.0,0.0,0.0,0.0,0.0
841e76dffffffff,2.0,0.0,0.0,0.0,0.0
841e80dffffffff,1.0,0.0,0.0,0.0,0.0
841e831ffffffff,1.0,0.0,0.0,0.0,0.0
841e833ffffffff,24.0,0.0,0.0,0.0,0.0
841e841ffffffff,2.0,0.0,0.0,0.0,0.0
841e845ffffffff,2.0,0.0,0.0,0.0,0.0
841e869ffffffff,2.0,0.0,0.0,0.0,0.0
841e86bffffffff,3.0,0.0,0.0,0.0,0.0
841e88dffffffff,3.0,0.0,0.0,0.0,0.0
841e8a1ffffffff,2.0,0.0,0.0,0.0,0.0
841e8abffffffff,2.0,0.0,0.0,0.0,0.0
841e8adffffffff,2.0,0.0,0.0,0.0,0.0
841e8b9ffffffff,2.0,0.0,0.0,0.0,0.0
841e905ffffffff,2.0,0.0,0.0,0.0,0.0
841e929ffffffff,3.0,0.0,0.0,0.0,0.0
841e941ffffffff,6.0,0.0,0.0,0.0,0.0
841e945ffffffff,8.0,0.0,0.0,0.0,0.0
841e969ffffffff,2.0,0.0,0.0,0.0,0.0
841e9a5ffffffff,2.0,0.0,0.0,0.0,0.0
841e9adffffffff,1.0,0.0,0.0,0.0,0.0
841ea01ffffffff,8.0,0.0,0.0,0.0,0.0
841ea03ffffffff,8.0,0.0,0.0,0.0,0.0
841ea07ffffffff,2.0,0.0,0.0,0.0,0.0
841ea09ffffffff,3.0,0.0,0.0,0.0,0.0
841ea0bffffffff,13.0,0.0,0.0,0.0,0.0
841ea13ffffffff,12.0,0.0,0.0,0.0,0.0
841ea19ffffffff,99.0,0.0,0.0,0.0,0.0
841ea1bffffffff,2.0,0.0,0.0,0.0,0.0
841ea27ffffffff,4.0,0.0,0.0,0.0,0.0
841ea41ffffffff,1.0,0.0,0.0,0.0,0.0
841ea43ffffffff,2.0,0.0,0.0,0.0,0.0
841ea45ffffffff,2.0,0.0,0.0,0.0,0.0
841ea51ffffffff,1.0,0.0,0.0,0.0,0.0
841ea53ffffffff,6.0,0.0,0.0,0.0,0.0
841ea55ffffffff,2.0,0.0,0.0,0.0,0.0
841ea59ffffffff,1.0,0.0,0.0,0.0,0.0
841ea5bffffffff,2.0,0.0,0.0,0.0,0.0
841ea5dffffffff,1.0,0.0,0.0,0.0,0.0
841ea85ffffffff,1.0,0.0,0.0,0.0,0.0
841ea8dffffffff,25.0,0.0,0.0,0.0,0.0
841eab3ffffffff,5.0,0.0,0.0,0.0,0.0
841eab5ffffffff,2.0,0.0,0.0,0.0,0.0
841eab7ffffffff,1.0,0.0,0.0,0.0,0.0
841eaebffffffff,17.0,0.0,0.0,0.0,0.0
841eb13ffffffff,1.0,0.0,0.0,0.0,0.0
841eb1bffffffff,2.0,0.0,0.0,0.0,0.0
841eb1dffffffff,2.0,0.0,0.0,0.0,0.0
841eb49ffffffff,4.0,0.0,0.0,0.0,0.0
841eb4dffffffff,1.0,0.0,0.0,0.0,0.0
841eb53ffffffff,2.0,0.0,0.0,0.0,0.0
841ec01ffffffff,18.0,0.0,0.0,0.0,0.0
841ec03ffffffff,41.0,7.0,0.0,0.0,0.0
841ec09ffffffff,31.0,2.0,0.0,0.0,0.0
841ec17ffffffff,9.0,0.0,0.0,0.0,0.0
841ec19ffffffff,5.0,0.0,0.0,0.0,0.0
841ec1bffffffff,3.0,0.0,0.0,0.0,0.0
841ec1dffffffff,44.0,6.0,0.0,0.0,0.0
841ec21ffffffff,90.0,0.0,0.0,0.0,0.0
841ec23ffffffff,68.0,0.0,0.0,0.0,0.0
841ec25ffffffff,2.0,0.0,0.0,0.0,0.0
841ec27ffffffff,43.0,0.0,0.0,0.0,0.0
841ec2bffffffff,6.0,0.0,0.0,0.0,0.0
841ec33ffffffff,14.0,0.0,0.0,0.0,0.0
841ec3bffffffff,3.0,0.0,0.0,0.0,0.0
841ec3dffffffff,7.0,0.0,0.0,0.0,0.0
841ec47ffffffff,34.0,0.0,0.0,0.0,0.0
841ec4dffffffff,2.0,0.0,0.0,0.0,0.0
841ec57ffffffff,2.0,0.0,0.0,0.0,0.0
841ec5bffffffff,4.0,0.0,0.0,0.0,0.0
841ec5dffffffff,2.0,0.0,0.0,0.0,0.0
841ec65ffffffff,1.0,0.0,0.0,0.0,0.0
841ec67ffffffff,3.0,0.0,0.0,0.0,0.0
841ec6bffffffff,14.0,0.0,0.0,0.0,0.0
841ec6dffffffff,2.0,0.0,0.0,0.0,0.0
841ec81ffffffff,8.0,0.0,0.0,0.0,0.0
841ec85ffffffff,3.0,0.0,0.0,0.0,0.0
841ec89ffffffff,6.0,0.0,0.0,0.0,0.0
841ec8bffffffff,9.0,0.0,0.0,0.0,0.0
841ec91ffffffff,10.0,0.0,0.0,0.0,0.0
841ec93ffffffff,26.0,0.0,0.0,0.0,0.0
841ec97ffffffff,4.0,0.0,0.0,0.0,0.0
841ec99ffffffff,29.0,0.0,0.0,0.0,0.0
841ec9bffffffff,128.0,0.0,0.0,0.0,0.0
841ec9dffffffff,48.0,0.0,0.0,0.0,0.0
841eca1ffffffff,46.0,0.0,0.0,0.0,0.0
841eca3ffffffff,3.0,0.0,0.0,0.0,0.0
841eca5ffffffff,45.0,0.0,0.0,0.0,0.0
841eca9ffffffff,27.0,0.0,0.0,0.0,0.0
841ecadffffffff,23.0,0.0,0.0,0.0,0.0
841ecb1ffffffff,11.0,0.0,0.0,0.0,0.0
841ecb5ffffffff,14.0,0.0,0.0,0.0,0.0
841ecb9ffffffff,2.0,0.0,0.0,0.0,0.0
841ecbbffffffff,12.0,1.0,0.0,0.0,0.0
841ecc1ffffffff,2.0,0.0,0.0,0.0,0.0
841ecc3ffffffff,4.0,0.0,0.0,0.0,0.0
841ecc5ffffffff,11.0,4.0,0.0,0.0,0.0
841ecc9ffffffff,1.0,0.0,0.0,0.0,0.0
841eccbffffffff,17.0,0.0,0.0,0.0,0.0
841eccdffffffff,2.0,0.0,0.0,0.0,0.0
841ecd5ffffffff,62.0,0.0,0.0,0.0,0.0
841ecd7ffffffff,5.0,0.0,0.0,0.0,0.0
841ecddffffffff,4.0,0.0,0.0,0.0,0.0
841ece1ffffffff,10.0,0.0,0.0,0.0,0.0
841ece3ffffffff,3.0,0.0,0.0,0.0,0.0
841ece5ffffffff,24.0,0.0,0.0,0.0,0.0
841ece7ffffffff,28.0,0.0,0.0,0.0,0.0
841ece9ffffffff,36.0,0.0,0.0,0.0,0.0
841ecebffffffff,4.0,0.0,0.0,0.0,0.0
841ecedffffffff,4.0,0.0,0.0,0.0,0.0
841ed03ffffffff,2.0,0.0,0.0,0.0,0.0
841ed05ffffffff,1.0,0.0,0.0,0.0,0.0
841ed09ffffffff,1.0,0.0,0.0,0.0,0.0
841ed0bffffffff,8.0,0.0,0.0,0.0,0.0
841ed13ffffffff,12.0,0.0,0.0,0.0,0.0
841ed19ffffffff,4.0,0.0,0.0,0.0,0.0
841ed1bffffffff,73.0,0.0,0.0,0.0,0.0
841ed1dffffffff,2.0,0.0,0.0,0.0,0.0
841ed29ffffffff,3.0,0.0,0.0,0.0,0.0
841ed2bffffffff,2.0,0.0,0.0,0.0,0.0
841ed33ffffffff,19.0,0.0,0.0,0.0,0.0
841ed3bffffffff,10.0,0.0,0.0,0.0,0.0
841ed41ffffffff,6.0,0.0,0.0,0.0,0.0
841ed43ffffffff,1.0,0.0,0.0,0.0,0.0
841ed45ffffffff,6.0,0.0,0.0,0.0,0.0
841ed4dffffffff,20.0,0.0,0.0,0.0,0.0
841ed57ffffffff,1.0,0.0,0.0,0.0,0.0
841ed63ffffffff,5.0,0.0,0.0,0.0,0.0
841ed65ffffffff,2.0,0.0,0.0,0.0,0.0
841ed6bffffffff,25.0,0.0,0.0,0.0,0.0
841ed87ffffffff,3.0,0.0,0.0,0.0,0.0
841ed91ffffffff,67.0,0.0,0.0,0.0,0.0
841ed93ffffffff,38.0,1.0,0.0,0.0,0.0
841ed9bffffffff,37.0,0.0,0.0,0.0,0.0
841eda1ffffffff,31.0,0.0,0.0,0.0,0.0
841eda3ffffffff,191.0,0.0,0.0,0.0,0.0
841eda5ffffffff,1.0,0.0,0.0,0.0,0.0
841eda7ffffffff,72.0,0.0,0.0,0.0,0.0
841edadffffffff,2.0,0.0,0.0,0.0,0.0
841edb5ffffffff,1.0,0.0,0.0,0.0,0.0
841edbbffffffff,1.0,0.0,0.0,0.0,0.0
841edc1ffffffff,4.0,0.0,0.0,0.0,0.0
841edc9ffffffff,4.0,0.0,0.0,0.0,0.0
841edcdffffffff,8.0,0.0,0.0,0.0,0.0
841edd3ffffffff,2.0,0.0,0.0,0.0,0.0
841edd7ffffffff,2.0,0.0,0.0,0.0,0.0
841ede1ffffffff,67.0,0.0,0.0,0.0,0.0
841ede5ffffffff,6.0,0.0,0.0,0.0,0.0
841ede7ffffffff,3.0,0.0,0.0,0.0,0.0
841ede9ffffffff,10.0,0.0,0.0,0.0,0.0
841edebffffffff,3.0,0.0,0.0,0.0,0.0
841ededffffffff,5.0,0.0,0.0,0.0,0.0
841ee05ffffffff,2.0,0.0,0.0,0.0,0.0
841ee27ffffffff,1.0,0.0,0.0,0.0,0.0
841ee2bffffffff,4.0,0.0,0.0,0.0,0.0
841ee37ffffffff,7.0,0.0,0.0,0.0,0.0
841ee61ffffffff,3.0,0.0,0.0,0.0,0.0
841ee65ffffffff,24.0,0.0,0.0,0.0,0.0
841ee67ffffffff,3.0,0.0,0.0,0.0,0.0
841ee6dffffffff,2.0,0.0,0.0,0.0,0.0
841ee81ffffffff,5.0,5.0,0.0,0.0,0.0
841ee89ffffffff,2.0,0.0,0.0,0.0,0.0
841ee91ffffffff,7.0,2.0,0.0,0.0,0.0
841ee95ffffffff,1.0,0.0,0.0,0.0,0.0
841ee97ffffffff,12.0,0.0,0.0,0.0,0.0
841ee99ffffffff,3.0,0.0,0.0,0.0,0.0
841eea3ffffffff,3.0,0.0,0.0,0.0,0.0
841eea7ffffffff,3.0,0.0,0.0,0.0,0.0
841eeb1ffffffff,2.0,0.0,0.0,0.0,0.0
841eeb5ffffffff,1.0,0.0,0.0,0.0,0.0
841eeb7ffffffff,44.0,0.0,0.0,0.0,0.0
841eebdffffffff,1.0,0.0,0.0,0.0,0.0
841eed3ffffffff,6.0,0.0,0.0,0.0,0.0
841eedbffffffff,2.0,0.0,0.0,0.0,0.0
841eee3ffffffff,1.0,0.0,0.0,0.0,0.0
841eee5ffffffff,2.0,0.0,0.0,0.0,0.0
841eee7ffffffff,5.0,0.0,0.0,0.0,0.0
841ef11ffffffff,2.0,0.0,0.0,0.0,0.0
841ef21ffffffff,4.0,0.0,0.0,0.0,0.0
841ef27ffffffff,8.0,0.0,0.0,0.0,0.0
841ef2dffffffff,1.0,0.0,0.0,0.0,0.0
841ef33ffffffff,2.0,0.0,0.0,0.0,0.0
841ef3bffffffff,2.0,0.0,0.0,0.0,0.0
841ef59ffffffff,9.0,0.0,0.0,0.0,0.0
841ef5bffffffff,3.0,0.0,0.0,0.0,0.0
841ef5dffffffff,4.0,0.0,0.0,0.0,0.0
841ef65ffffffff,1.0,0.0,0.0,0.0,0.0
841ef6dffffffff,2.0,0.0,0.0,0.0,0.0
841f105ffffffff,2.0,0.0,0.0,0.0,0.0
841f129ffffffff,11.0,0.0,0.0,0.0,0.0
841f12dffffffff,8.0,0.0,0.0,0.0,0.0
841f131ffffffff,2.0,0.0,0.0,0.0,0.0
841f143ffffffff,2.0,0.0,0.0,0.0,0.0
841f165ffffffff,1.0,0.0,0.0,0.0,0.0
841f16dffffffff,1.0,0.0,0.0,0.0,0.0
841f181ffffffff,2.0,0.0,0.0,0.0,0.0
841f18dffffffff,1.0,0.0,0.0,0.0,0.0
841f1cdffffffff,2.0,0.0,0.0,0.0,0.0
841f4adffffffff,1.0,0.0,0.0,0.0,0.0
841f4e3ffffffff,1.0,0.0,0.0,0.0,0.0
841f593ffffffff,5.0,0.0,0.0,0.0,0.0
841f5c7ffffffff,2.0,0.0,0.0,0.0,0.0
841f5ebffffffff,4.0,0.0,0.0,0.0,0.0
841f801ffffffff,2.0,0.0,0.0,0.0,0.0
841f803ffffffff,12.0,0.0,0.0,0.0,0.0
841f819ffffffff,2.0,0.0,0.0,0.0,0.0
841f81dffffffff,2.0,0.0,0.0,0.0,0.0
841f82dffffffff,1.0,0.0,0.0,0.0,0.0
841f857ffffffff,4.0,0.0,0.0,0.0,0.0
841f85bffffffff,2.0,0.0,0.0,0.0,0.0
841f865ffffffff,2.0,0.0,0.0,0.0,0.0
841f917ffffffff,15.0,15.0,0.0,0.0,0.0
841f931ffffffff,3.0,0.0,0.0,0.0,0.0
841f94dffffffff,4.0,0.0,0.0,0.0,0.0
841f981ffffffff,13.0,0.0,0.0,0.0,0.0
841f983ffffffff,1.0,0.0,0.0,0.0,0.0
841f985ffffffff,2.0,0.0,0.0,0.0,0.0
841f987ffffffff,1.0,0.0,0.0,0.0,0.0
841f991ffffffff,2.0,0.0,0.0,0.0,0.0
841f995ffffffff,4.0,0.0,0.0,0.0,0.0
841f9a1ffffffff,2.0,0.0,0.0,0.0,0.0
841f9a3ffffffff,13.0,0.0,0.0,0.0,0.0
841f9a7ffffffff,4.0,0.0,0.0,0.0,0.0
841f9abffffffff,14.0,0.0,0.0,0.0,0.0
841f9b1ffffffff,1.0,0.0,0.0,0.0,0.0
841f9b5ffffffff,1.0,0.0,0.0,0.0,0.0
841f9b9ffffffff,6.0,0.0,0.0,0.0,0.0
841f9bbffffffff,2.0,0.0,0.0,0.0,0.0
841fa01ffffffff,2.0,0.0,0.0,0.0,0.0
841fa09ffffffff,2.0,0.0,0.0,0.0,0.0
841fa0bffffffff,3.0,0.0,0.0,0.0,0.0
841fa11ffffffff,12.0,0.0,0.0,0.0,0.0
841fa35ffffffff,5.0,0.0,0.0,0.0,0.0
841fa41ffffffff,3.0,0.0,0.0,0.0,0.0
841fa4bffffffff,10.0,0.0,0.0,0.0,0.0
841fa59ffffffff,8.0,0.0,0.0,0.0,0.0
841fa63ffffffff,2.0,0.0,0.0,0.0,0.0
841fa69ffffffff,1.0,0.0,0.0,0.0,0.0
841faa5ffffffff,10.0,0.0,0.0,0.0,0.0
