cell_id,Quiscalus mexicanus,Quiscalus mexicanus [graysoni Group],Quiscalus mexicanus [mexicanus Group]
832802fffffffff,13.0,0.0,0.0
832803fffffffff,6.0,0.0,0.0
832806fffffffff,9.0,0.0,0.0
832810fffffffff,5.0,0.0,0.0
832811fffffffff,4.0,0.0,0.0
832812fffffffff,20.0,0.0,0.0
832813fffffffff,92.0,4.0,0.0
832814fffffffff,7.0,0.0,0.0
832815fffffffff,69.0,0.0,0.0
832816fffffffff,14.0,0.0,0.0
832818fffffffff,10.0,0.0,0.0
83281bfffffffff,17.0,0.0,0.0
83281cfffffffff,23.0,0.0,0.0
83281efffffffff,2.0,0.0,0.0
832830fffffffff,244.0,4.0,0.0
832831fffffffff,18.0,0.0,0.0
832832fffffffff,260.0,0.0,0.0
832833fffffffff,16.0,0.0,0.0
832834fffffffff,403.0,155.0,0.0
832835fffffffff,13.0,0.0,0.0
832836fffffffff,749.0,0.0,0.0
832881fffffffff,2.0,0.0,0.0
832884fffffffff,38.0,0.0,0.0
832885fffffffff,66.0,0.0,0.0
83288bfffffffff,2.0,0.0,0.0
83288cfffffffff,18.0,4.0,0.0
832890fffffffff,8.0,0.0,0.0
832892fffffffff,10.0,0.0,0.0
832894fffffffff,102.0,0.0,0.0
83289efffffffff,10.0,1.0,0.0
8328a1fffffffff,24.0,0.0,0.0
8328a2fffffffff,2.0,0.0,0.0
8328a3fffffffff,2.0,0.0,0.0
8328a4fffffffff,3.0,0.0,0.0
8328a6fffffffff,1.0,0.0,0.0
8328a8fffffffff,2.0,0.0,0.0
8328a9fffffffff,23.0,0.0,0.0
8328adfffffffff,22.0,0.0,0.0
8328aefffffffff,46.0,0.0,0.0
8328b0fffffffff,12.0,0.0,0.0
8328b1fffffffff,5.0,0.0,0.0
8328b2fffffffff,38.0,0.0,0.0
8328b3fffffffff,6.0,0.0,0.0
8328b6fffffffff,63.0,0.0,0.0
8328d1fffffffff,33.0,0.0,0.0
8328d4fffffffff,20.0,0.0,0.0
8328d5fffffffff,22.0,0.0,0.0
8328defffffffff,14.0,4.0,0.0
8328f0fffffffff,100.0,0.0,0.0
8328f5fffffffff,2.0,0.0,0.0
8328f6fffffffff,5.0,0.0,0.0
832912fffffffff,7.0,0.0,0.0
83291afffffffff,4.0,1.0,0.0
832985fffffffff,25.0,0.0,0.0
832986fffffffff,16.0,0.0,0.0
832989fffffffff,11.0,0.0,0.0
83298cfffffffff,4.0,0.0,0.0
83298dfffffffff,22.0,0.0,0.0
832990fffffffff,28.0,0.0,0.0
832995fffffffff,10.0,0.0,0.0
83299bfffffffff,2.0,0.0,0.0
8329a0fffffffff,31.0,0.0,0.0
8329a1fffffffff,9.0,0.0,0.0
8329a4fffffffff,16.0,0.0,0.0
8329a5fffffffff,4.0,1.0,0.0
8329a6fffffffff,102.0,12.0,0.0
8329a8fffffffff,3.0,0.0,0.0
8329a9fffffffff,15.0,0.0,0.0
8329aafffffffff,24.0,0.0,0.0
8329abfffffffff,8.0,0.0,0.0
8329acfffffffff,4.0,0.0,0.0
8329adfffffffff,3.0,0.0,0.0
8329aefffffffff,2.0,2.0,0.0
8329b0fffffffff,1.0,0.0,0.0
8329b1fffffffff,5.0,0.0,0.0
8329b5fffffffff,21.0,0.0,0.0
832ab5fffffffff,5.0,0.0,0.0
83391efffffffff,8.0,0.0,0.0
83441afffffffff,39.0,0.0,0.0
83441efffffffff,7.0,0.0,2.0
834424fffffffff,13.0,0.0,13.0
834440fffffffff,451.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0
834444fffffffff,18.0,0.0,0.0
834445fffffffff,91.0,0.0,0.0
834446fffffffff,5.0,0.0,0.0
834448fffffffff,54.0,0.0,0.0
83444afffffffff,1.0,0.0,0.0
83444bfffffffff,31.0,0.0,0.0
83444cfffffffff,14.0,0.0,0.0
83444dfffffffff,4.0,0.0,0.0
83444efffffffff,5.0,0.0,0.0
834463fffffffff,1.0,0.0,0.0
83446afffffffff,2.0,0.0,0.0
83446bfffffffff,2.0,0.0,0.0
83446cfffffffff,30.0,0.0,2.0
83446dfffffffff,21.0,0.0,0.0
83446efffffffff,7.0,0.0,0.0
834471fffffffff,6.0,0.0,0.0
834473fffffffff,6.0,0.0,0.0
8344a1fffffffff,1.0,0.0,0.0
8344a5fffffffff,1.0,0.0,0.0
834501fffffffff,6.0,0.0,6.0
834505fffffffff,3.0,0.0,0.0
834508fffffffff,56.0,0.0,56.0
834509fffffffff,1074.0,0.0,1074.0
83450afffffffff,442.0,0.0,442.0
83450bfffffffff,182.0,0.0,182.0
83450cfffffffff,12.0,0.0,12.0
83450dfffffffff,103.0,0.0,103.0
83450efffffffff,73.0,0.0,73.0
834519fffffffff,1.0,0.0,1.0
83451dfffffffff,22.0,0.0,22.0
834520fffffffff,3.0,0.0,0.0
834521fffffffff,10.0,0.0,3.0
834523fffffffff,9.0,0.0,9.0
834525fffffffff,1.0,0.0,1.0
83452afffffffff,51.0,0.0,37.0
83452cfffffffff,10.0,0.0,0.0
83452dfffffffff,8.0,0.0,8.0
83452efffffffff,13.0,0.0,6.0
834572fffffffff,531.0,0.0,531.0
8345b2fffffffff,8.0,0.0,0.0
83464bfffffffff,11.0,0.0,0.0
834805fffffffff,1.0,0.0,0.0
83480dfffffffff,4.0,0.0,0.0
83482afffffffff,1.0,0.0,0.0
834833fffffffff,1.0,0.0,0.0
834836fffffffff,5.0,0.0,0.0
834843fffffffff,2.0,0.0,0.0
83484afffffffff,4.0,0.0,0.0
834859fffffffff,9.0,0.0,0.0
83485bfffffffff,60.0,10.0,0.0
834872fffffffff,1.0,0.0,0.0
834873fffffffff,65.0,0.0,0.0
834880fffffffff,4.0,0.0,0.0
834883fffffffff,1.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0
834890fffffffff,1.0,0.0,0.0
834893fffffffff,6.0,0.0,0.0
834895fffffffff,43.0,0.0,0.0
834898fffffffff,3.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0
83489dfffffffff,2.0,0.0,0.0
8348abfffffffff,1.0,0.0,0.0
8348b1fffffffff,14.0,0.0,0.0
8348b3fffffffff,108.0,0.0,0.0
8348c1fffffffff,2.0,0.0,0.0
8348c3fffffffff,2.0,0.0,0.0
8348c5fffffffff,15.0,0.0,0.0
8348c6fffffffff,1.0,0.0,0.0
8348c8fffffffff,2.0,0.0,0.0
8348ccfffffffff,2.0,0.0,0.0
8348d2fffffffff,1.0,0.0,0.0
8348d8fffffffff,170.0,0.0,0.0
8348dafffffffff,2.0,0.0,0.0
8348dcfffffffff,2.0,0.0,0.0
8348e8fffffffff,32.0,0.0,0.0
8348e9fffffffff,1.0,0.0,0.0
8348eafffffffff,14.0,0.0,0.0
8348ebfffffffff,13.0,0.0,0.0
8348ecfffffffff,12.0,0.0,0.0
8348eefffffffff,34.0,0.0,0.0
8348f2fffffffff,2.0,0.0,0.0
8348f3fffffffff,2.0,0.0,0.0
8348f6fffffffff,4.0,0.0,0.0
834982fffffffff,25.0,0.0,24.0
834983fffffffff,15.0,0.0,15.0
834984fffffffff,2.0,0.0,2.0
834986fffffffff,83.0,0.0,83.0
834988fffffffff,7.0,0.0,7.0
834993fffffffff,4.0,0.0,0.0
834994fffffffff,32.0,0.0,12.0
834995fffffffff,196.0,0.0,193.0
834996fffffffff,92.0,0.0,2.0
834998fffffffff,5.0,0.0,2.0
83499cfffffffff,12.0,0.0,11.0
8349a2fffffffff,5.0,5.0,0.0
8349a3fffffffff,2.0,2.0,0.0
8349a8fffffffff,8.0,8.0,0.0
8349a9fffffffff,4.0,4.0,0.0
8349b3fffffffff,9.0,0.0,9.0
8349b5fffffffff,2.0,2.0,0.0
834cc5fffffffff,67.0,0.0,0.0
834cd0fffffffff,5.0,0.0,0.0
834ceafffffffff,5.0,0.0,1.0
834ceefffffffff,72.0,0.0,0.0
835f58fffffffff,4.0,0.0,0.0
836611fffffffff,8.0,0.0,0.0
836613fffffffff,2.0,0.0,0.0
836618fffffffff,42.0,0.0,0.0
83661bfffffffff,75.0,0.0,0.0
83661efffffffff,16.0,0.0,0.0
836621fffffffff,1.0,0.0,0.0
8366a0fffffffff,13.0,0.0,0.0
8366a1fffffffff,2.0,0.0,0.0
8366a3fffffffff,1.0,0.0,0.0
8366a5fffffffff,9.0,0.0,1.0
8366b0fffffffff,10.0,0.0,7.0
8366b1fffffffff,1.0,0.0,0.0
8366b4fffffffff,29.0,0.0,15.0
8366b5fffffffff,20.0,0.0,4.0
8366b6fffffffff,10.0,0.0,7.0
8366d3fffffffff,3.0,0.0,0.0
8366e4fffffffff,2.0,0.0,0.0
8366e6fffffffff,30.0,0.0,0.0
8366f5fffffffff,3.0,0.0,0.0
836732fffffffff,35.0,0.0,0.0
836755fffffffff,8.0,0.0,0.0
836773fffffffff,35.0,0.0,0.0
83679afffffffff,4.0,0.0,0.0
83679bfffffffff,5.0,0.0,0.0
836d04fffffffff,2.0,0.0,0.0
836d20fffffffff,16.0,0.0,12.0
836d21fffffffff,1.0,0.0,1.0
836d22fffffffff,2.0,0.0,2.0
836d23fffffffff,14.0,0.0,6.0
836d24fffffffff,3.0,0.0,3.0
836d25fffffffff,28.0,0.0,27.0
836d26fffffffff,1.0,0.0,1.0
836d28fffffffff,5.0,0.0,0.0
836d29fffffffff,6.0,0.0,0.0
836d2bfffffffff,8.0,0.0,0.0
836d2dfffffffff,5.0,0.0,0.0
836d30fffffffff,2.0,0.0,0.0
836d64fffffffff,1.0,0.0,0.0
836d68fffffffff,20.0,0.0,2.0
836d69fffffffff,152.0,0.0,125.0
836d6dfffffffff,2.0,0.0,1.0
838e62fffffffff,27.0,0.0,0.0
83b2c0fffffffff,22.0,0.0,0.0
83b2d8fffffffff,3.0,0.0,0.0
83b304fffffffff,71.0,0.0,0.0
