cell_id,Spizella breweri,Spizella breweri breweri,Spizella breweri taverneri
84269b3ffffffff,3.0,0.0,0.0
84269b9ffffffff,34.0,0.0,0.0
84269bbffffffff,13.0,0.0,0.0
84269bdffffffff,4.0,0.0,0.0
84269c1ffffffff,287.0,0.0,0.0
84269c3ffffffff,24.0,0.0,0.0
84269c5ffffffff,417.0,0.0,0.0
84269c7ffffffff,112.0,0.0,0.0
84269c9ffffffff,20.0,0.0,0.0
84269cbffffffff,81.0,0.0,0.0
84269cdffffffff,421.0,0.0,0.0
84269d1ffffffff,133.0,0.0,0.0
84269d3ffffffff,9.0,0.0,0.0
84269d5ffffffff,114.0,0.0,0.0
84269d7ffffffff,11.0,0.0,0.0
84269d9ffffffff,20.0,0.0,0.0
84269dbffffffff,251.0,0.0,0.0
84269ddffffffff,35.0,0.0,0.0
84269e1ffffffff,34.0,0.0,0.0
84269e3ffffffff,4.0,0.0,0.0
84269e5ffffffff,4.0,0.0,0.0
84269e7ffffffff,4.0,0.0,0.0
84269e9ffffffff,64.0,0.0,0.0
84269ebffffffff,37.0,0.0,0.0
84269edffffffff,10.0,0.0,0.0
8426a01ffffffff,12.0,0.0,0.0
8426a07ffffffff,5.0,0.0,0.0
8426a09ffffffff,18.0,0.0,0.0
8426a11ffffffff,20.0,0.0,0.0
8426a13ffffffff,9.0,0.0,0.0
8426a15ffffffff,2.0,0.0,0.0
8426a17ffffffff,8.0,0.0,0.0
8426a19ffffffff,2.0,0.0,0.0
8426a1bffffffff,2.0,0.0,0.0
8426a1dffffffff,2.0,0.0,0.0
8426a21ffffffff,8.0,0.0,0.0
8426a27ffffffff,19.0,0.0,0.0
8426a29ffffffff,7.0,0.0,0.0
8426a2bffffffff,15.0,0.0,0.0
8426a33ffffffff,14.0,0.0,0.0
8426a35ffffffff,11.0,0.0,0.0
8426a37ffffffff,30.0,0.0,0.0
8426a39ffffffff,2.0,0.0,0.0
8426a3bffffffff,8.0,0.0,0.0
8426a43ffffffff,6.0,0.0,0.0
8426a45ffffffff,2.0,0.0,0.0
8426a4bffffffff,18.0,0.0,0.0
8426a53ffffffff,8.0,0.0,0.0
8426a55ffffffff,1.0,0.0,0.0
8426a57ffffffff,5.0,0.0,0.0
8426a59ffffffff,2.0,0.0,0.0
8426a5bffffffff,8.0,0.0,0.0
8426a5dffffffff,33.0,0.0,0.0
8426a61ffffffff,1.0,0.0,0.0
8426a63ffffffff,2.0,0.0,0.0
8426a67ffffffff,2.0,0.0,0.0
8426a69ffffffff,34.0,0.0,0.0
8426a6bffffffff,1.0,0.0,0.0
8426a6dffffffff,19.0,0.0,0.0
8426a81ffffffff,6.0,0.0,0.0
8426a85ffffffff,15.0,0.0,0.0
8426a87ffffffff,84.0,0.0,0.0
8426a8bffffffff,56.0,0.0,0.0
8426a8dffffffff,2.0,0.0,0.0
8426a95ffffffff,37.0,0.0,0.0
8426a97ffffffff,13.0,0.0,0.0
8426a9dffffffff,11.0,0.0,0.0
8426aa1ffffffff,16.0,0.0,0.0
8426aa3ffffffff,5.0,0.0,0.0
8426aa5ffffffff,404.0,0.0,0.0
8426aa7ffffffff,162.0,0.0,0.0
8426aa9ffffffff,590.0,0.0,0.0
8426aabffffffff,64.0,0.0,0.0
8426aadffffffff,337.0,0.0,0.0
8426ab1ffffffff,2.0,0.0,0.0
8426ab3ffffffff,41.0,0.0,0.0
8426ab5ffffffff,24.0,0.0,0.0
8426ab7ffffffff,87.0,0.0,0.0
8426ab9ffffffff,12.0,0.0,0.0
8426abbffffffff,13.0,0.0,0.0
8426abdffffffff,19.0,0.0,0.0
8426ac5ffffffff,6.0,0.0,0.0
8426ae3ffffffff,30.0,0.0,0.0
8426ae5ffffffff,3.0,0.0,0.0
8426ae7ffffffff,47.0,0.0,0.0
8426ae9ffffffff,15.0,0.0,0.0
8426aebffffffff,6.0,2.0,0.0
8426aedffffffff,1.0,0.0,0.0
8426b01ffffffff,12.0,0.0,0.0
8426b03ffffffff,4.0,0.0,0.0
8426b05ffffffff,32.0,0.0,0.0
8426b07ffffffff,31.0,0.0,0.0
8426b09ffffffff,1.0,0.0,0.0
8426b0bffffffff,72.0,0.0,0.0
8426b0dffffffff,27.0,0.0,0.0
8426b11ffffffff,1.0,0.0,0.0
8426b13ffffffff,17.0,0.0,0.0
8426b15ffffffff,2.0,0.0,0.0
8426b19ffffffff,23.0,0.0,0.0
8426b1bffffffff,5.0,0.0,0.0
8426b1dffffffff,43.0,0.0,0.0
8426b21ffffffff,2.0,0.0,0.0
8426b23ffffffff,13.0,0.0,0.0
8426b25ffffffff,15.0,0.0,0.0
8426b27ffffffff,37.0,0.0,0.0
8426b29ffffffff,4.0,0.0,0.0
8426b2bffffffff,4.0,0.0,0.0
8426b2dffffffff,1.0,0.0,0.0
8426b31ffffffff,26.0,0.0,0.0
8426b33ffffffff,100.0,0.0,0.0
8426b37ffffffff,7.0,0.0,0.0
8426b39ffffffff,49.0,0.0,0.0
8426b3bffffffff,16.0,0.0,0.0
8426b3dffffffff,99.0,0.0,0.0
8426b41ffffffff,3.0,0.0,0.0
8426b45ffffffff,21.0,0.0,0.0
8426b47ffffffff,17.0,0.0,0.0
8426b49ffffffff,5.0,0.0,0.0
8426b4bffffffff,2.0,0.0,0.0
8426b51ffffffff,5.0,0.0,0.0
8426b55ffffffff,20.0,0.0,0.0
8426b57ffffffff,26.0,0.0,0.0
8426b5dffffffff,1.0,0.0,0.0
8426b61ffffffff,111.0,0.0,0.0
8426b63ffffffff,49.0,0.0,0.0
8426b65ffffffff,2.0,0.0,0.0
8426b67ffffffff,1.0,0.0,0.0
8426b69ffffffff,346.0,0.0,0.0
8426b6bffffffff,5.0,0.0,0.0
8426b6dffffffff,61.0,0.0,0.0
8426d03ffffffff,2.0,0.0,0.0
8426d07ffffffff,3.0,0.0,0.0
8426d09ffffffff,1.0,0.0,0.0
8426d0dffffffff,1.0,0.0,0.0
8426d11ffffffff,2.0,0.0,0.0
8426d15ffffffff,2.0,0.0,0.0
8426d17ffffffff,1.0,0.0,0.0
8426d25ffffffff,3.0,0.0,0.0
8426d2bffffffff,4.0,0.0,0.0
8426d35ffffffff,5.0,0.0,0.0
8426d39ffffffff,3.0,0.0,0.0
8426d41ffffffff,4.0,0.0,0.0
8426d43ffffffff,1.0,0.0,0.0
8426d45ffffffff,51.0,0.0,0.0
8426d47ffffffff,13.0,0.0,0.0
8426d49ffffffff,26.0,0.0,0.0
8426d4bffffffff,4.0,0.0,0.0
8426d4dffffffff,16.0,0.0,0.0
8426d63ffffffff,2.0,0.0,0.0
8426d65ffffffff,1.0,0.0,0.0
8426d67ffffffff,9.0,0.0,0.0
8426d6bffffffff,8.0,0.0,0.0
8426d6dffffffff,4.0,0.0,0.0
8426dadffffffff,5.0,0.0,0.0
8426de1ffffffff,4.0,0.0,0.0
8426de7ffffffff,43.0,0.0,0.0
8426de9ffffffff,7.0,0.0,0.0
8426dedffffffff,3.0,0.0,0.0
8426f0dffffffff,2.0,0.0,0.0
8426f21ffffffff,9.0,0.0,0.0
8426f25ffffffff,81.0,0.0,0.0
8426f27ffffffff,120.0,0.0,0.0
8426f29ffffffff,2.0,0.0,0.0
8426f2dffffffff,216.0,0.0,0.0
8426f61ffffffff,3.0,0.0,0.0
8426f63ffffffff,2.0,0.0,0.0
8426f65ffffffff,3.0,0.0,0.0
8426f67ffffffff,4.0,0.0,0.0
8426f6dffffffff,8.0,0.0,0.0
8427801ffffffff,7.0,0.0,0.0
8427805ffffffff,5.0,0.0,0.0
8427807ffffffff,1.0,0.0,0.0
842780dffffffff,46.0,0.0,0.0
8427813ffffffff,11.0,0.0,0.0
8427817ffffffff,2.0,0.0,0.0
8427823ffffffff,2.0,0.0,0.0
8427825ffffffff,2.0,0.0,0.0
8427827ffffffff,3.0,0.0,0.0
8427829ffffffff,21.0,0.0,0.0
842782dffffffff,62.0,0.0,0.0
8427833ffffffff,5.0,0.0,0.0
842783dffffffff,1.0,0.0,0.0
8427841ffffffff,12.0,0.0,0.0
8427843ffffffff,1.0,0.0,0.0
8427845ffffffff,9.0,0.0,0.0
842784dffffffff,8.0,0.0,0.0
842785bffffffff,2.0,0.0,0.0
8427861ffffffff,23.0,0.0,0.0
8427865ffffffff,1.0,0.0,0.0
8427867ffffffff,31.0,0.0,0.0
8427869ffffffff,2.0,0.0,0.0
8427881ffffffff,6.0,0.0,0.0
8427883ffffffff,11.0,0.0,0.0
8427885ffffffff,2.0,0.0,0.0
8427887ffffffff,2.0,0.0,0.0
842788dffffffff,59.0,0.0,0.0
84278a5ffffffff,2.0,0.0,0.0
84278a7ffffffff,2.0,0.0,0.0
84278b1ffffffff,1.0,0.0,0.0
84278b3ffffffff,2.0,0.0,0.0
84278b5ffffffff,5.0,0.0,0.0
84278b7ffffffff,6.0,0.0,0.0
84278b9ffffffff,11.0,0.0,0.0
84278bdffffffff,4.0,0.0,0.0
84278c1ffffffff,4.0,0.0,0.0
84278c5ffffffff,4.0,0.0,0.0
84278c7ffffffff,1.0,0.0,0.0
84278d3ffffffff,2.0,0.0,0.0
84278e3ffffffff,2.0,0.0,0.0
84278e5ffffffff,2.0,0.0,0.0
84278ebffffffff,4.0,0.0,0.0
84278edffffffff,2.0,0.0,0.0
8427909ffffffff,1.0,0.0,0.0
8427911ffffffff,4.0,0.0,0.0
8427913ffffffff,55.0,0.0,0.0
8427915ffffffff,3.0,0.0,0.0
8427917ffffffff,10.0,0.0,0.0
8427919ffffffff,5.0,0.0,0.0
842791bffffffff,22.0,0.0,0.0
8427921ffffffff,15.0,0.0,0.0
8427923ffffffff,5.0,0.0,0.0
8427925ffffffff,6.0,0.0,0.0
8427927ffffffff,71.0,0.0,0.0
842792dffffffff,2.0,0.0,0.0
8427931ffffffff,6.0,0.0,0.0
8427933ffffffff,3.0,0.0,0.0
8427935ffffffff,4.0,0.0,0.0
8427937ffffffff,158.0,0.0,0.0
842793bffffffff,17.0,0.0,0.0
8427945ffffffff,2.0,0.0,0.0
8427949ffffffff,25.0,1.0,0.0
8427953ffffffff,44.0,0.0,0.0
8427955ffffffff,1.0,0.0,0.0
8427957ffffffff,2.0,0.0,0.0
8427959ffffffff,4.0,0.0,0.0
842795bffffffff,36.0,0.0,0.0
842795dffffffff,3.0,0.0,0.0
8427963ffffffff,8.0,0.0,0.0
8427965ffffffff,2.0,0.0,0.0
8427967ffffffff,15.0,0.0,0.0
8427969ffffffff,22.0,0.0,0.0
842796bffffffff,4.0,0.0,0.0
8427985ffffffff,7.0,0.0,0.0
8427987ffffffff,2.0,0.0,0.0
8427989ffffffff,6.0,0.0,0.0
842798bffffffff,7.0,0.0,0.0
842798dffffffff,30.0,0.0,0.0
8427993ffffffff,2.0,0.0,0.0
8427995ffffffff,6.0,0.0,0.0
8427997ffffffff,8.0,0.0,0.0
842799dffffffff,2.0,0.0,0.0
84279a1ffffffff,12.0,0.0,0.0
84279a3ffffffff,10.0,0.0,0.0
84279a5ffffffff,113.0,0.0,0.0
84279a7ffffffff,6.0,0.0,0.0
84279a9ffffffff,39.0,0.0,0.0
84279abffffffff,242.0,0.0,0.0
84279adffffffff,5.0,0.0,0.0
84279b1ffffffff,4.0,0.0,0.0
84279b3ffffffff,7.0,0.0,0.0
84279b5ffffffff,1.0,0.0,0.0
84279b7ffffffff,2.0,0.0,0.0
84279b9ffffffff,3.0,0.0,0.0
84279bdffffffff,2.0,0.0,0.0
84279c1ffffffff,2.0,0.0,0.0
84279c3ffffffff,2.0,0.0,0.0
84279c5ffffffff,4.0,0.0,0.0
84279c7ffffffff,15.0,0.0,0.0
84279c9ffffffff,2.0,0.0,0.0
84279cbffffffff,6.0,0.0,0.0
84279d1ffffffff,2.0,0.0,0.0
84279d3ffffffff,2.0,0.0,0.0
84279e1ffffffff,37.0,0.0,0.0
84279e3ffffffff,27.0,0.0,0.0
84279e5ffffffff,19.0,0.0,0.0
84279e9ffffffff,61.0,0.0,0.0
84279ebffffffff,14.0,0.0,0.0
8427ae5ffffffff,2.0,0.0,0.0
8427b05ffffffff,7.0,0.0,0.0
8427b07ffffffff,2.0,0.0,0.0
8427b13ffffffff,21.0,0.0,0.0
8427b21ffffffff,8.0,2.0,0.0
8427b23ffffffff,30.0,7.0,0.0
8427b27ffffffff,19.0,1.0,0.0
8427b29ffffffff,5.0,0.0,0.0
8427b2bffffffff,7.0,0.0,0.0
8427b31ffffffff,11.0,0.0,0.0
8427b35ffffffff,112.0,8.0,0.0
8427b3bffffffff,11.0,0.0,0.0
8427b3dffffffff,6.0,0.0,0.0
8427b45ffffffff,1.0,0.0,0.0
8427b47ffffffff,2.0,0.0,0.0
8427b63ffffffff,2.0,0.0,0.0
8427b65ffffffff,57.0,5.0,0.0
8427b67ffffffff,14.0,0.0,0.0
8427b6dffffffff,1.0,0.0,0.0
8428101ffffffff,1.0,0.0,0.0
8428103ffffffff,2.0,0.0,0.0
8428105ffffffff,22.0,0.0,0.0
8428107ffffffff,4.0,0.0,0.0
8428109ffffffff,7.0,0.0,0.0
842810dffffffff,21.0,0.0,0.0
8428111ffffffff,8.0,0.0,0.0
8428113ffffffff,2.0,0.0,0.0
8428115ffffffff,3.0,0.0,0.0
8428117ffffffff,24.0,0.0,0.0
8428121ffffffff,18.0,0.0,0.0
8428123ffffffff,263.0,0.0,0.0
8428125ffffffff,7.0,0.0,0.0
8428127ffffffff,25.0,0.0,0.0
8428129ffffffff,50.0,0.0,0.0
842812bffffffff,76.0,0.0,0.0
842812dffffffff,2.0,0.0,0.0
8428131ffffffff,12.0,0.0,0.0
8428133ffffffff,6.0,0.0,0.0
8428135ffffffff,26.0,0.0,0.0
8428137ffffffff,5.0,0.0,0.0
8428139ffffffff,50.0,0.0,0.0
842813bffffffff,61.0,0.0,0.0
842813dffffffff,10.0,0.0,0.0
8428141ffffffff,7.0,0.0,0.0
8428143ffffffff,7.0,0.0,0.0
8428145ffffffff,50.0,0.0,0.0
8428147ffffffff,13.0,0.0,0.0
842814dffffffff,26.0,0.0,0.0
8428161ffffffff,6.0,0.0,0.0
8428163ffffffff,7.0,0.0,0.0
8428167ffffffff,1.0,0.0,0.0
8428169ffffffff,2.0,0.0,0.0
842816bffffffff,69.0,0.0,0.0
842816dffffffff,2.0,0.0,0.0
84281a3ffffffff,1.0,0.0,0.0
84281a5ffffffff,2.0,0.0,0.0
84281b5ffffffff,17.0,0.0,0.0
84281e5ffffffff,12.0,0.0,0.0
84281edffffffff,2.0,0.0,0.0
8428321ffffffff,2.0,0.0,0.0
8428323ffffffff,14.0,0.0,0.0
8428327ffffffff,2.0,0.0,0.0
8428329ffffffff,4.0,0.0,0.0
842832dffffffff,2.0,0.0,0.0
8428355ffffffff,358.0,30.0,0.0
8428801ffffffff,41.0,0.0,0.0
8428803ffffffff,4.0,0.0,0.0
8428805ffffffff,4.0,0.0,0.0
8428807ffffffff,1.0,0.0,0.0
8428809ffffffff,21.0,0.0,0.0
842880bffffffff,8.0,0.0,0.0
842880dffffffff,16.0,0.0,0.0
8428811ffffffff,65.0,0.0,0.0
8428813ffffffff,190.0,0.0,0.0
8428817ffffffff,44.0,0.0,0.0
8428819ffffffff,91.0,0.0,0.0
842881bffffffff,78.0,0.0,0.0
842881dffffffff,7.0,0.0,0.0
8428825ffffffff,4.0,0.0,0.0
842882dffffffff,20.0,0.0,0.0
8428833ffffffff,2.0,0.0,0.0
8428839ffffffff,13.0,0.0,0.0
842883bffffffff,9.0,0.0,0.0
8428841ffffffff,393.0,0.0,0.0
8428843ffffffff,102.0,0.0,0.0
8428845ffffffff,131.0,0.0,0.0
8428847ffffffff,706.0,0.0,0.0
8428849ffffffff,49.0,0.0,0.0
842884bffffffff,33.0,0.0,0.0
842884dffffffff,11.0,0.0,0.0
8428851ffffffff,3.0,0.0,0.0
8428853ffffffff,49.0,0.0,0.0
8428855ffffffff,8.0,0.0,0.0
8428857ffffffff,11.0,0.0,0.0
8428859ffffffff,2.0,0.0,0.0
842885bffffffff,19.0,0.0,0.0
842885dffffffff,36.0,0.0,0.0
8428861ffffffff,38.0,0.0,0.0
8428863ffffffff,61.0,0.0,0.0
8428865ffffffff,22.0,0.0,0.0
8428867ffffffff,6.0,0.0,0.0
8428869ffffffff,10.0,0.0,0.0
842886dffffffff,63.0,0.0,0.0
8428881ffffffff,4.0,0.0,0.0
8428883ffffffff,4.0,0.0,0.0
8428885ffffffff,2.0,0.0,0.0
8428887ffffffff,12.0,0.0,0.0
8428889ffffffff,18.0,0.0,0.0
842888bffffffff,10.0,0.0,0.0
8428891ffffffff,252.0,0.0,0.0
8428893ffffffff,1196.0,0.0,0.0
8428895ffffffff,22.0,0.0,0.0
8428897ffffffff,43.0,0.0,0.0
8428899ffffffff,43.0,0.0,0.0
842889bffffffff,99.0,0.0,0.0
842889dffffffff,110.0,0.0,0.0
84288a1ffffffff,54.0,0.0,0.0
84288a3ffffffff,28.0,0.0,0.0
84288a5ffffffff,1.0,0.0,0.0
84288a9ffffffff,7.0,0.0,0.0
84288abffffffff,5.0,0.0,0.0
84288adffffffff,22.0,0.0,0.0
84288b1ffffffff,90.0,0.0,0.0
84288b3ffffffff,39.0,0.0,0.0
84288b5ffffffff,29.0,0.0,0.0
84288b7ffffffff,57.0,0.0,0.0
84288b9ffffffff,18.0,0.0,0.0
84288bbffffffff,27.0,0.0,0.0
84288bdffffffff,14.0,0.0,0.0
84288c3ffffffff,5.0,0.0,0.0
84288c5ffffffff,31.0,0.0,0.0
84288c7ffffffff,2.0,0.0,0.0
84288cbffffffff,14.0,0.0,0.0
84288cdffffffff,5.0,0.0,0.0
84288d1ffffffff,12.0,0.0,0.0
84288d3ffffffff,33.0,0.0,0.0
84288d5ffffffff,7.0,0.0,0.0
84288d7ffffffff,52.0,0.0,0.0
84288d9ffffffff,34.0,0.0,0.0
84288dbffffffff,15.0,0.0,0.0
84288ddffffffff,8.0,0.0,0.0
84288e3ffffffff,9.0,0.0,0.0
84288e5ffffffff,7.0,0.0,0.0
84288e7ffffffff,6.0,0.0,0.0
84288e9ffffffff,11.0,0.0,0.0
84288ebffffffff,9.0,0.0,0.0
84288edffffffff,60.0,0.0,0.0
8428901ffffffff,9.0,0.0,0.0
8428903ffffffff,8.0,0.0,0.0
8428905ffffffff,2.0,0.0,0.0
8428907ffffffff,6.0,0.0,0.0
8428909ffffffff,40.0,0.0,0.0
842890bffffffff,21.0,0.0,0.0
842890dffffffff,157.0,0.0,0.0
8428911ffffffff,2.0,0.0,0.0
8428913ffffffff,14.0,0.0,0.0
8428915ffffffff,17.0,0.0,0.0
8428919ffffffff,16.0,0.0,0.0
842891dffffffff,194.0,0.0,0.0
8428921ffffffff,10.0,0.0,0.0
8428923ffffffff,24.0,0.0,0.0
8428927ffffffff,12.0,0.0,0.0
8428929ffffffff,111.0,0.0,0.0
842892bffffffff,14.0,0.0,0.0
8428931ffffffff,37.0,0.0,0.0
8428933ffffffff,1.0,0.0,0.0
8428935ffffffff,72.0,0.0,0.0
8428937ffffffff,3.0,0.0,0.0
8428939ffffffff,5.0,0.0,0.0
