cell_id,Myzomela boiei,Myzomela boiei boiei,Myzomela boiei annabellae,Myzomela boiei [undescribed form]
829467fffffffff,126.0,0.0,0.0,0.0
82954ffffffffff,15.0,0.0,0.0,0.0
82955ffffffffff,8.0,0.0,0.0,0.0
