cell_id,Branta hutchinsii,Branta hutchinsii leucopareia,Branta hutchinsii hutchinsii,Branta hutchinsii minima,Branta hutchinsii taverneri
8402cadffffffff,10.0,0.0,0.0,0.0,0.0
8407425ffffffff,8.0,0.0,0.0,0.0,0.0
840742dffffffff,4.0,0.0,0.0,0.0,0.0
8407433ffffffff,2.0,0.0,0.0,0.0,0.0
840745dffffffff,6.0,0.0,0.0,0.0,0.0
84075d1ffffffff,2.0,0.0,0.0,0.0,0.0
8408065ffffffff,2.0,0.0,0.0,0.0,0.0
84089dbffffffff,2.0,0.0,0.0,0.0,0.0
840c143ffffffff,8.0,0.0,0.0,2.0,4.0
840c147ffffffff,3.0,0.0,0.0,0.0,1.0
840c14bffffffff,1.0,0.0,0.0,0.0,1.0
840c415ffffffff,4.0,0.0,0.0,4.0,0.0
840c427ffffffff,2.0,0.0,0.0,0.0,2.0
840c42dffffffff,14.0,4.0,0.0,0.0,0.0
840c441ffffffff,1.0,0.0,0.0,0.0,0.0
840c447ffffffff,2.0,0.0,0.0,2.0,0.0
840c455ffffffff,5.0,1.0,0.0,4.0,0.0
840c467ffffffff,1.0,0.0,0.0,0.0,0.0
840c46dffffffff,1.0,0.0,0.0,0.0,0.0
840c503ffffffff,3.0,1.0,0.0,0.0,0.0
840c51dffffffff,25.0,1.0,0.0,0.0,1.0
840c555ffffffff,56.0,0.0,0.0,2.0,2.0
840c55dffffffff,2.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,130.0,23.0,0.0,24.0,0.0
840c5a7ffffffff,5.0,0.0,0.0,0.0,0.0
840c5adffffffff,7.0,2.0,0.0,0.0,0.0
840c629ffffffff,2.0,0.0,0.0,2.0,0.0
840c63dffffffff,3.0,0.0,0.0,3.0,0.0
840c65bffffffff,4.0,0.0,0.0,4.0,0.0
840c6adffffffff,2.0,2.0,0.0,0.0,0.0
840c715ffffffff,3.0,0.0,0.0,1.0,2.0
840c71bffffffff,4.0,0.0,0.0,0.0,0.0
840c731ffffffff,3.0,0.0,0.0,0.0,0.0
