cell_id,Pycnonotus barbatus,Pycnonotus barbatus [barbatus Group],Pycnonotus barbatus somaliensis,Pycnonotus barbatus dodsoni,Pycnonotus barbatus [tricolor Group]
83972dfffffffff,435.0,0.0,0.0,0.0,272.0
83972efffffffff,451.0,0.0,0.0,0.0,253.0
839731fffffffff,20.0,0.0,0.0,0.0,3.0
839735fffffffff,52.0,0.0,0.0,0.0,10.0
839740fffffffff,17.0,0.0,0.0,0.0,11.0
839741fffffffff,180.0,0.0,0.0,0.0,89.0
839743fffffffff,177.0,0.0,0.0,0.0,127.0
839745fffffffff,1.0,0.0,0.0,0.0,0.0
839746fffffffff,2.0,0.0,0.0,0.0,0.0
839748fffffffff,3.0,0.0,0.0,0.0,3.0
83974afffffffff,790.0,0.0,0.0,0.0,460.0
83974bfffffffff,149.0,0.0,0.0,0.0,91.0
83974efffffffff,251.0,0.0,0.0,0.0,155.0
839750fffffffff,69.0,0.0,0.0,0.0,27.0
839751fffffffff,1563.0,0.0,0.0,0.0,980.0
839752fffffffff,2.0,0.0,0.0,0.0,0.0
839753fffffffff,16.0,0.0,0.0,0.0,16.0
839754fffffffff,20.0,0.0,0.0,0.0,17.0
839755fffffffff,9.0,0.0,0.0,0.0,6.0
839758fffffffff,29.0,0.0,0.0,0.0,29.0
83975bfffffffff,5.0,0.0,0.0,0.0,3.0
83975cfffffffff,439.0,0.0,0.0,0.0,219.0
83975dfffffffff,98.0,0.0,0.0,0.0,74.0
83975efffffffff,82.0,0.0,0.0,0.0,45.0
83976afffffffff,2.0,0.0,0.0,0.0,2.0
839770fffffffff,6.0,0.0,0.0,0.0,2.0
839771fffffffff,2.0,0.0,0.0,0.0,0.0
839772fffffffff,67.0,0.0,0.0,0.0,30.0
839773fffffffff,1.0,0.0,0.0,0.0,1.0
839775fffffffff,13.0,0.0,0.0,0.0,8.0
839782fffffffff,4.0,0.0,0.0,0.0,0.0
839788fffffffff,18.0,0.0,0.0,0.0,11.0
839789fffffffff,20.0,0.0,0.0,0.0,11.0
83978afffffffff,2.0,0.0,0.0,0.0,0.0
83978bfffffffff,32.0,0.0,0.0,0.0,24.0
83978cfffffffff,4.0,0.0,0.0,0.0,0.0
83978dfffffffff,32.0,0.0,0.0,0.0,14.0
83978efffffffff,55.0,0.0,0.0,0.0,16.0
839791fffffffff,4.0,0.0,0.0,0.0,0.0
839793fffffffff,5.0,0.0,0.0,0.0,2.0
839794fffffffff,2.0,0.0,0.0,0.0,2.0
83979dfffffffff,6.0,0.0,0.0,0.0,0.0
83979efffffffff,2.0,0.0,0.0,0.0,0.0
8397a3fffffffff,4.0,0.0,0.0,0.0,0.0
8397a8fffffffff,141.0,0.0,0.0,0.0,56.0
8397aafffffffff,65.0,0.0,0.0,0.0,36.0
8397abfffffffff,17.0,0.0,0.0,0.0,5.0
8397acfffffffff,15.0,0.0,0.0,0.0,15.0
8397adfffffffff,5.0,0.0,0.0,0.0,0.0
8397b0fffffffff,6.0,0.0,0.0,0.0,6.0
83ac93fffffffff,2.0,0.0,0.0,0.0,2.0
83ac96fffffffff,123.0,0.0,0.0,0.0,77.0
83ada0fffffffff,2.0,0.0,0.0,0.0,0.0
83ada2fffffffff,11.0,0.0,0.0,0.0,1.0
83ada3fffffffff,4.0,0.0,0.0,0.0,0.0
83adb0fffffffff,2.0,0.0,0.0,0.0,0.0
83adb3fffffffff,2.0,0.0,0.0,0.0,2.0
83adb5fffffffff,5.0,0.0,0.0,0.0,0.0
83bc09fffffffff,42.0,0.0,0.0,0.0,9.0
83bc0bfffffffff,57.0,0.0,0.0,0.0,0.0
83bc19fffffffff,47.0,0.0,0.0,0.0,17.0
83bc1bfffffffff,220.0,0.0,0.0,0.0,82.0
83bc44fffffffff,2.0,0.0,0.0,0.0,0.0
83bc46fffffffff,4.0,0.0,0.0,0.0,2.0
83bc4bfffffffff,2.0,0.0,0.0,0.0,2.0
83bc51fffffffff,2.0,0.0,0.0,0.0,0.0
83bc52fffffffff,2.0,0.0,0.0,0.0,0.0
83bc54fffffffff,19.0,0.0,0.0,0.0,12.0
83bc55fffffffff,4.0,0.0,0.0,0.0,0.0
83bc56fffffffff,4.0,0.0,0.0,0.0,2.0
83bc5efffffffff,2.0,0.0,0.0,0.0,0.0
83bc71fffffffff,1.0,0.0,0.0,0.0,1.0
83bc72fffffffff,10.0,0.0,0.0,0.0,1.0
83bc73fffffffff,64.0,0.0,0.0,0.0,19.0
83bc89fffffffff,292.0,0.0,0.0,0.0,183.0
83bc8bfffffffff,3.0,0.0,0.0,0.0,3.0
83bc8dfffffffff,2.0,0.0,0.0,0.0,2.0
83bc99fffffffff,62.0,0.0,0.0,0.0,36.0
83bc9bfffffffff,15.0,0.0,0.0,0.0,3.0
83bcc0fffffffff,1.0,0.0,0.0,0.0,0.0
83bcc1fffffffff,7.0,0.0,0.0,0.0,3.0
83bcc2fffffffff,171.0,0.0,0.0,0.0,56.0
83bcc3fffffffff,973.0,0.0,0.0,0.0,438.0
83bcc4fffffffff,62.0,0.0,0.0,0.0,36.0
83bcc5fffffffff,2.0,0.0,0.0,0.0,2.0
83bcc6fffffffff,217.0,0.0,0.0,0.0,129.0
83bccafffffffff,9.0,0.0,0.0,0.0,7.0
83bcd0fffffffff,1151.0,0.0,0.0,0.0,649.0
83bcd1fffffffff,240.0,0.0,0.0,0.0,88.0
83bcd2fffffffff,2057.0,0.0,0.0,0.0,975.0
83bcd3fffffffff,294.0,0.0,0.0,0.0,158.0
83bcd4fffffffff,241.0,0.0,0.0,0.0,167.0
83bcd5fffffffff,30.0,0.0,0.0,0.0,17.0
83bcd6fffffffff,847.0,0.0,0.0,0.0,405.0
83bcd8fffffffff,85.0,0.0,0.0,0.0,48.0
83bcd9fffffffff,23.0,0.0,0.0,0.0,5.0
83bcdafffffffff,9.0,0.0,0.0,0.0,5.0
83bcdbfffffffff,2.0,0.0,0.0,0.0,0.0
83bcdcfffffffff,853.0,0.0,0.0,0.0,405.0
83bcddfffffffff,238.0,0.0,0.0,0.0,122.0
83bcdefffffffff,178.0,0.0,0.0,0.0,57.0
83bce0fffffffff,7.0,0.0,0.0,0.0,2.0
83bce2fffffffff,497.0,0.0,0.0,0.0,324.0
83bce5fffffffff,4.0,0.0,0.0,0.0,0.0
83bce6fffffffff,363.0,0.0,0.0,0.0,238.0
83bce8fffffffff,2.0,0.0,0.0,0.0,0.0
83bce9fffffffff,2.0,0.0,0.0,0.0,0.0
83bceefffffffff,1.0,0.0,0.0,0.0,0.0
83bcf0fffffffff,402.0,0.0,0.0,0.0,207.0
83bcf1fffffffff,55.0,0.0,0.0,0.0,35.0
83bcf2fffffffff,1842.0,0.0,0.0,0.0,1108.0
83bcf3fffffffff,219.0,0.0,0.0,0.0,134.0
83bcf4fffffffff,277.0,0.0,0.0,0.0,152.0
83bcf5fffffffff,1546.0,0.0,0.0,0.0,1261.0
83bcf6fffffffff,1487.0,0.0,0.0,0.0,813.0
