cell_id,Ardea purpurea,Ardea purpurea bournei,Ardea purpurea [purpurea Group]
831499fffffffff,2.0,0.0,0.0
8314aefffffffff,29.0,0.0,0.0
8314b2fffffffff,7.0,0.0,0.0
831590fffffffff,5.0,0.0,0.0
831591fffffffff,4.0,0.0,0.0
831845fffffffff,23.0,0.0,0.0
831846fffffffff,6.0,0.0,2.0
831849fffffffff,315.0,0.0,0.0
83184afffffffff,55.0,0.0,0.0
83184bfffffffff,112.0,0.0,0.0
83184cfffffffff,2.0,0.0,0.0
83186afffffffff,24.0,0.0,2.0
83186bfffffffff,2.0,0.0,0.0
83186cfffffffff,125.0,0.0,0.0
83186dfffffffff,50.0,0.0,0.0
831873fffffffff,1.0,0.0,0.0
83194bfffffffff,9.0,0.0,0.0
83194dfffffffff,7.0,0.0,0.0
831968fffffffff,3.0,0.0,0.0
831969fffffffff,138.0,0.0,0.0
83196bfffffffff,5.0,0.0,0.0
83196dfffffffff,77.0,0.0,0.0
831e02fffffffff,231.0,0.0,13.0
831e03fffffffff,13.0,0.0,0.0
831e06fffffffff,12.0,0.0,0.0
831e08fffffffff,54.0,0.0,0.0
831e0afffffffff,429.0,0.0,0.0
831e0cfffffffff,2.0,0.0,0.0
831e0efffffffff,313.0,0.0,0.0
831e12fffffffff,85.0,0.0,0.0
831e13fffffffff,135.0,0.0,0.0
831e14fffffffff,2.0,0.0,0.0
831e16fffffffff,3.0,0.0,0.0
831e18fffffffff,25.0,0.0,0.0
831e19fffffffff,39.0,0.0,0.0
831e1afffffffff,4.0,0.0,0.0
831e1bfffffffff,304.0,0.0,0.0
831e1cfffffffff,110.0,0.0,0.0
831e1dfffffffff,169.0,0.0,0.0
831e1efffffffff,1.0,0.0,0.0
831e36fffffffff,22.0,0.0,0.0
831e42fffffffff,13.0,0.0,0.0
831e4afffffffff,12.0,0.0,0.0
831e4bfffffffff,12.0,0.0,0.0
831e4dfffffffff,4.0,0.0,0.0
831e51fffffffff,64.0,0.0,0.0
831e52fffffffff,5.0,0.0,0.0
