cell_id,Columba palumbus,Columba palumbus [palumbus Group],Columba palumbus casiotis
8407427ffffffff,1.0,0.0,0.0
8407431ffffffff,1.0,0.0,0.0
8407433ffffffff,2.0,0.0,0.0
840744bffffffff,2.0,0.0,0.0
8407451ffffffff,3.0,0.0,0.0
8407455ffffffff,2.0,0.0,0.0
8407457ffffffff,3.0,0.0,0.0
840745dffffffff,3.0,0.0,0.0
8407465ffffffff,4.0,0.0,0.0
8407589ffffffff,1.0,0.0,0.0
84075d1ffffffff,2.0,0.0,0.0
8407621ffffffff,7.0,0.0,0.0
8407623ffffffff,7.0,0.0,0.0
8407635ffffffff,35.0,0.0,0.0
8407731ffffffff,2.0,0.0,0.0
8407733ffffffff,5.0,0.0,0.0
8407739ffffffff,2.0,0.0,0.0
840773bffffffff,7.0,0.0,0.0
8408847ffffffff,2.0,2.0,0.0
8408869ffffffff,6.0,2.0,0.0
840898bffffffff,2.0,0.0,0.0
8408a15ffffffff,2.0,2.0,0.0
8408a53ffffffff,4.0,4.0,0.0
8408b17ffffffff,2.0,0.0,0.0
8408b3dffffffff,2.0,2.0,0.0
8408b67ffffffff,2.0,2.0,0.0
8409821ffffffff,2.0,0.0,0.0
840982bffffffff,2.0,0.0,0.0
8409a45ffffffff,2.0,0.0,0.0
84182c3ffffffff,3.0,0.0,0.0
84182c9ffffffff,2.0,0.0,0.0
8418495ffffffff,27.0,0.0,0.0
8418497ffffffff,1.0,0.0,0.0
8418499ffffffff,2.0,2.0,0.0
841849dffffffff,1.0,0.0,0.0
84184b1ffffffff,7.0,0.0,0.0
84184b3ffffffff,2.0,2.0,0.0
84184b7ffffffff,8.0,4.0,0.0
84184bbffffffff,20.0,0.0,0.0
84184bdffffffff,1.0,0.0,0.0
84184d9ffffffff,2.0,0.0,0.0
8418593ffffffff,6.0,3.0,0.0
8418597ffffffff,4.0,2.0,0.0
84185b1ffffffff,1.0,0.0,0.0
84185b3ffffffff,38.0,38.0,0.0
84185b5ffffffff,12.0,0.0,0.0
84185bbffffffff,19.0,2.0,0.0
84186d1ffffffff,1.0,1.0,0.0
8419013ffffffff,2.0,0.0,0.0
84190d9ffffffff,2.0,0.0,0.0
8419405ffffffff,4.0,0.0,0.0
8419415ffffffff,2.0,0.0,0.0
8419423ffffffff,2.0,0.0,0.0
8419431ffffffff,2.0,0.0,0.0
8419467ffffffff,2.0,0.0,0.0
84194a5ffffffff,1.0,1.0,0.0
84194c5ffffffff,1.0,1.0,0.0
84194ddffffffff,1.0,0.0,0.0
84194e9ffffffff,2.0,0.0,0.0
8419519ffffffff,2.0,0.0,0.0
8419587ffffffff,1.0,1.0,0.0
8419589ffffffff,2.0,0.0,0.0
84195c3ffffffff,4.0,0.0,0.0
84195c5ffffffff,1.0,1.0,0.0
841e025ffffffff,2.0,2.0,0.0
841e02dffffffff,4.0,0.0,0.0
841e047ffffffff,2.0,0.0,0.0
841e049ffffffff,4.0,0.0,0.0
841e051ffffffff,2.0,0.0,0.0
841e059ffffffff,2.0,0.0,0.0
841e05bffffffff,4.0,0.0,0.0
841e085ffffffff,3.0,0.0,0.0
841e0a9ffffffff,6.0,3.0,0.0
841e0e7ffffffff,1.0,0.0,0.0
841e10bffffffff,2.0,0.0,0.0
841e115ffffffff,1.0,0.0,0.0
841e11dffffffff,1.0,0.0,0.0
841e121ffffffff,3.0,0.0,0.0
841e123ffffffff,4.0,0.0,0.0
841e12bffffffff,1.0,0.0,0.0
841e149ffffffff,1.0,0.0,0.0
841e153ffffffff,1.0,0.0,0.0
841e157ffffffff,2.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0
841e20dffffffff,3.0,0.0,0.0
841e225ffffffff,1.0,0.0,0.0
841e239ffffffff,1.0,0.0,0.0
841e23dffffffff,2.0,0.0,0.0
841e24bffffffff,1.0,0.0,0.0
841e2bdffffffff,4.0,0.0,0.0
841e2e5ffffffff,4.0,0.0,0.0
841e2e7ffffffff,2.0,0.0,0.0
841e341ffffffff,3.0,3.0,0.0
841e34bffffffff,4.0,4.0,0.0
841e355ffffffff,27.0,21.0,0.0
841e357ffffffff,3.0,0.0,0.0
841e35bffffffff,4.0,0.0,0.0
841e427ffffffff,4.0,0.0,0.0
841e529ffffffff,2.0,2.0,0.0
841e551ffffffff,2.0,0.0,0.0
841e5a9ffffffff,24.0,22.0,0.0
841e5adffffffff,3.0,3.0,0.0
841e5cdffffffff,3.0,0.0,0.0
841e5e3ffffffff,12.0,12.0,0.0
841e5e5ffffffff,2.0,0.0,0.0
841e63bffffffff,2.0,0.0,0.0
841e697ffffffff,1.0,0.0,0.0
841e6e7ffffffff,3.0,0.0,0.0
841e765ffffffff,2.0,0.0,0.0
841ea09ffffffff,5.0,0.0,0.0
841ea0bffffffff,4.0,0.0,0.0
841ea19ffffffff,2.0,0.0,0.0
841ea4dffffffff,2.0,2.0,0.0
841ea53ffffffff,1.0,0.0,0.0
841ea55ffffffff,7.0,0.0,0.0
841ea57ffffffff,2.0,0.0,0.0
841eb07ffffffff,2.0,0.0,0.0
841eb23ffffffff,4.0,0.0,0.0
841ec01ffffffff,5.0,0.0,0.0
841ec03ffffffff,1.0,0.0,0.0
841ec09ffffffff,2.0,0.0,0.0
841ec0dffffffff,2.0,0.0,0.0
841ec1dffffffff,6.0,0.0,0.0
841ec21ffffffff,10.0,0.0,0.0
841ec39ffffffff,2.0,2.0,0.0
841ec47ffffffff,1.0,0.0,0.0
841ec93ffffffff,2.0,0.0,0.0
841ec99ffffffff,5.0,0.0,0.0
841ec9bffffffff,7.0,0.0,0.0
841eca5ffffffff,3.0,3.0,0.0
841eccbffffffff,1.0,0.0,0.0
841ecd5ffffffff,9.0,0.0,0.0
841ecd7ffffffff,1.0,0.0,0.0
841ece9ffffffff,2.0,0.0,0.0
841eda1ffffffff,1.0,0.0,0.0
841eda3ffffffff,4.0,0.0,0.0
841ee5bffffffff,2.0,2.0,0.0
841eea3ffffffff,4.0,0.0,0.0
841eeadffffffff,1.0,0.0,0.0
841eeb7ffffffff,1.0,0.0,0.0
841ef45ffffffff,1.0,0.0,0.0
841ef53ffffffff,1.0,0.0,0.0
841f005ffffffff,2.0,0.0,0.0
841f051ffffffff,2.0,0.0,0.0
841f0c7ffffffff,1.0,0.0,0.0
841f199ffffffff,1.0,0.0,0.0
841f1a5ffffffff,192.0,192.0,0.0
841f1abffffffff,2.0,0.0,0.0
841f1b3ffffffff,2.0,0.0,0.0
841f283ffffffff,5.0,5.0,0.0
841f2adffffffff,1.0,0.0,0.0
841f2d7ffffffff,2.0,1.0,0.0
841f333ffffffff,2.0,0.0,0.0
841f525ffffffff,4.0,0.0,0.0
