cell_id,Sitta europaea,Sitta europaea [europaea Group],Sitta europaea [asiatica Group],Sitta europaea [roseilia Group],Sitta europaea sinensis/formosana
840802dffffffff,3.0,0.0,0.0,0.0,0.0
8408065ffffffff,6.0,0.0,0.0,0.0,0.0
8408105ffffffff,2.0,0.0,0.0,0.0,0.0
8408107ffffffff,5.0,0.0,0.0,0.0,0.0
840810dffffffff,1.0,0.0,0.0,0.0,0.0
8408111ffffffff,1.0,0.0,0.0,0.0,0.0
8408121ffffffff,2.0,0.0,0.0,0.0,0.0
8408123ffffffff,1.0,0.0,0.0,0.0,0.0
8408129ffffffff,3.0,1.0,0.0,0.0,0.0
840812bffffffff,4.0,0.0,0.0,0.0,0.0
8408133ffffffff,6.0,0.0,0.0,0.0,0.0
8408135ffffffff,2.0,0.0,0.0,0.0,0.0
8408137ffffffff,2.0,0.0,0.0,0.0,0.0
8408141ffffffff,1.0,0.0,0.0,0.0,0.0
8408151ffffffff,13.0,0.0,0.0,0.0,0.0
8408153ffffffff,2.0,0.0,0.0,0.0,0.0
8408159ffffffff,6.0,0.0,0.0,0.0,0.0
840815bffffffff,7.0,0.0,0.0,0.0,0.0
8408169ffffffff,2.0,0.0,0.0,0.0,0.0
84081e5ffffffff,6.0,0.0,0.0,0.0,0.0
8408321ffffffff,4.0,1.0,0.0,0.0,0.0
8408329ffffffff,2.0,0.0,0.0,0.0,0.0
840832bffffffff,2.0,2.0,0.0,0.0,0.0
840832dffffffff,4.0,0.0,0.0,0.0,0.0
8408331ffffffff,5.0,0.0,0.0,0.0,0.0
8408333ffffffff,4.0,0.0,0.0,0.0,0.0
8408337ffffffff,5.0,0.0,0.0,0.0,0.0
8408365ffffffff,6.0,1.0,0.0,0.0,0.0
8408801ffffffff,3.0,0.0,0.0,0.0,0.0
8408805ffffffff,6.0,0.0,0.0,0.0,0.0
8408807ffffffff,3.0,0.0,0.0,0.0,0.0
8408809ffffffff,16.0,0.0,0.0,0.0,0.0
840880bffffffff,3.0,0.0,0.0,0.0,0.0
840880dffffffff,167.0,0.0,0.0,0.0,0.0
8408821ffffffff,6.0,0.0,0.0,0.0,0.0
8408829ffffffff,48.0,0.0,0.0,0.0,0.0
840882bffffffff,10.0,0.0,0.0,0.0,0.0
840882dffffffff,29.0,0.0,0.0,0.0,0.0
8408831ffffffff,4.0,0.0,0.0,0.0,0.0
8408835ffffffff,2.0,0.0,0.0,0.0,0.0
8408839ffffffff,2.0,0.0,0.0,0.0,0.0
840883dffffffff,12.0,0.0,1.0,0.0,0.0
8408841ffffffff,5.0,0.0,0.0,0.0,0.0
8408843ffffffff,15.0,0.0,0.0,0.0,0.0
8408845ffffffff,17.0,0.0,0.0,0.0,0.0
8408847ffffffff,8.0,0.0,0.0,0.0,0.0
840884bffffffff,3.0,0.0,0.0,0.0,0.0
840884dffffffff,1.0,0.0,0.0,0.0,0.0
8408855ffffffff,12.0,0.0,0.0,0.0,0.0
8408859ffffffff,11.0,0.0,0.0,0.0,0.0
840885dffffffff,4.0,0.0,0.0,0.0,0.0
8408861ffffffff,4.0,0.0,0.0,0.0,0.0
8408863ffffffff,50.0,0.0,0.0,0.0,0.0
