cell_id,Sitta europaea,Sitta europaea [europaea Group],Sitta europaea [asiatica Group],Sitta europaea [roseilia Group],Sitta europaea sinensis/formosana
8408865ffffffff,3.0,0.0,0.0,0.0,0.0
8408867ffffffff,442.0,0.0,0.0,0.0,0.0
8408869ffffffff,38.0,0.0,0.0,0.0,0.0
840886bffffffff,87.0,0.0,0.0,0.0,0.0
84088a3ffffffff,1.0,0.0,0.0,0.0,0.0
8408959ffffffff,73.0,0.0,0.0,0.0,0.0
840895bffffffff,69.0,0.0,0.0,0.0,0.0
8408961ffffffff,2.0,0.0,0.0,0.0,0.0
8408965ffffffff,4.0,0.0,0.0,0.0,0.0
8408985ffffffff,6.0,0.0,0.0,0.0,0.0
84089a1ffffffff,24.0,0.0,0.0,0.0,0.0
84089a5ffffffff,13.0,0.0,0.0,0.0,0.0
84089a7ffffffff,19.0,1.0,0.0,0.0,0.0
84089a9ffffffff,59.0,3.0,0.0,0.0,0.0
84089abffffffff,6.0,1.0,0.0,0.0,0.0
84089adffffffff,15.0,0.0,0.0,0.0,0.0
84089b1ffffffff,19.0,4.0,0.0,0.0,0.0
84089b5ffffffff,3.0,0.0,0.0,0.0,0.0
84089b7ffffffff,2.0,0.0,0.0,0.0,0.0
84089bdffffffff,6.0,0.0,0.0,0.0,0.0
84089d1ffffffff,2.0,0.0,0.0,0.0,0.0
84089e5ffffffff,5.0,0.0,0.0,0.0,0.0
8408a15ffffffff,2.0,0.0,0.0,0.0,0.0
8408a25ffffffff,4.0,0.0,0.0,0.0,0.0
8408a27ffffffff,24.0,0.0,0.0,0.0,0.0
8408a31ffffffff,4.0,0.0,0.0,0.0,0.0
8408a35ffffffff,4.0,0.0,0.0,0.0,0.0
8408a39ffffffff,2.0,0.0,0.0,0.0,0.0
8408a3dffffffff,2.0,0.0,0.0,0.0,0.0
8408a45ffffffff,4.0,2.0,0.0,0.0,0.0
8408a4dffffffff,3.0,1.0,0.0,0.0,0.0
8408a53ffffffff,8.0,0.0,0.0,0.0,0.0
8408a61ffffffff,1.0,0.0,0.0,0.0,0.0
8408a63ffffffff,2.0,0.0,0.0,0.0,0.0
8408a69ffffffff,5.0,3.0,0.0,0.0,0.0
8408a6dffffffff,3.0,1.0,0.0,0.0,0.0
8408a97ffffffff,1.0,0.0,0.0,0.0,0.0
8408ae3ffffffff,2.0,0.0,0.0,0.0,0.0
8408aebffffffff,2.0,0.0,0.0,0.0,0.0
8408b01ffffffff,1.0,0.0,0.0,0.0,0.0
8408b03ffffffff,2.0,0.0,0.0,0.0,0.0
8408b05ffffffff,6.0,0.0,0.0,0.0,0.0
8408b07ffffffff,2.0,0.0,0.0,0.0,0.0
8408b09ffffffff,10.0,0.0,0.0,0.0,0.0
8408b0bffffffff,1.0,0.0,0.0,0.0,0.0
8408b0dffffffff,16.0,0.0,0.0,0.0,0.0
8408b11ffffffff,57.0,0.0,0.0,0.0,0.0
8408b15ffffffff,46.0,0.0,0.0,0.0,0.0
8408b17ffffffff,3.0,0.0,0.0,0.0,0.0
8408b1bffffffff,4.0,0.0,0.0,0.0,0.0
8408b1dffffffff,12.0,0.0,0.0,0.0,0.0
8408b23ffffffff,1.0,0.0,0.0,0.0,0.0
8408b29ffffffff,4.0,0.0,0.0,0.0,0.0
8408b2bffffffff,2.0,0.0,0.0,0.0,0.0
8408b31ffffffff,1.0,0.0,0.0,0.0,0.0
8408b33ffffffff,9.0,0.0,0.0,0.0,0.0
8408b35ffffffff,2.0,0.0,0.0,0.0,0.0
8408b37ffffffff,15.0,0.0,0.0,0.0,0.0
8408b3dffffffff,11.0,0.0,0.0,0.0,0.0
8408b41ffffffff,17.0,0.0,0.0,0.0,0.0
8408b47ffffffff,7.0,0.0,0.0,0.0,0.0
8408b49ffffffff,2.0,0.0,0.0,0.0,0.0
8408b4dffffffff,4.0,0.0,0.0,0.0,0.0
8408b51ffffffff,4.0,0.0,0.0,0.0,0.0
8408b5bffffffff,6.0,0.0,0.0,0.0,0.0
8408b61ffffffff,2.0,0.0,0.0,0.0,0.0
8408b63ffffffff,4.0,0.0,0.0,0.0,0.0
8408b65ffffffff,22.0,0.0,0.0,0.0,0.0
8408b67ffffffff,7.0,0.0,0.0,0.0,0.0
8408b69ffffffff,2.0,0.0,0.0,0.0,0.0
8408ec1ffffffff,2.0,0.0,0.0,0.0,0.0
8408f09ffffffff,2.0,0.0,0.0,0.0,0.0
8408f0dffffffff,2.0,0.0,0.0,0.0,0.0
8408f29ffffffff,1.0,0.0,0.0,0.0,0.0
8408f47ffffffff,2.0,0.0,0.0,0.0,0.0
8408f63ffffffff,18.0,0.0,0.0,0.0,0.0
8408f6dffffffff,1.0,0.0,0.0,0.0,0.0
8409585ffffffff,2.0,0.0,0.0,0.0,0.0
8409805ffffffff,2.0,0.0,0.0,0.0,0.0
8409807ffffffff,1.0,0.0,0.0,0.0,0.0
8409811ffffffff,23.0,6.0,0.0,0.0,0.0
8409815ffffffff,6.0,2.0,0.0,0.0,0.0
8409817ffffffff,1.0,0.0,0.0,0.0,0.0
8409819ffffffff,2.0,1.0,0.0,0.0,0.0
8409821ffffffff,12.0,0.0,0.0,0.0,0.0
8409825ffffffff,5.0,0.0,0.0,0.0,0.0
8409829ffffffff,2.0,0.0,0.0,0.0,0.0
840982bffffffff,27.0,0.0,0.0,0.0,0.0
840982dffffffff,2.0,0.0,0.0,0.0,0.0
8409839ffffffff,2.0,0.0,0.0,0.0,0.0
840983bffffffff,2.0,0.0,0.0,0.0,0.0
8409883ffffffff,2.0,0.0,0.0,0.0,0.0
8409885ffffffff,2.0,0.0,0.0,0.0,0.0
8409887ffffffff,3.0,3.0,0.0,0.0,0.0
8409893ffffffff,1.0,1.0,0.0,0.0,0.0
84098a9ffffffff,2.0,0.0,0.0,0.0,0.0
84098b7ffffffff,2.0,2.0,0.0,0.0,0.0
84098bdffffffff,5.0,5.0,0.0,0.0,0.0
84098c1ffffffff,6.0,0.0,0.0,0.0,0.0
84098c7ffffffff,6.0,0.0,0.0,0.0,0.0
84098cdffffffff,1.0,0.0,0.0,0.0,0.0
84098d1ffffffff,2.0,0.0,0.0,0.0,0.0
84098d9ffffffff,1.0,0.0,0.0,0.0,0.0
84098dbffffffff,6.0,2.0,0.0,0.0,0.0
84098e3ffffffff,1.0,0.0,0.0,0.0,0.0
84098e9ffffffff,4.0,0.0,0.0,0.0,0.0
8409911ffffffff,17.0,0.0,0.0,0.0,0.0
8409913ffffffff,14.0,0.0,0.0,0.0,0.0
8409917ffffffff,32.0,4.0,0.0,0.0,0.0
840991bffffffff,13.0,4.0,0.0,0.0,0.0
8409981ffffffff,10.0,0.0,0.0,0.0,0.0
8409983ffffffff,5.0,1.0,0.0,0.0,0.0
8409987ffffffff,3.0,0.0,0.0,0.0,0.0
840998bffffffff,1.0,0.0,0.0,0.0,0.0
8409991ffffffff,36.0,6.0,0.0,0.0,0.0
8409993ffffffff,187.0,35.0,0.0,0.0,0.0
8409995ffffffff,2.0,0.0,0.0,0.0,0.0
8409997ffffffff,18.0,6.0,0.0,0.0,0.0
8409999ffffffff,3.0,0.0,0.0,0.0,0.0
840999dffffffff,4.0,1.0,0.0,0.0,0.0
84099a7ffffffff,2.0,0.0,0.0,0.0,0.0
84099b1ffffffff,3.0,0.0,0.0,0.0,0.0
84099b5ffffffff,4.0,0.0,0.0,0.0,0.0
84099b9ffffffff,77.0,0.0,0.0,0.0,0.0
84099bbffffffff,4.0,2.0,0.0,0.0,0.0
84099bdffffffff,5.0,0.0,0.0,0.0,0.0
84099cdffffffff,8.0,0.0,0.0,0.0,0.0
84099d7ffffffff,2.0,0.0,0.0,0.0,0.0
84099e9ffffffff,51.0,1.0,0.0,0.0,0.0
8409ab1ffffffff,2.0,0.0,0.0,0.0,0.0
8409ab3ffffffff,2.0,0.0,0.0,0.0,0.0
840b93dffffffff,2.0,0.0,0.0,0.0,0.0
840b9a7ffffffff,4.0,0.0,0.0,0.0,0.0
840bb01ffffffff,1.0,0.0,0.0,0.0,0.0
840bb03ffffffff,1.0,0.0,1.0,0.0,0.0
840bb39ffffffff,2.0,0.0,0.0,0.0,0.0
8410161ffffffff,2.0,0.0,0.0,0.0,0.0
8410811ffffffff,1.0,1.0,0.0,0.0,0.0
8410a1dffffffff,1.0,0.0,0.0,0.0,0.0
8410a2dffffffff,2.0,0.0,0.0,0.0,0.0
8410a81ffffffff,3.0,3.0,0.0,0.0,0.0
8410acbffffffff,2.0,0.0,0.0,0.0,0.0
8410b39ffffffff,6.0,0.0,0.0,0.0,0.0
8410c05ffffffff,1.0,0.0,0.0,0.0,0.0
8410c07ffffffff,3.0,0.0,0.0,0.0,0.0
8410c21ffffffff,2.0,0.0,0.0,0.0,0.0
8410c23ffffffff,82.0,0.0,0.0,0.0,0.0
8410c27ffffffff,12.0,0.0,0.0,0.0,0.0
8410c35ffffffff,2.0,0.0,0.0,0.0,0.0
8410d13ffffffff,2.0,0.0,0.0,0.0,0.0
8410dc1ffffffff,1.0,0.0,0.0,0.0,0.0
8410dc9ffffffff,43.0,0.0,0.0,0.0,0.0
8410dcdffffffff,11.0,0.0,0.0,0.0,0.0
8410ee1ffffffff,22.0,0.0,5.0,0.0,0.0
8410f0dffffffff,6.0,0.0,2.0,0.0,0.0
8410f29ffffffff,4.0,0.0,0.0,0.0,0.0
8411029ffffffff,2.0,0.0,0.0,0.0,0.0
8411041ffffffff,6.0,0.0,0.0,0.0,0.0
8411043ffffffff,2.0,0.0,0.0,0.0,0.0
841105dffffffff,2.0,0.0,0.0,0.0,0.0
8411061ffffffff,81.0,0.0,0.0,0.0,0.0
8411063ffffffff,2.0,0.0,0.0,0.0,0.0
8411069ffffffff,116.0,0.0,0.0,0.0,0.0
841106bffffffff,71.0,1.0,0.0,0.0,0.0
841106dffffffff,18.0,0.0,0.0,0.0,0.0
8411137ffffffff,2.0,0.0,0.0,0.0,0.0
8411139ffffffff,5.0,0.0,0.0,0.0,0.0
8411155ffffffff,3.0,0.0,0.0,0.0,0.0
841115bffffffff,4.0,0.0,0.0,0.0,0.0
8411169ffffffff,6.0,0.0,0.0,0.0,0.0
8411235ffffffff,12.0,0.0,0.0,0.0,0.0
8411237ffffffff,1.0,0.0,0.0,0.0,0.0
8411263ffffffff,1.0,0.0,0.0,0.0,0.0
841126dffffffff,18.0,8.0,0.0,0.0,0.0
841130dffffffff,1.0,0.0,0.0,0.0,0.0
8411337ffffffff,3.0,0.0,0.0,0.0,0.0
8411341ffffffff,2.0,0.0,0.0,0.0,0.0
8411345ffffffff,12.0,0.0,0.0,0.0,0.0
8411347ffffffff,26.0,1.0,0.0,0.0,0.0
8411349ffffffff,9.0,0.0,0.0,0.0,0.0
841134dffffffff,25.0,0.0,0.0,0.0,0.0
8411355ffffffff,4.0,0.0,0.0,0.0,0.0
8411359ffffffff,2.0,0.0,0.0,0.0,0.0
841135dffffffff,13.0,0.0,0.0,0.0,0.0
8411361ffffffff,2.0,0.0,0.0,0.0,0.0
8411363ffffffff,10.0,0.0,0.0,0.0,0.0
8411365ffffffff,4.0,0.0,0.0,0.0,0.0
8411367ffffffff,2.0,0.0,0.0,0.0,0.0
8411369ffffffff,5.0,0.0,0.0,0.0,0.0
841136bffffffff,64.0,0.0,0.0,0.0,0.0
8411807ffffffff,2.0,0.0,0.0,0.0,0.0
8411811ffffffff,10.0,3.0,0.0,0.0,0.0
8411813ffffffff,31.0,0.0,0.0,0.0,0.0
8411817ffffffff,1.0,0.0,0.0,0.0,0.0
8411819ffffffff,1.0,0.0,0.0,0.0,0.0
841181bffffffff,35.0,0.0,0.0,0.0,0.0
841181dffffffff,99.0,17.0,0.0,0.0,0.0
8411839ffffffff,2.0,0.0,0.0,0.0,0.0
8411853ffffffff,9.0,0.0,0.0,0.0,0.0
841185bffffffff,3.0,0.0,0.0,0.0,0.0
841185dffffffff,4.0,0.0,0.0,0.0,0.0
84118adffffffff,21.0,0.0,0.0,0.0,0.0
84118bdffffffff,4.0,0.0,0.0,0.0,0.0
84118c1ffffffff,5.0,0.0,0.0,0.0,0.0
84118c5ffffffff,9.0,1.0,0.0,0.0,0.0
84118c7ffffffff,5.0,0.0,0.0,0.0,0.0
84118c9ffffffff,22.0,0.0,0.0,0.0,0.0
84118cdffffffff,42.0,0.0,0.0,0.0,0.0
84118e9ffffffff,34.0,9.0,0.0,0.0,0.0
8411913ffffffff,3.0,0.0,0.0,0.0,0.0
84119ebffffffff,14.0,0.0,0.0,0.0,0.0
8411a0dffffffff,1.0,0.0,0.0,0.0,0.0
8411a43ffffffff,2.0,0.0,0.0,0.0,0.0
8411a63ffffffff,2.0,0.0,0.0,0.0,0.0
8411a6bffffffff,7.0,0.0,0.0,0.0,0.0
8411a85ffffffff,2.0,0.0,0.0,0.0,0.0
8411aa1ffffffff,57.0,0.0,0.0,0.0,0.0
8411aa3ffffffff,5.0,0.0,0.0,0.0,0.0
8411aa5ffffffff,229.0,4.0,0.0,0.0,0.0
8411aa7ffffffff,585.0,8.0,0.0,0.0,0.0
8411aa9ffffffff,9.0,0.0,0.0,0.0,0.0
8411aabffffffff,6.0,0.0,0.0,0.0,0.0
8411aadffffffff,49.0,0.0,0.0,0.0,0.0
8411ab1ffffffff,14.0,12.0,0.0,0.0,0.0
8411ab5ffffffff,9.0,3.0,0.0,0.0,0.0
8411ab7ffffffff,6.0,0.0,0.0,0.0,0.0
8411ab9ffffffff,1.0,1.0,0.0,0.0,0.0
8411abdffffffff,6.0,0.0,0.0,0.0,0.0
8411ac3ffffffff,2.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,126.0,28.0,0.0,0.0,0.0
8411ae5ffffffff,5.0,0.0,0.0,0.0,0.0
8411ae7ffffffff,11.0,3.0,0.0,0.0,0.0
8411b4dffffffff,14.0,0.0,0.0,0.0,0.0
8414813ffffffff,19.0,0.0,0.0,0.0,0.0
8414839ffffffff,1.0,0.0,0.0,0.0,0.0
8414963ffffffff,2.0,0.0,0.0,0.0,0.0
841496bffffffff,1.0,0.0,0.0,0.0,0.0
84149adffffffff,23.0,0.0,0.0,0.0,0.0
8414aa1ffffffff,2.0,0.0,0.0,0.0,0.0
8414ae5ffffffff,59.0,0.0,0.0,0.0,0.0
8414aedffffffff,4.0,0.0,0.0,0.0,0.0
8414d65ffffffff,2.0,0.0,0.0,0.0,0.0
8415885ffffffff,1.0,0.0,0.0,0.0,0.0
8415889ffffffff,4.0,0.0,0.0,0.0,0.0
84158adffffffff,2.0,0.0,0.0,0.0,0.0
841598bffffffff,20.0,0.0,0.0,1.0,0.0
8415995ffffffff,1.0,0.0,1.0,0.0,0.0
841599dffffffff,4.0,0.0,0.0,0.0,0.0
8416161ffffffff,42.0,0.0,0.0,0.0,0.0
8416163ffffffff,2.0,0.0,0.0,0.0,0.0
8416301ffffffff,3.0,0.0,0.0,0.0,0.0
8416303ffffffff,1.0,0.0,0.0,0.0,0.0
8417155ffffffff,2.0,0.0,0.0,0.0,0.0
84171a7ffffffff,10.0,0.0,0.0,0.0,0.0
84178b3ffffffff,2.0,0.0,0.0,0.0,0.0
84182d3ffffffff,2.0,0.0,0.0,0.0,0.0
8418443ffffffff,16.0,6.0,0.0,0.0,0.0
841844dffffffff,12.0,0.0,0.0,0.0,0.0
8418453ffffffff,2.0,0.0,0.0,0.0,0.0
8418459ffffffff,27.0,2.0,0.0,0.0,0.0
841845bffffffff,10.0,0.0,0.0,0.0,0.0
841845dffffffff,11.0,0.0,0.0,0.0,0.0
8418469ffffffff,8.0,0.0,0.0,0.0,0.0
841846bffffffff,6.0,0.0,0.0,0.0,0.0
8418491ffffffff,65.0,0.0,0.0,0.0,0.0
8418493ffffffff,431.0,0.0,0.0,0.0,0.0
8418495ffffffff,258.0,2.0,0.0,0.0,0.0
8418497ffffffff,510.0,2.0,0.0,0.0,0.0
841849bffffffff,10.0,0.0,0.0,0.0,0.0
841849dffffffff,48.0,3.0,0.0,0.0,0.0
84184b1ffffffff,151.0,0.0,0.0,0.0,0.0
84184b3ffffffff,133.0,0.0,0.0,0.0,0.0
84184b5ffffffff,67.0,0.0,0.0,0.0,0.0
84184b7ffffffff,42.0,0.0,0.0,0.0,0.0
84184b9ffffffff,30.0,0.0,0.0,0.0,0.0
84184bbffffffff,520.0,0.0,0.0,0.0,0.0
84184bdffffffff,2.0,0.0,0.0,0.0,0.0
84184c3ffffffff,18.0,4.0,0.0,0.0,0.0
84184cbffffffff,2.0,0.0,0.0,0.0,0.0
84184d5ffffffff,8.0,0.0,0.0,0.0,0.0
84184d9ffffffff,5.0,2.0,0.0,0.0,0.0
84184dbffffffff,4.0,0.0,0.0,0.0,0.0
84184ddffffffff,55.0,0.0,0.0,0.0,0.0
8418593ffffffff,21.0,0.0,0.0,0.0,0.0
8418597ffffffff,11.0,0.0,0.0,0.0,0.0
84185b3ffffffff,53.0,0.0,0.0,0.0,0.0
84185b7ffffffff,6.0,0.0,0.0,0.0,0.0
84185bbffffffff,8.0,0.0,0.0,0.0,0.0
8418603ffffffff,1.0,0.0,0.0,0.0,0.0
8418609ffffffff,3.0,0.0,0.0,0.0,0.0
8418611ffffffff,1.0,0.0,0.0,0.0,0.0
8418613ffffffff,1.0,0.0,0.0,0.0,0.0
8418617ffffffff,1.0,0.0,0.0,0.0,0.0
8418619ffffffff,3.0,0.0,0.0,0.0,0.0
841861dffffffff,2.0,0.0,0.0,0.0,0.0
8418623ffffffff,6.0,0.0,0.0,0.0,0.0
8418627ffffffff,2.0,0.0,0.0,0.0,0.0
8418631ffffffff,29.0,5.0,0.0,0.0,0.0
8418633ffffffff,2.0,0.0,0.0,0.0,0.0
8418635ffffffff,4.0,0.0,0.0,0.0,0.0
8418639ffffffff,1.0,0.0,0.0,0.0,0.0
841863dffffffff,6.0,0.0,0.0,0.0,0.0
8418653ffffffff,9.0,0.0,0.0,0.0,0.0
8418657ffffffff,4.0,0.0,0.0,0.0,0.0
8418659ffffffff,4.0,0.0,0.0,0.0,0.0
841865dffffffff,2.0,0.0,0.0,0.0,0.0
8418683ffffffff,5.0,0.0,0.0,0.0,0.0
8418685ffffffff,10.0,0.0,0.0,0.0,0.0
8418687ffffffff,9.0,0.0,0.0,0.0,0.0
841868dffffffff,3.0,0.0,0.0,0.0,0.0
8418691ffffffff,2.0,0.0,0.0,0.0,0.0
8418693ffffffff,3.0,0.0,0.0,0.0,0.0
8418695ffffffff,6.0,0.0,0.0,0.0,0.0
8418697ffffffff,9.0,1.0,0.0,0.0,0.0
841869bffffffff,3.0,0.0,0.0,0.0,0.0
84186a7ffffffff,3.0,0.0,0.0,0.0,0.0
84186abffffffff,4.0,2.0,0.0,0.0,0.0
84186b7ffffffff,7.0,0.0,0.0,0.0,0.0
84186bbffffffff,2.0,0.0,0.0,0.0,0.0
84186c1ffffffff,21.0,0.0,0.0,0.0,0.0
84186c3ffffffff,28.0,3.0,0.0,0.0,0.0
84186c5ffffffff,14.0,2.0,0.0,0.0,0.0
84186c7ffffffff,3.0,0.0,0.0,0.0,0.0
84186c9ffffffff,66.0,0.0,0.0,0.0,0.0
84186cbffffffff,28.0,0.0,0.0,0.0,0.0
84186cdffffffff,44.0,0.0,0.0,0.0,0.0
84186d1ffffffff,16.0,12.0,0.0,0.0,0.0
84186d5ffffffff,7.0,0.0,0.0,0.0,0.0
84186d7ffffffff,2.0,2.0,0.0,0.0,0.0
84186d9ffffffff,2.0,0.0,0.0,0.0,0.0
84186dbffffffff,11.0,1.0,0.0,0.0,0.0
84186ddffffffff,9.0,0.0,0.0,0.0,0.0
84186e5ffffffff,7.0,0.0,0.0,0.0,0.0
84186e7ffffffff,4.0,0.0,0.0,0.0,0.0
84186e9ffffffff,1.0,0.0,0.0,0.0,0.0
84186ebffffffff,3.0,0.0,0.0,0.0,0.0
84186edffffffff,15.0,0.0,0.0,0.0,0.0
841870dffffffff,10.0,2.0,0.0,0.0,0.0
8418713ffffffff,2.0,0.0,0.0,0.0,0.0
841871bffffffff,7.0,0.0,0.0,0.0,0.0
8418741ffffffff,6.0,2.0,0.0,0.0,0.0
8418743ffffffff,4.0,0.0,0.0,0.0,0.0
8418747ffffffff,9.0,0.0,0.0,0.0,0.0
8418749ffffffff,2.0,0.0,0.0,0.0,0.0
841874bffffffff,28.0,3.0,0.0,0.0,0.0
841875dffffffff,3.0,0.0,0.0,0.0,0.0
8419083ffffffff,2.0,0.0,0.0,0.0,0.0
8419091ffffffff,18.0,0.0,0.0,0.0,0.0
8419093ffffffff,4.0,0.0,0.0,0.0,0.0
8419099ffffffff,13.0,1.0,0.0,0.0,0.0
841909bffffffff,24.0,0.0,0.0,0.0,0.0
84190d3ffffffff,5.0,0.0,0.0,0.0,0.0
84190dbffffffff,13.0,0.0,0.0,0.0,0.0
8419405ffffffff,4.0,0.0,0.0,0.0,0.0
8419407ffffffff,32.0,4.0,0.0,0.0,0.0
841940dffffffff,2.0,0.0,0.0,0.0,0.0
8419411ffffffff,107.0,19.0,0.0,0.0,0.0
8419413ffffffff,99.0,21.0,0.0,0.0,0.0
8419415ffffffff,188.0,64.0,0.0,0.0,0.0
8419417ffffffff,582.0,124.0,0.0,0.0,0.0
841941bffffffff,1.0,0.0,0.0,0.0,0.0
8419421ffffffff,33.0,5.0,0.0,0.0,0.0
8419423ffffffff,224.0,29.0,0.0,0.0,0.0
8419425ffffffff,45.0,22.0,0.0,0.0,0.0
8419427ffffffff,959.0,309.0,0.0,0.0,0.0
8419429ffffffff,8.0,2.0,0.0,0.0,0.0
841942bffffffff,277.0,2.0,0.0,0.0,0.0
841942dffffffff,114.0,56.0,0.0,0.0,0.0
8419431ffffffff,47.0,0.0,0.0,0.0,0.0
8419433ffffffff,8.0,1.0,0.0,0.0,0.0
8419435ffffffff,27.0,2.0,0.0,0.0,0.0
8419437ffffffff,292.0,2.0,0.0,0.0,0.0
8419439ffffffff,2.0,0.0,0.0,0.0,0.0
841943bffffffff,8.0,8.0,0.0,0.0,0.0
841943dffffffff,14.0,6.0,0.0,0.0,0.0
8419461ffffffff,18.0,6.0,0.0,0.0,0.0
8419463ffffffff,17.0,4.0,0.0,0.0,0.0
8419465ffffffff,31.0,0.0,0.0,0.0,0.0
8419467ffffffff,17.0,8.0,0.0,0.0,0.0
841946bffffffff,9.0,0.0,0.0,0.0,0.0
8419481ffffffff,2.0,2.0,0.0,0.0,0.0
8419483ffffffff,7.0,1.0,0.0,0.0,0.0
8419485ffffffff,78.0,13.0,0.0,0.0,0.0
841948dffffffff,13.0,7.0,0.0,0.0,0.0
8419495ffffffff,8.0,2.0,0.0,0.0,0.0
8419497ffffffff,2.0,0.0,0.0,0.0,0.0
8419499ffffffff,16.0,0.0,0.0,0.0,0.0
841949dffffffff,4.0,0.0,0.0,0.0,0.0
84194a1ffffffff,115.0,6.0,0.0,0.0,0.0
84194a5ffffffff,859.0,74.0,0.0,0.0,0.0
84194a7ffffffff,4.0,0.0,0.0,0.0,0.0
84194a9ffffffff,170.0,7.0,0.0,0.0,0.0
84194abffffffff,24.0,0.0,0.0,0.0,0.0
84194adffffffff,229.0,13.0,0.0,0.0,0.0
84194b9ffffffff,13.0,0.0,0.0,0.0,0.0
84194bbffffffff,4.0,0.0,0.0,0.0,0.0
84194d1ffffffff,8.0,0.0,0.0,0.0,0.0
84194d3ffffffff,18.0,9.0,0.0,0.0,0.0
84194d5ffffffff,1.0,0.0,0.0,0.0,0.0
84194d7ffffffff,17.0,0.0,0.0,0.0,0.0
84194d9ffffffff,31.0,0.0,0.0,0.0,0.0
84194dbffffffff,25.0,0.0,0.0,0.0,0.0
84194ddffffffff,2.0,2.0,0.0,0.0,0.0
84194e1ffffffff,8.0,4.0,0.0,0.0,0.0
84194e3ffffffff,4.0,4.0,0.0,0.0,0.0
84194e5ffffffff,333.0,4.0,0.0,0.0,0.0
84194e7ffffffff,86.0,4.0,0.0,0.0,0.0
84194e9ffffffff,29.0,1.0,0.0,0.0,0.0
84194ebffffffff,1.0,0.0,0.0,0.0,0.0
84194edffffffff,50.0,10.0,0.0,0.0,0.0
841950bffffffff,2.0,2.0,0.0,0.0,0.0
8419511ffffffff,18.0,1.0,0.0,0.0,0.0
8419513ffffffff,54.0,4.0,0.0,0.0,0.0
8419517ffffffff,30.0,2.0,0.0,0.0,0.0
8419519ffffffff,53.0,5.0,0.0,0.0,0.0
841951bffffffff,208.0,61.0,0.0,0.0,0.0
8419531ffffffff,11.0,4.0,0.0,0.0,0.0
8419533ffffffff,6.0,2.0,0.0,0.0,0.0
841953bffffffff,50.0,7.0,0.0,0.0,0.0
8419541ffffffff,3.0,0.0,0.0,0.0,0.0
