cell_id,Oriolus chinensis,Oriolus chinensis diffusus,Oriolus chinensis [maculatus Group],Oriolus chinensis [chinensis Group],Oriolus chinensis melanisticus,Oriolus chinensis [frontalis Group],Oriolus chinensis broderipi/boneratensis
82619ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82642ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
826437fffffffff,8.0,6.0,0.0,0.0,0.0,0.0,0.0
826487fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
82648ffffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
826497fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82649ffffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8264a7fffffffff,20.0,7.0,0.0,0.0,0.0,0.0,0.0
8264b7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8264e7fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
826507fffffffff,227.0,0.0,0.0,0.0,0.0,0.0,0.0
82650ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82651ffffffffff,604.0,0.0,0.0,0.0,0.0,0.0,0.0
826527fffffffff,171.0,2.0,0.0,0.0,0.0,0.0,0.0
826577fffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
826587fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
82658ffffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
826597fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82659ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8265b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826877fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
826947fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82694ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
828c17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
828db7fffffffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0
82950ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,14.0
