cell_id,Sula leucogaster,Sula leucogaster leucogaster,Sula leucogaster plotus
83182cfffffffff,3.0,2.0,0.0
831849fffffffff,44.0,0.0,0.0
83185bfffffffff,1.0,0.0,0.0
831870fffffffff,5.0,0.0,0.0
831946fffffffff,11.0,5.0,0.0
831aa0fffffffff,2.0,0.0,0.0
831aa2fffffffff,4.0,0.0,0.0
83261bfffffffff,10.0,2.0,0.0
83262dfffffffff,20.0,0.0,0.0
832643fffffffff,2.0,0.0,0.0
832648fffffffff,10.0,0.0,0.0
83264bfffffffff,20.0,0.0,0.0
832650fffffffff,28.0,0.0,0.0
832658fffffffff,15.0,0.0,0.0
832659fffffffff,2.0,0.0,0.0
83265cfffffffff,29.0,0.0,0.0
83266bfffffffff,19.0,0.0,0.0
83266cfffffffff,3.0,0.0,0.0
8326c5fffffffff,7.0,0.0,0.0
8326c8fffffffff,14.0,0.0,0.0
8326cafffffffff,22.0,0.0,0.0
8326cbfffffffff,20.0,0.0,0.0
8326e9fffffffff,4.0,0.0,0.0
8326eefffffffff,2.0,0.0,0.0
83275efffffffff,40.0,0.0,0.0
832a02fffffffff,2.0,0.0,0.0
832a05fffffffff,39.0,0.0,0.0
832a09fffffffff,2.0,0.0,0.0
832a10fffffffff,98.0,2.0,0.0
832a12fffffffff,92.0,0.0,0.0
832a13fffffffff,33.0,0.0,0.0
832a15fffffffff,52.0,4.0,0.0
832a16fffffffff,25.0,1.0,0.0
832a18fffffffff,1.0,0.0,0.0
832a1afffffffff,1.0,1.0,0.0
832a1bfffffffff,5.0,0.0,0.0
832a30fffffffff,62.0,19.0,0.0
832a31fffffffff,72.0,1.0,0.0
832a33fffffffff,22.0,0.0,0.0
832a4cfffffffff,13.0,0.0,0.0
832a89fffffffff,34.0,0.0,0.0
832a8afffffffff,4.0,0.0,0.0
832a99fffffffff,30.0,6.0,0.0
832aa4fffffffff,59.0,2.0,0.0
832aa6fffffffff,72.0,6.0,0.0
832aa8fffffffff,227.0,16.0,0.0
832aacfffffffff,7.0,0.0,0.0
832aadfffffffff,154.0,5.0,0.0
832aaefffffffff,1.0,0.0,0.0
832ab3fffffffff,139.0,0.0,0.0
832ac6fffffffff,177.0,2.0,0.0
832acefffffffff,4.0,0.0,0.0
832ad3fffffffff,6.0,0.0,0.0
832af0fffffffff,12.0,0.0,0.0
832af1fffffffff,1.0,1.0,0.0
832af4fffffffff,11.0,0.0,0.0
832af5fffffffff,8.0,0.0,0.0
832af6fffffffff,23.0,2.0,0.0
832b0efffffffff,1.0,0.0,0.0
832b16fffffffff,1.0,0.0,0.0
832b18fffffffff,12.0,0.0,0.0
832b1bfffffffff,20.0,0.0,0.0
832b2efffffffff,21.0,0.0,0.0
832b88fffffffff,10.0,0.0,0.0
832b89fffffffff,35.0,2.0,0.0
832b8cfffffffff,2.0,0.0,0.0
832b8dfffffffff,41.0,7.0,0.0
832b9bfffffffff,156.0,2.0,0.0
832bacfffffffff,2.0,0.0,0.0
832db0fffffffff,2.0,1.0,0.0
832e2dfffffffff,2.0,0.0,0.0
832f58fffffffff,1.0,0.0,0.0
832f5dfffffffff,10.0,0.0,4.0
832f6efffffffff,1.0,0.0,0.0
833426fffffffff,4.0,0.0,0.0
833466fffffffff,1.0,0.0,0.0
8335a8fffffffff,21.0,0.0,0.0
833910fffffffff,4.0,0.0,0.0
833915fffffffff,13.0,0.0,0.0
833919fffffffff,1.0,0.0,0.0
833925fffffffff,9.0,0.0,0.0
833926fffffffff,2.0,0.0,0.0
833933fffffffff,24.0,0.0,0.0
833969fffffffff,2.0,0.0,0.0
833982fffffffff,2.0,0.0,0.0
833e68fffffffff,43.0,0.0,0.0
834103fffffffff,3.0,0.0,0.0
834115fffffffff,2.0,0.0,0.0
8341b4fffffffff,3.0,0.0,0.0
8341b5fffffffff,2.0,0.0,0.0
8342c4fffffffff,1.0,0.0,0.0
8343acfffffffff,1.0,0.0,0.0
8343adfffffffff,1.0,0.0,0.0
834402fffffffff,1.0,0.0,0.0
83440dfffffffff,1.0,0.0,0.0
834410fffffffff,62.0,0.0,0.0
834411fffffffff,2.0,0.0,0.0
834413fffffffff,30.0,0.0,0.0
834414fffffffff,27.0,5.0,0.0
834415fffffffff,7.0,0.0,0.0
834416fffffffff,5.0,1.0,0.0
834418fffffffff,2.0,0.0,0.0
83441afffffffff,341.0,48.0,0.0
83441bfffffffff,2.0,0.0,0.0
83441efffffffff,51.0,14.0,0.0
83442afffffffff,2.0,0.0,0.0
83442bfffffffff,10.0,0.0,0.0
834442fffffffff,2.0,0.0,0.0
834445fffffffff,53.0,0.0,0.0
834446fffffffff,245.0,0.0,0.0
834449fffffffff,4.0,0.0,0.0
83444bfffffffff,17.0,0.0,0.0
83444dfffffffff,3.0,0.0,0.0
83444efffffffff,2.0,0.0,0.0
834450fffffffff,16.0,0.0,0.0
834455fffffffff,38.0,2.0,0.0
834456fffffffff,1.0,0.0,0.0
834458fffffffff,4.0,1.0,0.0
83445bfffffffff,3.0,0.0,0.0
834461fffffffff,1.0,0.0,0.0
834465fffffffff,42.0,26.0,0.0
834468fffffffff,5.0,0.0,0.0
834469fffffffff,3.0,0.0,0.0
83446cfffffffff,203.0,6.0,0.0
83446dfffffffff,23.0,0.0,0.0
83446efffffffff,62.0,0.0,0.0
834470fffffffff,7.0,0.0,0.0
834471fffffffff,1.0,0.0,0.0
834472fffffffff,36.0,0.0,0.0
834473fffffffff,31.0,0.0,0.0
834476fffffffff,2.0,0.0,0.0
834483fffffffff,2.0,0.0,0.0
834484fffffffff,4.0,0.0,0.0
834489fffffffff,4.0,0.0,0.0
83448dfffffffff,2.0,0.0,0.0
834494fffffffff,2.0,0.0,0.0
8344a1fffffffff,116.0,0.0,0.0
8344a3fffffffff,3.0,0.0,0.0
8344a5fffffffff,23.0,0.0,0.0
8344a8fffffffff,37.0,2.0,0.0
8344a9fffffffff,8.0,0.0,0.0
8344aafffffffff,14.0,0.0,0.0
8344abfffffffff,103.0,5.0,0.0
8344acfffffffff,1.0,0.0,0.0
8344aefffffffff,48.0,17.0,0.0
8344b0fffffffff,4.0,0.0,0.0
8344b1fffffffff,4.0,0.0,0.0
8344b2fffffffff,5.0,0.0,0.0
8344b3fffffffff,2.0,0.0,0.0
8344b5fffffffff,6.0,0.0,0.0
8344c1fffffffff,24.0,0.0,0.0
8344c2fffffffff,48.0,1.0,0.0
8344c3fffffffff,49.0,11.0,0.0
8344cdfffffffff,34.0,0.0,0.0
8344cefffffffff,2.0,0.0,0.0
8344d0fffffffff,3.0,0.0,0.0
8344d2fffffffff,2.0,0.0,0.0
8344d4fffffffff,46.0,2.0,0.0
8344d8fffffffff,16.0,0.0,0.0
8344dbfffffffff,87.0,0.0,0.0
8344ddfffffffff,23.0,0.0,0.0
8344e3fffffffff,13.0,0.0,0.0
8344e4fffffffff,3.0,0.0,0.0
8344e5fffffffff,2.0,0.0,0.0
8344e6fffffffff,2.0,0.0,0.0
8344e8fffffffff,2.0,0.0,0.0
8344f0fffffffff,20.0,0.0,0.0
8344f2fffffffff,31.0,0.0,0.0
8344f3fffffffff,2.0,0.0,0.0
8344f6fffffffff,53.0,1.0,0.0
834501fffffffff,9.0,0.0,0.0
834503fffffffff,2.0,0.0,0.0
834505fffffffff,2.0,0.0,0.0
834509fffffffff,3.0,3.0,0.0
83450afffffffff,4.0,0.0,0.0
83450bfffffffff,2.0,0.0,0.0
834510fffffffff,7.0,0.0,0.0
834512fffffffff,2.0,0.0,0.0
83451cfffffffff,1.0,0.0,0.0
834520fffffffff,1.0,0.0,0.0
834523fffffffff,3.0,0.0,0.0
834531fffffffff,2.0,0.0,0.0
834549fffffffff,55.0,0.0,0.0
83454bfffffffff,1.0,0.0,0.0
834550fffffffff,25.0,10.0,0.0
83455bfffffffff,1.0,0.0,0.0
83456dfffffffff,2.0,0.0,0.0
834572fffffffff,10.0,2.0,0.0
834584fffffffff,9.0,0.0,0.0
83458bfffffffff,2.0,0.0,0.0
834599fffffffff,2.0,0.0,0.0
8345a3fffffffff,16.0,0.0,0.0
834608fffffffff,6.0,0.0,6.0
834633fffffffff,3.0,0.0,0.0
834648fffffffff,2.0,0.0,0.0
834649fffffffff,4.0,0.0,2.0
83464efffffffff,28.0,0.0,6.0
834890fffffffff,77.0,15.0,0.0
834892fffffffff,25.0,0.0,0.0
834894fffffffff,8.0,0.0,0.0
834895fffffffff,91.0,0.0,0.0
834896fffffffff,65.0,43.0,0.0
834898fffffffff,75.0,0.0,0.0
83489afffffffff,2.0,0.0,0.0
83489cfffffffff,101.0,0.0,0.0
83489dfffffffff,1.0,0.0,0.0
83489efffffffff,20.0,0.0,0.0
8348b2fffffffff,245.0,0.0,0.0
8348b3fffffffff,13.0,0.0,0.0
834971fffffffff,2.0,0.0,2.0
834993fffffffff,5.0,0.0,0.0
834996fffffffff,5.0,0.0,0.0
834b12fffffffff,18.0,0.0,0.0
834b1afffffffff,2.0,0.0,0.0
834b66fffffffff,3.0,0.0,0.0
834ba1fffffffff,57.0,0.0,5.0
834ba4fffffffff,8.0,0.0,0.0
834ba5fffffffff,22.0,0.0,2.0
834ba8fffffffff,1.0,0.0,0.0
834bacfffffffff,2.0,0.0,0.0
834c82fffffffff,7.0,0.0,0.0
834c84fffffffff,2.0,0.0,0.0
834c86fffffffff,4.0,0.0,0.0
834c91fffffffff,2.0,0.0,0.0
834c9cfffffffff,1.0,0.0,0.0
834ca9fffffffff,2.0,0.0,0.0
834cadfffffffff,2.0,0.0,0.0
834caefffffffff,2.0,0.0,0.0
834cb1fffffffff,3.0,0.0,0.0
834cb2fffffffff,4.0,0.0,0.0
834cb3fffffffff,3.0,0.0,0.0
834cb6fffffffff,2.0,2.0,0.0
834cc0fffffffff,79.0,14.0,0.0
834cc5fffffffff,41.0,20.0,0.0
834cd0fffffffff,1.0,0.0,0.0
834cd2fffffffff,3.0,3.0,0.0
834ce8fffffffff,43.0,2.0,0.0
834ce9fffffffff,2.0,0.0,0.0
834ceafffffffff,36.0,6.0,0.0
834ceefffffffff,128.0,30.0,0.0
834d49fffffffff,2.0,0.0,0.0
834d4bfffffffff,99.0,0.0,0.0
834ec9fffffffff,1.0,0.0,1.0
834f49fffffffff,2.0,0.0,2.0
835215fffffffff,2.0,0.0,0.0
83521efffffffff,3.0,0.0,0.0
