cell_id,Cistothorus platensis,Cistothorus platensis [elegans Group],Cistothorus platensis alticola,Cistothorus platensis aequatorialis,Cistothorus platensis graminicola,Cistothorus platensis minimus,Cistothorus platensis tucumanus,Cistothorus platensis platensis/polyglottus,Cistothorus platensis hornensis/falklandicus
8445233ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844523bffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445243ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445245ffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844525dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445261ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445269ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844526bffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844526dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452c5ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452e1ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452e5ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452edffffffff,116.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449809ffffffff,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844980bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449829ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449855ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449861ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449865ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449867ffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84498edffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449951ffffffff,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449957ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449959ffffffff,1434.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844995bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449961ffffffff,103.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449963ffffffff,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844996bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449aa1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449b33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449b37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f433ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f755ffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466083ffffffff,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8466089ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846608bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466095ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846609dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b1ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b5ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b9ffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660bbffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660bdffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660c1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660c3ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660d5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660ddffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466181ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466183ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466189ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846618bffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466197ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846619dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d5ffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466299ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8466b4dffffffff,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c25ffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c2dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c61ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c67ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c69ffffffff,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8466c6dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d11ffffffff,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8466d15ffffffff,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466d17ffffffff,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466d19ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d1dffffffff,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466d31ffffffff,222.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0
8466d33ffffffff,1204.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0
8466d37ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d39ffffffff,27.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8466d3bffffffff,73.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
8466d53ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d57ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466da5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de5ffffffff,1058.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0
8466dedffffffff,354.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0
8466e01ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e09ffffffff,201.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466e2dffffffff,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e41ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e43ffffffff,334.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
8466e47ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e55ffffffff,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e59ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e5dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e61ffffffff,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e65ffffffff,316.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
8466e67ffffffff,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e69ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e6dffffffff,2809.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0
8466f13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f19ffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f53ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f5bffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8467413ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84674c5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84674e9ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84674edffffffff,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84675c7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84675cbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84675ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d645ffffffff,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d64dffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d66dffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69bffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84812d1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b085ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b0d1ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b1c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b20dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b211ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
