cell_id,Limnodromus griseus,Limnodromus griseus griseus,Limnodromus griseus hendersoni,Limnodromus griseus caurinus
8228c7fffffffff,3076.0,0.0,0.0,197.0
8228d7fffffffff,1851.0,0.0,0.0,7.0
8228dffffffffff,1473.0,0.0,0.0,0.0
8228e7fffffffff,7.0,0.0,0.0,0.0
8228f7fffffffff,1021.0,0.0,0.0,27.0
822917fffffffff,533.0,0.0,0.0,22.0
82291ffffffffff,73.0,0.0,0.0,23.0
822987fffffffff,53.0,0.0,0.0,0.0
82298ffffffffff,152.0,0.0,0.0,1.0
82299ffffffffff,5.0,0.0,0.0,0.0
8229a7fffffffff,7093.0,0.0,0.0,29.0
8229affffffffff,658.0,0.0,0.0,5.0
8229b7fffffffff,5.0,0.0,0.0,0.0
822a07fffffffff,299.0,34.0,0.0,0.0
822a17fffffffff,14908.0,450.0,1.0,0.0
822a37fffffffff,12607.0,1049.0,50.0,0.0
822a4ffffffffff,210.0,0.0,0.0,0.0
822a87fffffffff,20.0,0.0,0.0,0.0
822a8ffffffffff,48.0,0.0,0.0,0.0
822a97fffffffff,1256.0,0.0,41.0,0.0
822a9ffffffffff,22.0,0.0,0.0,0.0
822aa7fffffffff,1381.0,20.0,51.0,0.0
822aaffffffffff,24953.0,669.0,260.0,0.0
822ab7fffffffff,7532.0,42.0,327.0,0.0
822ad7fffffffff,2404.0,0.0,2.0,0.0
822af7fffffffff,4805.0,119.0,4.0,0.0
822b07fffffffff,1132.0,10.0,0.0,0.0
822b0ffffffffff,2375.0,25.0,0.0,0.0
822b17fffffffff,1918.0,22.0,0.0,0.0
822b1ffffffffff,2209.0,216.0,0.0,0.0
822b27fffffffff,535.0,0.0,0.0,0.0
822b2ffffffffff,270.0,2.0,0.0,0.0
822b37fffffffff,977.0,0.0,0.0,0.0
822b87fffffffff,184.0,0.0,11.0,0.0
822b8ffffffffff,433.0,0.0,7.0,0.0
822b97fffffffff,16.0,0.0,1.0,0.0
822b9ffffffffff,2126.0,15.0,126.0,0.0
822ba7fffffffff,246.0,0.0,0.0,0.0
822baffffffffff,1543.0,0.0,0.0,0.0
822bb7fffffffff,40.0,0.0,0.0,0.0
824417fffffffff,7721.0,0.0,18.0,0.0
82441ffffffffff,6773.0,0.0,111.0,0.0
824427fffffffff,57.0,0.0,0.0,0.0
824437fffffffff,118.0,0.0,0.0,0.0
824447fffffffff,440.0,0.0,0.0,0.0
82444ffffffffff,31.0,0.0,0.0,0.0
824457fffffffff,4258.0,0.0,0.0,0.0
82445ffffffffff,75.0,0.0,0.0,0.0
824467fffffffff,506.0,0.0,0.0,0.0
82446ffffffffff,6386.0,0.0,0.0,0.0
824477fffffffff,1972.0,0.0,0.0,0.0
824487fffffffff,122.0,0.0,0.0,0.0
8244a7fffffffff,437.0,0.0,2.0,0.0
8244affffffffff,2734.0,15.0,11.0,0.0
8244b7fffffffff,129.0,0.0,0.0,0.0
8244c7fffffffff,12.0,0.0,0.0,0.0
8244cffffffffff,86.0,0.0,0.0,0.0
8244d7fffffffff,6084.0,17.0,5.0,0.0
8244dffffffffff,41.0,0.0,0.0,0.0
8244e7fffffffff,2147.0,0.0,0.0,0.0
8244effffffffff,13.0,0.0,0.0,0.0
8244f7fffffffff,5134.0,9.0,9.0,0.0
824507fffffffff,590.0,0.0,0.0,0.0
82450ffffffffff,1190.0,0.0,0.0,0.0
82451ffffffffff,7.0,0.0,0.0,0.0
824527fffffffff,466.0,0.0,0.0,0.0
82452ffffffffff,10.0,0.0,0.0,0.0
824537fffffffff,393.0,0.0,10.0,0.0
82454ffffffffff,1.0,0.0,0.0,0.0
824577fffffffff,210.0,0.0,0.0,0.0
824587fffffffff,79.0,0.0,0.0,0.0
82458ffffffffff,406.0,44.0,0.0,0.0
824597fffffffff,8.0,0.0,0.0,0.0
82459ffffffffff,753.0,53.0,0.0,0.0
8245a7fffffffff,364.0,0.0,0.0,0.0
8245b7fffffffff,30.0,0.0,0.0,0.0
824807fffffffff,57.0,0.0,0.0,0.0
82480ffffffffff,64.0,0.0,0.0,0.0
824827fffffffff,46.0,0.0,0.0,0.0
82482ffffffffff,239.0,0.0,0.0,3.0
824837fffffffff,642.0,0.0,0.0,0.0
824847fffffffff,25.0,0.0,0.0,2.0
82484ffffffffff,27.0,0.0,0.0,0.0
824857fffffffff,75.0,0.0,0.0,0.0
82485ffffffffff,695.0,0.0,0.0,9.0
824877fffffffff,288.0,0.0,0.0,8.0
824897fffffffff,3344.0,0.0,26.0,0.0
82489ffffffffff,53.0,0.0,0.0,0.0
8248b7fffffffff,4455.0,0.0,108.0,0.0
8248d7fffffffff,1.0,0.0,0.0,0.0
824997fffffffff,137.0,0.0,0.0,0.0
82499ffffffffff,1.0,0.0,0.0,0.0
8249a7fffffffff,2.0,0.0,0.0,0.0
8249affffffffff,73.0,0.0,0.0,0.0
8249b7fffffffff,12.0,0.0,0.0,0.0
824c87fffffffff,33.0,0.0,0.0,0.0
824c8ffffffffff,122.0,0.0,0.0,0.0
824c97fffffffff,8.0,0.0,0.0,0.0
824c9ffffffffff,25.0,0.0,0.0,0.0
824caffffffffff,76.0,0.0,0.0,0.0
824cb7fffffffff,2.0,0.0,0.0,0.0
824cc7fffffffff,728.0,0.0,0.0,0.0
824cd7fffffffff,71.0,0.0,0.0,0.0
824ceffffffffff,777.0,0.0,0.0,0.0
824cf7fffffffff,25.0,0.0,0.0,0.0
824d4ffffffffff,152.0,0.0,0.0,0.0
825e47fffffffff,21.0,0.0,0.0,0.0
825e4ffffffffff,15.0,0.0,0.0,0.0
825e5ffffffffff,169.0,0.0,0.0,0.0
825e67fffffffff,158.0,0.0,0.0,0.0
825e77fffffffff,184.0,0.0,0.0,0.0
825f0ffffffffff,73.0,0.0,0.0,0.0
825f17fffffffff,46.0,0.0,0.0,0.0
825f1ffffffffff,38.0,0.0,0.0,0.0
825f2ffffffffff,5.0,0.0,0.0,0.0
825f4ffffffffff,127.0,0.0,0.0,0.0
825f5ffffffffff,186.0,0.0,0.0,0.0
826607fffffffff,35.0,0.0,0.0,0.0
826617fffffffff,53.0,0.0,0.0,0.0
82661ffffffffff,23.0,0.0,0.0,0.0
826627fffffffff,376.0,12.0,0.0,0.0
826637fffffffff,110.0,0.0,0.0,0.0
826677fffffffff,2.0,0.0,0.0,0.0
826687fffffffff,8.0,0.0,0.0,0.0
8266a7fffffffff,1417.0,0.0,0.0,0.0
8266b7fffffffff,409.0,0.0,0.0,0.0
8266d7fffffffff,95.0,0.0,0.0,0.0
8266f7fffffffff,78.0,0.0,0.0,0.0
826727fffffffff,54.0,0.0,0.0,0.0
826737fffffffff,16.0,0.0,0.0,0.0
826747fffffffff,772.0,2.0,0.0,0.0
82674ffffffffff,46.0,0.0,0.0,0.0
826757fffffffff,329.0,0.0,0.0,0.0
82675ffffffffff,5.0,0.0,0.0,0.0
82676ffffffffff,24.0,1.0,0.0,0.0
826777fffffffff,122.0,0.0,0.0,0.0
826787fffffffff,59.0,0.0,0.0,0.0
82678ffffffffff,2.0,0.0,0.0,0.0
82679ffffffffff,115.0,0.0,0.0,0.0
826c5ffffffffff,5.0,0.0,0.0,0.0
826d07fffffffff,295.0,0.0,0.0,2.0
826d17fffffffff,11.0,0.0,0.0,0.0
826d27fffffffff,124.0,0.0,0.0,0.0
826d2ffffffffff,437.0,0.0,0.0,0.0
826d37fffffffff,82.0,0.0,0.0,0.0
826d67fffffffff,1216.0,0.0,31.0,0.0
826d6ffffffffff,2493.0,0.0,0.0,0.0
826d77fffffffff,407.0,0.0,0.0,0.0
82800ffffffffff,58.0,4.0,0.0,0.0
828017fffffffff,61.0,4.0,0.0,0.0
82801ffffffffff,3.0,0.0,0.0,0.0
828057fffffffff,84.0,5.0,0.0,0.0
82818ffffffffff,442.0,6.0,0.0,0.0
828e47fffffffff,26.0,0.0,0.0,0.0
828f0ffffffffff,69.0,0.0,0.0,0.0
828f27fffffffff,5.0,0.0,0.0,0.0
828f2ffffffffff,228.0,0.0,0.0,0.0
828f57fffffffff,31.0,0.0,0.0,0.0
82b337fffffffff,6.0,0.0,0.0,0.0
