cell_id,Prionops plumatus,Prionops plumatus plumatus,Prionops plumatus [poliocephalus Group]
835419fffffffff,12.0,4.0,0.0
83541afffffffff,82.0,19.0,0.0
83541bfffffffff,16.0,3.0,0.0
835449fffffffff,2.0,0.0,0.0
835456fffffffff,1.0,0.0,0.0
8354a9fffffffff,42.0,2.0,0.0
8354adfffffffff,1.0,0.0,0.0
8354e2fffffffff,3.0,0.0,0.0
8354e4fffffffff,78.0,6.0,0.0
8354e5fffffffff,38.0,2.0,0.0
8354e6fffffffff,2.0,0.0,0.0
8354e8fffffffff,7.0,0.0,0.0
8354f4fffffffff,26.0,5.0,0.0
8354f5fffffffff,2.0,0.0,0.0
835888fffffffff,1.0,0.0,0.0
835894fffffffff,2.0,0.0,0.0
835895fffffffff,1.0,0.0,0.0
835896fffffffff,15.0,7.0,0.0
8358a4fffffffff,2.0,0.0,0.0
8358b5fffffffff,1.0,0.0,0.0
8358c4fffffffff,2.0,0.0,0.0
8358c8fffffffff,2.0,0.0,0.0
8358cdfffffffff,2.0,0.0,0.0
835982fffffffff,4.0,0.0,0.0
83598bfffffffff,2.0,0.0,0.0
835998fffffffff,1.0,0.0,0.0
836a10fffffffff,2.0,0.0,0.0
836a4afffffffff,1.0,0.0,0.0
836a4bfffffffff,5.0,0.0,0.0
836a5afffffffff,39.0,0.0,0.0
836a5bfffffffff,5.0,0.0,0.0
836ac1fffffffff,2.0,0.0,2.0
836ad8fffffffff,11.0,0.0,0.0
836addfffffffff,15.0,0.0,0.0
836ae8fffffffff,24.0,0.0,1.0
836aeafffffffff,51.0,0.0,12.0
836aebfffffffff,15.0,0.0,0.0
836aeefffffffff,6.0,0.0,0.0
836bb6fffffffff,1.0,0.0,0.0
837518fffffffff,2.0,0.0,0.0
837520fffffffff,150.0,1.0,0.0
837529fffffffff,69.0,11.0,0.0
83752afffffffff,2.0,0.0,0.0
837530fffffffff,2.0,0.0,0.0
837532fffffffff,1.0,0.0,0.0
837574fffffffff,1.0,0.0,0.0
837a40fffffffff,41.0,0.0,0.0
837a41fffffffff,48.0,0.0,0.0
837a43fffffffff,1.0,0.0,0.0
837a44fffffffff,3.0,0.0,0.0
837a45fffffffff,4.0,0.0,0.0
837a48fffffffff,33.0,0.0,0.0
837a49fffffffff,2.0,0.0,0.0
837a4bfffffffff,9.0,0.0,0.0
837a4cfffffffff,26.0,0.0,0.0
837a50fffffffff,2.0,0.0,0.0
837a53fffffffff,4.0,0.0,0.0
837a55fffffffff,2.0,0.0,0.0
837a5dfffffffff,3.0,0.0,0.0
837a5efffffffff,1.0,0.0,0.0
837a60fffffffff,49.0,0.0,0.0
837a61fffffffff,7.0,0.0,0.0
837a64fffffffff,64.0,0.0,0.0
837a65fffffffff,12.0,0.0,0.0
837a66fffffffff,9.0,0.0,0.0
837a6afffffffff,36.0,0.0,0.0
837a6dfffffffff,11.0,0.0,0.0
837a6efffffffff,14.0,0.0,0.0
837a71fffffffff,1.0,0.0,0.0
837ac1fffffffff,5.0,0.0,1.0
837ac8fffffffff,4.0,0.0,0.0
837acafffffffff,2.0,0.0,0.0
837accfffffffff,8.0,0.0,0.0
837ad9fffffffff,26.0,0.0,3.0
837ae8fffffffff,36.0,0.0,3.0
837ae9fffffffff,29.0,0.0,6.0
837aeafffffffff,20.0,0.0,4.0
837aedfffffffff,8.0,0.0,2.0
837b49fffffffff,4.0,0.0,0.0
837b4bfffffffff,10.0,0.0,0.0
837b4cfffffffff,2.0,0.0,0.0
837b4dfffffffff,3.0,0.0,0.0
837b59fffffffff,8.0,0.0,0.0
837b6bfffffffff,6.0,0.0,0.0
838311fffffffff,10.0,0.0,0.0
838312fffffffff,4.0,0.0,2.0
838320fffffffff,7.0,0.0,2.0
838335fffffffff,3.0,0.0,3.0
8383adfffffffff,7.0,0.0,1.0
839600fffffffff,20.0,0.0,7.0
839601fffffffff,12.0,0.0,2.0
839602fffffffff,10.0,0.0,4.0
839604fffffffff,4.0,0.0,0.0
839605fffffffff,2.0,0.0,0.0
839609fffffffff,1.0,0.0,1.0
83960bfffffffff,1.0,0.0,0.0
83960dfffffffff,1.0,0.0,0.0
839614fffffffff,18.0,0.0,6.0
839615fffffffff,12.0,0.0,8.0
839616fffffffff,1.0,0.0,0.0
839620fffffffff,62.0,0.0,0.0
839621fffffffff,7.0,0.0,0.0
839622fffffffff,12.0,0.0,0.0
839623fffffffff,102.0,0.0,0.0
839624fffffffff,2.0,0.0,0.0
839626fffffffff,22.0,0.0,0.0
839628fffffffff,30.0,0.0,0.0
839629fffffffff,4.0,0.0,0.0
83962bfffffffff,6.0,0.0,0.0
83962cfffffffff,50.0,0.0,24.0
83962dfffffffff,12.0,0.0,3.0
83962efffffffff,14.0,0.0,8.0
839633fffffffff,22.0,0.0,2.0
839635fffffffff,2.0,0.0,0.0
839636fffffffff,24.0,0.0,2.0
839661fffffffff,1.0,0.0,0.0
839670fffffffff,6.0,0.0,0.0
839675fffffffff,2.0,0.0,2.0
839680fffffffff,2.0,0.0,0.0
839681fffffffff,2.0,0.0,0.0
839683fffffffff,2.0,0.0,0.0
839684fffffffff,2.0,0.0,0.0
839685fffffffff,1.0,0.0,0.0
83968cfffffffff,4.0,0.0,0.0
839690fffffffff,24.0,0.0,0.0
839692fffffffff,160.0,0.0,0.0
839693fffffffff,60.0,0.0,0.0
83969afffffffff,8.0,0.0,0.0
8396a2fffffffff,5.0,0.0,0.0
8396a3fffffffff,2.0,0.0,0.0
8396a5fffffffff,1.0,0.0,0.0
8396a8fffffffff,2.0,0.0,0.0
8396abfffffffff,2.0,0.0,0.0
8396b0fffffffff,25.0,0.0,0.0
8396b1fffffffff,102.0,0.0,0.0
8396b2fffffffff,2.0,0.0,0.0
8396b6fffffffff,26.0,0.0,0.0
8396e4fffffffff,2.0,0.0,0.0
839700fffffffff,3.0,0.0,0.0
839701fffffffff,7.0,0.0,0.0
839702fffffffff,12.0,0.0,0.0
839703fffffffff,12.0,0.0,0.0
839705fffffffff,9.0,0.0,0.0
839708fffffffff,7.0,0.0,0.0
839709fffffffff,2.0,0.0,0.0
83970afffffffff,9.0,0.0,0.0
83970cfffffffff,4.0,0.0,0.0
83970dfffffffff,2.0,0.0,0.0
839710fffffffff,27.0,0.0,0.0
839711fffffffff,146.0,0.0,0.0
839713fffffffff,1.0,0.0,0.0
839715fffffffff,2.0,0.0,0.0
839719fffffffff,54.0,0.0,0.0
83971bfffffffff,3.0,0.0,0.0
83971cfffffffff,4.0,0.0,0.0
83971dfffffffff,5.0,0.0,0.0
839721fffffffff,4.0,0.0,0.0
839724fffffffff,15.0,0.0,0.0
839725fffffffff,2.0,0.0,0.0
839728fffffffff,63.0,0.0,6.0
839729fffffffff,33.0,0.0,13.0
83972afffffffff,7.0,0.0,0.0
83972cfffffffff,87.0,0.0,26.0
83972dfffffffff,11.0,0.0,1.0
83972efffffffff,181.0,0.0,54.0
839731fffffffff,5.0,0.0,1.0
839735fffffffff,3.0,0.0,0.0
839740fffffffff,11.0,0.0,8.0
839741fffffffff,22.0,0.0,0.0
839743fffffffff,133.0,0.0,16.0
839745fffffffff,8.0,0.0,0.0
839748fffffffff,5.0,0.0,0.0
83974afffffffff,46.0,0.0,11.0
83974bfffffffff,69.0,0.0,19.0
83974efffffffff,11.0,0.0,2.0
839750fffffffff,47.0,0.0,0.0
839751fffffffff,213.0,0.0,19.0
839752fffffffff,3.0,0.0,0.0
839753fffffffff,2.0,0.0,2.0
839754fffffffff,10.0,0.0,0.0
839755fffffffff,4.0,0.0,0.0
839758fffffffff,4.0,0.0,0.0
83975cfffffffff,136.0,0.0,24.0
83975dfffffffff,40.0,0.0,15.0
83975efffffffff,15.0,0.0,4.0
839772fffffffff,11.0,0.0,0.0
839773fffffffff,1.0,0.0,0.0
839774fffffffff,1.0,0.0,0.0
839775fffffffff,2.0,0.0,0.0
839782fffffffff,4.0,0.0,0.0
839788fffffffff,2.0,0.0,0.0
83978bfffffffff,13.0,0.0,0.0
83978dfffffffff,6.0,0.0,0.0
839791fffffffff,3.0,0.0,0.0
839799fffffffff,3.0,0.0,0.0
8397a8fffffffff,16.0,0.0,2.0
8397aafffffffff,31.0,0.0,11.0
8397acfffffffff,2.0,0.0,0.0
83ac80fffffffff,18.0,0.0,0.0
83ac81fffffffff,2.0,0.0,0.0
83ac82fffffffff,6.0,0.0,0.0
83ac85fffffffff,12.0,0.0,0.0
83ac86fffffffff,116.0,0.0,36.0
83ac8afffffffff,6.0,0.0,0.0
83ac8efffffffff,2.0,0.0,0.0
83ac93fffffffff,2.0,0.0,0.0
83ac94fffffffff,5.0,0.0,0.0
83ac95fffffffff,5.0,0.0,0.0
83ac96fffffffff,25.0,0.0,6.0
83ac99fffffffff,2.0,0.0,0.0
83aca0fffffffff,5.0,0.0,0.0
83aca3fffffffff,3.0,0.0,0.0
83acb1fffffffff,1.0,0.0,0.0
83acb3fffffffff,10.0,0.0,0.0
83bc89fffffffff,24.0,0.0,7.0
83bc99fffffffff,8.0,0.0,2.0
83bc9bfffffffff,1.0,0.0,1.0
83bcc3fffffffff,1.0,0.0,0.0
83bcd0fffffffff,93.0,0.0,20.0
83bcd1fffffffff,18.0,0.0,0.0
83bcd2fffffffff,632.0,0.0,122.0
83bcd3fffffffff,45.0,0.0,18.0
83bcd4fffffffff,28.0,0.0,0.0
83bcd6fffffffff,167.0,0.0,32.0
83bcd8fffffffff,19.0,0.0,4.0
83bcdafffffffff,2.0,0.0,0.0
83bcdbfffffffff,1.0,0.0,0.0
83bcdcfffffffff,29.0,0.0,2.0
83bcddfffffffff,6.0,0.0,0.0
83bcdefffffffff,14.0,0.0,2.0
83bcf0fffffffff,23.0,0.0,2.0
83bcf2fffffffff,476.0,0.0,127.0
83bcf3fffffffff,7.0,0.0,4.0
83bcf6fffffffff,32.0,0.0,5.0
