cell_id,Vireo plumbeus,Vireo plumbeus plumbeus/gravis,Vireo plumbeus notius/montanus
8426269ffffffff,3.0,0.0,0.0
8426813ffffffff,7.0,1.0,0.0
8426815ffffffff,4.0,0.0,0.0
8426819ffffffff,22.0,0.0,0.0
842681bffffffff,30.0,0.0,0.0
8426831ffffffff,2.0,0.0,0.0
8426853ffffffff,5.0,0.0,0.0
8426885ffffffff,25.0,0.0,0.0
8426889ffffffff,28.0,0.0,0.0
842688bffffffff,11.0,0.0,0.0
842688dffffffff,23.0,0.0,0.0
8426893ffffffff,7.0,2.0,0.0
84268a9ffffffff,2.0,0.0,0.0
84268abffffffff,4.0,0.0,0.0
84268b1ffffffff,1.0,0.0,0.0
84268bbffffffff,6.0,0.0,0.0
84268c1ffffffff,10.0,0.0,0.0
84268c5ffffffff,25.0,3.0,0.0
84268c7ffffffff,17.0,0.0,0.0
84268cdffffffff,6.0,0.0,0.0
84268d5ffffffff,44.0,0.0,0.0
84268dbffffffff,2.0,0.0,0.0
84268e3ffffffff,2.0,0.0,0.0
84268ebffffffff,3.0,0.0,0.0
84268edffffffff,4.0,0.0,0.0
8426903ffffffff,2.0,0.0,0.0
8426905ffffffff,10.0,0.0,0.0
8426907ffffffff,5.0,0.0,0.0
842690dffffffff,5.0,0.0,0.0
8426929ffffffff,7.0,0.0,0.0
842692bffffffff,2.0,0.0,0.0
8426959ffffffff,4.0,0.0,0.0
8426961ffffffff,12.0,0.0,0.0
8426963ffffffff,31.0,0.0,0.0
8426967ffffffff,9.0,0.0,0.0
8426969ffffffff,3.0,0.0,0.0
842696bffffffff,82.0,2.0,0.0
8426987ffffffff,9.0,0.0,0.0
8426989ffffffff,3.0,0.0,0.0
8426991ffffffff,3.0,0.0,0.0
8426995ffffffff,6.0,0.0,0.0
8426997ffffffff,5.0,0.0,0.0
842699bffffffff,2.0,0.0,0.0
842699dffffffff,2.0,0.0,0.0
84269a9ffffffff,2.0,0.0,0.0
84269abffffffff,2.0,0.0,0.0
84269b9ffffffff,4.0,0.0,0.0
84269c1ffffffff,21.0,0.0,0.0
84269c5ffffffff,3.0,0.0,0.0
84269cdffffffff,19.0,0.0,0.0
84269d1ffffffff,2.0,0.0,0.0
84269d5ffffffff,2.0,0.0,0.0
84269ddffffffff,8.0,2.0,0.0
84269ebffffffff,12.0,0.0,0.0
8426a19ffffffff,4.0,0.0,0.0
8426a83ffffffff,2.0,0.0,0.0
8426a87ffffffff,2.0,0.0,0.0
8426a97ffffffff,2.0,0.0,0.0
8426a9dffffffff,6.0,0.0,0.0
8426aa5ffffffff,2.0,0.0,0.0
8426aa7ffffffff,1.0,0.0,0.0
8426aa9ffffffff,10.0,0.0,0.0
8426aadffffffff,4.0,0.0,0.0
8426ab3ffffffff,8.0,0.0,0.0
8426ab7ffffffff,13.0,0.0,0.0
8426ac5ffffffff,9.0,0.0,0.0
8426ac7ffffffff,2.0,0.0,0.0
8426acbffffffff,2.0,0.0,0.0
8426ae7ffffffff,2.0,0.0,0.0
8426ae9ffffffff,2.0,0.0,0.0
8426b0bffffffff,2.0,0.0,0.0
8426b69ffffffff,1.0,0.0,0.0
8426d41ffffffff,6.0,0.0,0.0
8426d45ffffffff,1.0,0.0,0.0
8426d49ffffffff,3.0,0.0,0.0
8426d4bffffffff,32.0,0.0,0.0
8426d6dffffffff,2.0,0.0,0.0
8426f0dffffffff,2.0,0.0,0.0
8426f21ffffffff,2.0,0.0,0.0
8426f25ffffffff,12.0,0.0,0.0
8426f27ffffffff,26.0,0.0,0.0
8426f2dffffffff,4.0,0.0,0.0
8427801ffffffff,2.0,0.0,0.0
842782dffffffff,2.0,0.0,0.0
8427885ffffffff,3.0,0.0,0.0
84278a1ffffffff,2.0,0.0,0.0
84278e3ffffffff,6.0,0.0,0.0
84278e5ffffffff,2.0,0.0,0.0
8427945ffffffff,1.0,0.0,0.0
8427953ffffffff,5.0,0.0,0.0
842795bffffffff,3.0,0.0,0.0
842798dffffffff,4.0,0.0,0.0
84279adffffffff,9.0,0.0,0.0
84279c5ffffffff,4.0,0.0,0.0
84279c7ffffffff,2.0,0.0,0.0
84279d3ffffffff,5.0,0.0,0.0
84279e5ffffffff,2.0,0.0,0.0
84279e7ffffffff,1.0,0.0,0.0
8428145ffffffff,2.0,0.0,0.0
842814dffffffff,4.0,0.0,0.0
842816bffffffff,2.0,0.0,0.0
8428305ffffffff,3.0,0.0,0.0
8428307ffffffff,4.0,0.0,0.0
8428309ffffffff,2.0,0.0,0.0
842830dffffffff,12.0,0.0,0.0
842832bffffffff,35.0,6.0,0.0
8428341ffffffff,23.0,0.0,0.0
8428347ffffffff,29.0,0.0,0.0
842834dffffffff,9.0,0.0,0.0
8428355ffffffff,5.0,0.0,0.0
8428357ffffffff,22.0,0.0,0.0
8428361ffffffff,2.0,0.0,0.0
8428363ffffffff,2.0,0.0,0.0
8428841ffffffff,2.0,0.0,0.0
8428843ffffffff,2.0,0.0,0.0
8428a17ffffffff,8.0,0.0,0.0
8428a3dffffffff,5.0,0.0,0.0
8428ae1ffffffff,3.0,1.0,0.0
8428ae9ffffffff,53.0,0.0,0.0
8428b07ffffffff,1.0,0.0,0.0
8428b17ffffffff,2.0,0.0,0.0
8428b1dffffffff,2.0,0.0,0.0
8428b2bffffffff,3.0,0.0,0.0
8428b6dffffffff,6.0,0.0,0.0
8429125ffffffff,4.0,0.0,0.0
8429127ffffffff,9.0,0.0,0.0
8429137ffffffff,2.0,0.0,0.0
8429167ffffffff,4.0,0.0,0.0
84291a7ffffffff,21.0,0.0,0.0
8429819ffffffff,3.0,0.0,0.0
842981bffffffff,3.0,0.0,0.0
8429825ffffffff,3.0,0.0,0.0
8429841ffffffff,3.0,0.0,0.0
8429849ffffffff,2.0,0.0,0.0
842984dffffffff,4.0,0.0,0.0
8429853ffffffff,4.0,0.0,0.0
8429863ffffffff,2.0,0.0,0.0
842986bffffffff,3.0,0.0,0.0
8429891ffffffff,4.0,0.0,0.0
8429899ffffffff,2.0,0.0,0.0
84298c1ffffffff,192.0,0.0,0.0
84298c3ffffffff,1.0,0.0,0.0
84298cbffffffff,4.0,0.0,0.0
84298cdffffffff,6.0,0.0,0.0
84298d7ffffffff,13.0,1.0,0.0
84298ddffffffff,10.0,0.0,0.0
842990bffffffff,10.0,0.0,0.0
842992bffffffff,2.0,0.0,0.0
8429953ffffffff,2.0,0.0,0.0
8429a01ffffffff,36.0,0.0,0.0
8429a03ffffffff,7.0,0.0,0.0
8429a05ffffffff,69.0,0.0,0.0
8429a07ffffffff,3.0,0.0,0.0
8429a09ffffffff,5.0,0.0,0.0
8429a0bffffffff,104.0,0.0,0.0
8429a11ffffffff,1.0,0.0,0.0
8429a17ffffffff,3.0,0.0,0.0
8429a19ffffffff,5.0,0.0,0.0
8429a1bffffffff,45.0,0.0,0.0
8429a1dffffffff,15.0,0.0,0.0
8429a29ffffffff,5.0,0.0,0.0
8429a31ffffffff,2.0,0.0,0.0
8429a3bffffffff,8.0,0.0,0.0
8429a41ffffffff,224.0,0.0,0.0
8429a43ffffffff,5.0,0.0,0.0
8429a45ffffffff,4.0,0.0,0.0
8429a47ffffffff,30.0,0.0,0.0
8429a4dffffffff,64.0,0.0,0.0
8429a51ffffffff,1.0,0.0,0.0
8429a55ffffffff,12.0,0.0,0.0
8429a57ffffffff,46.0,0.0,0.0
8429a61ffffffff,14.0,0.0,0.0
8429a63ffffffff,10.0,0.0,0.0
8429a67ffffffff,3.0,0.0,0.0
