cell_id,Vireo plumbeus,Vireo plumbeus plumbeus/gravis,Vireo plumbeus notius/montanus
8429a69ffffffff,26.0,0.0,0.0
8429a6bffffffff,12.0,0.0,0.0
8429a6dffffffff,8.0,0.0,0.0
8429a85ffffffff,1.0,0.0,0.0
8429ac1ffffffff,1.0,0.0,0.0
8429ac9ffffffff,17.0,2.0,0.0
8429acdffffffff,4.0,0.0,0.0
8429ad1ffffffff,2.0,0.0,0.0
8429ad9ffffffff,5.0,0.0,0.0
8429ae5ffffffff,5.0,0.0,0.0
8429aedffffffff,1.0,0.0,0.0
8429b01ffffffff,2.0,0.0,0.0
8429b03ffffffff,2.0,0.0,0.0
8429b09ffffffff,22.0,0.0,0.0
8429b0bffffffff,26.0,0.0,0.0
8429b0dffffffff,3.0,0.0,0.0
8429b1dffffffff,5.0,0.0,0.0
8429b2dffffffff,6.0,0.0,0.0
8429b55ffffffff,15.0,0.0,0.0
8429b5bffffffff,4.0,0.0,0.0
8429b5dffffffff,7.0,0.0,0.0
8429b61ffffffff,10.0,0.0,0.0
8429b65ffffffff,8.0,0.0,0.0
8429b67ffffffff,2.0,0.0,0.0
8429b6bffffffff,44.0,0.0,0.0
8429b6dffffffff,3.0,0.0,0.0
842af03ffffffff,7.0,0.0,0.0
84446cbffffffff,2.0,0.0,0.0
84446edffffffff,2.0,0.0,0.0
8445201ffffffff,2.0,0.0,2.0
844520bffffffff,2.0,0.0,0.0
8445213ffffffff,36.0,0.0,0.0
8445233ffffffff,11.0,0.0,0.0
8445245ffffffff,4.0,0.0,0.0
844524bffffffff,2.0,0.0,0.0
8445251ffffffff,2.0,0.0,2.0
8445253ffffffff,3.0,0.0,3.0
844525bffffffff,7.0,0.0,1.0
8445263ffffffff,59.0,0.0,8.0
844526bffffffff,2.0,0.0,2.0
84452e1ffffffff,7.0,7.0,0.0
8445309ffffffff,1.0,0.0,0.0
8445343ffffffff,4.0,0.0,0.0
8445365ffffffff,3.0,0.0,0.0
84480adffffffff,2.0,0.0,0.0
84480d9ffffffff,2.0,0.0,0.0
84482bbffffffff,1.0,0.0,0.0
8448337ffffffff,3.0,0.0,0.0
8448427ffffffff,28.0,0.0,0.0
8448435ffffffff,1.0,0.0,0.0
84484a5ffffffff,18.0,0.0,0.0
8448593ffffffff,6.0,0.0,0.0
844859dffffffff,1.0,0.0,0.0
84485b1ffffffff,7.0,0.0,0.0
84485bbffffffff,11.0,0.0,0.0
84485bdffffffff,15.0,0.0,0.0
84485c3ffffffff,2.0,0.0,0.0
84485c9ffffffff,14.0,0.0,0.0
84485d3ffffffff,8.0,0.0,0.0
8448723ffffffff,6.0,0.0,0.0
8448731ffffffff,4.0,0.0,0.0
8448733ffffffff,4.0,0.0,0.0
844873bffffffff,7.0,0.0,0.0
8448837ffffffff,2.0,0.0,0.0
8448859ffffffff,1.0,0.0,0.0
8448865ffffffff,4.0,0.0,0.0
8448881ffffffff,7.0,0.0,0.0
8448885ffffffff,2.0,0.0,0.0
8448889ffffffff,2.0,0.0,0.0
84488b1ffffffff,5.0,0.0,0.0
84488b9ffffffff,2.0,0.0,0.0
84488d5ffffffff,2.0,0.0,0.0
84488e9ffffffff,2.0,0.0,0.0
84488edffffffff,2.0,0.0,0.0
8448955ffffffff,12.0,1.0,0.0
84489c1ffffffff,6.0,0.0,0.0
84489c9ffffffff,2.0,0.0,0.0
8448a2bffffffff,3.0,0.0,0.0
8448ab7ffffffff,3.0,0.0,0.0
8448b13ffffffff,1.0,0.0,0.0
8448b2bffffffff,1.0,0.0,0.0
8448b33ffffffff,5.0,0.0,0.0
8448b39ffffffff,55.0,0.0,0.0
8448c05ffffffff,9.0,0.0,0.0
8448c07ffffffff,1.0,0.0,0.0
8448c09ffffffff,9.0,0.0,0.0
8448c0bffffffff,1.0,0.0,0.0
8448c13ffffffff,2.0,0.0,0.0
8448c19ffffffff,10.0,0.0,0.0
8448c1bffffffff,6.0,6.0,0.0
8448c2dffffffff,1.0,0.0,0.0
8448c35ffffffff,2.0,0.0,0.0
8448c59ffffffff,23.0,5.0,0.0
8448c5bffffffff,1.0,1.0,0.0
8448c63ffffffff,11.0,0.0,0.0
8448c89ffffffff,3.0,0.0,0.0
8448cd1ffffffff,2.0,0.0,0.0
8448cd3ffffffff,2.0,0.0,0.0
8448cd9ffffffff,22.0,0.0,0.0
8448cdbffffffff,1.0,0.0,0.0
8448cddffffffff,2.0,0.0,0.0
8448d03ffffffff,2.0,0.0,0.0
8448d33ffffffff,2.0,0.0,0.0
8448d35ffffffff,1.0,0.0,0.0
8448d37ffffffff,5.0,0.0,0.0
8448d43ffffffff,2.0,0.0,0.0
8448d4bffffffff,12.0,0.0,0.0
8448d5dffffffff,1.0,0.0,0.0
8448d83ffffffff,32.0,0.0,0.0
8448d85ffffffff,4.0,0.0,0.0
8448d87ffffffff,5.0,0.0,0.0
8448d89ffffffff,1.0,0.0,0.0
8448da1ffffffff,7.0,0.0,0.0
8448dc3ffffffff,2.0,0.0,0.0
8448e37ffffffff,23.0,0.0,0.0
8448e81ffffffff,3.0,0.0,0.0
8448e85ffffffff,66.0,1.0,0.0
8448e87ffffffff,2.0,0.0,0.0
8448e8dffffffff,31.0,0.0,0.0
8448ea1ffffffff,4.0,0.0,0.0
8448ea5ffffffff,1.0,0.0,0.0
8448ea9ffffffff,2.0,0.0,0.0
8448eabffffffff,19.0,0.0,0.0
8448eadffffffff,11.0,0.0,0.0
8448eb1ffffffff,4.0,0.0,0.0
8448eb3ffffffff,21.0,0.0,0.0
8448eb5ffffffff,7.0,0.0,0.0
8448eb7ffffffff,5.0,0.0,0.0
8448ec7ffffffff,11.0,0.0,0.0
8448ee3ffffffff,12.0,1.0,0.0
8448ee9ffffffff,30.0,0.0,0.0
8448eebffffffff,23.0,0.0,0.0
8448f21ffffffff,14.0,0.0,0.0
8449823ffffffff,2.0,0.0,0.0
844982bffffffff,2.0,0.0,0.0
844988dffffffff,3.0,0.0,0.0
844990bffffffff,2.0,0.0,0.0
8449913ffffffff,2.0,0.0,0.0
8449959ffffffff,5.0,0.0,0.0
844995bffffffff,14.0,8.0,0.0
8449963ffffffff,1.0,0.0,0.0
8449b33ffffffff,1.0,1.0,0.0
846d05bffffffff,24.0,0.0,24.0
846d23bffffffff,4.0,0.0,0.0
846d281ffffffff,2.0,0.0,0.0
846d28bffffffff,3.0,0.0,3.0
846d291ffffffff,2.0,0.0,2.0
846d299ffffffff,5.0,0.0,0.0
846d2b9ffffffff,7.0,0.0,5.0
846d2d3ffffffff,6.0,0.0,3.0
846d2d7ffffffff,37.0,0.0,23.0
846d2e5ffffffff,6.0,0.0,6.0
846d30dffffffff,2.0,0.0,0.0
846d645ffffffff,1.0,0.0,1.0
846d649ffffffff,1.0,0.0,0.0
846d651ffffffff,27.0,0.0,9.0
846d655ffffffff,11.0,0.0,0.0
846d657ffffffff,20.0,0.0,1.0
846d66dffffffff,2.0,0.0,0.0
