cell_id,Athene noctua,Athene noctua [noctua Group],Athene noctua spilogastra/somaliensis,Athene noctua lilith,Athene noctua bactriana
833e71fffffffff,2.0,2.0,0.0,0.0,0.0
8340c3fffffffff,2.0,2.0,0.0,0.0,0.0
8340dcfffffffff,1.0,1.0,0.0,0.0,0.0
834192fffffffff,2.0,2.0,0.0,0.0,0.0
834362fffffffff,2.0,0.0,0.0,0.0,0.0
8343a1fffffffff,2.0,0.0,0.0,0.0,0.0
8343a6fffffffff,1.0,0.0,0.0,0.0,0.0
8343aefffffffff,7.0,0.0,0.0,0.0,0.0
83536afffffffff,2.0,0.0,0.0,0.0,0.0
83bb2dfffffffff,2.0,0.0,0.0,0.0,0.0
83da80fffffffff,6.0,0.0,0.0,0.0,0.0
83da84fffffffff,2.0,0.0,0.0,0.0,0.0
83da94fffffffff,2.0,0.0,0.0,0.0,0.0
83dab3fffffffff,10.0,0.0,0.0,0.0,0.0
