cell_id,Dicaeum hirundinaceum,Dicaeum hirundinaceum hirundinaceum,Dicaeum hirundinaceum ignicolle
849c4e1ffffffff,2.0,0.0,0.0
849c581ffffffff,3.0,0.0,0.0
849c587ffffffff,3.0,0.0,0.0
849c589ffffffff,16.0,0.0,0.0
849c5a5ffffffff,6.0,0.0,0.0
849c5a7ffffffff,16.0,0.0,0.0
849c5b3ffffffff,2.0,0.0,0.0
849c5bdffffffff,2.0,0.0,0.0
849c5d7ffffffff,4.0,0.0,0.0
849c5e3ffffffff,2.0,0.0,0.0
849c605ffffffff,64.0,0.0,0.0
849c607ffffffff,6.0,0.0,0.0
849c60dffffffff,9.0,0.0,0.0
849c62dffffffff,5.0,0.0,0.0
849c649ffffffff,5.0,0.0,0.0
849c64bffffffff,2.0,0.0,0.0
849c667ffffffff,4.0,0.0,0.0
849c693ffffffff,10.0,0.0,0.0
849c6c1ffffffff,1.0,0.0,0.0
849c6cbffffffff,2.0,0.0,0.0
849c6ddffffffff,2.0,0.0,0.0
849c741ffffffff,2.0,0.0,0.0
849c743ffffffff,27.0,0.0,0.0
849c747ffffffff,4.0,0.0,0.0
849c753ffffffff,4.0,0.0,0.0
849ce2dffffffff,2.0,0.0,0.0
849ce47ffffffff,18.0,0.0,0.0
849ce67ffffffff,5.0,0.0,0.0
849ce9bffffffff,50.0,0.0,0.0
849cf19ffffffff,17.0,0.0,0.0
849cf53ffffffff,51.0,0.0,0.0
849cf5bffffffff,4.0,0.0,0.0
849d013ffffffff,36.0,0.0,0.0
849d01bffffffff,78.0,0.0,0.0
849d097ffffffff,2.0,0.0,0.0
849d0abffffffff,20.0,0.0,0.0
849d0b1ffffffff,84.0,0.0,0.0
849d0b3ffffffff,13.0,0.0,0.0
849d0b5ffffffff,175.0,0.0,0.0
849d0b7ffffffff,50.0,0.0,0.0
849d0bbffffffff,4.0,0.0,0.0
849d0bdffffffff,64.0,0.0,0.0
849d0c5ffffffff,6.0,0.0,0.0
849d0c7ffffffff,2.0,0.0,0.0
849d0c9ffffffff,4.0,0.0,0.0
849d0cdffffffff,76.0,0.0,0.0
849d0e1ffffffff,10.0,0.0,0.0
849d0e3ffffffff,14.0,0.0,0.0
849d0e9ffffffff,15.0,0.0,0.0
849d0ebffffffff,3.0,0.0,0.0
849d0edffffffff,4.0,0.0,0.0
849d211ffffffff,38.0,0.0,0.0
849d215ffffffff,19.0,0.0,0.0
849d217ffffffff,117.0,0.0,0.0
849d219ffffffff,11.0,0.0,0.0
849d21dffffffff,108.0,0.0,0.0
849d23bffffffff,33.0,0.0,0.0
849d24bffffffff,243.0,0.0,0.0
849d251ffffffff,4.0,0.0,0.0
849d253ffffffff,15.0,0.0,0.0
849d255ffffffff,24.0,0.0,0.0
849d257ffffffff,29.0,0.0,0.0
849d259ffffffff,5.0,0.0,0.0
849d25bffffffff,6.0,0.0,0.0
849d25dffffffff,5.0,0.0,0.0
849d283ffffffff,1.0,0.0,0.0
849d289ffffffff,10.0,0.0,0.0
849d28bffffffff,11.0,0.0,0.0
849d28dffffffff,2.0,0.0,0.0
849d295ffffffff,2.0,0.0,0.0
849d2a5ffffffff,16.0,0.0,0.0
849d2adffffffff,6.0,0.0,0.0
849d2bdffffffff,4.0,0.0,0.0
849d2c3ffffffff,2.0,0.0,0.0
849d2c5ffffffff,1.0,0.0,0.0
849d2c9ffffffff,7.0,0.0,0.0
849d2d9ffffffff,1.0,0.0,0.0
849d2e7ffffffff,10.0,0.0,0.0
849d403ffffffff,1.0,0.0,0.0
849d407ffffffff,3.0,0.0,0.0
849d409ffffffff,2.0,0.0,0.0
849d443ffffffff,21.0,0.0,0.0
849d447ffffffff,30.0,0.0,0.0
849d44bffffffff,12.0,0.0,0.0
849d46bffffffff,46.0,0.0,0.0
849d48dffffffff,7.0,0.0,0.0
849d495ffffffff,2.0,0.0,0.0
849d4a1ffffffff,186.0,0.0,0.0
849d4a3ffffffff,2.0,0.0,0.0
849d4a7ffffffff,2.0,0.0,0.0
849d4abffffffff,7.0,0.0,0.0
849d4c9ffffffff,1.0,0.0,0.0
849d4e7ffffffff,3.0,0.0,0.0
849d507ffffffff,1.0,0.0,0.0
849d509ffffffff,2.0,0.0,0.0
849d531ffffffff,4.0,0.0,0.0
849d537ffffffff,2.0,0.0,0.0
849d541ffffffff,6.0,0.0,0.0
849d543ffffffff,2.0,0.0,0.0
849d555ffffffff,2.0,0.0,0.0
849d55dffffffff,2.0,0.0,0.0
849d565ffffffff,3.0,0.0,0.0
849d56dffffffff,1.0,0.0,0.0
849d595ffffffff,2.0,0.0,0.0
849d599ffffffff,1.0,0.0,0.0
849d5dbffffffff,15.0,0.0,0.0
849d609ffffffff,2.0,0.0,0.0
849d625ffffffff,2.0,0.0,0.0
849d63dffffffff,8.0,0.0,0.0
849d657ffffffff,2.0,0.0,0.0
849d661ffffffff,3.0,0.0,0.0
849d665ffffffff,2.0,0.0,0.0
849d68bffffffff,4.0,0.0,0.0
849d6dbffffffff,1.0,0.0,0.0
849d701ffffffff,5.0,0.0,0.0
849d719ffffffff,10.0,0.0,0.0
849d741ffffffff,2.0,0.0,0.0
849d743ffffffff,2.0,0.0,0.0
849d755ffffffff,1.0,0.0,0.0
849d75dffffffff,9.0,0.0,0.0
849d761ffffffff,1.0,0.0,0.0
84a6103ffffffff,8.0,0.0,0.0
84a6107ffffffff,12.0,0.0,0.0
84a6119ffffffff,2.0,0.0,0.0
84a611dffffffff,2.0,0.0,0.0
84a6157ffffffff,1.0,0.0,0.0
84a6267ffffffff,6.0,0.0,0.0
84a631bffffffff,5.0,0.0,0.0
84a6359ffffffff,2.0,0.0,0.0
84a6a4dffffffff,10.0,0.0,0.0
84a6a6bffffffff,2.0,0.0,0.0
84a7005ffffffff,13.0,0.0,0.0
84a7027ffffffff,3.0,0.0,0.0
84a7029ffffffff,9.0,0.0,0.0
84a702bffffffff,10.0,0.0,0.0
84a7035ffffffff,2.0,0.0,0.0
84a703dffffffff,5.0,0.0,0.0
84a7041ffffffff,2.0,0.0,0.0
84a7047ffffffff,2.0,0.0,0.0
84a704dffffffff,2.0,0.0,0.0
84a7061ffffffff,4.0,0.0,0.0
84a7063ffffffff,2.0,0.0,0.0
84a7123ffffffff,2.0,0.0,0.0
84a712bffffffff,5.0,0.0,0.0
84a712dffffffff,6.0,0.0,0.0
84a7145ffffffff,8.0,0.0,0.0
84a7157ffffffff,1.0,0.0,0.0
84a7163ffffffff,2.0,0.0,0.0
84a7165ffffffff,4.0,0.0,0.0
84a71bbffffffff,2.0,0.0,0.0
84a71c3ffffffff,3.0,0.0,0.0
84a71cbffffffff,8.0,0.0,0.0
84a71ddffffffff,2.0,0.0,0.0
84a7221ffffffff,2.0,0.0,0.0
84a7227ffffffff,13.0,0.0,0.0
84a7265ffffffff,28.0,0.0,0.0
84a726dffffffff,204.0,0.0,0.0
84a7319ffffffff,3.0,0.0,0.0
84a7351ffffffff,1.0,0.0,0.0
84a7355ffffffff,2.0,0.0,0.0
84a7359ffffffff,10.0,0.0,0.0
84a735bffffffff,2.0,0.0,0.0
84a735dffffffff,4.0,0.0,0.0
84a7369ffffffff,3.0,0.0,0.0
84a7829ffffffff,16.0,0.0,0.0
84a782bffffffff,2.0,0.0,0.0
84a7881ffffffff,2.0,0.0,0.0
84a78a1ffffffff,1.0,0.0,0.0
84a78abffffffff,2.0,0.0,0.0
84a78e7ffffffff,21.0,0.0,0.0
84a7913ffffffff,2.0,0.0,0.0
84a79a3ffffffff,6.0,0.0,0.0
84a79d1ffffffff,7.0,0.0,0.0
84a79d9ffffffff,4.0,0.0,0.0
84a79dbffffffff,2.0,0.0,0.0
84a79ddffffffff,1.0,0.0,0.0
84a79edffffffff,2.0,0.0,0.0
84a7a3dffffffff,2.0,0.0,0.0
84a7a61ffffffff,2.0,0.0,0.0
84b8165ffffffff,2.0,0.0,0.0
84b8283ffffffff,2.0,0.0,0.0
84b8411ffffffff,2.0,0.0,0.0
84b8427ffffffff,2.0,0.0,0.0
84b8451ffffffff,1.0,0.0,0.0
84b849bffffffff,2.0,0.0,0.0
84b851dffffffff,2.0,0.0,0.0
84b856dffffffff,2.0,0.0,0.0
84b86a9ffffffff,4.0,0.0,0.0
84b86d7ffffffff,3.0,0.0,0.0
84b8809ffffffff,37.0,0.0,0.0
84b880bffffffff,19.0,0.0,0.0
84b8811ffffffff,1.0,0.0,0.0
84b8819ffffffff,102.0,0.0,0.0
84b881bffffffff,13.0,0.0,0.0
84b8835ffffffff,3.0,0.0,0.0
84b8839ffffffff,2.0,0.0,0.0
84b8843ffffffff,27.0,0.0,0.0
84b8847ffffffff,39.0,0.0,0.0
84b8851ffffffff,8.0,0.0,0.0
84b8853ffffffff,1.0,0.0,0.0
84b8855ffffffff,225.0,0.0,0.0
84b8857ffffffff,6.0,0.0,0.0
84b8859ffffffff,10.0,0.0,0.0
84b886bffffffff,1.0,0.0,0.0
84b8889ffffffff,10.0,0.0,0.0
84b8923ffffffff,9.0,0.0,0.0
84b89adffffffff,40.0,0.0,0.0
84b8a11ffffffff,2.0,0.0,0.0
84b8a13ffffffff,2.0,0.0,0.0
84b8a1bffffffff,2.0,0.0,0.0
84b8a29ffffffff,2.0,0.0,0.0
84b8a81ffffffff,2.0,0.0,0.0
84b8a91ffffffff,22.0,0.0,0.0
84b8a9dffffffff,37.0,0.0,0.0
84b8aa5ffffffff,6.0,0.0,0.0
84b8aa7ffffffff,2.0,0.0,0.0
84b8abdffffffff,40.0,0.0,0.0
84b8acbffffffff,6.0,0.0,0.0
84b8ae5ffffffff,10.0,0.0,0.0
84b8aedffffffff,11.0,0.0,0.0
84b8b23ffffffff,2.0,0.0,0.0
84b8b37ffffffff,1.0,0.0,0.0
84b8b6dffffffff,1.0,0.0,0.0
84b9111ffffffff,2.0,0.0,0.0
84b9125ffffffff,1.0,0.0,0.0
84b9127ffffffff,20.0,0.0,0.0
84b9145ffffffff,27.0,0.0,0.0
84b914dffffffff,19.0,0.0,0.0
84b9163ffffffff,1.0,0.0,0.0
84b9167ffffffff,1.0,0.0,0.0
84b9169ffffffff,97.0,0.0,0.0
84b916dffffffff,27.0,0.0,0.0
84b9803ffffffff,3.0,0.0,0.0
84b9809ffffffff,11.0,0.0,0.0
84b9841ffffffff,9.0,0.0,0.0
84b9855ffffffff,52.0,0.0,0.0
84b9857ffffffff,6.0,0.0,0.0
84b985dffffffff,2.0,0.0,0.0
84b9861ffffffff,12.0,0.0,0.0
84b9865ffffffff,10.0,0.0,0.0
84b986bffffffff,4.0,0.0,0.0
84b988bffffffff,12.0,0.0,0.0
84b990bffffffff,3.0,0.0,0.0
84b9951ffffffff,2.0,0.0,0.0
84b99c9ffffffff,2.0,0.0,0.0
84b99cbffffffff,4.0,0.0,0.0
84b99e5ffffffff,4.0,0.0,0.0
84b9a05ffffffff,2.0,0.0,0.0
84b9a13ffffffff,44.0,0.0,0.0
84b9a1bffffffff,5.0,0.0,0.0
84b9a31ffffffff,11.0,0.0,0.0
84b9a33ffffffff,6.0,0.0,0.0
84b9a3bffffffff,11.0,0.0,0.0
84b9a4bffffffff,22.0,0.0,0.0
84b9a4dffffffff,3.0,0.0,0.0
84b9a51ffffffff,8.0,0.0,0.0
84b9a59ffffffff,27.0,0.0,0.0
84b9a63ffffffff,5.0,0.0,0.0
84b9a65ffffffff,10.0,0.0,0.0
84b9aa1ffffffff,1.0,0.0,0.0
84b9ab7ffffffff,3.0,0.0,0.0
84b9acbffffffff,10.0,0.0,0.0
84b9ad3ffffffff,2.0,0.0,0.0
84b9ad5ffffffff,10.0,0.0,0.0
84b9b21ffffffff,3.0,0.0,0.0
84b9b23ffffffff,2.0,0.0,0.0
84b9b2bffffffff,3.0,0.0,0.0
84b9b31ffffffff,11.0,0.0,0.0
84b9b33ffffffff,3.0,0.0,0.0
84b9b37ffffffff,2.0,0.0,0.0
84b9b3dffffffff,1.0,0.0,0.0
84b9b4bffffffff,26.0,0.0,0.0
84b9b51ffffffff,4.0,0.0,0.0
84b9b59ffffffff,2.0,0.0,0.0
84be081ffffffff,9.0,0.0,0.0
84be085ffffffff,181.0,0.0,0.0
84be087ffffffff,80.0,0.0,0.0
84be089ffffffff,909.0,0.0,0.0
84be08bffffffff,3.0,0.0,0.0
84be08dffffffff,156.0,0.0,0.0
84be093ffffffff,3.0,0.0,0.0
84be097ffffffff,2.0,0.0,0.0
84be099ffffffff,14.0,0.0,0.0
84be09bffffffff,6.0,0.0,0.0
84be09dffffffff,2.0,0.0,0.0
84be0a1ffffffff,5.0,0.0,0.0
84be0a3ffffffff,103.0,0.0,0.0
84be0a5ffffffff,9.0,0.0,0.0
84be0a7ffffffff,14.0,0.0,0.0
84be0a9ffffffff,8.0,0.0,0.0
84be0abffffffff,4.0,0.0,0.0
84be0adffffffff,115.0,0.0,0.0
84be0b3ffffffff,2.0,0.0,0.0
84be0b5ffffffff,3.0,0.0,0.0
84be0b7ffffffff,8.0,0.0,0.0
84be0b9ffffffff,3.0,0.0,0.0
84be0bdffffffff,216.0,0.0,0.0
84be0c3ffffffff,197.0,0.0,0.0
84be0c7ffffffff,17.0,0.0,0.0
84be0d1ffffffff,2.0,0.0,0.0
84be0d3ffffffff,119.0,0.0,0.0
84be0d5ffffffff,35.0,0.0,0.0
84be0d7ffffffff,10.0,0.0,0.0
84be0d9ffffffff,11.0,0.0,0.0
84be0dbffffffff,7.0,0.0,0.0
84be0ddffffffff,18.0,0.0,0.0
84be0e3ffffffff,76.0,0.0,0.0
84be0e7ffffffff,25.0,0.0,0.0
84be181ffffffff,177.0,0.0,0.0
84be183ffffffff,14.0,0.0,0.0
84be185ffffffff,26.0,0.0,0.0
84be187ffffffff,33.0,0.0,0.0
84be189ffffffff,72.0,0.0,0.0
84be18bffffffff,10.0,0.0,0.0
84be18dffffffff,2.0,0.0,0.0
84be193ffffffff,3.0,0.0,0.0
84be195ffffffff,2.0,0.0,0.0
84be197ffffffff,4.0,0.0,0.0
84be199ffffffff,7.0,0.0,0.0
84be19dffffffff,4.0,0.0,0.0
84be1a1ffffffff,47.0,0.0,0.0
84be1a3ffffffff,24.0,0.0,0.0
84be1a5ffffffff,11.0,0.0,0.0
84be1a7ffffffff,3.0,0.0,0.0
84be1a9ffffffff,38.0,0.0,0.0
84be1abffffffff,7.0,0.0,0.0
84be1b1ffffffff,20.0,0.0,0.0
84be1b3ffffffff,11.0,0.0,0.0
84be1b5ffffffff,2.0,0.0,0.0
84be1b7ffffffff,5.0,0.0,0.0
84be1bbffffffff,8.0,0.0,0.0
84be1bdffffffff,12.0,0.0,0.0
84be1d1ffffffff,32.0,0.0,0.0
84be1d3ffffffff,79.0,0.0,0.0
84be1d5ffffffff,40.0,0.0,0.0
84be1d7ffffffff,11.0,0.0,0.0
84be1dbffffffff,14.0,0.0,0.0
84be293ffffffff,19.0,0.0,0.0
84be297ffffffff,1.0,0.0,0.0
84be29bffffffff,7.0,0.0,0.0
84be2b3ffffffff,2.0,0.0,0.0
84be401ffffffff,64.0,0.0,0.0
84be403ffffffff,2.0,0.0,0.0
84be405ffffffff,21.0,0.0,0.0
84be407ffffffff,1.0,0.0,0.0
84be409ffffffff,41.0,0.0,0.0
84be40bffffffff,14.0,0.0,0.0
84be40dffffffff,20.0,0.0,0.0
84be413ffffffff,1.0,0.0,0.0
84be417ffffffff,2.0,0.0,0.0
84be41dffffffff,8.0,0.0,0.0
84be421ffffffff,34.0,0.0,0.0
84be425ffffffff,3.0,0.0,0.0
84be427ffffffff,5.0,0.0,0.0
84be429ffffffff,57.0,0.0,0.0
84be42bffffffff,1.0,0.0,0.0
84be433ffffffff,2.0,0.0,0.0
84be435ffffffff,4.0,0.0,0.0
84be437ffffffff,1.0,0.0,0.0
84be439ffffffff,8.0,0.0,0.0
84be441ffffffff,89.0,0.0,0.0
84be443ffffffff,60.0,0.0,0.0
84be445ffffffff,190.0,0.0,0.0
84be447ffffffff,32.0,0.0,0.0
84be449ffffffff,25.0,0.0,0.0
84be44bffffffff,5.0,0.0,0.0
84be44dffffffff,61.0,0.0,0.0
84be451ffffffff,14.0,0.0,0.0
84be455ffffffff,55.0,0.0,0.0
84be457ffffffff,265.0,0.0,0.0
84be459ffffffff,9.0,0.0,0.0
84be45bffffffff,2.0,0.0,0.0
84be45dffffffff,75.0,0.0,0.0
84be461ffffffff,15.0,0.0,0.0
84be463ffffffff,51.0,0.0,0.0
84be465ffffffff,4.0,0.0,0.0
84be469ffffffff,92.0,0.0,0.0
84be46bffffffff,29.0,0.0,0.0
84be46dffffffff,3.0,0.0,0.0
84be483ffffffff,2.0,0.0,0.0
84be48bffffffff,5.0,0.0,0.0
84be493ffffffff,27.0,0.0,0.0
84be497ffffffff,64.0,0.0,0.0
84be4a1ffffffff,25.0,0.0,0.0
84be4a3ffffffff,4.0,0.0,0.0
84be4a9ffffffff,8.0,0.0,0.0
84be4adffffffff,5.0,0.0,0.0
84be4b1ffffffff,2.0,0.0,0.0
84be4b3ffffffff,41.0,0.0,0.0
84be4b5ffffffff,55.0,0.0,0.0
84be4b7ffffffff,4.0,0.0,0.0
84be4bbffffffff,2.0,0.0,0.0
84be4bdffffffff,1.0,0.0,0.0
84be4c1ffffffff,1.0,0.0,0.0
84be4c5ffffffff,1.0,0.0,0.0
84be4c9ffffffff,53.0,0.0,0.0
84be4cdffffffff,17.0,0.0,0.0
84be4d1ffffffff,1.0,0.0,0.0
84be4d3ffffffff,4.0,0.0,0.0
84be4d5ffffffff,10.0,0.0,0.0
84be4d7ffffffff,2.0,0.0,0.0
84be4d9ffffffff,2.0,0.0,0.0
84be4ddffffffff,2.0,0.0,0.0
84be4e1ffffffff,11.0,0.0,0.0
84be4e5ffffffff,37.0,0.0,0.0
84be4e9ffffffff,8.0,0.0,0.0
84be4ebffffffff,2.0,0.0,0.0
84be501ffffffff,51.0,0.0,0.0
84be503ffffffff,10.0,0.0,0.0
84be505ffffffff,4.0,0.0,0.0
84be507ffffffff,60.0,0.0,0.0
84be509ffffffff,10.0,0.0,0.0
84be50bffffffff,22.0,0.0,0.0
84be50dffffffff,17.0,0.0,0.0
84be515ffffffff,2.0,0.0,0.0
84be517ffffffff,7.0,0.0,0.0
84be519ffffffff,4.0,0.0,0.0
84be529ffffffff,1.0,0.0,0.0
84be52dffffffff,2.0,0.0,0.0
84be531ffffffff,7.0,0.0,0.0
84be533ffffffff,14.0,0.0,0.0
84be539ffffffff,206.0,0.0,0.0
84be53bffffffff,10.0,0.0,0.0
84be541ffffffff,6.0,0.0,0.0
84be543ffffffff,2.0,0.0,0.0
84be545ffffffff,40.0,0.0,0.0
84be547ffffffff,24.0,0.0,0.0
84be549ffffffff,1.0,0.0,0.0
84be54dffffffff,11.0,0.0,0.0
84be551ffffffff,12.0,0.0,0.0
84be553ffffffff,1.0,0.0,0.0
84be555ffffffff,1.0,0.0,0.0
84be557ffffffff,111.0,0.0,0.0
84be55dffffffff,7.0,0.0,0.0
84be561ffffffff,18.0,0.0,0.0
84be565ffffffff,8.0,0.0,0.0
84be569ffffffff,17.0,0.0,0.0
84be56bffffffff,3.0,0.0,0.0
84be591ffffffff,4.0,0.0,0.0
84be593ffffffff,5.0,0.0,0.0
84be5a7ffffffff,3.0,0.0,0.0
84be5b9ffffffff,4.0,0.0,0.0
84be5d3ffffffff,24.0,0.0,0.0
84be5d5ffffffff,4.0,0.0,0.0
84be5d9ffffffff,2.0,0.0,0.0
84be5dbffffffff,10.0,0.0,0.0
84be605ffffffff,11.0,0.0,0.0
84be607ffffffff,14.0,0.0,0.0
84be60dffffffff,5.0,0.0,0.0
84be613ffffffff,8.0,0.0,0.0
