cell_id,Anarhynchus nivosus,Anarhynchus nivosus nivosus,Anarhynchus nivosus occidentalis
8426e23ffffffff,5.0,0.0,0.0
8426e27ffffffff,2.0,0.0,0.0
8426e2dffffffff,65.0,3.0,0.0
8426e3dffffffff,4.0,2.0,0.0
8426e61ffffffff,2.0,0.0,0.0
8426e67ffffffff,6.0,0.0,0.0
8426e69ffffffff,10.0,0.0,0.0
8426e6dffffffff,1.0,0.0,0.0
8426ecdffffffff,2.0,0.0,0.0
8426f03ffffffff,2.0,0.0,0.0
8426f07ffffffff,2.0,0.0,0.0
8426f15ffffffff,6.0,0.0,0.0
8426f1dffffffff,1.0,0.0,0.0
8426f2dffffffff,22.0,0.0,0.0
8426f33ffffffff,3.0,0.0,0.0
8426f51ffffffff,4.0,0.0,0.0
842719dffffffff,2.0,0.0,0.0
84274dbffffffff,13.0,0.0,0.0
84274edffffffff,2.0,0.0,0.0
84275d3ffffffff,11.0,0.0,0.0
8427861ffffffff,2.0,0.0,0.0
8427a2dffffffff,2.0,0.0,0.0
8428023ffffffff,26.0,0.0,0.0
842802bffffffff,1.0,0.0,0.0
8428069ffffffff,2.0,2.0,0.0
842813bffffffff,6.0,0.0,0.0
8428195ffffffff,2.0,0.0,0.0
842819dffffffff,5.0,0.0,0.0
84281b3ffffffff,7.0,0.0,0.0
84281b9ffffffff,2.0,0.0,0.0
84281bbffffffff,18.0,0.0,0.0
84281cbffffffff,33.0,0.0,0.0
84281ebffffffff,6.0,0.0,0.0
84281edffffffff,2.0,0.0,0.0
8428301ffffffff,35.0,0.0,0.0
8428305ffffffff,15.0,0.0,0.0
8428309ffffffff,80.0,0.0,0.0
842830bffffffff,17.0,3.0,0.0
842830dffffffff,22.0,0.0,0.0
842831dffffffff,14.0,1.0,0.0
842832bffffffff,71.0,0.0,0.0
8428331ffffffff,1.0,0.0,0.0
8428337ffffffff,9.0,0.0,0.0
842833bffffffff,2.0,0.0,0.0
842833dffffffff,2.0,0.0,0.0
8428341ffffffff,29.0,0.0,0.0
8428343ffffffff,32.0,0.0,0.0
8428347ffffffff,65.0,0.0,0.0
8428349ffffffff,1.0,0.0,0.0
842834dffffffff,55.0,6.0,0.0
8428355ffffffff,4.0,0.0,0.0
8428363ffffffff,7.0,0.0,0.0
8428367ffffffff,9.0,0.0,0.0
8428369ffffffff,12.0,0.0,0.0
842836dffffffff,3.0,0.0,0.0
8428813ffffffff,1.0,0.0,0.0
8428841ffffffff,12.0,0.0,0.0
8428843ffffffff,9.0,0.0,0.0
842884bffffffff,24.0,0.0,0.0
842884dffffffff,20.0,0.0,0.0
8428889ffffffff,24.0,0.0,0.0
8428a11ffffffff,2.0,0.0,0.0
8428a17ffffffff,18.0,0.0,0.0
8428a83ffffffff,3.0,0.0,0.0
8428a8dffffffff,5.0,0.0,0.0
8428a91ffffffff,2.0,0.0,0.0
8428a95ffffffff,16.0,0.0,0.0
8428addffffffff,11.0,0.0,0.0
8428ae1ffffffff,3.0,0.0,0.0
8428aebffffffff,3.0,0.0,0.0
8428b2bffffffff,2.0,0.0,0.0
8428b61ffffffff,6.0,0.0,0.0
8428b69ffffffff,23.0,0.0,0.0
8428b6bffffffff,7.0,0.0,0.0
8428c23ffffffff,6.0,0.0,0.0
8428c29ffffffff,1.0,0.0,0.0
8428c61ffffffff,88.0,0.0,0.0
8428c63ffffffff,10.0,0.0,0.0
8428c69ffffffff,4.0,0.0,0.0
8428d19ffffffff,5.0,0.0,0.0
8428d55ffffffff,17.0,0.0,0.0
8428d5dffffffff,7.0,0.0,0.0
8428d9dffffffff,10.0,0.0,0.0
8428dc9ffffffff,14.0,0.0,0.0
8428dd1ffffffff,8.0,0.0,0.0
8428de9ffffffff,11.0,0.0,0.0
8428f11ffffffff,5.0,0.0,0.0
8428f17ffffffff,26.0,0.0,0.0
8428f19ffffffff,16.0,0.0,0.0
8428f57ffffffff,16.0,0.0,0.0
8428f59ffffffff,191.0,0.0,0.0
8429121ffffffff,1.0,0.0,0.0
8429123ffffffff,3.0,0.0,0.0
8429125ffffffff,2.0,0.0,0.0
8429127ffffffff,3.0,0.0,0.0
8429137ffffffff,2.0,2.0,0.0
8429167ffffffff,2.0,0.0,0.0
84291a7ffffffff,1.0,0.0,0.0
8429809ffffffff,2.0,0.0,0.0
8429849ffffffff,3.0,0.0,0.0
8429857ffffffff,2.0,0.0,0.0
8429865ffffffff,1.0,0.0,0.0
8429869ffffffff,2.0,0.0,0.0
8429897ffffffff,2.0,0.0,0.0
8429899ffffffff,7.0,0.0,0.0
84298bdffffffff,3.0,0.0,0.0
84298c3ffffffff,12.0,0.0,0.0
84298c9ffffffff,1.0,0.0,0.0
84298d7ffffffff,2.0,0.0,0.0
84298e9ffffffff,1.0,0.0,0.0
8429909ffffffff,3.0,0.0,0.0
8429957ffffffff,12.0,0.0,0.0
8429a01ffffffff,12.0,0.0,0.0
8429a09ffffffff,30.0,0.0,0.0
8429a17ffffffff,13.0,1.0,0.0
8429a19ffffffff,11.0,0.0,0.0
8429a1dffffffff,1.0,0.0,0.0
8429a31ffffffff,43.0,0.0,0.0
8429a3bffffffff,6.0,0.0,0.0
8429a41ffffffff,4.0,0.0,0.0
8429a4dffffffff,27.0,0.0,0.0
8429a55ffffffff,18.0,0.0,0.0
8429a57ffffffff,23.0,0.0,0.0
8429a59ffffffff,7.0,4.0,0.0
8429a61ffffffff,13.0,2.0,0.0
8429a6dffffffff,15.0,0.0,0.0
8429a81ffffffff,2.0,0.0,0.0
8429a85ffffffff,4.0,0.0,0.0
8429a89ffffffff,36.0,0.0,0.0
8429a8dffffffff,6.0,0.0,0.0
8429aadffffffff,8.0,0.0,0.0
8429ab9ffffffff,9.0,0.0,0.0
8429abbffffffff,1.0,0.0,0.0
8429ac7ffffffff,2.0,0.0,0.0
8429ac9ffffffff,2.0,2.0,0.0
8429ad1ffffffff,8.0,0.0,0.0
8429ad3ffffffff,16.0,0.0,0.0
8429addffffffff,1.0,1.0,0.0
8429ae3ffffffff,4.0,0.0,0.0
8429b03ffffffff,12.0,0.0,0.0
8429b0bffffffff,24.0,0.0,0.0
8429b1dffffffff,3.0,0.0,0.0
8429b29ffffffff,7.0,0.0,0.0
8429b43ffffffff,2.0,0.0,0.0
8429b55ffffffff,19.0,0.0,0.0
8429b5dffffffff,11.0,0.0,0.0
8429b6dffffffff,22.0,0.0,0.0
842a311ffffffff,2.0,0.0,0.0
842aa89ffffffff,17.0,4.0,0.0
842ab27ffffffff,26.0,0.0,0.0
842ab55ffffffff,1.0,0.0,0.0
842ab57ffffffff,8.0,0.0,0.0
842ad03ffffffff,12.0,0.0,0.0
842ad0bffffffff,4.0,0.0,0.0
842ad37ffffffff,1.0,0.0,0.0
842ad55ffffffff,2.0,0.0,0.0
842b0e1ffffffff,2.0,0.0,0.0
842b8a1ffffffff,26.0,0.0,0.0
842b99dffffffff,2.0,0.0,0.0
842b9d7ffffffff,1.0,0.0,0.0
842b9dbffffffff,1.0,0.0,0.0
844412dffffffff,4.0,0.0,0.0
8444131ffffffff,54.0,0.0,0.0
8444133ffffffff,43.0,0.0,0.0
844413dffffffff,14.0,0.0,0.0
8444165ffffffff,3.0,0.0,0.0
84441a3ffffffff,1.0,0.0,0.0
84441abffffffff,48.0,3.0,0.0
84441b5ffffffff,2.0,0.0,0.0
84441b7ffffffff,1.0,0.0,0.0
84441e1ffffffff,315.0,5.0,0.0
84441e3ffffffff,46.0,0.0,0.0
84441e7ffffffff,16.0,2.0,0.0
84441edffffffff,3.0,0.0,0.0
8444249ffffffff,2.0,0.0,0.0
844444bffffffff,4.0,0.0,0.0
8444459ffffffff,1.0,0.0,0.0
84444a5ffffffff,11.0,0.0,0.0
8444509ffffffff,12.0,0.0,0.0
844450dffffffff,21.0,0.0,0.0
8444543ffffffff,1.0,0.0,0.0
8444551ffffffff,1.0,0.0,0.0
8444555ffffffff,7.0,0.0,0.0
844455dffffffff,10.0,0.0,0.0
8444563ffffffff,13.0,0.0,0.0
8444567ffffffff,6.0,0.0,0.0
8444633ffffffff,107.0,0.0,0.0
844468bffffffff,1.0,0.0,0.0
84446c1ffffffff,17.0,0.0,0.0
84446c5ffffffff,5.0,0.0,0.0
84446cdffffffff,15.0,0.0,0.0
84446d3ffffffff,18.0,0.0,0.0
84446d7ffffffff,2.0,0.0,0.0
84446edffffffff,24.0,0.0,0.0
8444711ffffffff,5.0,0.0,0.0
8444715ffffffff,8.0,0.0,0.0
8444731ffffffff,8.0,0.0,0.0
844473bffffffff,5.0,0.0,0.0
844473dffffffff,2.0,0.0,0.0
8444843ffffffff,2.0,0.0,0.0
8444a11ffffffff,17.0,0.0,0.0
8444a5bffffffff,10.0,0.0,0.0
8444ab9ffffffff,3.0,0.0,0.0
8444d5dffffffff,23.0,0.0,0.0
8444e41ffffffff,3.0,0.0,0.0
8444e43ffffffff,23.0,0.0,0.0
8444e47ffffffff,17.0,0.0,0.0
8444e55ffffffff,11.0,0.0,0.0
8444e6bffffffff,14.0,0.0,0.0
8444f05ffffffff,4.0,0.0,0.0
8444f07ffffffff,19.0,0.0,0.0
8444f35ffffffff,2.0,0.0,0.0
8444f37ffffffff,1.0,0.0,0.0
8444f3dffffffff,83.0,1.0,0.0
8445011ffffffff,2.0,0.0,0.0
8445019ffffffff,2.0,0.0,0.0
844505bffffffff,43.0,0.0,0.0
844509bffffffff,1.0,0.0,0.0
84450b1ffffffff,4.0,1.0,0.0
8445207ffffffff,2.0,0.0,0.0
8445225ffffffff,20.0,0.0,0.0
84456dbffffffff,3.0,0.0,0.0
8445721ffffffff,1.0,1.0,0.0
8445883ffffffff,1.0,0.0,0.0
8445887ffffffff,1.0,0.0,0.0
84458c7ffffffff,2.0,0.0,0.0
8445981ffffffff,12.0,0.0,0.0
8445989ffffffff,1.0,0.0,0.0
844598dffffffff,5.0,0.0,0.0
8448101ffffffff,8.0,0.0,0.0
8448165ffffffff,2.0,0.0,0.0
844816bffffffff,2.0,0.0,0.0
84481b1ffffffff,2.0,0.0,0.0
8448233ffffffff,2.0,0.0,0.0
84482adffffffff,4.0,0.0,0.0
8448435ffffffff,5.0,0.0,0.0
8448437ffffffff,9.0,0.0,0.0
84484a5ffffffff,61.0,0.0,0.0
8448569ffffffff,11.0,7.0,0.0
844856bffffffff,2.0,2.0,0.0
8448585ffffffff,3.0,3.0,0.0
84485a3ffffffff,14.0,0.0,0.0
84485a7ffffffff,25.0,0.0,0.0
84485b7ffffffff,15.0,0.0,0.0
84485b9ffffffff,8.0,0.0,0.0
84485bdffffffff,4.0,0.0,0.0
84485d9ffffffff,19.0,0.0,0.0
84485e7ffffffff,7.0,0.0,0.0
8448733ffffffff,3.0,0.0,0.0
8448739ffffffff,1.0,0.0,0.0
844880dffffffff,2.0,0.0,0.0
8448825ffffffff,2.0,0.0,0.0
8448827ffffffff,1.0,0.0,0.0
8448891ffffffff,4.0,0.0,0.0
84488a7ffffffff,8.0,0.0,0.0
84488b1ffffffff,7.0,0.0,0.0
84488b7ffffffff,4.0,0.0,0.0
84488e9ffffffff,9.0,0.0,0.0
8448903ffffffff,3.0,0.0,0.0
8448907ffffffff,12.0,0.0,0.0
8448923ffffffff,1.0,0.0,0.0
844892bffffffff,11.0,0.0,0.0
8448939ffffffff,2.0,0.0,0.0
8448951ffffffff,5.0,0.0,0.0
8448955ffffffff,23.0,0.0,0.0
8448957ffffffff,2.0,0.0,0.0
8448959ffffffff,3.0,0.0,0.0
844895dffffffff,6.0,0.0,0.0
8448981ffffffff,3.0,0.0,0.0
844898dffffffff,10.0,0.0,0.0
84489c1ffffffff,26.0,0.0,0.0
84489cdffffffff,1.0,0.0,0.0
84489e3ffffffff,54.0,0.0,0.0
8448b13ffffffff,78.0,0.0,0.0
8448b19ffffffff,8.0,0.0,0.0
8448b23ffffffff,41.0,0.0,0.0
8448b2bffffffff,19.0,0.0,0.0
8448b31ffffffff,356.0,0.0,0.0
8448b35ffffffff,1.0,0.0,0.0
8448b39ffffffff,19.0,0.0,0.0
8448b3bffffffff,6.0,0.0,0.0
8448b3dffffffff,2.0,0.0,0.0
8448c2dffffffff,1.0,0.0,0.0
8448c3dffffffff,1.0,0.0,0.0
8448c57ffffffff,1.0,0.0,0.0
8448c63ffffffff,1.0,0.0,0.0
8448c89ffffffff,8.0,2.0,0.0
8448cd3ffffffff,7.0,0.0,0.0
8448d03ffffffff,7.0,0.0,0.0
8448d09ffffffff,62.0,0.0,0.0
8448d0dffffffff,4.0,0.0,0.0
8448d23ffffffff,1.0,0.0,0.0
8448d27ffffffff,1.0,0.0,0.0
8448d35ffffffff,7.0,0.0,0.0
8448d41ffffffff,1.0,0.0,0.0
8448d8dffffffff,2.0,0.0,0.0
8448da1ffffffff,12.0,0.0,0.0
8448da7ffffffff,1.0,0.0,0.0
8448e81ffffffff,10.0,0.0,0.0
8448e83ffffffff,6.0,0.0,0.0
8448e93ffffffff,12.0,0.0,0.0
8448e95ffffffff,16.0,0.0,0.0
8448e97ffffffff,1.0,0.0,0.0
8448e99ffffffff,11.0,0.0,0.0
8448e9bffffffff,15.0,0.0,0.0
8448ebbffffffff,4.0,0.0,0.0
8448ee1ffffffff,3.0,0.0,0.0
8448ee5ffffffff,4.0,0.0,0.0
8448ee7ffffffff,165.0,0.0,0.0
8448f25ffffffff,5.0,0.0,0.0
8448f37ffffffff,4.0,0.0,0.0
8448f3dffffffff,2.0,0.0,0.0
8449801ffffffff,4.0,0.0,0.0
8449803ffffffff,4.0,0.0,0.0
8449823ffffffff,3.0,0.0,0.0
8449947ffffffff,1.0,0.0,0.0
8449951ffffffff,7.0,0.0,0.0
8449959ffffffff,1.0,0.0,0.0
8449965ffffffff,15.0,0.0,0.0
8449a8dffffffff,2.0,0.0,0.0
8449abdffffffff,12.0,5.0,0.0
844c837ffffffff,1.0,0.0,0.0
844c883ffffffff,4.0,0.0,0.0
844c8b9ffffffff,2.0,0.0,0.0
844c989ffffffff,2.0,0.0,0.0
844caa3ffffffff,2.0,0.0,0.0
844cc0bffffffff,27.0,0.0,0.0
844cc5dffffffff,4.0,0.0,0.0
844cd0dffffffff,5.0,0.0,0.0
844cd25ffffffff,1.0,1.0,0.0
844ce8bffffffff,2.0,0.0,0.0
844ceadffffffff,7.0,0.0,0.0
845e5cbffffffff,12.0,2.0,0.0
845f49bffffffff,1.0,0.0,0.0
845f4b3ffffffff,20.0,0.0,0.0
8466067ffffffff,1.0,0.0,0.0
846620bffffffff,11.0,0.0,0.0
8466a57ffffffff,26.0,0.0,0.0
8466a5bffffffff,3.0,0.0,0.0
8466b45ffffffff,2.0,0.0,0.0
846740dffffffff,3.0,0.0,0.0
846743dffffffff,2.0,0.0,0.0
8467447ffffffff,13.0,0.0,0.0
846745bffffffff,1.0,0.0,0.0
8467461ffffffff,2.0,0.0,0.0
846746bffffffff,32.0,0.0,0.0
8467523ffffffff,10.0,0.0,0.0
846752dffffffff,18.0,0.0,0.0
8467553ffffffff,10.0,0.0,0.0
8467557ffffffff,2.0,2.0,0.0
8467559ffffffff,16.0,0.0,0.0
846769bffffffff,2.0,2.0,0.0
846d043ffffffff,1.0,0.0,0.0
846d069ffffffff,12.0,0.0,0.0
846d143ffffffff,2.0,0.0,0.0
846d247ffffffff,1.0,0.0,0.0
846d2b1ffffffff,11.0,0.0,0.0
846d2b3ffffffff,22.0,0.0,0.0
846d313ffffffff,2.0,0.0,0.0
846d335ffffffff,4.0,0.0,0.0
846d613ffffffff,4.0,0.0,0.0
846d639ffffffff,17.0,0.0,0.0
846d663ffffffff,12.0,0.0,0.0
846d697ffffffff,44.0,0.0,0.0
846d745ffffffff,2.0,0.0,0.0
846d747ffffffff,2.0,0.0,0.0
846d75bffffffff,3.0,0.0,0.0
846d75dffffffff,4.0,0.0,0.0
846d769ffffffff,28.0,0.0,0.0
846d76dffffffff,2.0,0.0,0.0
848e45dffffffff,17.0,0.0,4.0
848e759ffffffff,7.0,0.0,0.0
848f505ffffffff,3.0,0.0,3.0
84b2007ffffffff,1.0,0.0,0.0
84b2031ffffffff,5.0,0.0,0.0
84b2037ffffffff,4.0,0.0,0.0
84b2039ffffffff,20.0,0.0,0.0
84b2191ffffffff,1.0,0.0,0.0
84b21d7ffffffff,22.0,0.0,0.0
84b21ddffffffff,3.0,0.0,0.0
84b2c0dffffffff,27.0,0.0,0.0
84b2c2bffffffff,12.0,0.0,0.0
84b2c35ffffffff,4.0,0.0,0.0
84b2c41ffffffff,9.0,0.0,0.0
84b2c47ffffffff,7.0,0.0,0.0
84b2c49ffffffff,33.0,0.0,0.0
84b2c4dffffffff,2.0,0.0,0.0
84b2da3ffffffff,5.0,0.0,0.0
84b2e21ffffffff,1.0,0.0,1.0
84b2e27ffffffff,94.0,0.0,0.0
84b2e2dffffffff,48.0,0.0,0.0
84b3045ffffffff,5.0,0.0,0.0
84b31d9ffffffff,1.0,0.0,0.0
84b31dbffffffff,2.0,0.0,0.0
84b3303ffffffff,1.0,0.0,0.0
84ce881ffffffff,2.0,0.0,0.0
84ce895ffffffff,21.0,0.0,0.0
84ce8b7ffffffff,1.0,0.0,0.0
84ce8c1ffffffff,3.0,0.0,0.0
84ce8c3ffffffff,3.0,0.0,0.0
84ce8cbffffffff,1.0,0.0,0.0
84cea89ffffffff,1.0,0.0,0.0
