cell_id,Progne tapera,Progne tapera tapera,Progne tapera fusca
832a15fffffffff,1.0,0.0,0.0
832a33fffffffff,5.0,0.0,3.0
832aadfffffffff,10.0,0.0,0.0
834505fffffffff,2.0,0.0,0.0
83450afffffffff,2.0,0.0,0.0
835f0efffffffff,2.0,0.0,0.0
835f29fffffffff,2.0,0.0,0.0
836603fffffffff,2.0,0.0,0.0
836606fffffffff,7.0,0.0,0.0
836608fffffffff,2.0,0.0,0.0
83660bfffffffff,6.0,0.0,0.0
83660efffffffff,4.0,0.0,0.0
836610fffffffff,16.0,0.0,0.0
836611fffffffff,7.0,0.0,0.0
836613fffffffff,7.0,0.0,3.0
836616fffffffff,52.0,0.0,0.0
836619fffffffff,2.0,2.0,0.0
83661bfffffffff,2.0,0.0,0.0
83661cfffffffff,9.0,0.0,0.0
83661efffffffff,7.0,0.0,0.0
836621fffffffff,2.0,0.0,0.0
836622fffffffff,31.0,4.0,10.0
836629fffffffff,1.0,1.0,0.0
836641fffffffff,3.0,3.0,0.0
836663fffffffff,2.0,0.0,0.0
8366a5fffffffff,7.0,0.0,0.0
8366b0fffffffff,3.0,0.0,0.0
8366d0fffffffff,2.0,2.0,0.0
8366d3fffffffff,20.0,0.0,7.0
8366d5fffffffff,4.0,0.0,0.0
8366dcfffffffff,3.0,0.0,0.0
8366defffffffff,6.0,0.0,1.0
8366e6fffffffff,2.0,0.0,0.0
8366f0fffffffff,5.0,0.0,0.0
836741fffffffff,1.0,0.0,0.0
836743fffffffff,6.0,0.0,1.0
836746fffffffff,7.0,0.0,2.0
83674afffffffff,1.0,0.0,0.0
83674cfffffffff,3.0,0.0,0.0
83674efffffffff,1.0,0.0,0.0
83675afffffffff,1.0,1.0,0.0
83675cfffffffff,5.0,0.0,0.0
836773fffffffff,13.0,0.0,0.0
836780fffffffff,2.0,0.0,0.0
836783fffffffff,7.0,0.0,0.0
836d76fffffffff,2.0,0.0,0.0
838a00fffffffff,2.0,0.0,2.0
838a45fffffffff,3.0,0.0,0.0
838a8cfffffffff,6.0,0.0,0.0
838aabfffffffff,9.0,0.0,0.0
838adafffffffff,2.0,0.0,0.0
838af0fffffffff,3.0,2.0,1.0
838af6fffffffff,5.0,1.0,4.0
838b0efffffffff,2.0,0.0,0.0
838b2cfffffffff,1.0,0.0,0.0
838b61fffffffff,8.0,2.0,0.0
838b71fffffffff,2.0,0.0,0.0
838e45fffffffff,2.0,2.0,0.0
838e62fffffffff,3.0,0.0,0.0
838e75fffffffff,1.0,0.0,0.0
838f0dfffffffff,2.0,0.0,0.0
838f29fffffffff,11.0,0.0,0.0
838f50fffffffff,2.0,0.0,0.0
838f5efffffffff,2.0,0.0,0.0
838f61fffffffff,1.0,0.0,0.0
83a812fffffffff,2.0,0.0,0.0
83a813fffffffff,1.0,0.0,1.0
83a81efffffffff,6.0,0.0,0.0
83a825fffffffff,1.0,0.0,0.0
83a8a9fffffffff,3.0,0.0,3.0
83a91bfffffffff,2.0,0.0,0.0
83a91dfffffffff,2.0,0.0,0.0
83a92efffffffff,2.0,0.0,0.0
83a941fffffffff,44.0,0.0,0.0
83a944fffffffff,5.0,0.0,0.0
83a945fffffffff,6.0,0.0,0.0
83a946fffffffff,5.0,0.0,0.0
83a94cfffffffff,3.0,0.0,0.0
83a94efffffffff,1.0,0.0,0.0
83a955fffffffff,6.0,0.0,2.0
83a960fffffffff,3.0,0.0,0.0
83a961fffffffff,72.0,0.0,0.0
83a962fffffffff,12.0,0.0,0.0
83a963fffffffff,3.0,0.0,0.0
83a965fffffffff,22.0,0.0,0.0
83a96afffffffff,16.0,0.0,0.0
83a96cfffffffff,21.0,0.0,0.0
83a96efffffffff,12.0,0.0,0.0
83a971fffffffff,2.0,0.0,0.0
83a975fffffffff,6.0,0.0,2.0
83b201fffffffff,4.0,0.0,0.0
83b224fffffffff,5.0,0.0,0.0
83b241fffffffff,1.0,0.0,1.0
83b243fffffffff,4.0,0.0,0.0
83b248fffffffff,6.0,0.0,0.0
83b249fffffffff,46.0,0.0,0.0
83b24bfffffffff,9.0,0.0,0.0
83b24dfffffffff,497.0,0.0,0.0
83b251fffffffff,2.0,0.0,0.0
83b25cfffffffff,3.0,0.0,1.0
83b268fffffffff,29.0,0.0,0.0
83b269fffffffff,52.0,0.0,0.0
83b26afffffffff,4.0,0.0,0.0
83b26bfffffffff,95.0,0.0,0.0
83b26dfffffffff,44.0,0.0,0.0
83b26efffffffff,2.0,0.0,0.0
83b2ecfffffffff,1.0,0.0,0.0
83b304fffffffff,1.0,0.0,0.0
83b30efffffffff,3.0,0.0,0.0
83b342fffffffff,14.0,0.0,0.0
83b344fffffffff,4.0,0.0,0.0
83b351fffffffff,2.0,0.0,0.0
83b35cfffffffff,5.0,0.0,0.0
83c205fffffffff,4.0,0.0,4.0
83c21bfffffffff,12.0,0.0,12.0
83c221fffffffff,3.0,0.0,0.0
83c22efffffffff,7.0,0.0,7.0
83c2c5fffffffff,10.0,0.0,8.0
83c2c6fffffffff,7.0,0.0,0.0
83c2c9fffffffff,159.0,0.0,0.0
83c2cdfffffffff,153.0,0.0,0.0
83c2d5fffffffff,1.0,0.0,0.0
83c2e0fffffffff,20.0,0.0,4.0
83c2e2fffffffff,23.0,0.0,7.0
83c2e3fffffffff,11.0,0.0,3.0
83c2e4fffffffff,2.0,0.0,2.0
83c2e9fffffffff,11.0,0.0,0.0
83c2ebfffffffff,24.0,0.0,0.0
83c2f1fffffffff,1.0,0.0,0.0
83c2f3fffffffff,3.0,0.0,0.0
83c320fffffffff,5.0,0.0,0.0
83c321fffffffff,34.0,0.0,0.0
83c329fffffffff,3.0,0.0,0.0
83c32efffffffff,21.0,0.0,0.0
83c350fffffffff,2.0,0.0,0.0
83c356fffffffff,1.0,0.0,0.0
83c370fffffffff,5.0,0.0,0.0
83ce96fffffffff,7.0,0.0,0.0
83cf94fffffffff,2.0,0.0,0.0
