cell_id,Passerella iliaca,Passerella iliaca [unalaschcensis Group],Passerella iliaca [megarhyncha Group],Passerella iliaca [schistacea Group],Passerella iliaca iliaca/zaboria,Passerella iliaca [unalaschcensis Group] x zaboria
832636fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
832640fffffffff,10.0,0.0,0.0,0.0,1.0,0.0
832642fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832643fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832644fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832646fffffffff,18.0,0.0,0.0,0.0,6.0,0.0
832648fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832649fffffffff,6.0,0.0,0.0,0.0,1.0,0.0
83264afffffffff,23.0,0.0,0.0,0.0,1.0,0.0
83264bfffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83264cfffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83264dfffffffff,44.0,0.0,0.0,0.0,20.0,0.0
83264efffffffff,35.0,0.0,0.0,0.0,0.0,0.0
832651fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832653fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832654fffffffff,6.0,0.0,0.0,0.0,2.0,0.0
832655fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
832659fffffffff,26.0,0.0,0.0,0.0,16.0,0.0
83265afffffffff,4.0,0.0,0.0,0.0,2.0,0.0
83265bfffffffff,16.0,0.0,0.0,0.0,7.0,0.0
83265cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83265dfffffffff,5.0,0.0,0.0,0.0,3.0,0.0
83265efffffffff,4.0,0.0,0.0,0.0,2.0,0.0
832660fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
832661fffffffff,5.0,0.0,0.0,0.0,5.0,0.0
832662fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832664fffffffff,63.0,0.0,0.0,0.0,20.0,0.0
832665fffffffff,3.0,0.0,0.0,0.0,2.0,0.0
832668fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83266afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83266bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83266cfffffffff,18.0,0.0,0.0,0.0,9.0,0.0
83266dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832672fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832673fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832675fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832676fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,23.0,0.0,0.0,10.0,2.0,0.0
832681fffffffff,238.0,43.0,0.0,27.0,78.0,0.0
832683fffffffff,29.0,0.0,0.0,2.0,0.0,0.0
832684fffffffff,9.0,0.0,0.0,2.0,0.0,0.0
832685fffffffff,16.0,0.0,0.0,3.0,3.0,0.0
832688fffffffff,42.0,0.0,0.0,3.0,25.0,0.0
832689fffffffff,6.0,0.0,0.0,0.0,4.0,0.0
83268bfffffffff,21.0,0.0,0.0,4.0,0.0,0.0
83268cfffffffff,65.0,0.0,0.0,1.0,27.0,0.0
83268dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83268efffffffff,10.0,0.0,0.0,3.0,0.0,0.0
832690fffffffff,8.0,0.0,0.0,3.0,0.0,0.0
832692fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832694fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832695fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832696fffffffff,199.0,0.0,0.0,155.0,1.0,0.0
832698fffffffff,59.0,0.0,0.0,50.0,1.0,0.0
832699fffffffff,14.0,0.0,0.0,7.0,3.0,0.0
83269bfffffffff,3.0,0.0,0.0,0.0,3.0,0.0
83269cfffffffff,37.0,0.0,0.0,18.0,0.0,0.0
83269dfffffffff,34.0,0.0,0.0,20.0,0.0,0.0
83269efffffffff,10.0,0.0,0.0,5.0,0.0,0.0
8326a8fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8326aafffffffff,43.0,0.0,0.0,3.0,31.0,0.0
8326abfffffffff,6.0,0.0,0.0,2.0,1.0,0.0
8326aefffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326b1fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8326b4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326b6fffffffff,18.0,0.0,0.0,9.0,0.0,0.0
8326c1fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8326c2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326c4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326c6fffffffff,3.0,0.0,0.0,0.0,1.0,0.0
8326c8fffffffff,7.0,0.0,0.0,0.0,3.0,0.0
8326cafffffffff,3.0,0.0,0.0,0.0,2.0,0.0
8326cbfffffffff,10.0,0.0,0.0,0.0,3.0,0.0
8326cefffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326d0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326d1fffffffff,17.0,0.0,0.0,0.0,8.0,0.0
8326d2fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326d3fffffffff,5.0,0.0,0.0,0.0,3.0,0.0
8326d4fffffffff,6.0,0.0,0.0,0.0,5.0,0.0
8326d5fffffffff,6.0,0.0,0.0,0.0,3.0,0.0
8326d6fffffffff,5.0,0.0,0.0,3.0,2.0,0.0
8326d9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326dbfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326dcfffffffff,9.0,0.0,0.0,2.0,2.0,0.0
8326ddfffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326defffffffff,13.0,0.0,0.0,0.0,3.0,0.0
8326e0fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326e2fffffffff,5.0,0.0,0.0,0.0,2.0,0.0
8326e3fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8326e4fffffffff,2.0,0.0,0.0,0.0,1.0,0.0
8326e5fffffffff,7.0,0.0,0.0,0.0,1.0,0.0
8326e6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326e8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326e9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326edfffffffff,3.0,0.0,0.0,0.0,1.0,0.0
8326eefffffffff,12.0,0.0,0.0,0.0,6.0,0.0
8326f0fffffffff,9.0,0.0,0.0,0.0,4.0,0.0
8326f1fffffffff,2.0,0.0,0.0,0.0,1.0,0.0
8326f2fffffffff,4.0,0.0,0.0,0.0,4.0,0.0
8326f6fffffffff,6.0,0.0,0.0,0.0,4.0,0.0
832702fffffffff,17.0,0.0,0.0,0.0,7.0,0.0
832708fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832709fffffffff,92.0,0.0,0.0,0.0,24.0,0.0
83270bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832710fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832711fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832719fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83271afffffffff,1.0,0.0,0.0,0.0,1.0,0.0
83271bfffffffff,2.0,0.0,0.0,0.0,2.0,0.0
83271cfffffffff,51.0,0.0,0.0,0.0,17.0,0.0
832740fffffffff,6.0,0.0,0.0,0.0,2.0,0.0
832741fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832742fffffffff,5.0,0.0,0.0,0.0,2.0,0.0
832743fffffffff,30.0,0.0,0.0,0.0,4.0,0.0
832744fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832746fffffffff,24.0,0.0,0.0,0.0,8.0,0.0
832748fffffffff,87.0,0.0,0.0,0.0,3.0,0.0
832749fffffffff,62.0,0.0,0.0,0.0,13.0,0.0
83274afffffffff,3.0,0.0,0.0,0.0,2.0,0.0
83274bfffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83274cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83274dfffffffff,91.0,0.0,0.0,0.0,2.0,0.0
83274efffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832750fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832751fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832752fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832754fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832755fffffffff,16.0,0.0,0.0,0.0,4.0,0.0
832756fffffffff,14.0,0.0,0.0,0.0,9.0,0.0
832758fffffffff,39.0,0.0,0.0,0.0,14.0,0.0
832759fffffffff,25.0,0.0,0.0,0.0,1.0,0.0
83275afffffffff,10.0,0.0,0.0,0.0,5.0,0.0
83275bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83275cfffffffff,32.0,0.0,0.0,0.0,6.0,0.0
83275dfffffffff,19.0,0.0,0.0,0.0,1.0,0.0
83275efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832763fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832769fffffffff,15.0,0.0,0.0,0.0,3.0,0.0
83276afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83276bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83276dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83276efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832770fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832771fffffffff,5.0,0.0,0.0,0.0,2.0,0.0
832773fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832786fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
83278cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832790fffffffff,13.0,0.0,0.0,3.0,2.0,0.0
832792fffffffff,3.0,0.0,0.0,0.0,2.0,0.0
832796fffffffff,6.0,0.0,0.0,0.0,4.0,0.0
83279afffffffff,4.0,0.0,0.0,4.0,0.0,0.0
8327a0fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8327a6fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8327aafffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8327abfffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8327b2fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
832802fffffffff,28.0,2.0,3.0,2.0,17.0,0.0
832806fffffffff,11.0,0.0,4.0,0.0,1.0,0.0
832810fffffffff,22.0,2.0,6.0,2.0,0.0,0.0
832811fffffffff,19.0,0.0,1.0,2.0,16.0,0.0
832813fffffffff,21.0,4.0,0.0,0.0,0.0,0.0
832814fffffffff,24.0,9.0,3.0,8.0,0.0,0.0
832815fffffffff,138.0,23.0,0.0,3.0,0.0,0.0
832816fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832818fffffffff,45.0,32.0,0.0,0.0,2.0,0.0
832819fffffffff,18.0,18.0,0.0,0.0,0.0,0.0
83281afffffffff,91.0,11.0,47.0,0.0,0.0,0.0
83281bfffffffff,28.0,19.0,0.0,0.0,5.0,0.0
83281cfffffffff,50.0,21.0,3.0,2.0,4.0,0.0
83281dfffffffff,19.0,10.0,0.0,0.0,2.0,0.0
83281efffffffff,140.0,37.0,8.0,4.0,2.0,0.0
832830fffffffff,403.0,84.0,47.0,49.0,35.0,0.0
832831fffffffff,40.0,15.0,10.0,0.0,7.0,0.0
832832fffffffff,137.0,4.0,8.0,114.0,8.0,0.0
832833fffffffff,34.0,1.0,13.0,15.0,0.0,0.0
832834fffffffff,121.0,21.0,20.0,17.0,31.0,0.0
832835fffffffff,190.0,99.0,0.0,53.0,16.0,0.0
832836fffffffff,1190.0,289.0,4.0,24.0,6.0,0.0
832880fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832881fffffffff,39.0,0.0,0.0,33.0,0.0,0.0
832882fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832883fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832884fffffffff,95.0,0.0,0.0,14.0,0.0,0.0
832886fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832888fffffffff,36.0,6.0,0.0,6.0,2.0,0.0
832889fffffffff,23.0,7.0,0.0,4.0,4.0,0.0
83288afffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83288bfffffffff,6.0,3.0,0.0,0.0,0.0,0.0
83288cfffffffff,43.0,3.0,0.0,31.0,6.0,0.0
83288dfffffffff,19.0,13.0,0.0,4.0,2.0,0.0
83288efffffffff,23.0,0.0,0.0,21.0,0.0,0.0
832890fffffffff,6.0,0.0,0.0,4.0,0.0,0.0
832892fffffffff,12.0,0.0,0.0,2.0,1.0,0.0
832893fffffffff,7.0,0.0,0.0,0.0,6.0,0.0
832894fffffffff,6.0,0.0,0.0,2.0,0.0,0.0
832896fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832898fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83289bfffffffff,2.0,0.0,0.0,0.0,2.0,0.0
83289dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83289efffffffff,4.0,0.0,0.0,0.0,2.0,0.0
8328a0fffffffff,3.0,0.0,1.0,2.0,0.0,0.0
8328a1fffffffff,27.0,8.0,0.0,19.0,0.0,0.0
8328a3fffffffff,6.0,0.0,0.0,2.0,0.0,0.0
8328a8fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8328a9fffffffff,102.0,50.0,21.0,1.0,3.0,0.0
8328aafffffffff,8.0,0.0,0.0,6.0,0.0,0.0
8328abfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8328acfffffffff,4.0,0.0,2.0,2.0,0.0,0.0
8328adfffffffff,49.0,26.0,17.0,0.0,3.0,0.0
8328aefffffffff,49.0,15.0,1.0,28.0,2.0,0.0
8328b0fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8328b2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8328b3fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8328b5fffffffff,5.0,0.0,0.0,2.0,0.0,0.0
8328b6fffffffff,12.0,0.0,0.0,1.0,3.0,0.0
8328c0fffffffff,8.0,8.0,0.0,0.0,0.0,0.0
8328c2fffffffff,29.0,25.0,0.0,0.0,0.0,0.0
8328c4fffffffff,6.0,6.0,0.0,0.0,0.0,0.0
8328c6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8328d0fffffffff,7.0,2.0,0.0,1.0,0.0,0.0
8328d1fffffffff,71.0,26.0,0.0,0.0,21.0,0.0
8328d2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328d3fffffffff,46.0,1.0,0.0,33.0,0.0,0.0
8328d4fffffffff,188.0,0.0,0.0,128.0,0.0,0.0
8328d5fffffffff,15.0,7.0,0.0,0.0,5.0,0.0
8328d6fffffffff,18.0,5.0,0.0,0.0,0.0,0.0
8328d8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328dcfffffffff,49.0,20.0,0.0,0.0,4.0,0.0
8328ddfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8328defffffffff,91.0,59.0,0.0,18.0,1.0,0.0
8328f0fffffffff,36.0,9.0,0.0,2.0,9.0,0.0
8328f1fffffffff,28.0,21.0,2.0,0.0,3.0,0.0
8328f2fffffffff,64.0,7.0,32.0,9.0,0.0,0.0
8328f3fffffffff,39.0,12.0,0.0,2.0,0.0,0.0
8328f4fffffffff,47.0,11.0,2.0,1.0,8.0,0.0
8328f5fffffffff,10.0,8.0,0.0,0.0,0.0,0.0
8328f6fffffffff,24.0,12.0,1.0,5.0,1.0,0.0
832912fffffffff,16.0,0.0,5.0,0.0,9.0,0.0
832916fffffffff,3.0,1.0,0.0,1.0,0.0,0.0
83291afffffffff,40.0,15.0,5.0,16.0,2.0,0.0
832980fffffffff,7.0,0.0,0.0,4.0,3.0,0.0
832981fffffffff,5.0,2.0,0.0,3.0,0.0,0.0
832982fffffffff,4.0,0.0,0.0,0.0,4.0,0.0
832984fffffffff,48.0,15.0,1.0,8.0,19.0,0.0
832985fffffffff,18.0,6.0,0.0,4.0,5.0,0.0
832986fffffffff,22.0,8.0,0.0,4.0,10.0,0.0
832988fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
832989fffffffff,30.0,14.0,3.0,7.0,2.0,0.0
83298cfffffffff,97.0,13.0,44.0,9.0,0.0,0.0
83298dfffffffff,25.0,2.0,10.0,7.0,0.0,0.0
83298efffffffff,7.0,2.0,0.0,5.0,0.0,0.0
832990fffffffff,11.0,0.0,0.0,5.0,0.0,0.0
832994fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832995fffffffff,21.0,0.0,0.0,9.0,1.0,0.0
8329a0fffffffff,142.0,31.0,5.0,11.0,6.0,0.0
8329a1fffffffff,80.0,5.0,23.0,15.0,11.0,0.0
8329a2fffffffff,16.0,0.0,0.0,3.0,0.0,0.0
8329a3fffffffff,21.0,5.0,0.0,0.0,0.0,0.0
8329a4fffffffff,206.0,83.0,67.0,54.0,0.0,0.0
8329a5fffffffff,37.0,3.0,4.0,3.0,9.0,0.0
8329a6fffffffff,126.0,41.0,9.0,17.0,2.0,0.0
8329a8fffffffff,10.0,5.0,0.0,5.0,0.0,0.0
8329a9fffffffff,52.0,13.0,21.0,11.0,0.0,0.0
8329aafffffffff,34.0,2.0,25.0,1.0,0.0,0.0
8329abfffffffff,19.0,0.0,1.0,7.0,7.0,0.0
8329acfffffffff,25.0,0.0,1.0,0.0,2.0,0.0
8329adfffffffff,49.0,0.0,17.0,22.0,7.0,0.0
8329aefffffffff,57.0,5.0,37.0,9.0,3.0,0.0
8329b0fffffffff,11.0,0.0,0.0,9.0,0.0,0.0
8329b1fffffffff,18.0,3.0,0.0,0.0,3.0,0.0
8329b2fffffffff,91.0,0.0,0.0,31.0,0.0,0.0
8329b4fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
8329b5fffffffff,11.0,1.0,0.0,0.0,4.0,0.0
8329b6fffffffff,88.0,3.0,0.0,26.0,4.0,0.0
832a06fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
832a10fffffffff,170.0,7.0,0.0,0.0,59.0,0.0
832a12fffffffff,265.0,0.0,0.0,0.0,80.0,0.0
832a13fffffffff,464.0,0.0,0.0,0.0,56.0,0.0
832a14fffffffff,24.0,0.0,0.0,0.0,2.0,0.0
832a15fffffffff,13.0,0.0,0.0,0.0,5.0,0.0
832a16fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832a1afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832a30fffffffff,397.0,3.0,0.0,0.0,140.0,0.0
832a31fffffffff,45.0,3.0,0.0,0.0,33.0,0.0
832a32fffffffff,83.0,0.0,0.0,0.0,42.0,0.0
832a33fffffffff,110.0,0.0,0.0,0.0,63.0,0.0
