cell_id,Passerella iliaca,Passerella iliaca [unalaschcensis Group],Passerella iliaca [megarhyncha Group],Passerella iliaca [schistacea Group],Passerella iliaca iliaca/zaboria,Passerella iliaca [unalaschcensis Group] x zaboria
830c14fffffffff,14.0,0.0,0.0,0.0,8.0,0.0
830c1bfffffffff,1.0,0.0,0.0,0.0,1.0,0.0
830c25fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c41fffffffff,72.0,21.0,0.0,0.0,9.0,0.0
830c42fffffffff,8.0,3.0,0.0,0.0,0.0,0.0
830c44fffffffff,6.0,5.0,0.0,0.0,0.0,0.0
830c46fffffffff,14.0,10.0,0.0,0.0,0.0,0.0
830c50fffffffff,7.0,7.0,0.0,0.0,0.0,0.0
830c51fffffffff,25.0,14.0,0.0,0.0,2.0,0.0
830c52fffffffff,5.0,2.0,0.0,0.0,0.0,0.0
830c5afffffffff,33.0,19.0,0.0,0.0,11.0,0.0
830c62fffffffff,5.0,0.0,0.0,0.0,5.0,0.0
830c66fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
830c69fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
830c70fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
830c71fffffffff,5.0,0.0,0.0,0.0,5.0,0.0
830c73fffffffff,15.0,7.0,0.0,0.0,2.0,0.0
830c74fffffffff,6.0,0.0,0.0,0.0,2.0,0.0
830ca4fffffffff,36.0,22.0,0.0,0.0,10.0,0.0
830cddfffffffff,1.0,1.0,0.0,0.0,0.0,0.0
830cdefffffffff,2.0,2.0,0.0,0.0,0.0,0.0
830cecfffffffff,6.0,6.0,0.0,0.0,0.0,0.0
830ceefffffffff,9.0,9.0,0.0,0.0,0.0,0.0
830d03fffffffff,18.0,0.0,0.0,0.0,13.0,0.0
830d49fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d52fffffffff,5.0,0.0,0.0,0.0,3.0,0.0
830d56fffffffff,3.0,0.0,0.0,0.0,1.0,0.0
830d5efffffffff,2.0,0.0,0.0,0.0,1.0,0.0
830d60fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d72fffffffff,22.0,0.0,0.0,0.0,22.0,0.0
830e36fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e45fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e48fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e53fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830e6afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,37.0,0.0,0.0,0.0,36.0,0.0
830e82fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
830e91fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
830e9efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ec0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ec2fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
830ec5fffffffff,31.0,0.0,0.0,0.0,2.0,0.0
830ecbfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,21.0,0.0,0.0,0.0,2.0,0.0
830ed4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ed5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ee8fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830eebfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830eedfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830eeefffffffff,9.0,0.0,0.0,0.0,0.0,0.0
830ef3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83122efffffffff,2.0,0.0,0.0,0.0,2.0,0.0
831230fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831251fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
831253fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831254fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831259fffffffff,2.0,0.0,0.0,0.0,1.0,0.0
831272fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83128bfffffffff,86.0,49.0,0.0,0.0,4.0,0.0
831298fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8312b0fffffffff,34.0,11.0,0.0,0.0,11.0,0.0
8312b6fffffffff,5.0,2.0,0.0,0.0,0.0,0.0
8312c0fffffffff,9.0,0.0,0.0,2.0,5.0,0.0
8312c1fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8312c2fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8312c3fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8312cafffffffff,7.0,0.0,0.0,1.0,0.0,0.0
8312cbfffffffff,14.0,0.0,0.0,8.0,0.0,0.0
8312ccfffffffff,13.0,0.0,0.0,1.0,3.0,0.0
8312cefffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8312d1fffffffff,8.0,0.0,0.0,2.0,0.0,0.0
8312d3fffffffff,7.0,0.0,0.0,7.0,0.0,0.0
8312d8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312d9fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8312dbfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312dcfffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8312ddfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312e1fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8312eafffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8312ecfffffffff,34.0,0.0,0.0,0.0,3.0,0.0
8312f2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831349fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,12.0,1.0,0.0,0.0,2.0,0.0
831386fffffffff,16.0,0.0,0.0,0.0,14.0,0.0
83138cfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
831390fffffffff,11.0,6.0,0.0,0.0,0.0,0.0
831394fffffffff,13.0,13.0,0.0,0.0,0.0,0.0
831395fffffffff,12.0,9.0,0.0,0.0,0.0,0.0
83139efffffffff,15.0,0.0,0.0,0.0,15.0,0.0
8313a3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8313b5fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
831aa0fffffffff,21.0,0.0,0.0,0.0,9.0,0.0
831aa2fffffffff,18.0,0.0,0.0,0.0,8.0,0.0
831aa3fffffffff,44.0,5.0,0.0,0.0,6.0,0.0
831aa4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831b82fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831b8afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831bb0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831bb5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831d20fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8322d0fffffffff,11.0,8.0,0.0,0.0,0.0,0.0
8322dbfffffffff,16.0,5.0,0.0,0.0,3.0,0.0
832600fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
832601fffffffff,12.0,0.0,0.0,0.0,12.0,0.0
832602fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832603fffffffff,9.0,0.0,0.0,0.0,2.0,0.0
832605fffffffff,10.0,0.0,0.0,0.0,2.0,0.0
832608fffffffff,7.0,0.0,0.0,0.0,7.0,0.0
83260afffffffff,6.0,0.0,0.0,0.0,2.0,0.0
83260bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83260dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83260efffffffff,12.0,0.0,0.0,0.0,10.0,0.0
832618fffffffff,7.0,0.0,0.0,0.0,7.0,0.0
83261bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832621fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832624fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832628fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832629fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,36.0,0.0,0.0,0.0,2.0,0.0
83262dfffffffff,15.0,0.0,0.0,0.0,2.0,0.0
83262efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832631fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832635fffffffff,4.0,0.0,0.0,0.0,4.0,0.0
