cell_id,Zapornia pusilla,Zapornia pusilla intermedia,Zapornia pusilla pusilla,Zapornia pusilla [palustris Group]
8414a8dffffffff,1.0,0.0,0.0,0.0
8414ae1ffffffff,2.0,0.0,0.0,0.0
8414ae5ffffffff,44.0,0.0,0.0,0.0
8414ae9ffffffff,2.0,0.0,0.0,0.0
8415927ffffffff,5.0,0.0,0.0,0.0
841e0e7ffffffff,6.0,0.0,0.0,0.0
841e1c1ffffffff,2.0,0.0,0.0,0.0
841e1cbffffffff,2.0,0.0,0.0,0.0
841eab3ffffffff,1.0,0.0,0.0,0.0
841ed93ffffffff,3.0,0.0,0.0,0.0
841ed9bffffffff,2.0,0.0,0.0,0.0
841ef27ffffffff,3.0,0.0,0.0,0.0
84200e1ffffffff,2.0,0.0,0.0,0.0
84200e3ffffffff,2.0,0.0,0.0,0.0
84209a5ffffffff,8.0,0.0,0.0,0.0
8424003ffffffff,1.0,0.0,0.0,0.0
842400bffffffff,1.0,0.0,0.0,0.0
842405bffffffff,2.0,0.0,0.0,0.0
842428dffffffff,2.0,0.0,0.0,0.0
84242c3ffffffff,1.0,0.0,0.0,0.0
84242c7ffffffff,3.0,0.0,0.0,0.0
8424311ffffffff,2.0,0.0,0.0,0.0
8424313ffffffff,1.0,0.0,0.0,0.0
84244c1ffffffff,3.0,0.0,0.0,0.0
842460dffffffff,6.0,0.0,0.0,0.0
8424661ffffffff,2.0,0.0,0.0,0.0
842466bffffffff,1.0,0.0,0.0,0.0
8425123ffffffff,5.0,0.0,0.0,0.0
8425131ffffffff,3.0,0.0,0.0,0.0
8425409ffffffff,13.0,0.0,3.0,0.0
842c2a3ffffffff,3.0,0.0,0.0,0.0
842c93bffffffff,8.0,0.0,0.0,0.0
842da6bffffffff,1.0,0.0,0.0,0.0
842da81ffffffff,1.0,0.0,0.0,0.0
842db01ffffffff,26.0,0.0,0.0,0.0
842db03ffffffff,6.0,0.0,0.0,0.0
842db05ffffffff,3.0,0.0,0.0,0.0
842db0bffffffff,7.0,0.0,0.0,0.0
842db0dffffffff,2.0,0.0,0.0,0.0
842db11ffffffff,2.0,0.0,0.0,0.0
842db1dffffffff,3.0,0.0,0.0,0.0
842db25ffffffff,2.0,0.0,0.0,0.0
842db2dffffffff,6.0,0.0,0.0,0.0
842db37ffffffff,2.0,0.0,0.0,0.0
842db67ffffffff,3.0,0.0,0.0,0.0
842ecb9ffffffff,2.0,0.0,0.0,0.0
8430305ffffffff,8.0,0.0,1.0,0.0
84309a7ffffffff,3.0,0.0,3.0,0.0
84316c1ffffffff,1.0,0.0,0.0,0.0
843185bffffffff,1.0,0.0,0.0,0.0
8431a85ffffffff,3.0,0.0,0.0,0.0
8431aadffffffff,29.0,0.0,2.0,0.0
8439459ffffffff,4.0,0.0,0.0,0.0
843946dffffffff,2.0,0.0,0.0,0.0
8439541ffffffff,2.0,0.0,0.0,0.0
8439733ffffffff,3.0,0.0,0.0,0.0
843c361ffffffff,1.0,0.0,0.0,0.0
843c5a9ffffffff,5.0,0.0,0.0,0.0
