cell_id,Dendrocincla turdina,Dendrocincla turdina taunayi,Dendrocincla turdina turdina
82a807fffffffff,10.0,0.0,10.0
82a817fffffffff,8.0,0.0,8.0
82a8a7fffffffff,5.0,0.0,5.0
82a8e7fffffffff,3.0,0.0,2.0
82a91ffffffffff,2.0,0.0,0.0
82a957fffffffff,12.0,0.0,12.0
