cell_id,Phoenicurus ochruros,Phoenicurus ochruros gibraltariensis/aterrimus,Phoenicurus ochruros [ochruros Group]
841e025ffffffff,59.0,21.0,0.0
841e027ffffffff,14.0,1.0,0.0
841e029ffffffff,67.0,0.0,0.0
841e02bffffffff,7.0,0.0,0.0
841e02dffffffff,175.0,10.0,0.0
841e031ffffffff,40.0,4.0,0.0
841e033ffffffff,3.0,0.0,0.0
841e035ffffffff,48.0,13.0,0.0
841e037ffffffff,245.0,26.0,0.0
841e039ffffffff,7.0,0.0,0.0
841e03bffffffff,4.0,0.0,0.0
841e03dffffffff,6.0,0.0,0.0
841e041ffffffff,138.0,20.0,0.0
841e043ffffffff,39.0,0.0,0.0
841e045ffffffff,85.0,0.0,0.0
841e047ffffffff,78.0,4.0,0.0
841e049ffffffff,299.0,8.0,0.0
841e04bffffffff,25.0,2.0,0.0
841e04dffffffff,24.0,0.0,0.0
841e051ffffffff,27.0,0.0,0.0
841e053ffffffff,40.0,0.0,0.0
841e055ffffffff,15.0,2.0,0.0
841e057ffffffff,18.0,0.0,0.0
841e059ffffffff,42.0,0.0,0.0
841e05bffffffff,66.0,0.0,0.0
841e05dffffffff,20.0,1.0,0.0
841e061ffffffff,241.0,13.0,0.0
841e063ffffffff,39.0,4.0,0.0
841e065ffffffff,8.0,0.0,0.0
841e067ffffffff,100.0,2.0,0.0
841e069ffffffff,421.0,3.0,0.0
841e06bffffffff,136.0,0.0,0.0
841e06dffffffff,31.0,0.0,0.0
841e085ffffffff,180.0,0.0,0.0
841e089ffffffff,11.0,0.0,0.0
841e08bffffffff,5.0,0.0,0.0
841e08dffffffff,29.0,0.0,0.0
841e09bffffffff,10.0,0.0,0.0
841e09dffffffff,1.0,0.0,0.0
841e0a1ffffffff,9.0,2.0,0.0
841e0a5ffffffff,9.0,2.0,0.0
841e0a9ffffffff,573.0,6.0,0.0
841e0adffffffff,16.0,0.0,0.0
841e0b3ffffffff,5.0,0.0,0.0
841e0b5ffffffff,6.0,0.0,0.0
841e0b7ffffffff,5.0,0.0,0.0
841e0bdffffffff,4.0,0.0,0.0
841e0c1ffffffff,22.0,0.0,0.0
841e0c3ffffffff,126.0,0.0,0.0
841e0c5ffffffff,26.0,1.0,0.0
841e0c7ffffffff,50.0,0.0,0.0
841e0cbffffffff,4.0,0.0,0.0
841e0cdffffffff,1.0,0.0,0.0
841e0d9ffffffff,4.0,0.0,0.0
841e0dbffffffff,6.0,0.0,0.0
841e0ddffffffff,2.0,0.0,0.0
841e0e1ffffffff,26.0,9.0,0.0
841e0e3ffffffff,29.0,3.0,0.0
841e0e5ffffffff,4.0,1.0,0.0
841e0e7ffffffff,151.0,13.0,0.0
841e0e9ffffffff,21.0,0.0,0.0
841e0ebffffffff,46.0,0.0,0.0
841e0edffffffff,61.0,5.0,0.0
841e101ffffffff,2.0,0.0,0.0
841e103ffffffff,11.0,0.0,0.0
841e105ffffffff,6.0,0.0,0.0
841e107ffffffff,9.0,0.0,0.0
841e10bffffffff,63.0,0.0,0.0
841e10dffffffff,2.0,0.0,0.0
841e113ffffffff,15.0,0.0,0.0
841e115ffffffff,9.0,0.0,0.0
841e117ffffffff,9.0,0.0,0.0
841e119ffffffff,4.0,0.0,0.0
841e11dffffffff,19.0,0.0,0.0
841e121ffffffff,125.0,0.0,0.0
841e123ffffffff,77.0,0.0,0.0
841e125ffffffff,69.0,0.0,0.0
841e127ffffffff,11.0,0.0,0.0
841e129ffffffff,120.0,0.0,0.0
841e12bffffffff,53.0,0.0,0.0
841e12dffffffff,14.0,0.0,0.0
841e131ffffffff,48.0,7.0,0.0
841e133ffffffff,6.0,0.0,0.0
841e135ffffffff,39.0,1.0,0.0
841e137ffffffff,17.0,1.0,0.0
841e139ffffffff,15.0,0.0,0.0
841e13bffffffff,23.0,0.0,0.0
841e13dffffffff,27.0,0.0,0.0
841e141ffffffff,21.0,1.0,0.0
841e143ffffffff,5.0,0.0,0.0
841e145ffffffff,26.0,0.0,0.0
841e147ffffffff,4.0,0.0,0.0
841e149ffffffff,27.0,1.0,0.0
841e14bffffffff,1.0,0.0,0.0
841e14dffffffff,6.0,0.0,0.0
841e151ffffffff,29.0,2.0,0.0
841e153ffffffff,26.0,2.0,0.0
841e155ffffffff,10.0,0.0,0.0
841e157ffffffff,9.0,0.0,0.0
841e159ffffffff,2.0,0.0,0.0
841e15bffffffff,37.0,6.0,0.0
841e15dffffffff,2.0,0.0,0.0
841e161ffffffff,13.0,0.0,0.0
841e163ffffffff,15.0,0.0,0.0
841e165ffffffff,6.0,0.0,0.0
841e167ffffffff,79.0,0.0,0.0
841e169ffffffff,11.0,0.0,0.0
841e16bffffffff,1.0,0.0,0.0
841e16dffffffff,38.0,9.0,0.0
841e181ffffffff,1.0,0.0,0.0
841e185ffffffff,14.0,0.0,0.0
841e187ffffffff,3.0,0.0,0.0
841e189ffffffff,4.0,2.0,0.0
841e191ffffffff,1.0,1.0,0.0
841e195ffffffff,4.0,0.0,0.0
841e199ffffffff,2.0,0.0,0.0
841e19bffffffff,1.0,0.0,0.0
841e19dffffffff,42.0,5.0,0.0
841e1a9ffffffff,2.0,0.0,0.0
841e1abffffffff,6.0,0.0,0.0
841e1b1ffffffff,34.0,0.0,0.0
841e1b3ffffffff,337.0,0.0,0.0
841e1b5ffffffff,7.0,0.0,0.0
841e1b7ffffffff,11.0,2.0,0.0
841e1b9ffffffff,18.0,0.0,0.0
841e1bbffffffff,35.0,0.0,0.0
841e1bdffffffff,8.0,0.0,0.0
841e1c1ffffffff,1.0,0.0,0.0
841e1c3ffffffff,9.0,3.0,0.0
841e1c5ffffffff,24.0,0.0,0.0
841e1c9ffffffff,1.0,1.0,0.0
841e1cbffffffff,55.0,1.0,0.0
841e1cdffffffff,10.0,0.0,0.0
841e1d1ffffffff,16.0,0.0,0.0
841e1d5ffffffff,6.0,0.0,0.0
841e1d7ffffffff,27.0,0.0,0.0
841e1d9ffffffff,4.0,0.0,0.0
841e1ddffffffff,68.0,2.0,0.0
841e1e5ffffffff,5.0,0.0,0.0
841e1e7ffffffff,30.0,0.0,0.0
841e1e9ffffffff,2.0,0.0,0.0
841e1edffffffff,3.0,0.0,0.0
841e201ffffffff,7.0,0.0,0.0
841e205ffffffff,22.0,0.0,0.0
841e20dffffffff,3.0,0.0,0.0
841e219ffffffff,3.0,0.0,0.0
841e21bffffffff,2.0,0.0,0.0
841e221ffffffff,32.0,0.0,0.0
841e223ffffffff,7.0,0.0,0.0
841e225ffffffff,216.0,1.0,0.0
841e227ffffffff,11.0,0.0,0.0
841e229ffffffff,2.0,0.0,0.0
841e22dffffffff,84.0,4.0,0.0
841e233ffffffff,10.0,0.0,0.0
841e235ffffffff,7.0,0.0,0.0
841e239ffffffff,7.0,0.0,0.0
841e23dffffffff,70.0,0.0,0.0
841e243ffffffff,2.0,0.0,0.0
841e24bffffffff,27.0,0.0,0.0
841e253ffffffff,5.0,0.0,0.0
841e257ffffffff,7.0,0.0,0.0
841e259ffffffff,1.0,0.0,0.0
841e25bffffffff,2.0,0.0,0.0
841e25dffffffff,3.0,0.0,0.0
841e261ffffffff,2.0,0.0,0.0
841e263ffffffff,1.0,0.0,0.0
841e265ffffffff,37.0,0.0,0.0
841e267ffffffff,8.0,0.0,0.0
841e269ffffffff,6.0,0.0,0.0
841e26dffffffff,1.0,0.0,0.0
841e281ffffffff,3.0,0.0,0.0
841e283ffffffff,10.0,0.0,0.0
841e285ffffffff,6.0,0.0,0.0
841e287ffffffff,4.0,0.0,0.0
841e289ffffffff,1.0,0.0,0.0
841e28dffffffff,5.0,0.0,0.0
841e291ffffffff,5.0,0.0,0.0
841e29bffffffff,2.0,0.0,0.0
841e29dffffffff,1.0,0.0,0.0
841e2a1ffffffff,4.0,0.0,0.0
841e2a3ffffffff,12.0,0.0,0.0
841e2a5ffffffff,16.0,0.0,0.0
841e2a7ffffffff,21.0,0.0,0.0
841e2a9ffffffff,35.0,0.0,0.0
841e2abffffffff,4.0,0.0,0.0
841e2adffffffff,12.0,0.0,0.0
841e2b1ffffffff,10.0,0.0,0.0
841e2b5ffffffff,7.0,0.0,0.0
841e2b7ffffffff,5.0,0.0,0.0
841e2bbffffffff,6.0,0.0,0.0
841e2bdffffffff,15.0,0.0,0.0
841e2c1ffffffff,1.0,0.0,0.0
841e2c5ffffffff,3.0,0.0,0.0
841e2c7ffffffff,2.0,0.0,0.0
841e2d1ffffffff,2.0,0.0,0.0
841e2d3ffffffff,16.0,0.0,0.0
841e2d7ffffffff,3.0,0.0,0.0
841e2e1ffffffff,10.0,0.0,0.0
841e2e3ffffffff,10.0,0.0,0.0
841e2e5ffffffff,154.0,0.0,0.0
841e2e7ffffffff,56.0,0.0,0.0
841e2ebffffffff,3.0,0.0,0.0
841e2edffffffff,7.0,0.0,0.0
841e301ffffffff,109.0,0.0,0.0
841e303ffffffff,15.0,0.0,0.0
841e305ffffffff,36.0,0.0,0.0
841e307ffffffff,752.0,0.0,0.0
841e309ffffffff,36.0,6.0,0.0
841e30bffffffff,91.0,0.0,0.0
841e30dffffffff,81.0,5.0,0.0
841e311ffffffff,4.0,0.0,0.0
841e313ffffffff,7.0,0.0,0.0
841e315ffffffff,3.0,0.0,0.0
841e317ffffffff,8.0,0.0,0.0
841e319ffffffff,21.0,0.0,0.0
841e31bffffffff,10.0,2.0,0.0
841e31dffffffff,5.0,0.0,0.0
841e321ffffffff,15.0,1.0,0.0
841e325ffffffff,9.0,1.0,0.0
841e327ffffffff,9.0,1.0,0.0
841e329ffffffff,15.0,0.0,0.0
841e32bffffffff,97.0,4.0,0.0
841e32dffffffff,6.0,0.0,0.0
841e331ffffffff,2.0,0.0,0.0
841e333ffffffff,16.0,5.0,0.0
841e335ffffffff,4.0,0.0,0.0
841e337ffffffff,4.0,0.0,0.0
841e339ffffffff,95.0,0.0,0.0
841e33bffffffff,3.0,0.0,0.0
841e33dffffffff,14.0,0.0,0.0
841e341ffffffff,48.0,8.0,0.0
841e343ffffffff,53.0,0.0,0.0
841e345ffffffff,23.0,1.0,0.0
841e347ffffffff,31.0,0.0,0.0
841e349ffffffff,40.0,0.0,0.0
841e34bffffffff,71.0,5.0,0.0
841e34dffffffff,13.0,0.0,0.0
841e351ffffffff,147.0,2.0,0.0
841e353ffffffff,26.0,0.0,0.0
841e355ffffffff,365.0,12.0,0.0
841e357ffffffff,89.0,0.0,0.0
841e359ffffffff,61.0,0.0,0.0
841e35bffffffff,105.0,0.0,0.0
841e35dffffffff,40.0,7.0,0.0
841e361ffffffff,5.0,0.0,0.0
841e363ffffffff,20.0,0.0,0.0
841e365ffffffff,27.0,2.0,0.0
841e367ffffffff,9.0,1.0,0.0
841e369ffffffff,3.0,0.0,0.0
841e36bffffffff,42.0,0.0,0.0
841e36dffffffff,5.0,0.0,0.0
841e425ffffffff,5.0,0.0,0.0
841e427ffffffff,13.0,0.0,0.0
841e42dffffffff,4.0,0.0,0.0
841e467ffffffff,3.0,0.0,0.0
841e495ffffffff,2.0,0.0,0.0
841e4a5ffffffff,2.0,0.0,0.0
841e4a9ffffffff,2.0,0.0,0.0
841e4bbffffffff,4.0,0.0,0.0
841e4d3ffffffff,2.0,0.0,0.0
841e4d9ffffffff,4.0,0.0,0.0
841e50dffffffff,10.0,0.0,0.0
841e513ffffffff,7.0,0.0,0.0
841e517ffffffff,4.0,0.0,0.0
841e519ffffffff,6.0,0.0,0.0
841e51bffffffff,25.0,0.0,0.0
841e521ffffffff,3.0,0.0,0.0
841e525ffffffff,11.0,0.0,0.0
841e527ffffffff,38.0,0.0,0.0
841e529ffffffff,9.0,0.0,0.0
841e53dffffffff,1.0,0.0,0.0
841e541ffffffff,3.0,0.0,0.0
841e565ffffffff,1.0,0.0,0.0
841e5a5ffffffff,1.0,0.0,0.0
841e5a9ffffffff,23.0,0.0,0.0
841e5adffffffff,3.0,0.0,0.0
841e5c1ffffffff,2.0,0.0,0.0
841e5c9ffffffff,2.0,0.0,0.0
841e5d9ffffffff,2.0,0.0,0.0
841e5e5ffffffff,6.0,0.0,0.0
841e5e7ffffffff,7.0,0.0,0.0
841e5e9ffffffff,4.0,0.0,0.0
841e5edffffffff,3.0,0.0,0.0
841e607ffffffff,4.0,0.0,0.0
841e621ffffffff,4.0,0.0,0.0
841e631ffffffff,3.0,0.0,0.0
841e639ffffffff,14.0,0.0,0.0
841e63bffffffff,33.0,0.0,0.0
841e64dffffffff,7.0,0.0,0.0
841e659ffffffff,3.0,0.0,0.0
841e65bffffffff,1.0,0.0,0.0
841e66bffffffff,4.0,0.0,0.0
841e697ffffffff,24.0,0.0,0.0
841e6b3ffffffff,6.0,0.0,0.0
841e6bbffffffff,18.0,0.0,0.0
841e6d9ffffffff,28.0,0.0,0.0
841e711ffffffff,3.0,0.0,0.0
841e725ffffffff,1.0,0.0,0.0
841e729ffffffff,2.0,0.0,0.0
841e749ffffffff,5.0,0.0,0.0
841e755ffffffff,2.0,0.0,0.0
841e75dffffffff,3.0,0.0,0.0
841e761ffffffff,4.0,0.0,0.0
841e769ffffffff,11.0,0.0,0.0
841e76bffffffff,1.0,0.0,0.0
841e76dffffffff,9.0,0.0,0.0
841e801ffffffff,12.0,0.0,0.0
841e803ffffffff,9.0,0.0,0.0
841e805ffffffff,196.0,0.0,0.0
841e809ffffffff,6.0,0.0,0.0
841e80bffffffff,15.0,0.0,0.0
841e80dffffffff,2.0,0.0,0.0
841e815ffffffff,1.0,0.0,0.0
841e817ffffffff,9.0,0.0,0.0
841e81dffffffff,4.0,0.0,0.0
841e82bffffffff,31.0,0.0,0.0
841e831ffffffff,6.0,0.0,0.0
841e833ffffffff,26.0,0.0,0.0
841e835ffffffff,24.0,0.0,0.0
841e837ffffffff,5.0,0.0,0.0
841e83bffffffff,10.0,0.0,0.0
841e83dffffffff,12.0,0.0,0.0
841e841ffffffff,4.0,0.0,0.0
841e843ffffffff,10.0,0.0,0.0
841e845ffffffff,4.0,0.0,0.0
841e847ffffffff,7.0,0.0,0.0
841e849ffffffff,5.0,0.0,0.0
841e84bffffffff,10.0,0.0,0.0
841e84dffffffff,5.0,0.0,0.0
841e855ffffffff,5.0,0.0,0.0
841e857ffffffff,1.0,0.0,0.0
841e859ffffffff,6.0,0.0,0.0
841e85dffffffff,3.0,0.0,0.0
841e863ffffffff,49.0,0.0,0.0
841e869ffffffff,17.0,0.0,0.0
841e86bffffffff,18.0,0.0,0.0
841e881ffffffff,2.0,0.0,0.0
841e88dffffffff,2.0,0.0,0.0
841e8a7ffffffff,2.0,0.0,0.0
841e8b9ffffffff,2.0,0.0,0.0
841e8dbffffffff,3.0,0.0,0.0
841e8e5ffffffff,1.0,0.0,0.0
841e90dffffffff,1.0,0.0,0.0
841e929ffffffff,11.0,0.0,0.0
841e92dffffffff,2.0,0.0,0.0
841e941ffffffff,1.0,0.0,0.0
841e949ffffffff,6.0,0.0,0.0
841e963ffffffff,1.0,0.0,0.0
841e96dffffffff,1.0,0.0,0.0
