cell_id,Himantopus mexicanus,Himantopus mexicanus mexicanus,Himantopus mexicanus knudseni,Himantopus mexicanus melanurus,Himantopus mexicanus mexicanus x melanurus
82124ffffffffff,2.0,0.0,0.0,0.0,0.0
821257fffffffff,7.0,2.0,0.0,0.0,0.0
82125ffffffffff,19.0,1.0,0.0,0.0,0.0
82128ffffffffff,2.0,0.0,0.0,0.0,0.0
8212c7fffffffff,26.0,0.0,0.0,0.0,0.0
8212cffffffffff,103.0,0.0,0.0,0.0,0.0
8212d7fffffffff,187.0,10.0,0.0,0.0,0.0
8212dffffffffff,120.0,2.0,0.0,0.0,0.0
8212e7fffffffff,3.0,0.0,0.0,0.0,0.0
8212effffffffff,20.0,0.0,0.0,0.0,0.0
8212f7fffffffff,6.0,0.0,0.0,0.0,0.0
821aa7fffffffff,14.0,2.0,0.0,0.0,0.0
822607fffffffff,32.0,4.0,0.0,0.0,0.0
82260ffffffffff,67.0,3.0,0.0,0.0,0.0
822617fffffffff,14.0,0.0,0.0,0.0,0.0
82261ffffffffff,40.0,4.0,0.0,0.0,0.0
822627fffffffff,69.0,1.0,0.0,0.0,0.0
82262ffffffffff,51.0,0.0,0.0,0.0,0.0
822637fffffffff,64.0,5.0,0.0,0.0,0.0
822647fffffffff,230.0,16.0,0.0,0.0,0.0
82264ffffffffff,318.0,2.0,0.0,0.0,0.0
822657fffffffff,65.0,0.0,0.0,0.0,0.0
82265ffffffffff,176.0,56.0,0.0,0.0,0.0
822667fffffffff,281.0,11.0,0.0,0.0,0.0
82266ffffffffff,250.0,8.0,0.0,0.0,0.0
822677fffffffff,145.0,1.0,0.0,0.0,0.0
822687fffffffff,111.0,0.0,0.0,0.0,0.0
82268ffffffffff,209.0,2.0,0.0,0.0,0.0
822697fffffffff,164.0,72.0,0.0,0.0,0.0
82269ffffffffff,157.0,3.0,0.0,0.0,0.0
8226a7fffffffff,14.0,2.0,0.0,0.0,0.0
8226affffffffff,202.0,8.0,0.0,0.0,0.0
8226b7fffffffff,10.0,0.0,0.0,0.0,0.0
8226c7fffffffff,12.0,0.0,0.0,0.0,0.0
8226cffffffffff,76.0,0.0,0.0,0.0,0.0
8226d7fffffffff,41.0,0.0,0.0,0.0,0.0
8226dffffffffff,52.0,4.0,0.0,0.0,0.0
8226e7fffffffff,178.0,0.0,0.0,0.0,0.0
8226effffffffff,24.0,0.0,0.0,0.0,0.0
8226f7fffffffff,177.0,2.0,0.0,0.0,0.0
822707fffffffff,10.0,0.0,0.0,0.0,0.0
822717fffffffff,20.0,0.0,0.0,0.0,0.0
82271ffffffffff,16.0,0.0,0.0,0.0,0.0
822747fffffffff,17.0,0.0,0.0,0.0,0.0
82274ffffffffff,155.0,0.0,0.0,0.0,0.0
822757fffffffff,11.0,1.0,0.0,0.0,0.0
82275ffffffffff,616.0,7.0,0.0,0.0,0.0
82276ffffffffff,31.0,2.0,0.0,0.0,0.0
822787fffffffff,13.0,0.0,0.0,0.0,0.0
82278ffffffffff,9.0,0.0,0.0,0.0,0.0
822797fffffffff,27.0,2.0,0.0,0.0,0.0
82279ffffffffff,6.0,0.0,0.0,0.0,0.0
8227a7fffffffff,39.0,2.0,0.0,0.0,0.0
8227affffffffff,90.0,0.0,0.0,0.0,0.0
8227b7fffffffff,5.0,0.0,0.0,0.0,0.0
822807fffffffff,87.0,7.0,0.0,0.0,0.0
822817fffffffff,173.0,5.0,0.0,0.0,0.0
82281ffffffffff,124.0,0.0,0.0,0.0,0.0
822837fffffffff,2216.0,62.0,0.0,0.0,0.0
822887fffffffff,187.0,16.0,0.0,0.0,0.0
82288ffffffffff,188.0,9.0,0.0,0.0,0.0
822897fffffffff,86.0,3.0,0.0,0.0,0.0
82289ffffffffff,27.0,8.0,0.0,0.0,0.0
8228a7fffffffff,8.0,3.0,0.0,0.0,0.0
8228affffffffff,40.0,3.0,0.0,0.0,0.0
8228b7fffffffff,41.0,13.0,0.0,0.0,0.0
8228c7fffffffff,1.0,0.0,0.0,0.0,0.0
8228d7fffffffff,231.0,2.0,0.0,0.0,0.0
8228dffffffffff,42.0,0.0,0.0,0.0,0.0
8228f7fffffffff,319.0,11.0,0.0,0.0,0.0
822917fffffffff,4.0,1.0,0.0,0.0,0.0
82291ffffffffff,12.0,2.0,0.0,0.0,0.0
822987fffffffff,29.0,2.0,0.0,0.0,0.0
82298ffffffffff,67.0,10.0,0.0,0.0,0.0
822997fffffffff,27.0,0.0,0.0,0.0,0.0
8229a7fffffffff,303.0,29.0,0.0,0.0,0.0
8229affffffffff,224.0,11.0,0.0,0.0,0.0
8229b7fffffffff,137.0,22.0,0.0,0.0,0.0
822a07fffffffff,22.0,2.0,0.0,0.0,0.0
822a17fffffffff,303.0,3.0,0.0,0.0,0.0
822a37fffffffff,122.0,3.0,0.0,0.0,0.0
822a4ffffffffff,4.0,0.0,0.0,0.0,0.0
822a87fffffffff,4.0,0.0,0.0,0.0,0.0
822a8ffffffffff,8.0,0.0,0.0,0.0,0.0
822a97fffffffff,203.0,12.0,0.0,0.0,0.0
822a9ffffffffff,4.0,0.0,0.0,0.0,0.0
822aa7fffffffff,78.0,25.0,0.0,0.0,0.0
822aaffffffffff,1150.0,101.0,0.0,0.0,0.0
822ab7fffffffff,1676.0,31.0,0.0,0.0,0.0
822ad7fffffffff,12.0,0.0,0.0,0.0,0.0
822af7fffffffff,295.0,17.0,0.0,0.0,0.0
822b07fffffffff,10.0,0.0,0.0,0.0,0.0
822b0ffffffffff,73.0,6.0,0.0,0.0,0.0
822b17fffffffff,5.0,0.0,0.0,0.0,0.0
822b1ffffffffff,19.0,2.0,0.0,0.0,0.0
822b2ffffffffff,6.0,2.0,0.0,0.0,0.0
822b87fffffffff,24.0,0.0,0.0,0.0,0.0
822b8ffffffffff,2.0,2.0,0.0,0.0,0.0
822b9ffffffffff,54.0,5.0,0.0,0.0,0.0
822baffffffffff,148.0,0.0,0.0,0.0,0.0
824417fffffffff,61.0,2.0,0.0,0.0,0.0
82441ffffffffff,246.0,23.0,0.0,0.0,0.0
824447fffffffff,360.0,0.0,0.0,0.0,0.0
82444ffffffffff,136.0,4.0,0.0,0.0,0.0
824457fffffffff,54.0,0.0,0.0,0.0,0.0
82445ffffffffff,7.0,0.0,0.0,0.0,0.0
82446ffffffffff,101.0,5.0,0.0,0.0,0.0
824477fffffffff,11.0,0.0,0.0,0.0,0.0
824487fffffffff,54.0,0.0,0.0,0.0,0.0
8244a7fffffffff,5.0,0.0,0.0,0.0,0.0
8244affffffffff,735.0,23.0,0.0,0.0,0.0
8244b7fffffffff,39.0,0.0,0.0,0.0,0.0
8244c7fffffffff,159.0,6.0,0.0,0.0,0.0
8244cffffffffff,7.0,1.0,0.0,0.0,0.0
8244d7fffffffff,1917.0,4.0,0.0,0.0,0.0
8244dffffffffff,12.0,0.0,0.0,0.0,0.0
8244e7fffffffff,18.0,0.0,0.0,0.0,0.0
8244f7fffffffff,337.0,32.0,0.0,0.0,0.0
824507fffffffff,51.0,2.0,0.0,0.0,0.0
82450ffffffffff,11.0,3.0,0.0,0.0,0.0
824527fffffffff,28.0,2.0,0.0,0.0,0.0
82452ffffffffff,204.0,9.0,0.0,0.0,0.0
824537fffffffff,7.0,3.0,0.0,0.0,0.0
824587fffffffff,9.0,0.0,0.0,0.0,0.0
82458ffffffffff,3.0,0.0,0.0,0.0,0.0
82459ffffffffff,16.0,9.0,0.0,0.0,0.0
8245a7fffffffff,14.0,0.0,0.0,0.0,0.0
8245b7fffffffff,11.0,0.0,0.0,0.0,0.0
82464ffffffffff,38.0,0.0,38.0,0.0,0.0
824817fffffffff,4.0,0.0,0.0,0.0,0.0
824827fffffffff,5.0,5.0,0.0,0.0,0.0
82482ffffffffff,115.0,0.0,0.0,0.0,0.0
824837fffffffff,5.0,0.0,0.0,0.0,0.0
82485ffffffffff,39.0,5.0,0.0,0.0,0.0
824877fffffffff,1.0,0.0,0.0,0.0,0.0
824887fffffffff,7.0,0.0,0.0,0.0,0.0
82488ffffffffff,54.0,4.0,0.0,0.0,0.0
824897fffffffff,71.0,0.0,0.0,0.0,0.0
82489ffffffffff,128.0,4.0,0.0,0.0,0.0
8248b7fffffffff,49.0,2.0,0.0,0.0,0.0
8248c7fffffffff,52.0,0.0,0.0,0.0,0.0
8248cffffffffff,49.0,4.0,0.0,0.0,0.0
8248d7fffffffff,50.0,0.0,0.0,0.0,0.0
8248dffffffffff,41.0,0.0,0.0,0.0,0.0
8248e7fffffffff,1.0,0.0,0.0,0.0,0.0
8248effffffffff,277.0,41.0,0.0,0.0,0.0
8248f7fffffffff,33.0,2.0,0.0,0.0,0.0
824987fffffffff,6.0,0.0,0.0,0.0,0.0
824997fffffffff,109.0,20.0,0.0,0.0,0.0
82499ffffffffff,3.0,0.0,0.0,0.0,0.0
8249affffffffff,19.0,4.0,0.0,0.0,0.0
824c87fffffffff,18.0,0.0,0.0,0.0,0.0
824c97fffffffff,3.0,0.0,0.0,0.0,0.0
824caffffffffff,5.0,0.0,0.0,0.0,0.0
824cb7fffffffff,47.0,0.0,0.0,0.0,0.0
824cc7fffffffff,31.0,10.0,0.0,0.0,0.0
824cd7fffffffff,1.0,0.0,0.0,0.0,0.0
824ceffffffffff,170.0,0.0,0.0,0.0,0.0
824d4ffffffffff,6.0,0.0,0.0,0.0,0.0
825d17fffffffff,40.0,0.0,30.0,0.0,0.0
825e4ffffffffff,2.0,0.0,0.0,0.0,0.0
825e5ffffffffff,23.0,1.0,0.0,0.0,0.0
825e67fffffffff,13.0,0.0,0.0,0.0,0.0
825f1ffffffffff,1.0,1.0,0.0,0.0,0.0
825f4ffffffffff,4.0,0.0,0.0,0.0,0.0
825f5ffffffffff,50.0,0.0,0.0,0.0,0.0
82660ffffffffff,2.0,0.0,0.0,0.0,0.0
826617fffffffff,26.0,0.0,0.0,0.0,0.0
826627fffffffff,24.0,9.0,0.0,0.0,0.0
82662ffffffffff,5.0,0.0,0.0,0.0,0.0
826637fffffffff,6.0,0.0,0.0,0.0,0.0
826647fffffffff,2.0,0.0,0.0,0.0,0.0
826677fffffffff,4.0,0.0,0.0,0.0,0.0
8266a7fffffffff,50.0,12.0,0.0,0.0,0.0
8266b7fffffffff,53.0,2.0,0.0,0.0,0.0
8266d7fffffffff,38.0,0.0,0.0,0.0,0.0
8266e7fffffffff,36.0,3.0,0.0,0.0,0.0
8266f7fffffffff,33.0,3.0,0.0,0.0,0.0
826737fffffffff,11.0,0.0,0.0,0.0,0.0
826747fffffffff,112.0,0.0,0.0,0.0,0.0
82674ffffffffff,58.0,3.0,0.0,0.0,0.0
826757fffffffff,61.0,0.0,0.0,0.0,0.0
82675ffffffffff,37.0,32.0,0.0,0.0,0.0
82676ffffffffff,7.0,0.0,0.0,0.0,0.0
826777fffffffff,46.0,0.0,0.0,0.0,0.0
826787fffffffff,2.0,0.0,0.0,0.0,0.0
82679ffffffffff,63.0,3.0,0.0,0.0,0.0
826c5ffffffffff,2.0,0.0,0.0,0.0,0.0
826d07fffffffff,55.0,8.0,0.0,0.0,0.0
826d27fffffffff,37.0,26.0,0.0,0.0,0.0
826d2ffffffffff,110.0,3.0,0.0,0.0,0.0
826d37fffffffff,99.0,10.0,0.0,0.0,0.0
826d67fffffffff,17.0,0.0,0.0,0.0,0.0
826d6ffffffffff,63.0,54.0,0.0,0.0,0.0
826d77fffffffff,23.0,0.0,0.0,0.0,0.0
828017fffffffff,5.0,3.0,0.0,2.0,0.0
828187fffffffff,5.0,1.0,0.0,0.0,0.0
82818ffffffffff,5.0,0.0,0.0,5.0,0.0
828a6ffffffffff,3.0,0.0,0.0,0.0,0.0
828a87fffffffff,1.0,0.0,0.0,0.0,0.0
828af7fffffffff,1.0,0.0,0.0,0.0,1.0
828b27fffffffff,6.0,0.0,0.0,4.0,0.0
828b2ffffffffff,7.0,5.0,0.0,1.0,0.0
828e67fffffffff,14.0,14.0,0.0,0.0,0.0
828e6ffffffffff,1.0,1.0,0.0,0.0,0.0
828e77fffffffff,1.0,1.0,0.0,0.0,0.0
828f0ffffffffff,5.0,0.0,0.0,0.0,0.0
828f2ffffffffff,10.0,0.0,0.0,7.0,2.0
828f47fffffffff,20.0,4.0,0.0,11.0,1.0
828f4ffffffffff,24.0,5.0,0.0,12.0,7.0
828f57fffffffff,14.0,4.0,0.0,4.0,0.0
828f6ffffffffff,2.0,0.0,0.0,0.0,0.0
828f77fffffffff,4.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,12.0,1.0,0.0,11.0,0.0
82a8c7fffffffff,1.0,1.0,0.0,0.0,0.0
82a907fffffffff,7.0,0.0,0.0,7.0,0.0
82a91ffffffffff,13.0,0.0,0.0,5.0,0.0
82a947fffffffff,34.0,0.0,0.0,16.0,0.0
82a957fffffffff,1.0,0.0,0.0,0.0,0.0
82a967fffffffff,35.0,0.0,0.0,2.0,0.0
82a96ffffffffff,14.0,0.0,0.0,1.0,0.0
82b21ffffffffff,3.0,0.0,0.0,0.0,0.0
82b227fffffffff,1.0,0.0,0.0,0.0,0.0
82b247fffffffff,2.0,0.0,0.0,0.0,0.0
82b24ffffffffff,876.0,0.0,0.0,2.0,0.0
82b25ffffffffff,2.0,0.0,0.0,0.0,0.0
82b267fffffffff,5.0,0.0,0.0,0.0,0.0
82b26ffffffffff,323.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,330.0,0.0,0.0,124.0,0.0
82b2dffffffffff,51.0,0.0,0.0,25.0,0.0
82b2e7fffffffff,40.0,0.0,0.0,5.0,0.0
82b2effffffffff,11.0,0.0,0.0,1.0,0.0
82b307fffffffff,32.0,0.0,0.0,6.0,4.0
82b327fffffffff,2.0,2.0,0.0,0.0,0.0
82b32ffffffffff,9.0,2.0,0.0,2.0,0.0
82b357fffffffff,76.0,0.0,0.0,16.0,0.0
82b35ffffffffff,12.0,0.0,0.0,9.0,0.0
82b367fffffffff,2.0,0.0,0.0,1.0,0.0
82b36ffffffffff,7.0,0.0,0.0,7.0,0.0
82c207fffffffff,4.0,0.0,0.0,4.0,0.0
82c21ffffffffff,18.0,0.0,0.0,18.0,0.0
82c22ffffffffff,27.0,0.0,0.0,27.0,0.0
82c2c7fffffffff,12.0,0.0,0.0,12.0,0.0
82c2cffffffffff,601.0,0.0,0.0,17.0,0.0
82c2d7fffffffff,12.0,0.0,0.0,4.0,0.0
82c2e7fffffffff,12.0,0.0,0.0,1.0,0.0
82c2effffffffff,131.0,0.0,0.0,2.0,0.0
82c2f7fffffffff,130.0,0.0,0.0,54.0,0.0
82c30ffffffffff,2.0,0.0,0.0,2.0,0.0
82c327fffffffff,15.0,0.0,0.0,14.0,0.0
82c32ffffffffff,5.0,0.0,0.0,5.0,0.0
82c347fffffffff,5.0,0.0,0.0,0.0,0.0
82c34ffffffffff,53.0,0.0,0.0,0.0,0.0
82c357fffffffff,15.0,0.0,0.0,14.0,0.0
82ce8ffffffffff,46.0,0.0,0.0,0.0,0.0
82ce9ffffffffff,6.0,0.0,0.0,0.0,0.0
82cea7fffffffff,16.0,0.0,0.0,1.0,0.0
82ceaffffffffff,16.0,0.0,0.0,1.0,0.0
82cf8ffffffffff,15.0,0.0,0.0,3.0,0.0
82cfa7fffffffff,6.0,0.0,0.0,0.0,0.0
82de77fffffffff,2.0,0.0,0.0,0.0,0.0
