cell_id,Cistothorus platensis,Cistothorus platensis [elegans Group],Cistothorus platensis alticola,Cistothorus platensis aequatorialis,Cistothorus platensis graminicola,Cistothorus platensis minimus,Cistothorus platensis tucumanus,Cistothorus platensis platensis/polyglottus,Cistothorus platensis hornensis/falklandicus
834523fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834524fffffffff,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83452cfffffffff,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83452efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834532fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834536fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834996fffffffff,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f49fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836609fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83660dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366b4fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d1fffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8366defffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8366e4fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8366e5fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8366e6fffffffff,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8366eefffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83674efffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836790fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d28fffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d29fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d64fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b21fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
838f4afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f50fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
838f54fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f58fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f76fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83a8a9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
83a8d1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83a92cfffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a942fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a962fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b219fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83b249fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24dfffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b25cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b268fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b26bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b274fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2c0fffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
83b2c5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2ecfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b309fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b373fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c21bfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
83c2c2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2d0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2e9fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2eefffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
83c32efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c348fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c34bfffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce83fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83cea0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83cea2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83cea3fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83cea8fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
83ceacfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83cf12fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
83cf85fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83cf8efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83cfa4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83cfa5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83de62fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
83de70fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
83df44fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83df45fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83df68fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
83df6afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
