cell_id,Cisticola subruficapilla,Cisticola subruficapilla newtoni,Cisticola subruficapilla [subruficapilla Group],Cisticola subruficapilla jamesi
84ada03ffffffff,1.0,0.0,1.0,0.0
84ada1bffffffff,1.0,0.0,1.0,0.0
84bc58bffffffff,1.0,0.0,1.0,0.0
84bc697ffffffff,2.0,0.0,0.0,0.0
