cell_id,Ficedula basilanica,Ficedula basilanica samarensis,Ficedula basilanica basilanica
836843fffffffff,5.0,0.0,0.0
83684efffffffff,94.0,0.0,5.0
836856fffffffff,13.0,0.0,1.0
83685cfffffffff,25.0,0.0,0.0
83685dfffffffff,16.0,0.0,0.0
83685efffffffff,2.0,0.0,2.0
83686efffffffff,13.0,0.0,0.0
