cell_id,Phylloscopus grammiceps,Phylloscopus grammiceps sumatrensis,Phylloscopus grammiceps grammiceps
83652dfffffffff,8.0,0.0,0.0
838c10fffffffff,315.0,0.0,93.0
838c14fffffffff,50.0,0.0,10.0
838c16fffffffff,1.0,0.0,0.0
838cd0fffffffff,64.0,28.0,0.0
838cd3fffffffff,1.0,0.0,0.0
838cd5fffffffff,25.0,2.0,0.0
838d85fffffffff,11.0,0.0,0.0
838d89fffffffff,1.0,0.0,1.0
838d8cfffffffff,4.0,0.0,0.0
838da2fffffffff,124.0,0.0,54.0
838db5fffffffff,126.0,0.0,0.0
8395a4fffffffff,4.0,0.0,0.0
