cell_id,Tringa solitaria,Tringa solitaria solitaria,Tringa solitaria cinnamomea
8407465ffffffff,1.0,0.0,0.0
84075d1ffffffff,2.0,0.0,0.0
840c141ffffffff,1.0,0.0,0.0
840c143ffffffff,7.0,0.0,0.0
840c14bffffffff,2.0,0.0,0.0
840c15dffffffff,4.0,0.0,0.0
840c2dbffffffff,1.0,0.0,0.0
840c415ffffffff,83.0,0.0,0.0
840c51dffffffff,2.0,0.0,0.0
840c555ffffffff,2.0,0.0,0.0
840c5a1ffffffff,6.0,0.0,0.0
840c5a5ffffffff,14.0,0.0,0.0
840c5a7ffffffff,5.0,0.0,0.0
840c5adffffffff,4.0,0.0,0.0
840c733ffffffff,3.0,0.0,2.0
840c74dffffffff,3.0,0.0,0.0
840d585ffffffff,3.0,0.0,0.0
840d5a9ffffffff,2.0,0.0,0.0
840d763ffffffff,2.0,0.0,0.0
840e453ffffffff,1.0,0.0,0.0
840e45bffffffff,6.0,0.0,0.0
840e497ffffffff,2.0,0.0,0.0
840e5adffffffff,1.0,0.0,0.0
840e623ffffffff,1.0,0.0,0.0
840e6e7ffffffff,1.0,0.0,0.0
840ed45ffffffff,2.0,0.0,0.0
840eeabffffffff,8.0,0.0,0.0
84120a1ffffffff,2.0,0.0,0.0
841233dffffffff,2.0,0.0,0.0
84124a7ffffffff,2.0,0.0,0.0
84124b7ffffffff,3.0,0.0,0.0
8412515ffffffff,2.0,2.0,0.0
8412591ffffffff,2.0,0.0,0.0
8412593ffffffff,2.0,0.0,0.0
8412597ffffffff,2.0,0.0,0.0
8412891ffffffff,2.0,0.0,0.0
84128bdffffffff,9.0,0.0,0.0
84129b9ffffffff,2.0,0.0,0.0
84129bbffffffff,2.0,0.0,0.0
8412b03ffffffff,2.0,0.0,0.0
8412c1dffffffff,1.0,0.0,0.0
8412c83ffffffff,3.0,0.0,0.0
8412c91ffffffff,2.0,0.0,0.0
8412c97ffffffff,19.0,0.0,9.0
8412ca5ffffffff,1.0,0.0,0.0
8412cadffffffff,4.0,0.0,0.0
8412cbbffffffff,2.0,0.0,2.0
8412cc1ffffffff,2.0,0.0,0.0
8412cc7ffffffff,2.0,0.0,0.0
8412ccdffffffff,11.0,0.0,0.0
8412d19ffffffff,2.0,0.0,0.0
8412d29ffffffff,2.0,0.0,0.0
8412d63ffffffff,4.0,0.0,0.0
8412d83ffffffff,2.0,0.0,0.0
8412d87ffffffff,2.0,0.0,0.0
8412d9dffffffff,2.0,0.0,0.0
8412db1ffffffff,1.0,0.0,1.0
8412db3ffffffff,8.0,0.0,0.0
8412dc9ffffffff,6.0,0.0,0.0
