cell_id,Tringa solitaria,Tringa solitaria solitaria,Tringa solitaria cinnamomea
8412ddbffffffff,13.0,0.0,0.0
8412e13ffffffff,3.0,0.0,0.0
8412e95ffffffff,2.0,0.0,0.0
8412ec7ffffffff,3.0,0.0,0.0
8413829ffffffff,3.0,0.0,0.0
841382dffffffff,2.0,0.0,0.0
841383dffffffff,13.0,0.0,0.0
8413861ffffffff,3.0,0.0,0.0
8413867ffffffff,5.0,0.0,0.0
84138c7ffffffff,4.0,0.0,0.0
84139e1ffffffff,1.0,0.0,0.0
84139edffffffff,3.0,0.0,0.0
84180cdffffffff,3.0,0.0,0.0
8418235ffffffff,3.0,0.0,0.0
8418729ffffffff,6.0,0.0,0.0
841873bffffffff,3.0,0.0,0.0
841948dffffffff,1.0,0.0,0.0
84194e5ffffffff,1.0,0.0,0.0
841aa07ffffffff,30.0,2.0,0.0
841aa21ffffffff,2.0,0.0,0.0
841aa3dffffffff,2.0,0.0,0.0
841b993ffffffff,2.0,0.0,0.0
841b99bffffffff,2.0,0.0,0.0
841b9a5ffffffff,2.0,0.0,0.0
841b9a9ffffffff,4.0,0.0,0.0
841b9e1ffffffff,1.0,0.0,0.0
841bb07ffffffff,4.0,0.0,0.0
841bb2dffffffff,2.0,0.0,0.0
841bb31ffffffff,2.0,0.0,0.0
8422db7ffffffff,32.0,0.0,0.0
8422dbdffffffff,5.0,0.0,0.0
842600bffffffff,6.0,0.0,0.0
8426017ffffffff,2.0,0.0,0.0
8426023ffffffff,2.0,0.0,0.0
8426035ffffffff,3.0,3.0,0.0
8426047ffffffff,2.0,0.0,0.0
8426051ffffffff,2.0,2.0,0.0
842606dffffffff,2.0,0.0,0.0
84260a1ffffffff,6.0,0.0,0.0
84260a9ffffffff,4.0,0.0,0.0
84260b9ffffffff,3.0,0.0,0.0
84260d9ffffffff,2.0,0.0,0.0
84260e3ffffffff,4.0,0.0,0.0
8426107ffffffff,2.0,0.0,0.0
8426115ffffffff,2.0,0.0,0.0
8426127ffffffff,2.0,0.0,0.0
842616dffffffff,2.0,0.0,2.0
842618bffffffff,2.0,0.0,0.0
8426191ffffffff,1.0,0.0,0.0
8426219ffffffff,2.0,0.0,0.0
8426233ffffffff,2.0,0.0,0.0
8426245ffffffff,2.0,0.0,0.0
842624bffffffff,2.0,0.0,0.0
84262b3ffffffff,2.0,0.0,0.0
84262bbffffffff,2.0,0.0,0.0
84262c9ffffffff,2.0,0.0,0.0
84262cdffffffff,10.0,0.0,0.0
84262e1ffffffff,2.0,0.0,0.0
8426325ffffffff,2.0,2.0,0.0
8426337ffffffff,2.0,0.0,0.0
842634bffffffff,2.0,0.0,0.0
8426365ffffffff,2.0,0.0,0.0
842640dffffffff,16.0,0.0,0.0
8426417ffffffff,10.0,0.0,0.0
842641dffffffff,2.0,0.0,0.0
8426433ffffffff,19.0,0.0,0.0
8426437ffffffff,4.0,0.0,0.0
8426459ffffffff,4.0,0.0,0.0
8426461ffffffff,12.0,0.0,0.0
8426463ffffffff,5.0,0.0,0.0
842646bffffffff,7.0,0.0,0.0
8426483ffffffff,4.0,0.0,0.0
8426487ffffffff,9.0,0.0,0.0
8426489ffffffff,12.0,4.0,0.0
842648bffffffff,3.0,0.0,0.0
8426493ffffffff,6.0,0.0,0.0
8426497ffffffff,27.0,0.0,0.0
84264a1ffffffff,15.0,0.0,0.0
84264a5ffffffff,1.0,0.0,0.0
84264adffffffff,9.0,0.0,0.0
84264bbffffffff,12.0,0.0,0.0
84264c3ffffffff,3.0,1.0,0.0
84264c5ffffffff,3.0,0.0,0.0
84264c7ffffffff,6.0,0.0,0.0
84264d1ffffffff,9.0,2.0,0.0
84264d3ffffffff,4.0,0.0,0.0
84264d9ffffffff,6.0,2.0,0.0
84264dbffffffff,12.0,0.0,0.0
84264e1ffffffff,6.0,0.0,0.0
84264e5ffffffff,4.0,0.0,0.0
84264e7ffffffff,2.0,0.0,0.0
84264e9ffffffff,2.0,0.0,0.0
842652bffffffff,2.0,0.0,0.0
842652dffffffff,3.0,3.0,0.0
8426533ffffffff,14.0,0.0,0.0
842653bffffffff,4.0,0.0,0.0
8426555ffffffff,4.0,0.0,0.0
842655dffffffff,1.0,0.0,0.0
8426591ffffffff,2.0,0.0,0.0
8426599ffffffff,3.0,0.0,0.0
842659bffffffff,29.0,11.0,0.0
84265b5ffffffff,1.0,0.0,0.0
84265b9ffffffff,5.0,0.0,0.0
84265d3ffffffff,2.0,0.0,0.0
84265d9ffffffff,12.0,0.0,0.0
84265dbffffffff,10.0,5.0,0.0
84265ddffffffff,1.0,0.0,0.0
8426603ffffffff,3.0,0.0,0.0
8426607ffffffff,3.0,0.0,0.0
842660bffffffff,4.0,0.0,0.0
8426617ffffffff,1.0,0.0,0.0
8426623ffffffff,2.0,0.0,0.0
8426625ffffffff,3.0,1.0,0.0
8426629ffffffff,2.0,0.0,0.0
842662bffffffff,2.0,0.0,0.0
842662dffffffff,4.0,0.0,0.0
8426635ffffffff,1.0,0.0,0.0
842663dffffffff,2.0,0.0,0.0
8426641ffffffff,6.0,0.0,0.0
8426643ffffffff,2.0,0.0,0.0
8426645ffffffff,13.0,0.0,0.0
842664dffffffff,2.0,0.0,0.0
8426651ffffffff,2.0,0.0,0.0
8426665ffffffff,2.0,0.0,0.0
8426669ffffffff,20.0,0.0,0.0
842668bffffffff,6.0,0.0,0.0
842669bffffffff,5.0,0.0,0.0
84266a5ffffffff,4.0,0.0,0.0
84266a7ffffffff,2.0,0.0,0.0
84266adffffffff,2.0,0.0,0.0
84266bbffffffff,3.0,0.0,0.0
84266c1ffffffff,2.0,0.0,0.0
84266d1ffffffff,1.0,0.0,0.0
84266d3ffffffff,5.0,0.0,0.0
84266d5ffffffff,3.0,0.0,0.0
84266dbffffffff,6.0,0.0,0.0
84266e1ffffffff,5.0,0.0,0.0
8426711ffffffff,4.0,0.0,0.0
8426713ffffffff,2.0,0.0,0.0
8426717ffffffff,2.0,0.0,0.0
8426719ffffffff,3.0,2.0,0.0
8426745ffffffff,11.0,0.0,0.0
8426803ffffffff,19.0,0.0,0.0
8426805ffffffff,1.0,0.0,0.0
842680bffffffff,5.0,0.0,2.0
8426811ffffffff,11.0,0.0,0.0
8426813ffffffff,3.0,0.0,0.0
8426815ffffffff,3.0,0.0,0.0
842681bffffffff,43.0,0.0,0.0
8426821ffffffff,4.0,0.0,0.0
842682bffffffff,2.0,0.0,0.0
8426831ffffffff,4.0,0.0,0.0
8426833ffffffff,2.0,0.0,0.0
8426839ffffffff,1.0,0.0,0.0
842683bffffffff,1.0,0.0,0.0
8426859ffffffff,2.0,0.0,0.0
842685bffffffff,1.0,0.0,0.0
8426881ffffffff,1.0,0.0,0.0
8426885ffffffff,4.0,0.0,0.0
8426887ffffffff,2.0,0.0,0.0
8426889ffffffff,27.0,0.0,0.0
842688dffffffff,7.0,0.0,0.0
8426891ffffffff,2.0,2.0,0.0
8426899ffffffff,2.0,0.0,0.0
842689dffffffff,9.0,0.0,0.0
84268a3ffffffff,4.0,0.0,0.0
84268a7ffffffff,6.0,0.0,0.0
84268adffffffff,4.0,0.0,0.0
84268b5ffffffff,2.0,0.0,0.0
84268c3ffffffff,3.0,0.0,0.0
84268c5ffffffff,10.0,0.0,0.0
84268c7ffffffff,10.0,0.0,0.0
84268c9ffffffff,1.0,0.0,0.0
84268cdffffffff,83.0,0.0,0.0
84268d1ffffffff,6.0,0.0,0.0
84268d3ffffffff,12.0,0.0,0.0
84268d5ffffffff,24.0,4.0,0.0
84268d7ffffffff,1.0,0.0,0.0
84268d9ffffffff,3.0,0.0,0.0
84268dbffffffff,6.0,0.0,0.0
84268ddffffffff,9.0,0.0,0.0
8426905ffffffff,5.0,0.0,0.0
842690dffffffff,3.0,0.0,0.0
8426913ffffffff,5.0,0.0,0.0
8426915ffffffff,4.0,0.0,0.0
8426929ffffffff,12.0,0.0,0.0
8426957ffffffff,2.0,0.0,0.0
842695bffffffff,1.0,0.0,0.0
842695dffffffff,2.0,0.0,0.0
8426961ffffffff,48.0,0.0,3.0
8426963ffffffff,43.0,0.0,1.0
8426969ffffffff,51.0,0.0,0.0
842696bffffffff,25.0,0.0,0.0
8426981ffffffff,3.0,0.0,0.0
8426983ffffffff,2.0,0.0,0.0
8426985ffffffff,1.0,0.0,0.0
8426987ffffffff,30.0,0.0,0.0
8426989ffffffff,18.0,0.0,0.0
842698dffffffff,21.0,0.0,0.0
8426991ffffffff,2.0,0.0,0.0
8426995ffffffff,27.0,0.0,0.0
8426997ffffffff,2.0,0.0,0.0
842699bffffffff,7.0,0.0,0.0
842699dffffffff,4.0,0.0,0.0
84269b9ffffffff,2.0,0.0,0.0
84269c1ffffffff,58.0,0.0,10.0
84269c3ffffffff,3.0,0.0,0.0
84269cbffffffff,1.0,0.0,0.0
84269cdffffffff,9.0,0.0,0.0
84269d1ffffffff,5.0,0.0,0.0
84269d3ffffffff,1.0,0.0,0.0
84269d5ffffffff,9.0,0.0,0.0
84269d7ffffffff,2.0,0.0,0.0
84269d9ffffffff,2.0,0.0,0.0
84269e1ffffffff,2.0,0.0,0.0
84269e9ffffffff,12.0,0.0,0.0
84269ebffffffff,4.0,0.0,0.0
8426a2bffffffff,2.0,0.0,0.0
8426a53ffffffff,2.0,0.0,0.0
8426a69ffffffff,4.0,0.0,0.0
8426a81ffffffff,1.0,0.0,0.0
8426a87ffffffff,9.0,1.0,0.0
8426a8bffffffff,4.0,0.0,0.0
8426a95ffffffff,5.0,1.0,0.0
8426a97ffffffff,1.0,0.0,1.0
8426aa1ffffffff,18.0,0.0,0.0
8426aa5ffffffff,11.0,0.0,0.0
8426aa7ffffffff,12.0,0.0,0.0
8426aa9ffffffff,10.0,0.0,3.0
8426aabffffffff,10.0,0.0,4.0
8426aadffffffff,4.0,0.0,0.0
8426ab3ffffffff,1.0,0.0,0.0
8426ab5ffffffff,1.0,0.0,0.0
8426ab9ffffffff,6.0,0.0,0.0
8426ac5ffffffff,6.0,0.0,2.0
8426ac9ffffffff,2.0,0.0,0.0
8426acbffffffff,2.0,2.0,0.0
8426ad1ffffffff,6.0,0.0,0.0
8426ae3ffffffff,2.0,0.0,0.0
8426ae7ffffffff,2.0,0.0,0.0
8426b0bffffffff,5.0,0.0,0.0
8426b51ffffffff,2.0,0.0,0.0
8426b55ffffffff,2.0,0.0,0.0
8426b61ffffffff,3.0,0.0,0.0
8426b6dffffffff,3.0,0.0,0.0
8426c55ffffffff,7.0,0.0,0.0
8426c5bffffffff,2.0,0.0,0.0
8426c81ffffffff,1.0,0.0,0.0
8426c87ffffffff,1.0,0.0,0.0
8426c89ffffffff,4.0,0.0,0.0
8426c9dffffffff,1.0,0.0,0.0
8426cb9ffffffff,3.0,0.0,0.0
8426cbdffffffff,4.0,0.0,0.0
8426d15ffffffff,4.0,0.0,0.0
8426d35ffffffff,2.0,0.0,0.0
8426d3bffffffff,3.0,0.0,0.0
8426d4bffffffff,1.0,0.0,1.0
8426d51ffffffff,4.0,0.0,0.0
8426de3ffffffff,2.0,0.0,0.0
8426de7ffffffff,2.0,0.0,0.0
8426e07ffffffff,2.0,0.0,0.0
8426e21ffffffff,9.0,0.0,0.0
8426e2bffffffff,2.0,0.0,0.0
8426e2dffffffff,4.0,0.0,0.0
8426e33ffffffff,9.0,0.0,0.0
8426e39ffffffff,6.0,0.0,0.0
8426e41ffffffff,2.0,0.0,0.0
8426e5bffffffff,6.0,4.0,0.0
8426e85ffffffff,1.0,0.0,0.0
8426e9dffffffff,12.0,0.0,0.0
8426ed5ffffffff,3.0,0.0,0.0
8426ed7ffffffff,1.0,0.0,0.0
8426f11ffffffff,4.0,2.0,0.0
8426f15ffffffff,2.0,0.0,2.0
8426f21ffffffff,3.0,0.0,0.0
8426f25ffffffff,4.0,0.0,0.0
8426f2dffffffff,9.0,0.0,0.0
8426f35ffffffff,6.0,0.0,4.0
8426f47ffffffff,2.0,0.0,0.0
8426f5bffffffff,3.0,1.0,2.0
8427023ffffffff,3.0,0.0,0.0
8427025ffffffff,4.0,0.0,0.0
842702bffffffff,2.0,0.0,0.0
84270b7ffffffff,1.0,0.0,0.0
842710bffffffff,1.0,0.0,0.0
842713bffffffff,1.0,0.0,0.0
84271b7ffffffff,2.0,0.0,0.0
84271c5ffffffff,2.0,0.0,0.0
84271d3ffffffff,1.0,0.0,0.0
8427401ffffffff,6.0,0.0,0.0
8427411ffffffff,2.0,1.0,0.0
8427417ffffffff,2.0,0.0,0.0
8427419ffffffff,9.0,0.0,0.0
842741bffffffff,1.0,0.0,0.0
8427431ffffffff,4.0,0.0,0.0
8427435ffffffff,2.0,0.0,0.0
8427437ffffffff,2.0,0.0,0.0
8427439ffffffff,2.0,0.0,0.0
8427445ffffffff,2.0,0.0,0.0
842744bffffffff,2.0,0.0,0.0
842745bffffffff,2.0,0.0,0.0
8427481ffffffff,11.0,0.0,0.0
8427483ffffffff,4.0,0.0,0.0
8427485ffffffff,13.0,0.0,0.0
8427487ffffffff,6.0,0.0,0.0
842748dffffffff,17.0,0.0,0.0
8427491ffffffff,2.0,0.0,0.0
8427499ffffffff,29.0,0.0,0.0
842749dffffffff,4.0,0.0,0.0
84274abffffffff,7.0,0.0,0.0
84274b1ffffffff,1.0,0.0,0.0
84274b5ffffffff,10.0,0.0,0.0
84274b7ffffffff,4.0,0.0,0.0
84274b9ffffffff,2.0,0.0,0.0
84274bbffffffff,1.0,0.0,0.0
84274c1ffffffff,6.0,0.0,0.0
84274d1ffffffff,3.0,0.0,0.0
84274d3ffffffff,15.0,0.0,0.0
84274d5ffffffff,14.0,0.0,0.0
84274d7ffffffff,2.0,0.0,0.0
84274dbffffffff,4.0,0.0,0.0
84274ddffffffff,12.0,0.0,0.0
84274e3ffffffff,26.0,0.0,2.0
8427503ffffffff,3.0,3.0,0.0
8427511ffffffff,1.0,0.0,0.0
8427513ffffffff,3.0,0.0,0.0
8427527ffffffff,3.0,0.0,0.0
842752bffffffff,3.0,0.0,0.0
8427541ffffffff,2.0,0.0,0.0
8427547ffffffff,2.0,0.0,0.0
8427551ffffffff,4.0,0.0,0.0
8427557ffffffff,3.0,0.0,0.0
8427565ffffffff,3.0,0.0,0.0
8427569ffffffff,8.0,0.0,0.0
8427581ffffffff,8.0,0.0,0.0
8427583ffffffff,4.0,0.0,0.0
8427585ffffffff,2.0,0.0,0.0
8427593ffffffff,14.0,0.0,0.0
8427595ffffffff,2.0,0.0,0.0
8427597ffffffff,2.0,0.0,0.0
8427599ffffffff,8.0,0.0,0.0
842759bffffffff,18.0,0.0,0.0
84275a1ffffffff,1.0,0.0,0.0
84275b3ffffffff,6.0,0.0,0.0
84275b5ffffffff,6.0,0.0,0.0
84275b9ffffffff,2.0,0.0,0.0
84275bbffffffff,2.0,0.0,0.0
84275c3ffffffff,8.0,6.0,0.0
84275c9ffffffff,2.0,0.0,0.0
84275d1ffffffff,3.0,0.0,0.0
84275d3ffffffff,2.0,0.0,0.0
84275d5ffffffff,2.0,0.0,0.0
84275d7ffffffff,5.0,0.0,0.0
84275e7ffffffff,1.0,0.0,0.0
84275e9ffffffff,4.0,0.0,0.0
8427631ffffffff,8.0,0.0,0.0
842763bffffffff,12.0,0.0,0.0
8427687ffffffff,4.0,0.0,0.0
8427693ffffffff,1.0,0.0,0.0
84276a1ffffffff,6.0,0.0,0.0
84276a7ffffffff,4.0,0.0,0.0
84276b7ffffffff,2.0,0.0,0.0
84276bdffffffff,9.0,0.0,0.0
84276cbffffffff,2.0,0.0,0.0
84276d3ffffffff,4.0,0.0,0.0
842770dffffffff,4.0,0.0,0.0
8427715ffffffff,11.0,0.0,0.0
842773bffffffff,2.0,0.0,0.0
8427759ffffffff,2.0,0.0,0.0
8427889ffffffff,1.0,0.0,0.0
84278c3ffffffff,2.0,0.0,0.0
84278cbffffffff,7.0,0.0,0.0
84278d5ffffffff,6.0,2.0,0.0
8427927ffffffff,12.0,0.0,0.0
8427937ffffffff,3.0,0.0,0.0
842794bffffffff,2.0,0.0,0.0
8427967ffffffff,2.0,0.0,0.0
8427969ffffffff,2.0,0.0,0.0
8427995ffffffff,5.0,3.0,0.0
8427a03ffffffff,2.0,0.0,0.0
8427a05ffffffff,3.0,0.0,0.0
8427a2dffffffff,2.0,0.0,0.0
8427a35ffffffff,1.0,0.0,0.0
8427a5dffffffff,2.0,0.0,0.0
8427aa9ffffffff,2.0,0.0,0.0
8428023ffffffff,85.0,0.0,5.0
842802bffffffff,17.0,0.0,0.0
842802dffffffff,4.0,0.0,0.0
8428035ffffffff,5.0,0.0,0.0
8428103ffffffff,1.0,0.0,0.0
8428111ffffffff,1.0,0.0,0.0
8428117ffffffff,4.0,0.0,0.0
842813bffffffff,4.0,0.0,0.0
8428143ffffffff,4.0,0.0,0.0
842814bffffffff,1.0,0.0,0.0
842814dffffffff,2.0,0.0,0.0
8428151ffffffff,20.0,0.0,0.0
8428153ffffffff,2.0,0.0,0.0
8428155ffffffff,2.0,0.0,0.0
8428159ffffffff,1.0,0.0,0.0
8428183ffffffff,3.0,0.0,0.0
842818dffffffff,2.0,0.0,0.0
84281a5ffffffff,6.0,0.0,0.0
84281b5ffffffff,12.0,0.0,0.0
84281c3ffffffff,2.0,0.0,0.0
84281c9ffffffff,13.0,0.0,0.0
84281cbffffffff,25.0,0.0,0.0
84281d5ffffffff,2.0,0.0,0.0
84281e9ffffffff,13.0,0.0,0.0
84281ebffffffff,57.0,0.0,1.0
8428301ffffffff,20.0,0.0,0.0
8428303ffffffff,15.0,0.0,0.0
8428305ffffffff,30.0,0.0,0.0
8428307ffffffff,12.0,0.0,0.0
8428309ffffffff,56.0,0.0,2.0
842830bffffffff,17.0,0.0,0.0
842830dffffffff,6.0,0.0,0.0
842831dffffffff,6.0,0.0,0.0
8428321ffffffff,4.0,0.0,0.0
8428323ffffffff,6.0,0.0,2.0
8428329ffffffff,10.0,0.0,0.0
842832bffffffff,75.0,0.0,0.0
8428331ffffffff,4.0,0.0,0.0
8428335ffffffff,20.0,0.0,0.0
8428337ffffffff,3.0,0.0,0.0
842833bffffffff,2.0,0.0,0.0
842833dffffffff,2.0,0.0,0.0
8428341ffffffff,6.0,0.0,1.0
8428343ffffffff,10.0,0.0,0.0
8428345ffffffff,32.0,0.0,0.0
8428347ffffffff,31.0,0.0,0.0
842834dffffffff,130.0,0.0,16.0
8428357ffffffff,2.0,0.0,0.0
8428361ffffffff,8.0,0.0,0.0
8428363ffffffff,13.0,0.0,0.0
8428365ffffffff,7.0,0.0,0.0
8428367ffffffff,2.0,0.0,0.0
8428369ffffffff,3.0,0.0,0.0
842836bffffffff,6.0,0.0,0.0
842836dffffffff,2.0,0.0,0.0
8428813ffffffff,15.0,0.0,0.0
8428817ffffffff,7.0,0.0,0.0
8428841ffffffff,25.0,0.0,1.0
8428843ffffffff,4.0,1.0,0.0
8428849ffffffff,2.0,0.0,0.0
842884bffffffff,3.0,0.0,0.0
842884dffffffff,6.0,0.0,0.0
8428855ffffffff,9.0,0.0,0.0
842885dffffffff,4.0,0.0,0.0
8428883ffffffff,1.0,0.0,1.0
8428887ffffffff,1.0,0.0,1.0
8428889ffffffff,9.0,0.0,0.0
8428891ffffffff,2.0,0.0,0.0
8428893ffffffff,10.0,0.0,0.0
8428895ffffffff,1.0,1.0,0.0
84288a3ffffffff,4.0,0.0,0.0
84288abffffffff,1.0,0.0,1.0
84288adffffffff,4.0,0.0,0.0
84288b9ffffffff,4.0,1.0,3.0
8428923ffffffff,4.0,0.0,0.0
8428927ffffffff,5.0,0.0,0.0
8428931ffffffff,1.0,0.0,0.0
8428933ffffffff,2.0,0.0,0.0
8428935ffffffff,3.0,0.0,0.0
8428937ffffffff,8.0,0.0,8.0
842893dffffffff,4.0,0.0,0.0
8428941ffffffff,4.0,0.0,0.0
8428967ffffffff,2.0,0.0,0.0
8428985ffffffff,6.0,0.0,0.0
842898dffffffff,1.0,0.0,0.0
84289abffffffff,3.0,0.0,0.0
84289dbffffffff,2.0,0.0,0.0
8428a11ffffffff,1.0,0.0,0.0
8428a31ffffffff,2.0,0.0,0.0
8428a91ffffffff,2.0,0.0,0.0
8428a9dffffffff,2.0,0.0,0.0
8428aa1ffffffff,2.0,0.0,0.0
8428aa7ffffffff,2.0,0.0,0.0
8428aadffffffff,1.0,0.0,0.0
8428ab5ffffffff,3.0,0.0,0.0
8428acbffffffff,2.0,0.0,0.0
8428addffffffff,3.0,0.0,0.0
8428ae1ffffffff,6.0,0.0,0.0
8428ae9ffffffff,4.0,0.0,0.0
8428b1dffffffff,2.0,0.0,0.0
8428b23ffffffff,5.0,0.0,0.0
8428b2bffffffff,10.0,0.0,0.0
8428b61ffffffff,9.0,0.0,1.0
8428b65ffffffff,2.0,0.0,0.0
8428b69ffffffff,12.0,0.0,2.0
8428b6bffffffff,1.0,0.0,0.0
8428c25ffffffff,1.0,0.0,0.0
8428c61ffffffff,13.0,0.0,0.0
8428c65ffffffff,11.0,0.0,0.0
8428d01ffffffff,2.0,0.0,0.0
8428d0bffffffff,3.0,0.0,0.0
8428d17ffffffff,1.0,0.0,0.0
8428d19ffffffff,18.0,0.0,0.0
8428d1bffffffff,8.0,0.0,0.0
8428d1dffffffff,8.0,1.0,5.0
8428d31ffffffff,11.0,0.0,0.0
8428d33ffffffff,12.0,0.0,0.0
8428d3bffffffff,9.0,0.0,0.0
8428d45ffffffff,1.0,0.0,0.0
8428d51ffffffff,4.0,0.0,0.0
8428d55ffffffff,19.0,0.0,4.0
8428d57ffffffff,9.0,0.0,0.0
8428d59ffffffff,1.0,0.0,0.0
8428d5bffffffff,4.0,0.0,0.0
8428d5dffffffff,21.0,0.0,0.0
8428d69ffffffff,1.0,0.0,0.0
8428d6bffffffff,2.0,0.0,0.0
8428d8bffffffff,1.0,0.0,0.0
8428dc9ffffffff,1.0,1.0,0.0
8428dd5ffffffff,3.0,0.0,0.0
8428de9ffffffff,47.0,0.0,0.0
8428f01ffffffff,5.0,0.0,0.0
8428f03ffffffff,11.0,0.0,0.0
8428f0bffffffff,2.0,0.0,0.0
8428f15ffffffff,2.0,0.0,0.0
8428f21ffffffff,4.0,0.0,0.0
8428f29ffffffff,1.0,0.0,0.0
8428f2dffffffff,2.0,0.0,0.0
8428f37ffffffff,15.0,0.0,0.0
8428f43ffffffff,5.0,0.0,0.0
8428f4bffffffff,21.0,0.0,0.0
8428f59ffffffff,4.0,0.0,0.0
8428f67ffffffff,1.0,0.0,0.0
8429125ffffffff,5.0,0.0,0.0
8429127ffffffff,40.0,0.0,0.0
8429137ffffffff,4.0,0.0,0.0
8429167ffffffff,1.0,0.0,0.0
84291a5ffffffff,2.0,0.0,0.0
84291a7ffffffff,9.0,0.0,1.0
8429809ffffffff,1.0,0.0,0.0
8429823ffffffff,1.0,0.0,0.0
8429841ffffffff,1.0,0.0,0.0
8429845ffffffff,2.0,0.0,0.0
8429849ffffffff,48.0,0.0,0.0
8429855ffffffff,3.0,0.0,0.0
8429869ffffffff,4.0,0.0,0.0
8429883ffffffff,2.0,0.0,0.0
8429891ffffffff,10.0,0.0,0.0
8429893ffffffff,3.0,0.0,0.0
8429899ffffffff,12.0,0.0,0.0
842989bffffffff,3.0,0.0,0.0
842989dffffffff,4.0,0.0,0.0
84298b9ffffffff,2.0,0.0,0.0
84298c3ffffffff,2.0,0.0,0.0
84298c9ffffffff,4.0,0.0,0.0
84298d3ffffffff,2.0,0.0,0.0
84298ddffffffff,2.0,0.0,0.0
8429909ffffffff,2.0,0.0,0.0
842992bffffffff,4.0,0.0,0.0
8429951ffffffff,1.0,0.0,0.0
8429989ffffffff,1.0,0.0,0.0
8429997ffffffff,4.0,0.0,0.0
84299adffffffff,2.0,0.0,1.0
8429a01ffffffff,34.0,0.0,0.0
8429a03ffffffff,4.0,0.0,0.0
8429a05ffffffff,5.0,0.0,0.0
8429a07ffffffff,16.0,0.0,0.0
8429a09ffffffff,3.0,0.0,0.0
8429a0bffffffff,36.0,0.0,0.0
8429a0dffffffff,2.0,0.0,0.0
8429a13ffffffff,1.0,0.0,0.0
8429a15ffffffff,4.0,0.0,0.0
8429a17ffffffff,80.0,0.0,0.0
8429a19ffffffff,81.0,0.0,0.0
8429a1dffffffff,25.0,0.0,0.0
8429a29ffffffff,2.0,0.0,0.0
8429a31ffffffff,13.0,0.0,0.0
8429a3dffffffff,9.0,0.0,0.0
8429a41ffffffff,77.0,0.0,0.0
8429a43ffffffff,22.0,0.0,0.0
8429a45ffffffff,35.0,0.0,2.0
8429a47ffffffff,22.0,0.0,0.0
8429a4dffffffff,100.0,0.0,0.0
8429a55ffffffff,29.0,0.0,0.0
8429a57ffffffff,171.0,0.0,0.0
8429a59ffffffff,33.0,0.0,0.0
8429a61ffffffff,12.0,0.0,0.0
8429a63ffffffff,2.0,0.0,0.0
8429a69ffffffff,4.0,0.0,0.0
8429a6bffffffff,6.0,0.0,0.0
8429a6dffffffff,22.0,0.0,2.0
8429a81ffffffff,1.0,0.0,0.0
8429a85ffffffff,2.0,0.0,0.0
8429a89ffffffff,4.0,0.0,0.0
8429a8dffffffff,4.0,0.0,0.0
8429a93ffffffff,4.0,0.0,0.0
