cell_id,Corypha kabalii,Corypha kabalii kabalii,Corypha kabalii malbranti
8482a01ffffffff,1.0,0.0,1.0
8482a09ffffffff,16.0,0.0,4.0
8482a0bffffffff,1.0,0.0,1.0
8482a55ffffffff,9.0,0.0,2.0
84838adffffffff,1.0,0.0,0.0
84838e1ffffffff,1.0,0.0,0.0
8483a3dffffffff,1.0,0.0,0.0
849646dffffffff,2.0,0.0,0.0
849673bffffffff,2.0,0.0,0.0
