cell_id,Rhopospina fruticeti,Rhopospina fruticeti fruticeti/peruviana,Rhopospina fruticeti coracina
848b211ffffffff,2.0,0.0,0.0
848b21bffffffff,4.0,0.0,0.0
848b24bffffffff,2.0,0.0,0.0
848b255ffffffff,1.0,0.0,0.0
848b25dffffffff,4.0,0.0,0.0
848b2c9ffffffff,3.0,0.0,0.0
848b2cdffffffff,11.0,0.0,0.0
848b603ffffffff,4.0,0.0,0.0
848b609ffffffff,3.0,0.0,0.0
848b611ffffffff,395.0,2.0,0.0
848b617ffffffff,11.0,0.0,0.0
848b619ffffffff,25.0,3.0,0.0
848b61bffffffff,181.0,1.0,0.0
848b61dffffffff,202.0,0.0,0.0
848b641ffffffff,1.0,0.0,0.0
848b643ffffffff,2.0,0.0,0.0
848b645ffffffff,3.0,0.0,0.0
848b651ffffffff,2.0,0.0,0.0
848b657ffffffff,10.0,0.0,0.0
848b65dffffffff,6.0,0.0,0.0
848b669ffffffff,1.0,0.0,0.0
848b6c9ffffffff,5.0,0.0,0.0
848b6cdffffffff,21.0,0.0,0.0
848e603ffffffff,6.0,0.0,0.0
848e605ffffffff,19.0,0.0,0.0
848e607ffffffff,13.0,0.0,0.0
848e60bffffffff,13.0,0.0,0.0
848e617ffffffff,5.0,0.0,0.0
848e61dffffffff,1.0,0.0,0.0
848e629ffffffff,120.0,0.0,0.0
848e645ffffffff,5.0,0.0,0.0
848e657ffffffff,1.0,0.0,0.0
848e661ffffffff,6.0,0.0,0.0
848e663ffffffff,732.0,0.0,0.0
848e667ffffffff,2.0,0.0,0.0
848e66bffffffff,4.0,0.0,0.0
848e681ffffffff,3.0,0.0,0.0
848e683ffffffff,5.0,0.0,0.0
848e687ffffffff,9.0,0.0,0.0
848e68bffffffff,6.0,0.0,0.0
848e691ffffffff,8.0,0.0,0.0
848e693ffffffff,4.0,0.0,0.0
848e699ffffffff,3.0,0.0,0.0
848e69bffffffff,14.0,0.0,0.0
848e6a1ffffffff,2.0,0.0,0.0
848e6abffffffff,5.0,0.0,0.0
848e6c1ffffffff,2.0,0.0,0.0
848e6c5ffffffff,15.0,0.0,0.0
848e6c7ffffffff,4.0,0.0,0.0
848e6d7ffffffff,3.0,0.0,0.0
848e6d9ffffffff,13.0,0.0,0.0
848e6ddffffffff,4.0,0.0,0.0
848e6e5ffffffff,12.0,0.0,0.0
848e6e9ffffffff,1.0,0.0,0.0
848f4a5ffffffff,6.0,0.0,0.0
848f511ffffffff,5.0,0.0,0.0
848f513ffffffff,9.0,0.0,0.0
848f515ffffffff,36.0,0.0,0.0
848f517ffffffff,8.0,0.0,0.0
848f519ffffffff,92.0,0.0,0.0
848f51dffffffff,12.0,0.0,0.0
848f553ffffffff,4.0,0.0,0.0
848f581ffffffff,28.0,0.0,0.0
848f583ffffffff,4.0,0.0,0.0
848f587ffffffff,7.0,0.0,0.0
848f58bffffffff,4.0,0.0,0.0
848f58dffffffff,18.0,0.0,0.0
848f591ffffffff,2.0,0.0,0.0
848f595ffffffff,2.0,0.0,0.0
848f597ffffffff,33.0,0.0,0.0
848f59dffffffff,7.0,0.0,0.0
848f5b9ffffffff,32.0,0.0,0.0
848f5bbffffffff,3.0,0.0,0.0
848f5c1ffffffff,4.0,0.0,0.0
848f5c3ffffffff,2.0,0.0,0.0
848f5c7ffffffff,2.0,0.0,0.0
848f5cdffffffff,16.0,0.0,0.0
848f5d7ffffffff,1.0,0.0,0.0
848f5e9ffffffff,17.0,0.0,0.0
848f5ebffffffff,4.0,0.0,0.0
84b2001ffffffff,11.0,0.0,0.0
84b2003ffffffff,1.0,0.0,0.0
84b2007ffffffff,4.0,0.0,0.0
84b2015ffffffff,14.0,0.0,0.0
84b2031ffffffff,13.0,0.0,0.0
84b2033ffffffff,8.0,0.0,0.0
84b2037ffffffff,53.0,0.0,0.0
84b2081ffffffff,7.0,0.0,0.0
84b2085ffffffff,2.0,0.0,0.0
84b2089ffffffff,2.0,0.0,0.0
84b208dffffffff,1.0,0.0,0.0
84b2099ffffffff,26.0,0.0,0.0
84b209bffffffff,3.0,0.0,0.0
84b20a3ffffffff,2.0,0.0,0.0
84b20a5ffffffff,96.0,0.0,0.0
84b20a7ffffffff,16.0,0.0,0.0
84b20abffffffff,10.0,0.0,0.0
84b20b3ffffffff,2.0,0.0,0.0
84b20bbffffffff,2.0,0.0,0.0
84b20c7ffffffff,2.0,0.0,0.0
84b20d3ffffffff,3.0,0.0,0.0
84b20d7ffffffff,2.0,0.0,0.0
84b218bffffffff,2.0,0.0,0.0
84b2191ffffffff,252.0,0.0,0.0
84b2193ffffffff,53.0,0.0,0.0
84b2195ffffffff,35.0,0.0,0.0
84b2197ffffffff,138.0,0.0,0.0
84b2199ffffffff,54.0,0.0,0.0
84b219bffffffff,41.0,0.0,0.0
84b219dffffffff,86.0,0.0,0.0
84b21bbffffffff,138.0,0.0,0.0
84b21d1ffffffff,9.0,0.0,0.0
