cell_id,Rhopospina fruticeti,Rhopospina fruticeti fruticeti/peruviana,Rhopospina fruticeti coracina
84b21d3ffffffff,2.0,0.0,0.0
84b21d7ffffffff,19.0,0.0,0.0
84b21d9ffffffff,14.0,0.0,0.0
84b21dbffffffff,2.0,0.0,0.0
84b21ddffffffff,45.0,0.0,0.0
84b2223ffffffff,36.0,0.0,0.0
84b225bffffffff,26.0,0.0,0.0
84b2261ffffffff,1.0,0.0,0.0
84b226bffffffff,1.0,0.0,0.0
84b2289ffffffff,5.0,0.0,0.0
84b228bffffffff,2.0,0.0,0.0
84b2291ffffffff,1.0,0.0,0.0
84b229dffffffff,11.0,0.0,0.0
84b22b5ffffffff,4.0,0.0,0.0
84b22cbffffffff,5.0,0.0,0.0
84b22d9ffffffff,3.0,0.0,0.0
84b24cdffffffff,1.0,0.0,0.0
84b2569ffffffff,2.0,0.0,0.0
84b2725ffffffff,4.0,0.0,0.0
84b2749ffffffff,7.0,0.0,0.0
84b2c01ffffffff,5.0,0.0,0.0
84b2c03ffffffff,6.0,0.0,0.0
84b2c05ffffffff,12.0,0.0,0.0
84b2c07ffffffff,10.0,0.0,0.0
84b2c09ffffffff,14.0,0.0,0.0
84b2c0bffffffff,44.0,3.0,0.0
84b2c0dffffffff,54.0,0.0,0.0
84b2c11ffffffff,83.0,0.0,0.0
84b2c15ffffffff,42.0,0.0,0.0
84b2c17ffffffff,12.0,0.0,0.0
84b2c19ffffffff,10.0,0.0,0.0
84b2c1dffffffff,14.0,0.0,0.0
84b2c2bffffffff,3.0,0.0,0.0
84b2c31ffffffff,7.0,0.0,0.0
84b2c33ffffffff,1.0,0.0,0.0
84b2c35ffffffff,2.0,0.0,0.0
84b2c39ffffffff,11.0,0.0,0.0
84b2c3bffffffff,17.0,0.0,0.0
84b2c3dffffffff,1.0,0.0,0.0
84b2c41ffffffff,108.0,0.0,0.0
84b2c43ffffffff,54.0,0.0,0.0
84b2c45ffffffff,25.0,0.0,0.0
84b2c47ffffffff,31.0,0.0,0.0
84b2c49ffffffff,20.0,0.0,0.0
84b2c4bffffffff,63.0,0.0,0.0
84b2c4dffffffff,51.0,0.0,0.0
84b2c51ffffffff,1885.0,32.0,0.0
84b2c53ffffffff,630.0,29.0,0.0
84b2c55ffffffff,330.0,32.0,0.0
84b2c57ffffffff,58.0,0.0,0.0
84b2c59ffffffff,135.0,0.0,0.0
84b2c5bffffffff,25.0,4.0,0.0
84b2c5dffffffff,266.0,11.0,0.0
84b2c81ffffffff,12.0,0.0,0.0
84b2c83ffffffff,10.0,0.0,0.0
84b2c85ffffffff,19.0,0.0,0.0
84b2c89ffffffff,2.0,0.0,0.0
84b2c8bffffffff,6.0,0.0,0.0
84b2c8dffffffff,24.0,0.0,0.0
84b2ca3ffffffff,12.0,0.0,0.0
84b2ca7ffffffff,60.0,0.0,0.0
84b2ca9ffffffff,104.0,0.0,0.0
84b2cadffffffff,2.0,0.0,0.0
84b2cb5ffffffff,6.0,0.0,0.0
84b2cb7ffffffff,2.0,0.0,0.0
84b2cbdffffffff,2.0,0.0,0.0
84b2cc7ffffffff,7.0,0.0,0.0
84b2cddffffffff,11.0,0.0,0.0
84b2ce1ffffffff,5.0,0.0,0.0
84b2ce3ffffffff,14.0,0.0,0.0
84b2ce5ffffffff,15.0,0.0,0.0
84b2ce7ffffffff,2.0,0.0,0.0
84b2ce9ffffffff,26.0,0.0,0.0
84b2cebffffffff,8.0,0.0,0.0
84b2cedffffffff,9.0,0.0,0.0
84b2d93ffffffff,7.0,0.0,0.0
84b2d97ffffffff,4.0,0.0,0.0
84b2da3ffffffff,2.0,0.0,0.0
84b2dabffffffff,6.0,0.0,0.0
84b2db1ffffffff,1.0,0.0,0.0
84b2dbbffffffff,2.0,0.0,0.0
84b2dc3ffffffff,2.0,0.0,0.0
84b2dcbffffffff,2.0,0.0,0.0
84b2dd1ffffffff,2.0,0.0,0.0
84b2dd5ffffffff,1.0,0.0,0.0
84b2dd9ffffffff,13.0,0.0,0.0
84b2ddbffffffff,26.0,0.0,0.0
84b2e05ffffffff,2.0,0.0,0.0
84b2e07ffffffff,9.0,0.0,0.0
84b2e0dffffffff,12.0,0.0,0.0
84b2e11ffffffff,5.0,0.0,0.0
84b2e13ffffffff,4.0,0.0,0.0
84b2e15ffffffff,6.0,0.0,0.0
84b2e17ffffffff,3.0,0.0,0.0
84b2e1bffffffff,6.0,0.0,0.0
84b2e1dffffffff,4.0,0.0,0.0
84b2e21ffffffff,59.0,0.0,0.0
84b2e23ffffffff,25.0,0.0,0.0
84b2e27ffffffff,102.0,0.0,0.0
84b2e29ffffffff,57.0,0.0,0.0
84b2e2bffffffff,19.0,0.0,0.0
84b2e2dffffffff,105.0,0.0,0.0
84b2e33ffffffff,64.0,0.0,0.0
84b2e35ffffffff,45.0,0.0,0.0
84b2e37ffffffff,25.0,0.0,0.0
84b2e3dffffffff,50.0,0.0,0.0
84b2e41ffffffff,3.0,0.0,0.0
84b2e45ffffffff,20.0,0.0,0.0
84b2e47ffffffff,10.0,0.0,0.0
84b2e49ffffffff,34.0,0.0,0.0
84b2e4bffffffff,2.0,0.0,0.0
84b2e4dffffffff,10.0,0.0,0.0
84b2e5bffffffff,2.0,0.0,0.0
84b2e61ffffffff,2.0,0.0,0.0
84b2e63ffffffff,9.0,0.0,0.0
84b2e65ffffffff,44.0,0.0,0.0
84b2e67ffffffff,17.0,0.0,0.0
84b2e69ffffffff,12.0,0.0,0.0
84b2e6bffffffff,2.0,0.0,0.0
84b2e6dffffffff,153.0,0.0,0.0
84b2e85ffffffff,46.0,0.0,0.0
84b2e91ffffffff,1.0,0.0,0.0
84b2e99ffffffff,4.0,0.0,0.0
84b2ea3ffffffff,7.0,0.0,0.0
84b2ea5ffffffff,41.0,0.0,0.0
84b2ea7ffffffff,12.0,0.0,0.0
84b2ea9ffffffff,1.0,0.0,0.0
84b2eadffffffff,20.0,0.0,0.0
84b2ec1ffffffff,2.0,0.0,0.0
84b2ec5ffffffff,2.0,0.0,0.0
84b2ec7ffffffff,3.0,0.0,0.0
84b2ecdffffffff,1.0,0.0,0.0
84b2ee1ffffffff,79.0,0.0,0.0
84b2ee3ffffffff,6.0,0.0,0.0
84b2ee5ffffffff,2.0,0.0,0.0
84b2ee7ffffffff,1.0,0.0,0.0
84b2ee9ffffffff,43.0,0.0,0.0
84b2eebffffffff,24.0,0.0,0.0
84b2eedffffffff,5.0,0.0,0.0
84b3001ffffffff,2.0,0.0,0.0
84b3009ffffffff,3.0,0.0,0.0
84b3011ffffffff,69.0,0.0,0.0
84b3013ffffffff,11.0,0.0,0.0
84b3017ffffffff,12.0,0.0,0.0
84b3019ffffffff,5.0,0.0,0.0
84b301bffffffff,2.0,0.0,0.0
84b301dffffffff,1.0,0.0,0.0
84b3043ffffffff,5.0,0.0,0.0
84b3047ffffffff,1.0,0.0,0.0
84b304bffffffff,11.0,0.0,0.0
84b3051ffffffff,2.0,0.0,0.0
84b3053ffffffff,9.0,0.0,0.0
84b3055ffffffff,55.0,0.0,0.0
84b3057ffffffff,1.0,0.0,0.0
84b3059ffffffff,14.0,0.0,0.0
84b305dffffffff,1576.0,0.0,0.0
84b3089ffffffff,2.0,0.0,0.0
84b30b1ffffffff,2.0,0.0,0.0
84b30b3ffffffff,57.0,0.0,0.0
84b30b9ffffffff,36.0,0.0,0.0
84b30bbffffffff,14.0,0.0,0.0
84b30c5ffffffff,5.0,0.0,0.0
84b30d3ffffffff,2.0,0.0,0.0
84b30d5ffffffff,1.0,0.0,0.0
84b30ddffffffff,2.0,0.0,0.0
84b30e9ffffffff,2.0,0.0,0.0
84b30ebffffffff,2.0,0.0,0.0
84b31dbffffffff,5.0,0.0,0.0
84b3201ffffffff,2.0,0.0,0.0
84b3203ffffffff,2.0,0.0,0.0
84b3205ffffffff,2.0,0.0,0.0
84b3209ffffffff,5.0,0.0,0.0
84b320bffffffff,9.0,0.0,0.0
84b320dffffffff,50.0,0.0,0.0
84b3213ffffffff,2.0,0.0,0.0
84b3219ffffffff,62.0,0.0,0.0
84b321dffffffff,18.0,0.0,0.0
84b3225ffffffff,4.0,0.0,0.0
84b3227ffffffff,4.0,0.0,0.0
84b322dffffffff,4.0,0.0,0.0
84b3235ffffffff,42.0,0.0,0.0
84b3237ffffffff,12.0,0.0,0.0
84b3241ffffffff,4.0,0.0,0.0
84b3247ffffffff,1.0,0.0,0.0
84b3257ffffffff,5.0,0.0,0.0
84b3261ffffffff,22.0,0.0,0.0
84b3263ffffffff,4.0,0.0,0.0
84b3269ffffffff,6.0,0.0,0.0
84b326bffffffff,21.0,0.0,0.0
84b326dffffffff,12.0,0.0,0.0
84b3283ffffffff,2.0,0.0,0.0
84b3289ffffffff,9.0,0.0,0.0
84b3295ffffffff,2.0,0.0,0.0
84b32a5ffffffff,55.0,0.0,0.0
84b32c1ffffffff,2.0,0.0,0.0
84b32dbffffffff,2.0,0.0,0.0
84b32ddffffffff,14.0,0.0,0.0
84b32edffffffff,2.0,0.0,0.0
84b3309ffffffff,7.0,0.0,0.0
84b330bffffffff,2.0,0.0,0.0
84b3319ffffffff,15.0,0.0,0.0
84b3341ffffffff,71.0,0.0,0.0
84b3343ffffffff,15.0,0.0,0.0
84b3345ffffffff,4.0,0.0,0.0
84b3347ffffffff,2.0,0.0,0.0
84b334bffffffff,35.0,0.0,0.0
84b334dffffffff,2.0,0.0,0.0
84b3351ffffffff,4.0,0.0,0.0
84b3355ffffffff,320.0,0.0,0.0
84b3357ffffffff,15.0,0.0,0.0
84b3359ffffffff,1.0,0.0,0.0
84b335dffffffff,10.0,0.0,0.0
84b342dffffffff,14.0,0.0,0.0
84b346dffffffff,9.0,0.0,0.0
84b350bffffffff,5.0,0.0,0.0
84b3511ffffffff,3.0,0.0,0.0
84b3515ffffffff,94.0,0.0,0.0
84b3517ffffffff,45.0,0.0,0.0
84b3519ffffffff,51.0,0.0,0.0
84b351dffffffff,14.0,0.0,0.0
84b352bffffffff,4.0,0.0,0.0
84b352dffffffff,11.0,0.0,0.0
84b3531ffffffff,3.0,0.0,0.0
84b3537ffffffff,2.0,0.0,0.0
84b3539ffffffff,37.0,0.0,0.0
84b353bffffffff,13.0,0.0,0.0
84b3541ffffffff,2.0,0.0,0.0
84b3543ffffffff,9.0,0.0,0.0
84b354bffffffff,187.0,0.0,0.0
84b3551ffffffff,43.0,0.0,0.0
84b3553ffffffff,115.0,0.0,0.0
84b3555ffffffff,8.0,0.0,0.0
84b355bffffffff,37.0,0.0,0.0
84b355dffffffff,86.0,0.0,0.0
84b3565ffffffff,22.0,0.0,0.0
84b356bffffffff,4.0,0.0,0.0
84b356dffffffff,2.0,0.0,0.0
84b35a1ffffffff,3.0,0.0,0.0
84b35a5ffffffff,4.0,0.0,0.0
84b35a7ffffffff,137.0,0.0,0.0
84b35e1ffffffff,160.0,0.0,0.0
84b35e5ffffffff,108.0,0.0,0.0
84b35edffffffff,16.0,0.0,0.0
84b370dffffffff,1.0,0.0,0.0
84b3723ffffffff,6.0,0.0,0.0
84b3731ffffffff,283.0,0.0,0.0
84b3733ffffffff,39.0,0.0,0.0
84b3735ffffffff,5.0,0.0,0.0
84b3737ffffffff,7.0,0.0,0.0
84b3739ffffffff,2.0,0.0,0.0
84b373bffffffff,1.0,0.0,0.0
84c2e07ffffffff,2.0,0.0,0.0
84c2e13ffffffff,2.0,0.0,0.0
84c2e31ffffffff,3.0,0.0,0.0
84c3053ffffffff,11.0,0.0,0.0
84c305bffffffff,8.0,0.0,0.0
84c3089ffffffff,3.0,0.0,0.0
84c308bffffffff,3.0,0.0,0.0
84c3093ffffffff,4.0,0.0,0.0
84c30c3ffffffff,4.0,0.0,0.0
84c30d5ffffffff,2.0,0.0,0.0
84c30d9ffffffff,4.0,0.0,0.0
84c3201ffffffff,28.0,0.0,0.0
84c3203ffffffff,28.0,0.0,0.0
84c3207ffffffff,4.0,0.0,0.0
84c3209ffffffff,10.0,0.0,0.0
84c320dffffffff,50.0,0.0,0.0
84c3215ffffffff,38.0,0.0,0.0
84c3217ffffffff,43.0,0.0,0.0
84c3219ffffffff,8.0,0.0,0.0
84c3239ffffffff,71.0,0.0,0.0
84c3241ffffffff,42.0,0.0,0.0
84c3243ffffffff,117.0,0.0,0.0
84c3247ffffffff,39.0,0.0,0.0
84c324bffffffff,1.0,0.0,0.0
84c3255ffffffff,84.0,0.0,0.0
84c325bffffffff,4.0,0.0,0.0
84c3281ffffffff,3.0,0.0,0.0
84c3283ffffffff,6.0,0.0,0.0
84c3287ffffffff,7.0,0.0,0.0
84c328dffffffff,3.0,0.0,0.0
84c3297ffffffff,404.0,0.0,0.0
84c3299ffffffff,3.0,0.0,0.0
84c329bffffffff,11.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0
84c32a1ffffffff,2.0,0.0,0.0
84c32a5ffffffff,41.0,0.0,0.0
84c32a7ffffffff,84.0,0.0,0.0
84c32a9ffffffff,43.0,0.0,0.0
84c32adffffffff,169.0,0.0,0.0
84c32b3ffffffff,9.0,0.0,0.0
84c32b7ffffffff,13.0,0.0,0.0
84c32b9ffffffff,3.0,0.0,0.0
84c32c5ffffffff,3.0,0.0,0.0
84c32d3ffffffff,2.0,0.0,0.0
84c32dbffffffff,19.0,0.0,0.0
84c32e1ffffffff,150.0,0.0,0.0
84c32e3ffffffff,37.0,0.0,0.0
84c32edffffffff,18.0,0.0,0.0
84c3403ffffffff,3.0,0.0,0.0
84c3459ffffffff,3.0,0.0,0.0
84c345bffffffff,3.0,0.0,0.0
84c3505ffffffff,2.0,0.0,0.0
84c3543ffffffff,2.0,0.0,0.0
84c3545ffffffff,1.0,0.0,0.0
84c356bffffffff,12.0,0.0,0.0
84c356dffffffff,4.0,0.0,0.0
84c3601ffffffff,3.0,0.0,0.0
84c3603ffffffff,18.0,0.0,0.0
84c3605ffffffff,3.0,0.0,0.0
84c3607ffffffff,24.0,0.0,0.0
84c3609ffffffff,19.0,0.0,0.0
84c360dffffffff,56.0,0.0,0.0
84c3643ffffffff,5.0,0.0,0.0
84c3647ffffffff,10.0,0.0,0.0
84c3649ffffffff,3.0,0.0,0.0
84c364bffffffff,6.0,0.0,0.0
84c364dffffffff,4.0,0.0,0.0
84c3659ffffffff,9.0,0.0,0.0
84c365dffffffff,2.0,0.0,0.0
84c3661ffffffff,2.0,0.0,0.0
84c3663ffffffff,20.0,0.0,0.0
84c3667ffffffff,6.0,0.0,0.0
84c366bffffffff,2.0,0.0,0.0
84c366dffffffff,1.0,0.0,0.0
84c3681ffffffff,3.0,0.0,0.0
84c36c7ffffffff,1.0,0.0,0.0
84c36d7ffffffff,1.0,0.0,0.0
84c36dbffffffff,1.0,0.0,0.0
84c36ddffffffff,3.0,0.0,0.0
84c36edffffffff,2.0,0.0,0.0
84c3703ffffffff,4.0,0.0,0.0
84c3709ffffffff,28.0,0.0,0.0
84c371bffffffff,70.0,0.0,0.0
84c371dffffffff,8.0,0.0,0.0
84c3729ffffffff,10.0,0.0,0.0
84c3733ffffffff,9.0,0.0,0.0
84c3739ffffffff,1.0,0.0,0.0
84c373dffffffff,4.0,0.0,0.0
84c3743ffffffff,1.0,0.0,0.0
84c3755ffffffff,7.0,0.0,0.0
84c3759ffffffff,8.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c375dffffffff,33.0,0.0,0.0
84c3765ffffffff,2.0,0.0,0.0
84c3767ffffffff,4.0,0.0,0.0
84c376dffffffff,55.0,0.0,0.0
84ce801ffffffff,35.0,0.0,0.0
84ce803ffffffff,11.0,0.0,0.0
84ce805ffffffff,8.0,0.0,0.0
84ce807ffffffff,19.0,0.0,0.0
84ce809ffffffff,83.0,0.0,0.0
84ce80bffffffff,62.0,0.0,0.0
84ce80dffffffff,28.0,0.0,0.0
84ce819ffffffff,2.0,0.0,0.0
84ce81dffffffff,8.0,0.0,0.0
84ce823ffffffff,8.0,0.0,0.0
84ce827ffffffff,13.0,0.0,0.0
84ce82bffffffff,15.0,0.0,0.0
84ce831ffffffff,22.0,0.0,0.0
84ce833ffffffff,5.0,0.0,0.0
84ce835ffffffff,20.0,0.0,0.0
84ce837ffffffff,2.0,0.0,0.0
84ce839ffffffff,25.0,0.0,0.0
84ce83dffffffff,103.0,0.0,0.0
84ce843ffffffff,18.0,0.0,0.0
84ce847ffffffff,37.0,0.0,0.0
84ce849ffffffff,5.0,0.0,0.0
84ce84bffffffff,2.0,0.0,0.0
84ce855ffffffff,8.0,0.0,0.0
84ce857ffffffff,1.0,0.0,0.0
84ce861ffffffff,2.0,0.0,0.0
84ce863ffffffff,1.0,0.0,0.0
84ce865ffffffff,7.0,0.0,0.0
84ce86bffffffff,1.0,0.0,0.0
84ce86dffffffff,2.0,0.0,0.0
84ce8e5ffffffff,1.0,0.0,0.0
84ce909ffffffff,8.0,0.0,0.0
84ce90bffffffff,8.0,0.0,0.0
84ce90dffffffff,1.0,0.0,0.0
84ce911ffffffff,2.0,0.0,0.0
84ce913ffffffff,17.0,0.0,0.0
84ce917ffffffff,17.0,0.0,0.0
84ce923ffffffff,19.0,0.0,0.0
84ce927ffffffff,2.0,0.0,0.0
84ce931ffffffff,174.0,0.0,0.0
84ce933ffffffff,19.0,0.0,0.0
84ce935ffffffff,313.0,0.0,0.0
84ce937ffffffff,48.0,0.0,0.0
84ce939ffffffff,4.0,0.0,0.0
84ce93bffffffff,19.0,0.0,0.0
84ce93dffffffff,10.0,0.0,0.0
84ce947ffffffff,4.0,0.0,0.0
84ce955ffffffff,4.0,0.0,0.0
84ce95dffffffff,3.0,0.0,0.0
84ce961ffffffff,18.0,0.0,0.0
84ce969ffffffff,27.0,0.0,0.0
84ce96bffffffff,6.0,0.0,0.0
84ce96dffffffff,11.0,0.0,0.0
84ce981ffffffff,21.0,0.0,0.0
84ce983ffffffff,57.0,0.0,0.0
84ce989ffffffff,245.0,0.0,0.0
84ce98bffffffff,8.0,0.0,0.0
84ce98dffffffff,81.0,0.0,0.0
84ce995ffffffff,7.0,0.0,0.0
84ce997ffffffff,19.0,0.0,0.0
84ce99bffffffff,3.0,0.0,0.0
84ce9a1ffffffff,2.0,0.0,0.0
84ce9a3ffffffff,2.0,0.0,0.0
84ce9abffffffff,4.0,0.0,0.0
84ce9adffffffff,7.0,0.0,0.0
84ce9b1ffffffff,9.0,0.0,0.0
84ce9b3ffffffff,70.0,0.0,0.0
84ce9b5ffffffff,57.0,0.0,0.0
84ce9b7ffffffff,78.0,0.0,0.0
84ce9b9ffffffff,3.0,0.0,0.0
84ce9bdffffffff,8.0,0.0,0.0
84ce9c1ffffffff,5.0,0.0,0.0
84ce9c3ffffffff,78.0,0.0,0.0
84ce9c7ffffffff,67.0,0.0,0.0
84ce9c9ffffffff,3.0,0.0,0.0
84ce9cbffffffff,2.0,0.0,0.0
84ce9d1ffffffff,30.0,0.0,0.0
84ce9d3ffffffff,4.0,0.0,0.0
84ce9d5ffffffff,10.0,0.0,0.0
84ce9d7ffffffff,7.0,0.0,0.0
84ce9d9ffffffff,3.0,0.0,0.0
84ce9dbffffffff,2.0,0.0,0.0
84ce9ddffffffff,44.0,0.0,0.0
84ce9e1ffffffff,3.0,0.0,0.0
84ce9e3ffffffff,22.0,0.0,0.0
84ce9e5ffffffff,5.0,0.0,0.0
84ce9e9ffffffff,2.0,0.0,0.0
84ce9ebffffffff,6.0,0.0,0.0
84ce9edffffffff,111.0,0.0,0.0
84cea05ffffffff,4.0,0.0,0.0
84cea07ffffffff,7.0,0.0,0.0
84cea0bffffffff,1.0,0.0,0.0
84cea21ffffffff,7.0,0.0,0.0
84cea23ffffffff,2.0,0.0,0.0
84cea25ffffffff,20.0,0.0,0.0
84cea27ffffffff,3.0,0.0,0.0
84cea29ffffffff,4.0,0.0,0.0
84cea2bffffffff,14.0,0.0,0.0
84cea31ffffffff,1.0,0.0,0.0
84cea35ffffffff,4.0,0.0,0.0
84cea3dffffffff,6.0,0.0,0.0
84cea53ffffffff,2.0,0.0,0.0
84cea67ffffffff,2.0,0.0,0.0
84ceaadffffffff,2.0,0.0,0.0
84ceae7ffffffff,9.0,0.0,0.0
84ceb19ffffffff,2.0,0.0,0.0
84ceb31ffffffff,5.0,0.0,0.0
84ceb33ffffffff,6.0,0.0,0.0
84ceb37ffffffff,6.0,0.0,0.0
84ceb51ffffffff,2.0,0.0,0.0
84cf121ffffffff,18.0,0.0,0.0
84cf123ffffffff,146.0,4.0,0.0
84cf127ffffffff,166.0,11.0,0.0
84cf129ffffffff,2.0,0.0,0.0
84cf12bffffffff,2.0,0.0,0.0
84cf135ffffffff,2.0,0.0,0.0
84cf13dffffffff,5.0,0.0,0.0
84cf813ffffffff,10.0,0.0,0.0
84cf829ffffffff,4.0,0.0,0.0
84cf833ffffffff,4.0,0.0,0.0
84cf851ffffffff,5.0,0.0,0.0
84cf853ffffffff,36.0,0.0,0.0
84cf859ffffffff,1.0,0.0,0.0
84cf85bffffffff,9.0,0.0,0.0
84cf881ffffffff,3.0,0.0,0.0
84cf885ffffffff,7.0,0.0,0.0
84cf88dffffffff,40.0,0.0,0.0
84cf8a3ffffffff,2.0,0.0,0.0
84cf8bdffffffff,2.0,0.0,0.0
84cf8c1ffffffff,32.0,0.0,0.0
84cf8c3ffffffff,2.0,0.0,0.0
84cf8c5ffffffff,216.0,0.0,0.0
84cf8c7ffffffff,5.0,0.0,0.0
84cf8c9ffffffff,1.0,0.0,0.0
84cf8cbffffffff,2.0,0.0,0.0
84cf8cdffffffff,3.0,0.0,0.0
84cf8d5ffffffff,2.0,0.0,0.0
84cf8e1ffffffff,7.0,0.0,0.0
84cf8e3ffffffff,2.0,0.0,0.0
84cf8e9ffffffff,130.0,0.0,0.0
84cf8ebffffffff,8.0,0.0,0.0
84cf8edffffffff,69.0,0.0,0.0
84cf901ffffffff,4.0,0.0,0.0
84cf913ffffffff,44.0,0.0,0.0
84cf921ffffffff,2.0,0.0,0.0
84cf941ffffffff,2.0,0.0,0.0
84cf943ffffffff,181.0,0.0,0.0
84cf94bffffffff,3.0,0.0,0.0
84cf955ffffffff,6.0,0.0,0.0
84cf959ffffffff,7.0,0.0,0.0
84cf95dffffffff,7.0,0.0,0.0
84cf989ffffffff,2.0,0.0,0.0
84cf98bffffffff,34.0,0.0,0.0
84cf98dffffffff,31.0,0.0,0.0
84cf9c7ffffffff,5.0,0.0,0.0
84cf9d3ffffffff,3.0,0.0,0.0
84cf9d5ffffffff,2.0,0.0,0.0
84cf9e1ffffffff,68.0,0.0,0.0
84cf9e3ffffffff,2.0,0.0,0.0
84cf9e7ffffffff,3.0,0.0,0.0
84cf9e9ffffffff,17.0,0.0,0.0
84cf9ebffffffff,54.0,0.0,0.0
84cfa01ffffffff,2.0,0.0,0.0
84cfa05ffffffff,10.0,0.0,0.0
84cfa09ffffffff,7.0,0.0,0.0
