cell_id,Vireo chivi,Vireo chivi [agilis Group],Vireo chivi chivi/diversus
828107fffffffff,87.0,0.0,0.0
828117fffffffff,101.0,0.0,0.0
82811ffffffffff,35.0,0.0,0.0
828127fffffffff,140.0,0.0,44.0
82812ffffffffff,1.0,0.0,0.0
828137fffffffff,192.0,0.0,0.0
828147fffffffff,65.0,0.0,0.0
82814ffffffffff,138.0,0.0,0.0
828157fffffffff,13.0,0.0,0.0
82815ffffffffff,28.0,0.0,0.0
828167fffffffff,20.0,0.0,0.0
828177fffffffff,167.0,0.0,0.0
828187fffffffff,818.0,0.0,0.0
82818ffffffffff,48.0,0.0,0.0
82819ffffffffff,72.0,0.0,0.0
8281a7fffffffff,31.0,0.0,0.0
8281affffffffff,29.0,0.0,0.0
828a07fffffffff,68.0,0.0,0.0
828a17fffffffff,44.0,0.0,0.0
828a1ffffffffff,1.0,0.0,0.0
828a27fffffffff,6.0,0.0,0.0
828a37fffffffff,11.0,0.0,0.0
828a47fffffffff,238.0,13.0,0.0
828a57fffffffff,3.0,0.0,0.0
828a6ffffffffff,624.0,79.0,4.0
828a77fffffffff,25.0,0.0,0.0
828a87fffffffff,68.0,0.0,0.0
828a8ffffffffff,8.0,0.0,0.0
828a9ffffffffff,9.0,0.0,0.0
828aaffffffffff,82.0,0.0,0.0
828adffffffffff,53.0,0.0,0.0
828ae7fffffffff,2.0,0.0,0.0
828af7fffffffff,814.0,0.0,0.0
828b07fffffffff,6.0,0.0,0.0
828b0ffffffffff,32.0,0.0,0.0
828b17fffffffff,15.0,0.0,0.0
828b1ffffffffff,1.0,0.0,0.0
828b27fffffffff,339.0,0.0,0.0
828b2ffffffffff,92.0,0.0,0.0
828b37fffffffff,43.0,0.0,0.0
828b47fffffffff,680.0,0.0,22.0
828b4ffffffffff,8.0,0.0,0.0
828b57fffffffff,32.0,0.0,0.0
828b5ffffffffff,15.0,0.0,0.0
828b67fffffffff,756.0,3.0,10.0
828b6ffffffffff,605.0,0.0,0.0
828b77fffffffff,183.0,3.0,1.0
828b87fffffffff,28.0,0.0,0.0
828b8ffffffffff,6.0,0.0,0.0
828b97fffffffff,1.0,0.0,0.0
828b9ffffffffff,118.0,0.0,0.0
828ba7fffffffff,58.0,0.0,0.0
828bb7fffffffff,122.0,0.0,0.0
828e67fffffffff,123.0,2.0,10.0
828e6ffffffffff,115.0,0.0,0.0
828f0ffffffffff,319.0,21.0,0.0
828f27fffffffff,2.0,0.0,0.0
828f2ffffffffff,1446.0,218.0,0.0
828f47fffffffff,771.0,115.0,5.0
828f4ffffffffff,103.0,0.0,2.0
828f57fffffffff,336.0,41.0,0.0
828f5ffffffffff,44.0,0.0,4.0
828f67fffffffff,104.0,5.0,0.0
828f6ffffffffff,17.0,0.0,0.0
828f77fffffffff,204.0,2.0,0.0
82a597fffffffff,176.0,0.0,0.0
82a807fffffffff,932.0,0.0,103.0
82a80ffffffffff,8.0,0.0,0.0
82a817fffffffff,5528.0,0.0,459.0
82a81ffffffffff,1171.0,0.0,45.0
82a827fffffffff,256.0,0.0,16.0
82a82ffffffffff,86.0,0.0,3.0
82a837fffffffff,955.0,0.0,171.0
82a847fffffffff,50.0,0.0,0.0
82a84ffffffffff,11.0,0.0,0.0
82a857fffffffff,19.0,0.0,0.0
82a85ffffffffff,142.0,0.0,0.0
82a867fffffffff,57.0,0.0,0.0
82a86ffffffffff,30.0,0.0,0.0
82a877fffffffff,9.0,0.0,0.0
82a887fffffffff,233.0,0.0,5.0
82a88ffffffffff,72.0,0.0,2.0
82a897fffffffff,370.0,0.0,0.0
82a89ffffffffff,14.0,0.0,0.0
82a8a7fffffffff,1992.0,0.0,40.0
82a8affffffffff,192.0,0.0,23.0
82a8b7fffffffff,25.0,0.0,0.0
82a8c7fffffffff,45.0,0.0,0.0
82a8cffffffffff,8.0,0.0,0.0
82a8d7fffffffff,96.0,0.0,2.0
82a8dffffffffff,59.0,0.0,0.0
82a8e7fffffffff,6.0,0.0,2.0
82a8effffffffff,2.0,0.0,0.0
82a8f7fffffffff,19.0,0.0,1.0
82a907fffffffff,20.0,0.0,2.0
82a90ffffffffff,204.0,0.0,57.0
82a91ffffffffff,455.0,0.0,98.0
82a92ffffffffff,433.0,0.0,15.0
82a947fffffffff,1234.0,0.0,1.0
82a94ffffffffff,358.0,0.0,0.0
82a957fffffffff,1872.0,0.0,10.0
82a95ffffffffff,51.0,0.0,0.0
82a967fffffffff,436.0,0.0,3.0
82a96ffffffffff,386.0,0.0,0.0
82a977fffffffff,103.0,0.0,4.0
82b247fffffffff,190.0,0.0,0.0
82b24ffffffffff,88.0,0.0,0.0
82b257fffffffff,42.0,0.0,0.0
82b25ffffffffff,242.0,0.0,0.0
82b267fffffffff,102.0,0.0,0.0
82b26ffffffffff,62.0,0.0,0.0
82b277fffffffff,296.0,0.0,0.0
82b327fffffffff,65.0,0.0,0.0
82b32ffffffffff,2.0,0.0,0.0
82b347fffffffff,903.0,0.0,0.0
82b34ffffffffff,147.0,0.0,0.0
82b357fffffffff,232.0,0.0,0.0
82b35ffffffffff,974.0,0.0,0.0
82b367fffffffff,67.0,0.0,0.0
82b36ffffffffff,225.0,0.0,0.0
82b377fffffffff,1.0,0.0,0.0
82c21ffffffffff,4.0,0.0,0.0
82c22ffffffffff,3.0,0.0,3.0
82c2c7fffffffff,125.0,0.0,0.0
82c2cffffffffff,236.0,0.0,0.0
82c2d7fffffffff,161.0,0.0,0.0
82c2dffffffffff,61.0,0.0,0.0
82c2e7fffffffff,2214.0,0.0,0.0
82c2effffffffff,58.0,0.0,0.0
82c2f7fffffffff,293.0,0.0,1.0
