cell_id,Quiscalus major,Quiscalus major major,Quiscalus major torreyi/alabamensis,Quiscalus major westoni
832a10fffffffff,7900.0,0.0,0.0,0.0
832a13fffffffff,8958.0,0.0,0.0,0.0
832a15fffffffff,1355.0,0.0,0.0,0.0
832a1afffffffff,498.0,0.0,48.0,0.0
832aa8fffffffff,2.0,0.0,0.0,0.0
832aa9fffffffff,10153.0,0.0,226.0,0.0
832aabfffffffff,2.0,0.0,0.0,0.0
832aadfffffffff,17562.0,0.0,680.0,0.0
832ac6fffffffff,1027.0,0.0,0.0,0.0
832ad0fffffffff,1307.0,0.0,0.0,0.0
832ad1fffffffff,1477.0,0.0,0.0,0.0
832ad3fffffffff,3903.0,0.0,0.0,0.0
832ad4fffffffff,20.0,0.0,0.0,0.0
832ad5fffffffff,2373.0,0.0,0.0,0.0
832af0fffffffff,4805.0,0.0,0.0,0.0
832af1fffffffff,6811.0,0.0,0.0,0.0
832af2fffffffff,24.0,0.0,0.0,0.0
832af3fffffffff,1969.0,0.0,0.0,0.0
832af4fffffffff,25.0,0.0,0.0,0.0
832af6fffffffff,3371.0,0.0,0.0,0.0
834412fffffffff,3362.0,0.0,0.0,132.0
834413fffffffff,17556.0,0.0,0.0,539.0
834416fffffffff,222.0,0.0,0.0,0.0
83441afffffffff,16186.0,0.0,0.0,1361.0
83441bfffffffff,1918.0,0.0,0.0,39.0
83441efffffffff,16349.0,0.0,0.0,842.0
834440fffffffff,2.0,0.0,0.0,0.0
834444fffffffff,664.0,0.0,0.0,0.0
834445fffffffff,2934.0,0.0,0.0,0.0
834446fffffffff,4172.0,0.0,0.0,0.0
834450fffffffff,3793.0,0.0,2.0,0.0
834454fffffffff,1.0,0.0,0.0,0.0
834455fffffffff,3707.0,0.0,0.0,0.0
834456fffffffff,506.0,0.0,0.0,0.0
834463fffffffff,1940.0,0.0,0.0,0.0
83446cfffffffff,10257.0,246.0,0.0,0.0
83446efffffffff,8896.0,46.0,0.0,0.0
834471fffffffff,1125.0,0.0,0.0,0.0
834473fffffffff,3880.0,0.0,0.0,0.0
8344a1fffffffff,16585.0,0.0,0.0,934.0
8344a5fffffffff,3292.0,0.0,0.0,209.0
8344a8fffffffff,10181.0,0.0,0.0,231.0
8344a9fffffffff,20687.0,0.0,0.0,1022.0
8344abfffffffff,9715.0,0.0,0.0,532.0
8344acfffffffff,10282.0,0.0,0.0,707.0
8344adfffffffff,4442.0,0.0,0.0,255.0
8344aefffffffff,12068.0,0.0,0.0,662.0
8344b5fffffffff,324.0,0.0,0.0,0.0
8344c4fffffffff,12.0,0.0,0.0,0.0
8344c6fffffffff,3.0,0.0,0.0,0.0
8344d0fffffffff,11535.0,0.0,0.0,0.0
8344d1fffffffff,93.0,0.0,0.0,0.0
8344d2fffffffff,1952.0,0.0,0.0,0.0
8344d3fffffffff,299.0,0.0,0.0,0.0
8344d4fffffffff,3.0,0.0,0.0,0.0
8344d5fffffffff,11660.0,0.0,0.0,0.0
8344e0fffffffff,631.0,0.0,0.0,32.0
8344e2fffffffff,408.0,0.0,0.0,25.0
8344e3fffffffff,22.0,0.0,0.0,0.0
8344e4fffffffff,735.0,0.0,0.0,20.0
8344e6fffffffff,6133.0,0.0,0.0,384.0
8344eefffffffff,3.0,0.0,0.0,0.0
8344f0fffffffff,8207.0,0.0,523.0,81.0
8344f3fffffffff,12550.0,0.0,0.0,0.0
8344f4fffffffff,12249.0,0.0,0.0,540.0
8344f5fffffffff,1208.0,0.0,0.0,70.0
8344f6fffffffff,4454.0,0.0,9.0,128.0
834890fffffffff,1588.0,1.0,0.0,0.0
834891fffffffff,21.0,0.0,0.0,0.0
834892fffffffff,2429.0,0.0,0.0,0.0
834893fffffffff,1253.0,1.0,0.0,0.0
834895fffffffff,27.0,0.0,0.0,0.0
