cell_id,Phylloscopus collybita,Phylloscopus collybita [collybita Group],Phylloscopus collybita tristis
841fa9bffffffff,2.0,2.0,0.0
841faa7ffffffff,10.0,0.0,8.0
841facbffffffff,2.0,0.0,0.0
841fad1ffffffff,8.0,8.0,0.0
841fad3ffffffff,11.0,11.0,0.0
841fad5ffffffff,4.0,4.0,0.0
841fadbffffffff,11.0,11.0,0.0
841fb43ffffffff,1.0,0.0,0.0
841fb47ffffffff,2.0,0.0,2.0
8420187ffffffff,2.0,0.0,1.0
8420a27ffffffff,1.0,0.0,0.0
8420a61ffffffff,1.0,0.0,1.0
8420a9bffffffff,2.0,0.0,0.0
8420b1bffffffff,1.0,0.0,0.0
8420e69ffffffff,1.0,0.0,0.0
8420f25ffffffff,1.0,0.0,0.0
8420f51ffffffff,2.0,0.0,0.0
842400dffffffff,1.0,0.0,1.0
8424047ffffffff,1.0,0.0,1.0
84240cdffffffff,1.0,0.0,1.0
8424539ffffffff,3.0,0.0,3.0
842512bffffffff,6.0,0.0,6.0
8425135ffffffff,2.0,0.0,2.0
8425ac9ffffffff,49.0,0.0,49.0
842c011ffffffff,1.0,0.0,0.0
842c043ffffffff,35.0,0.0,7.0
842c05bffffffff,2.0,0.0,2.0
842c083ffffffff,2.0,0.0,2.0
842c095ffffffff,1.0,1.0,0.0
842c0b7ffffffff,4.0,0.0,0.0
842c0bbffffffff,3.0,0.0,3.0
842c0c9ffffffff,1.0,0.0,1.0
842c193ffffffff,2.0,0.0,0.0
842c1b3ffffffff,2.0,2.0,0.0
842c203ffffffff,3.0,0.0,1.0
842c21dffffffff,2.0,0.0,0.0
842c283ffffffff,2.0,0.0,2.0
842c2a1ffffffff,14.0,0.0,2.0
842c2abffffffff,4.0,0.0,1.0
842c4cdffffffff,1.0,0.0,0.0
842c513ffffffff,4.0,0.0,0.0
842c56dffffffff,86.0,0.0,82.0
842c903ffffffff,7.0,0.0,0.0
842c931ffffffff,1.0,0.0,0.0
842c935ffffffff,2.0,0.0,0.0
842c93bffffffff,3.0,0.0,0.0
842cc03ffffffff,1.0,0.0,1.0
842cc15ffffffff,1.0,0.0,0.0
842cc2dffffffff,3.0,0.0,3.0
842cd5bffffffff,2.0,0.0,2.0
842ce4bffffffff,8.0,0.0,4.0
842cf31ffffffff,14.0,0.0,6.0
842d14bffffffff,2.0,0.0,0.0
842d227ffffffff,2.0,0.0,0.0
842d331ffffffff,1.0,0.0,0.0
842d5c3ffffffff,4.0,0.0,4.0
842d641ffffffff,1.0,0.0,0.0
842d64dffffffff,1.0,0.0,0.0
842da6bffffffff,2.0,2.0,0.0
842db01ffffffff,9.0,0.0,9.0
842db03ffffffff,1.0,1.0,0.0
842db05ffffffff,4.0,0.0,0.0
842db0bffffffff,2.0,0.0,0.0
842db11ffffffff,3.0,0.0,0.0
842db1bffffffff,2.0,0.0,0.0
842db1dffffffff,6.0,2.0,0.0
842db2dffffffff,10.0,1.0,7.0
842db67ffffffff,2.0,0.0,0.0
8430e25ffffffff,4.0,0.0,4.0
8430e29ffffffff,1.0,0.0,0.0
8431aa5ffffffff,2.0,0.0,0.0
8431aadffffffff,6.0,0.0,0.0
8434265ffffffff,4.0,0.0,0.0
84344c5ffffffff,1.0,0.0,0.0
8434691ffffffff,2.0,2.0,0.0
8434697ffffffff,2.0,0.0,0.0
84346bbffffffff,19.0,2.0,0.0
84351b5ffffffff,4.0,0.0,0.0
8438105ffffffff,2.0,0.0,0.0
8438197ffffffff,1.0,0.0,0.0
8438259ffffffff,2.0,0.0,0.0
8438621ffffffff,1.0,0.0,0.0
8438625ffffffff,25.0,5.0,0.0
843862bffffffff,3.0,0.0,0.0
843862dffffffff,1.0,0.0,0.0
8438667ffffffff,4.0,0.0,0.0
8438719ffffffff,2.0,0.0,0.0
8438739ffffffff,3.0,0.0,0.0
8438743ffffffff,4.0,4.0,0.0
8438747ffffffff,2.0,0.0,0.0
8438753ffffffff,11.0,8.0,0.0
843875bffffffff,4.0,1.0,0.0
8438ab3ffffffff,2.0,0.0,0.0
8438c83ffffffff,1.0,0.0,0.0
8438cb9ffffffff,1.0,0.0,0.0
8438e49ffffffff,1.0,0.0,0.0
8438eb5ffffffff,2.0,0.0,0.0
8439001ffffffff,2.0,0.0,0.0
8439003ffffffff,5.0,0.0,0.0
8439007ffffffff,6.0,0.0,0.0
843900bffffffff,6.0,0.0,0.0
843900dffffffff,4.0,0.0,0.0
8439015ffffffff,9.0,0.0,0.0
8439019ffffffff,2.0,2.0,0.0
843901bffffffff,6.0,2.0,0.0
843901dffffffff,32.0,4.0,4.0
8439029ffffffff,3.0,0.0,0.0
843902bffffffff,7.0,0.0,0.0
8439031ffffffff,1.0,0.0,0.0
8439039ffffffff,13.0,2.0,0.0
843903bffffffff,2.0,0.0,0.0
843903dffffffff,9.0,0.0,0.0
8439041ffffffff,4.0,0.0,0.0
8439043ffffffff,2.0,0.0,0.0
8439047ffffffff,6.0,0.0,0.0
8439049ffffffff,2.0,0.0,0.0
843904bffffffff,4.0,0.0,0.0
843904dffffffff,6.0,0.0,0.0
8439053ffffffff,4.0,0.0,0.0
8439055ffffffff,4.0,2.0,0.0
8439057ffffffff,8.0,0.0,4.0
843905bffffffff,5.0,0.0,0.0
843905dffffffff,14.0,0.0,0.0
8439061ffffffff,8.0,4.0,0.0
8439063ffffffff,4.0,0.0,0.0
8439065ffffffff,2.0,0.0,2.0
8439069ffffffff,6.0,6.0,0.0
843906bffffffff,14.0,13.0,0.0
843906dffffffff,2.0,0.0,0.0
8439089ffffffff,4.0,4.0,0.0
843908dffffffff,11.0,4.0,0.0
84390c3ffffffff,3.0,1.0,0.0
84390c5ffffffff,4.0,0.0,0.0
84390c7ffffffff,5.0,1.0,0.0
84390cdffffffff,1.0,1.0,0.0
84390e3ffffffff,6.0,0.0,0.0
8439101ffffffff,38.0,2.0,0.0
8439103ffffffff,2.0,0.0,0.0
8439111ffffffff,1.0,0.0,0.0
8439115ffffffff,12.0,0.0,0.0
8439153ffffffff,2.0,0.0,0.0
8439155ffffffff,3.0,0.0,0.0
8439159ffffffff,4.0,1.0,0.0
843915bffffffff,2.0,0.0,0.0
843915dffffffff,3.0,0.0,0.0
8439181ffffffff,7.0,1.0,0.0
8439183ffffffff,3.0,1.0,0.0
8439187ffffffff,3.0,3.0,0.0
8439189ffffffff,2.0,0.0,0.0
843918bffffffff,8.0,8.0,0.0
8439195ffffffff,1.0,1.0,0.0
8439197ffffffff,2.0,0.0,0.0
84391c5ffffffff,2.0,0.0,0.0
84391c7ffffffff,26.0,0.0,0.0
84391d1ffffffff,3.0,2.0,0.0
84391e9ffffffff,2.0,0.0,0.0
84391ebffffffff,7.0,0.0,0.0
8439201ffffffff,5.0,5.0,0.0
8439205ffffffff,6.0,5.0,0.0
8439207ffffffff,9.0,0.0,0.0
8439209ffffffff,3.0,3.0,0.0
843920dffffffff,10.0,8.0,0.0
8439213ffffffff,2.0,0.0,0.0
8439219ffffffff,2.0,0.0,0.0
843921bffffffff,7.0,0.0,0.0
8439221ffffffff,6.0,0.0,0.0
8439223ffffffff,5.0,0.0,0.0
8439227ffffffff,65.0,2.0,0.0
8439229ffffffff,2.0,0.0,0.0
8439237ffffffff,2.0,0.0,0.0
8439239ffffffff,10.0,0.0,0.0
843923bffffffff,4.0,0.0,0.0
843923dffffffff,6.0,0.0,0.0
8439243ffffffff,2.0,0.0,0.0
8439247ffffffff,1.0,0.0,0.0
8439253ffffffff,6.0,0.0,0.0
8439257ffffffff,1.0,0.0,0.0
8439259ffffffff,6.0,0.0,0.0
843925bffffffff,25.0,0.0,0.0
843925dffffffff,8.0,0.0,6.0
8439281ffffffff,2.0,0.0,2.0
8439285ffffffff,5.0,0.0,0.0
843928dffffffff,2.0,0.0,0.0
843929dffffffff,15.0,4.0,4.0
84392a1ffffffff,2.0,0.0,0.0
84392a5ffffffff,12.0,0.0,0.0
84392a7ffffffff,14.0,0.0,0.0
84392a9ffffffff,2.0,0.0,0.0
84392abffffffff,3.0,0.0,0.0
84392adffffffff,4.0,0.0,0.0
84392c1ffffffff,4.0,0.0,0.0
84392c5ffffffff,5.0,0.0,0.0
84392cbffffffff,15.0,0.0,0.0
84392cdffffffff,5.0,0.0,0.0
84392d9ffffffff,2.0,0.0,2.0
84392dbffffffff,3.0,0.0,3.0
84392ebffffffff,9.0,0.0,0.0
8439313ffffffff,17.0,0.0,6.0
8439317ffffffff,6.0,0.0,0.0
843931bffffffff,2.0,0.0,0.0
8439331ffffffff,1.0,0.0,0.0
8439333ffffffff,2.0,0.0,0.0
8439337ffffffff,15.0,0.0,0.0
8439339ffffffff,2.0,0.0,0.0
843933bffffffff,2.0,0.0,0.0
8439423ffffffff,4.0,2.0,0.0
8439433ffffffff,5.0,3.0,0.0
8439435ffffffff,11.0,8.0,0.0
8439443ffffffff,2.0,2.0,0.0
8439447ffffffff,26.0,22.0,4.0
8439449ffffffff,9.0,5.0,0.0
843944bffffffff,17.0,17.0,0.0
8439451ffffffff,2.0,2.0,0.0
8439459ffffffff,20.0,20.0,0.0
843946bffffffff,2.0,0.0,2.0
843946dffffffff,50.0,47.0,3.0
8439541ffffffff,5.0,0.0,2.0
8439547ffffffff,2.0,0.0,0.0
8439549ffffffff,2.0,0.0,0.0
843954bffffffff,2.0,0.0,2.0
8439563ffffffff,2.0,0.0,0.0
8439567ffffffff,9.0,0.0,0.0
84395c1ffffffff,48.0,19.0,12.0
84395c9ffffffff,13.0,13.0,0.0
84395cbffffffff,1.0,1.0,0.0
8439623ffffffff,1.0,1.0,0.0
8439625ffffffff,1.0,0.0,0.0
8439635ffffffff,1.0,1.0,0.0
843968dffffffff,1.0,0.0,0.0
84396c7ffffffff,2.0,0.0,2.0
84396e9ffffffff,3.0,0.0,3.0
8439701ffffffff,2.0,2.0,0.0
8439715ffffffff,3.0,3.0,0.0
8439717ffffffff,3.0,2.0,1.0
843971bffffffff,3.0,0.0,0.0
8439721ffffffff,57.0,0.0,0.0
8439723ffffffff,10.0,0.0,0.0
8439727ffffffff,8.0,0.0,2.0
8439729ffffffff,22.0,3.0,0.0
843972dffffffff,6.0,0.0,0.0
8439733ffffffff,20.0,19.0,1.0
8439739ffffffff,29.0,1.0,0.0
843973bffffffff,14.0,13.0,0.0
843973dffffffff,2.0,0.0,0.0
8439745ffffffff,2.0,2.0,0.0
843975dffffffff,2.0,2.0,0.0
84399a7ffffffff,4.0,0.0,0.0
843c0a3ffffffff,6.0,0.0,0.0
843c0b5ffffffff,2.0,0.0,0.0
843c193ffffffff,1.0,0.0,1.0
843c199ffffffff,9.0,0.0,5.0
843c19bffffffff,1.0,0.0,0.0
843c1d1ffffffff,1.0,0.0,0.0
843c1dbffffffff,3.0,0.0,0.0
843c33dffffffff,2.0,0.0,0.0
843c595ffffffff,1.0,0.0,0.0
843c8dbffffffff,2.0,0.0,0.0
843c8e5ffffffff,5.0,0.0,0.0
843c8edffffffff,4.0,1.0,0.0
843ca87ffffffff,4.0,0.0,1.0
843ca93ffffffff,2.0,0.0,0.0
843cab7ffffffff,3.0,0.0,0.0
843cab9ffffffff,1.0,0.0,0.0
843cb1dffffffff,5.0,0.0,0.0
843cb39ffffffff,3.0,0.0,3.0
843cc0dffffffff,2.0,0.0,0.0
843cc41ffffffff,2.0,0.0,0.0
843ce15ffffffff,2.0,0.0,0.0
843ce55ffffffff,5.0,0.0,0.0
843ce57ffffffff,2.0,0.0,0.0
843cf05ffffffff,3.0,0.0,0.0
843cf29ffffffff,6.0,0.0,0.0
843cf2dffffffff,27.0,0.0,4.0
843cf41ffffffff,6.0,0.0,0.0
843cf47ffffffff,2.0,0.0,0.0
843d005ffffffff,2.0,0.0,1.0
843d041ffffffff,4.0,0.0,2.0
843d049ffffffff,2.0,0.0,0.0
843d04dffffffff,7.0,0.0,2.0
843d1e7ffffffff,3.0,0.0,0.0
843d1edffffffff,2.0,0.0,0.0
843d223ffffffff,2.0,0.0,0.0
843d22dffffffff,5.0,0.0,0.0
843d265ffffffff,2.0,0.0,0.0
843d353ffffffff,3.0,0.0,0.0
843d35bffffffff,4.0,0.0,0.0
843d363ffffffff,2.0,0.0,2.0
843d85dffffffff,2.0,0.0,2.0
843d8d5ffffffff,2.0,0.0,0.0
843d8ddffffffff,8.0,0.0,0.0
843d967ffffffff,2.0,0.0,0.0
843da11ffffffff,22.0,0.0,14.0
843da13ffffffff,1.0,0.0,0.0
843da1dffffffff,20.0,0.0,20.0
843da21ffffffff,4.0,0.0,4.0
843da37ffffffff,18.0,0.0,8.0
843da57ffffffff,2.0,0.0,2.0
843da69ffffffff,4.0,0.0,4.0
843da81ffffffff,2.0,2.0,0.0
843dac9ffffffff,4.0,0.0,0.0
843dad1ffffffff,17.0,0.0,4.0
843db57ffffffff,2.0,0.0,0.0
843db67ffffffff,2.0,2.0,0.0
843e629ffffffff,4.0,0.0,0.0
843e655ffffffff,4.0,0.0,0.0
843e689ffffffff,14.0,5.0,7.0
843e68dffffffff,4.0,0.0,2.0
843e6c3ffffffff,2.0,2.0,0.0
843e6c9ffffffff,10.0,6.0,4.0
843f365ffffffff,17.0,0.0,17.0
843f4dbffffffff,3.0,0.0,0.0
843f66bffffffff,9.0,0.0,0.0
843f681ffffffff,2.0,0.0,0.0
843f693ffffffff,2.0,0.0,0.0
843f6ebffffffff,2.0,0.0,0.0
843f755ffffffff,1.0,0.0,1.0
843f767ffffffff,1.0,0.0,1.0
84404ddffffffff,3.0,0.0,3.0
8441035ffffffff,5.0,0.0,4.0
84411cbffffffff,23.0,0.0,11.0
8441b43ffffffff,2.0,0.0,0.0
8442499ffffffff,3.0,0.0,0.0
8442531ffffffff,3.0,0.0,3.0
8442539ffffffff,1.0,1.0,0.0
844259dffffffff,3.0,0.0,3.0
8442c13ffffffff,21.0,0.0,21.0
8442c23ffffffff,1.0,0.0,1.0
8442c2dffffffff,4.0,0.0,0.0
8442c41ffffffff,9.0,0.0,9.0
8442c4bffffffff,7.0,0.0,5.0
8442c55ffffffff,2.0,0.0,0.0
8442ca5ffffffff,2.0,0.0,0.0
8442cabffffffff,4.0,0.0,0.0
8442cc5ffffffff,3.0,0.0,3.0
8442cc7ffffffff,12.0,0.0,2.0
8442cd5ffffffff,3.0,0.0,0.0
8442ce3ffffffff,4.0,0.0,3.0
8442ce9ffffffff,3.0,0.0,3.0
8442cebffffffff,2.0,0.0,2.0
8442e37ffffffff,1.0,0.0,1.0
8442eb3ffffffff,7.0,0.0,7.0
8442eb7ffffffff,3.0,0.0,0.0
84431e3ffffffff,3.0,0.0,3.0
844360bffffffff,1.0,0.0,1.0
84438e9ffffffff,2.0,0.0,2.0
8443929ffffffff,2.0,0.0,2.0
844396dffffffff,4.0,0.0,4.0
8443983ffffffff,1.0,0.0,1.0
8443a11ffffffff,1.0,1.0,0.0
8443a13ffffffff,2.0,1.0,1.0
8443a39ffffffff,1.0,1.0,0.0
8443a8dffffffff,3.0,0.0,1.0
8443acdffffffff,1.0,1.0,0.0
8443ae5ffffffff,2.0,2.0,0.0
8443aedffffffff,1.0,0.0,1.0
844b30bffffffff,1.0,0.0,1.0
844b753ffffffff,2.0,0.0,2.0
844ba15ffffffff,2.0,0.0,0.0
844ba1dffffffff,9.0,0.0,0.0
845202dffffffff,2.0,0.0,2.0
84524ddffffffff,6.0,0.0,6.0
845269bffffffff,10.0,0.0,10.0
8453451ffffffff,1.0,1.0,0.0
84534d5ffffffff,4.0,0.0,0.0
8453551ffffffff,3.0,0.0,0.0
8453a43ffffffff,1.0,0.0,1.0
8454141ffffffff,2.0,0.0,0.0
8454149ffffffff,1.0,0.0,0.0
8454f57ffffffff,2.0,0.0,0.0
8455abdffffffff,2.0,0.0,0.0
8459001ffffffff,5.0,0.0,0.0
8459017ffffffff,2.0,0.0,0.0
845901dffffffff,6.0,0.0,0.0
8459091ffffffff,2.0,0.0,0.0
845929bffffffff,2.0,0.0,0.0
8459643ffffffff,1.0,0.0,0.0
8459657ffffffff,2.0,0.0,0.0
8459741ffffffff,1.0,0.0,0.0
845974dffffffff,8.0,0.0,0.0
8460067ffffffff,2.0,0.0,0.0
846015dffffffff,1.0,0.0,0.0
8460885ffffffff,9.0,0.0,4.0
84608b5ffffffff,2.0,0.0,0.0
84608bdffffffff,9.0,1.0,4.0
84608e3ffffffff,3.0,0.0,0.0
84608e5ffffffff,4.0,0.0,0.0
8460999ffffffff,28.0,0.0,24.0
8460a1bffffffff,2.0,0.0,0.0
8460a21ffffffff,3.0,3.0,0.0
8460a25ffffffff,36.0,0.0,0.0
8460a27ffffffff,17.0,0.0,0.0
8460a39ffffffff,5.0,0.0,0.0
8460a61ffffffff,3.0,0.0,0.0
8460a91ffffffff,8.0,0.0,2.0
8460a95ffffffff,2.0,0.0,0.0
8460a9dffffffff,3.0,0.0,0.0
8460aa3ffffffff,4.0,0.0,4.0
8460acdffffffff,5.0,0.0,0.0
8460b19ffffffff,8.0,0.0,0.0
8460b53ffffffff,3.0,0.0,0.0
84619a5ffffffff,9.0,0.0,0.0
846326bffffffff,2.0,0.0,2.0
8463321ffffffff,6.0,0.0,6.0
8464829ffffffff,4.0,0.0,0.0
8464901ffffffff,2.0,0.0,0.0
8465887ffffffff,2.0,0.0,2.0
847a4d1ffffffff,1.0,0.0,0.0
847accdffffffff,7.0,0.0,0.0
