cell_id,Turdus ruficeps,Turdus ruficeps layardi,Turdus ruficeps ruficeps,Turdus ruficeps vitiensis,Turdus ruficeps hades,Turdus ruficeps tempesti
829b47fffffffff,2.0,1.0,0.0,0.0,0.0,0.0
829b4ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
829b5ffffffffff,5.0,0.0,0.0,0.0,0.0,2.0
