cell_id,Illadopsis turdina,Illadopsis turdina harterti,Illadopsis turdina turdina,Illadopsis turdina upembae
8458c8bffffffff,23.0,0.0,0.0,0.0
8458cadffffffff,1.0,0.0,0.0,0.0
846a109ffffffff,9.0,0.0,0.0,0.0
846a143ffffffff,2.0,0.0,0.0,0.0
846a15dffffffff,1.0,0.0,0.0,0.0
8496097ffffffff,19.0,0.0,0.0,2.0
84960bbffffffff,8.0,0.0,0.0,0.0
8496563ffffffff,3.0,0.0,0.0,0.0
849656bffffffff,4.0,0.0,0.0,1.0
