cell_id,Cinnyris sovimanga,Cinnyris sovimanga aldabrensis,Cinnyris sovimanga sovimanga,Cinnyris sovimanga apolis,Cinnyris sovimanga abbotti/buchenorum
827b2ffffffffff,1.0,1.0,0.0,0.0,0.0
82a217fffffffff,2.0,0.0,0.0,0.0,0.0
82a227fffffffff,6.0,0.0,6.0,0.0,0.0
82a237fffffffff,3.0,0.0,3.0,0.0,0.0
82a2a7fffffffff,6.0,0.0,0.0,6.0,0.0
82a357fffffffff,1.0,0.0,1.0,0.0,0.0
82a38ffffffffff,8.0,0.0,4.0,4.0,0.0
82a39ffffffffff,5.0,0.0,0.0,5.0,0.0
