cell_id,Dicrurus hottentottus,Dicrurus hottentottus hottentottus/brevirostris,Dicrurus hottentottus viridinitens,Dicrurus hottentottus borneensis,Dicrurus hottentottus jentincki/faberi,Dicrurus hottentottus leucops/banggaiensis,Dicrurus hottentottus guillemardi,Dicrurus hottentottus pectoralis,Dicrurus hottentottus suluensis
843c005ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c021ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c025ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c027ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c029ffffffff,127.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c02dffffffff,96.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c065ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c067ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c069ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a5ffffffff,347.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0adffffffff,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0b5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0b7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0bdffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c155ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c159ffffffff,197.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c15bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c167ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c189ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c191ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c193ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c199ffffffff,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c19bffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c19dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1b5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1b9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1bbffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1c3ffffffff,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d3ffffffff,135.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d7ffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1dbffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1e9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c303ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c315ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c329ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c32bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c333ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c337ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c33bffffffff,96.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c33dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c363ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c369ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c36bffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c525ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c527ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c533ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c537ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c581ffffffff,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c585ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c587ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c58dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a1ffffffff,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a9ffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5abffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5adffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5bdffffffff,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5cbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5e3ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c801ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c80bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c80dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c831ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c839ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c83bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c843ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c885ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c889ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c899ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8c7ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8c9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8cbffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8d9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8dbffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8e1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8e5ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8edffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c905ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c909ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c92dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c931ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c943ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c947ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c953ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c95bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c967ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca85ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca87ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca8bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca91ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca97ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab1ffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cabdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843caddffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb4bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb4dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb59ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb5dffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc01ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc03ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc05ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc07ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc09ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc0bffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc0dffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc29ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc2bffffffff,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc39ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc41ffffffff,77.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc43ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc45ffffffff,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc47ffffffff,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc51ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc55ffffffff,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc5bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc5dffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc6bffffffff,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cca1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ccb7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ccc3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ccc9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ccd3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd4bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd8bffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd9dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdb1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdbdffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdc9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdcdffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdd5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cddbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce01ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce03ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce09ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce0bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce11ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce13ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce15ffffffff,887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce17ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce19ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce1bffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce1dffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce29ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce2bffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce31ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce3bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce41ffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce43ffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce45ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce47ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce49ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce4bffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce4dffffffff,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce51ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce53ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce55ffffffff,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce57ffffffff,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce59ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce5bffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce5dffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce83ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce85ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce89ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce8bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce8dffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cea9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cec1ffffffff,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cec3ffffffff,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cec5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cec9ffffffff,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cecbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cecdffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ced1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ced5ffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ced9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ceddffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cee1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cee3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf05ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf11ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf1bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf21ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf27ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf2dffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf35ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d101ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d103ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d105ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d107ffffffff,2216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d109ffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d10dffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d131ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d133ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d135ffffffff,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d137ffffffff,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d139ffffffff,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d13bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d13dffffffff,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d141ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d143ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d147ffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d14bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d15dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d1adffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d1e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d1edffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d305ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d307ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d30dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d335ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d337ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d33dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d345ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d34dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d363ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d36bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d8d5ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d8ddffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d987ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d993ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d9b7ffffffff,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d9e5ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843da91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843da97ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843da99ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843da9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843dac9ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843dacbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843dad1ffffffff,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843dad5ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843dad7ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843dad9ffffffff,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843dadbffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843daddffffffff,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844004dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84400a5ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440135ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844022bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84402adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84402d7ffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440403ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440439ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440457ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440483ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440499ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844049bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844049dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84404c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84404c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84404cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
