cell_id,Hylophilus thoracicus,Hylophilus thoracicus griseiventris/aemulus,Hylophilus thoracicus thoracicus
825f07fffffffff,1.0,1.0,0.0
825f17fffffffff,1.0,0.0,0.0
826647fffffffff,49.0,0.0,0.0
8266d7fffffffff,2.0,0.0,0.0
8266dffffffffff,4.0,0.0,0.0
8266effffffffff,10.0,5.0,0.0
828137fffffffff,1.0,0.0,0.0
828b5ffffffffff,3.0,3.0,0.0
828b77fffffffff,7.0,1.0,0.0
828f77fffffffff,1.0,0.0,0.0
82a817fffffffff,27.0,0.0,3.0
82a8a7fffffffff,114.0,0.0,12.0
