cell_id,Ramosomyia viridifrons,Ramosomyia viridifrons viridifrons,Ramosomyia viridifrons wagneri,Ramosomyia viridifrons villadai
8249b7fffffffff,10.0,0.0,0.0,0.0
826d07fffffffff,4.0,1.0,0.0,0.0
826d17fffffffff,123.0,0.0,123.0,0.0
826d27fffffffff,5.0,1.0,0.0,0.0
826d2ffffffffff,13.0,1.0,0.0,0.0
826d37fffffffff,89.0,54.0,11.0,0.0
