cell_id,Poecile montanus,Poecile montanus [montanus Group],Poecile montanus [songarus Group]
841e615ffffffff,2.0,2.0,0.0
841e639ffffffff,4.0,0.0,0.0
841e63bffffffff,1.0,0.0,0.0
841e64dffffffff,2.0,0.0,0.0
841e669ffffffff,2.0,0.0,0.0
841e66bffffffff,4.0,0.0,0.0
841e6d9ffffffff,8.0,0.0,0.0
841e6e7ffffffff,2.0,0.0,0.0
841e725ffffffff,1.0,0.0,0.0
841e745ffffffff,4.0,0.0,0.0
841e747ffffffff,1.0,0.0,0.0
841e753ffffffff,2.0,0.0,0.0
841e769ffffffff,1.0,0.0,0.0
841e76dffffffff,4.0,0.0,0.0
841ea1bffffffff,1.0,0.0,0.0
841ea41ffffffff,4.0,2.0,0.0
841ea49ffffffff,3.0,0.0,0.0
841ea4bffffffff,4.0,0.0,0.0
841ea4dffffffff,1.0,0.0,0.0
841ea89ffffffff,2.0,2.0,0.0
841ea97ffffffff,2.0,0.0,0.0
841eac3ffffffff,11.0,2.0,0.0
841eac5ffffffff,4.0,0.0,0.0
841eac7ffffffff,5.0,0.0,0.0
841eac9ffffffff,1.0,0.0,0.0
841ead7ffffffff,1.0,0.0,0.0
841eb59ffffffff,2.0,0.0,0.0
841ec01ffffffff,32.0,15.0,0.0
841ec03ffffffff,4.0,1.0,0.0
841ec05ffffffff,9.0,0.0,0.0
841ec07ffffffff,6.0,4.0,0.0
841ec09ffffffff,28.0,0.0,0.0
841ec0bffffffff,4.0,0.0,0.0
841ec0dffffffff,16.0,0.0,0.0
841ec15ffffffff,10.0,0.0,0.0
841ec1dffffffff,3.0,0.0,0.0
841ec21ffffffff,5.0,0.0,0.0
841ec23ffffffff,8.0,0.0,0.0
841ec2bffffffff,1.0,0.0,0.0
841ec39ffffffff,90.0,16.0,0.0
841ec43ffffffff,6.0,0.0,0.0
841ec45ffffffff,2.0,0.0,0.0
841ec47ffffffff,56.0,7.0,0.0
841ec55ffffffff,2.0,0.0,0.0
841ec57ffffffff,4.0,0.0,0.0
841ec61ffffffff,2.0,0.0,0.0
841ec6bffffffff,2.0,0.0,0.0
841eccbffffffff,2.0,2.0,0.0
841ece9ffffffff,3.0,0.0,0.0
841ed01ffffffff,2.0,0.0,0.0
841ed03ffffffff,1.0,0.0,0.0
841ed11ffffffff,2.0,0.0,0.0
841ed13ffffffff,1.0,0.0,0.0
841ed19ffffffff,2.0,0.0,0.0
841edc9ffffffff,3.0,0.0,0.0
841ee09ffffffff,1.0,0.0,0.0
841eea3ffffffff,3.0,0.0,0.0
841eeb7ffffffff,1.0,1.0,0.0
841ef01ffffffff,3.0,0.0,0.0
841ef09ffffffff,3.0,1.0,0.0
841ef0dffffffff,1.0,0.0,0.0
841ef43ffffffff,1.0,1.0,0.0
841ef45ffffffff,4.0,4.0,0.0
841ef47ffffffff,4.0,0.0,0.0
841ef63ffffffff,9.0,9.0,0.0
841ef69ffffffff,2.0,2.0,0.0
841ef6bffffffff,2.0,0.0,0.0
841f011ffffffff,2.0,0.0,0.0
841f021ffffffff,1.0,0.0,0.0
841f025ffffffff,7.0,0.0,0.0
841f027ffffffff,2.0,0.0,0.0
841f029ffffffff,5.0,0.0,0.0
841f033ffffffff,2.0,0.0,0.0
841f035ffffffff,2.0,0.0,0.0
841f037ffffffff,8.0,0.0,0.0
841f03bffffffff,7.0,7.0,0.0
841f059ffffffff,2.0,1.0,0.0
841f05bffffffff,24.0,8.0,0.0
841f061ffffffff,8.0,0.0,0.0
841f065ffffffff,2.0,0.0,0.0
841f067ffffffff,3.0,0.0,0.0
841f089ffffffff,1.0,0.0,0.0
841f097ffffffff,1.0,0.0,0.0
841f09bffffffff,33.0,0.0,0.0
841f0a9ffffffff,1.0,0.0,0.0
841f0b3ffffffff,2.0,0.0,0.0
841f0c3ffffffff,1.0,0.0,0.0
841f0d1ffffffff,6.0,0.0,0.0
841f0d3ffffffff,2.0,0.0,0.0
841f0d7ffffffff,2.0,0.0,0.0
841f0edffffffff,2.0,0.0,0.0
841f103ffffffff,2.0,0.0,0.0
841f107ffffffff,1.0,1.0,0.0
841f10dffffffff,3.0,0.0,0.0
841f111ffffffff,3.0,0.0,0.0
841f117ffffffff,10.0,0.0,0.0
841f119ffffffff,1.0,0.0,0.0
841f11bffffffff,4.0,0.0,0.0
841f11dffffffff,2.0,0.0,0.0
841f121ffffffff,6.0,0.0,0.0
841f123ffffffff,1.0,0.0,0.0
841f127ffffffff,2.0,0.0,0.0
841f129ffffffff,4.0,1.0,0.0
841f12bffffffff,1.0,0.0,0.0
841f12dffffffff,17.0,0.0,0.0
841f131ffffffff,14.0,0.0,0.0
841f133ffffffff,2.0,0.0,0.0
841f135ffffffff,2.0,0.0,0.0
841f137ffffffff,13.0,0.0,0.0
841f145ffffffff,2.0,2.0,0.0
841f147ffffffff,2.0,0.0,0.0
841f155ffffffff,2.0,0.0,0.0
841f157ffffffff,2.0,0.0,0.0
841f15bffffffff,4.0,0.0,0.0
841f161ffffffff,1.0,0.0,0.0
841f165ffffffff,4.0,0.0,0.0
841f169ffffffff,4.0,0.0,0.0
841f16dffffffff,8.0,0.0,0.0
841f181ffffffff,1.0,0.0,0.0
841f183ffffffff,4.0,0.0,0.0
841f185ffffffff,2.0,0.0,0.0
841f189ffffffff,4.0,0.0,0.0
841f18bffffffff,4.0,0.0,0.0
841f195ffffffff,2.0,0.0,0.0
841f197ffffffff,1.0,0.0,0.0
841f199ffffffff,5.0,0.0,0.0
841f1a1ffffffff,3.0,0.0,0.0
841f1a5ffffffff,7.0,0.0,0.0
841f1a9ffffffff,1.0,0.0,0.0
841f1abffffffff,3.0,0.0,0.0
841f1b3ffffffff,13.0,4.0,0.0
841f1b7ffffffff,3.0,0.0,0.0
841f1bbffffffff,9.0,0.0,0.0
841f1c3ffffffff,4.0,0.0,0.0
841f1d1ffffffff,6.0,0.0,0.0
841f1d5ffffffff,13.0,0.0,0.0
841f1d7ffffffff,2.0,0.0,0.0
841f1d9ffffffff,2.0,0.0,0.0
841f1dbffffffff,9.0,0.0,0.0
841f1e5ffffffff,5.0,4.0,0.0
841f219ffffffff,3.0,2.0,0.0
841f253ffffffff,1.0,0.0,0.0
841f25bffffffff,6.0,0.0,0.0
841f2a9ffffffff,44.0,19.0,0.0
841f2adffffffff,1.0,1.0,0.0
841f2c9ffffffff,5.0,0.0,0.0
841f2e1ffffffff,2.0,0.0,0.0
841f2ebffffffff,5.0,0.0,0.0
841f311ffffffff,1.0,1.0,0.0
841f315ffffffff,5.0,0.0,0.0
841f355ffffffff,1.0,1.0,0.0
841f357ffffffff,1.0,1.0,0.0
841f35bffffffff,2.0,0.0,0.0
841f401ffffffff,1.0,0.0,0.0
841f403ffffffff,10.0,0.0,0.0
841f407ffffffff,18.0,0.0,0.0
841f40bffffffff,1.0,0.0,0.0
841f411ffffffff,1.0,0.0,0.0
841f413ffffffff,2.0,0.0,0.0
841f415ffffffff,1.0,0.0,0.0
841f41dffffffff,4.0,0.0,0.0
841f423ffffffff,1.0,0.0,0.0
841f425ffffffff,1.0,0.0,0.0
841f427ffffffff,1.0,0.0,0.0
841f42bffffffff,4.0,0.0,0.0
841f433ffffffff,2.0,0.0,0.0
841f447ffffffff,1.0,0.0,0.0
841f44dffffffff,5.0,0.0,0.0
841f451ffffffff,2.0,0.0,0.0
841f453ffffffff,1.0,0.0,0.0
841f457ffffffff,1.0,0.0,0.0
841f467ffffffff,1.0,0.0,0.0
841f46bffffffff,2.0,0.0,0.0
841f485ffffffff,1.0,0.0,0.0
841f4a1ffffffff,1.0,0.0,0.0
841f4c1ffffffff,5.0,0.0,0.0
841f4c5ffffffff,3.0,0.0,0.0
841f4c7ffffffff,1.0,0.0,0.0
841f4e1ffffffff,15.0,0.0,0.0
841f4e3ffffffff,30.0,0.0,0.0
841f4e5ffffffff,2.0,0.0,0.0
841f4e7ffffffff,10.0,0.0,0.0
841f4e9ffffffff,5.0,0.0,0.0
841f4ebffffffff,61.0,0.0,0.0
841f4edffffffff,12.0,0.0,0.0
841f511ffffffff,5.0,0.0,0.0
841f513ffffffff,5.0,0.0,0.0
841f519ffffffff,30.0,0.0,0.0
841f51bffffffff,2.0,0.0,0.0
841f51dffffffff,5.0,0.0,0.0
841f523ffffffff,2.0,0.0,0.0
841f525ffffffff,1.0,0.0,0.0
841f52bffffffff,6.0,0.0,0.0
841f535ffffffff,21.0,0.0,0.0
841f53dffffffff,4.0,0.0,0.0
841f549ffffffff,1.0,0.0,0.0
841f551ffffffff,1.0,0.0,0.0
841f555ffffffff,1.0,0.0,0.0
841f565ffffffff,6.0,0.0,0.0
841f587ffffffff,2.0,0.0,0.0
841f58bffffffff,1.0,0.0,0.0
841f593ffffffff,6.0,0.0,0.0
841f59bffffffff,4.0,0.0,0.0
841f5a9ffffffff,10.0,0.0,0.0
841f5adffffffff,28.0,5.0,0.0
841f5c5ffffffff,43.0,14.0,0.0
841f5c7ffffffff,11.0,0.0,0.0
841f5cdffffffff,2.0,2.0,0.0
841f5e1ffffffff,2.0,0.0,0.0
841f5e3ffffffff,4.0,0.0,0.0
841f5e7ffffffff,7.0,2.0,0.0
841f5e9ffffffff,6.0,2.0,0.0
841f5ebffffffff,2.0,0.0,0.0
841f601ffffffff,9.0,3.0,0.0
841f603ffffffff,3.0,0.0,0.0
841f605ffffffff,4.0,0.0,0.0
841f607ffffffff,9.0,3.0,0.0
841f60bffffffff,4.0,2.0,0.0
841f60dffffffff,6.0,0.0,0.0
841f611ffffffff,6.0,0.0,0.0
841f61bffffffff,25.0,0.0,0.0
841f61dffffffff,3.0,0.0,0.0
841f631ffffffff,2.0,0.0,0.0
841f645ffffffff,13.0,4.0,0.0
841f649ffffffff,1.0,0.0,0.0
841f64dffffffff,3.0,0.0,0.0
841f655ffffffff,1.0,0.0,0.0
841f659ffffffff,11.0,0.0,0.0
841f65dffffffff,20.0,3.0,0.0
841f661ffffffff,4.0,0.0,0.0
841f681ffffffff,3.0,0.0,0.0
841f6a9ffffffff,1.0,0.0,0.0
841f6adffffffff,2.0,0.0,0.0
841f6c5ffffffff,4.0,0.0,0.0
841f6cdffffffff,2.0,0.0,0.0
841f6e3ffffffff,2.0,0.0,0.0
841f6e7ffffffff,2.0,0.0,0.0
841f6ebffffffff,2.0,0.0,0.0
841f703ffffffff,7.0,0.0,0.0
841f715ffffffff,19.0,0.0,0.0
841f717ffffffff,3.0,0.0,0.0
841f71dffffffff,3.0,0.0,0.0
841f725ffffffff,182.0,0.0,0.0
841f727ffffffff,47.0,4.0,0.0
841f72dffffffff,23.0,2.0,0.0
841f739ffffffff,9.0,0.0,0.0
841f751ffffffff,6.0,0.0,0.0
841f757ffffffff,2.0,0.0,0.0
841f759ffffffff,2.0,0.0,0.0
841f801ffffffff,2.0,0.0,0.0
841f803ffffffff,2.0,0.0,0.0
841f807ffffffff,3.0,0.0,0.0
841f80bffffffff,18.0,0.0,0.0
841f811ffffffff,10.0,0.0,0.0
841f815ffffffff,11.0,2.0,0.0
841f819ffffffff,10.0,0.0,0.0
841f81bffffffff,3.0,0.0,0.0
841f81dffffffff,2.0,0.0,0.0
841f821ffffffff,10.0,0.0,0.0
841f823ffffffff,1.0,0.0,0.0
841f825ffffffff,6.0,0.0,0.0
841f827ffffffff,10.0,0.0,0.0
841f82dffffffff,2.0,0.0,0.0
841f833ffffffff,14.0,3.0,0.0
841f835ffffffff,26.0,2.0,0.0
841f837ffffffff,26.0,2.0,0.0
841f839ffffffff,6.0,2.0,0.0
841f83bffffffff,4.0,0.0,0.0
841f83dffffffff,2.0,0.0,0.0
841f841ffffffff,6.0,0.0,0.0
841f851ffffffff,2.0,0.0,0.0
841f853ffffffff,3.0,0.0,0.0
841f855ffffffff,2.0,0.0,0.0
841f881ffffffff,35.0,6.0,0.0
841f883ffffffff,49.0,8.0,0.0
841f885ffffffff,4.0,0.0,0.0
841f887ffffffff,47.0,8.0,0.0
841f889ffffffff,7.0,0.0,0.0
841f88bffffffff,17.0,0.0,0.0
841f88dffffffff,7.0,1.0,0.0
841f891ffffffff,15.0,0.0,0.0
841f893ffffffff,7.0,3.0,0.0
841f895ffffffff,5.0,2.0,0.0
841f897ffffffff,33.0,4.0,0.0
841f899ffffffff,4.0,0.0,0.0
841f89bffffffff,9.0,1.0,0.0
841f89dffffffff,14.0,2.0,0.0
841f8a1ffffffff,33.0,2.0,0.0
841f8a3ffffffff,14.0,2.0,0.0
841f8a5ffffffff,7.0,0.0,0.0
841f8a7ffffffff,2.0,0.0,0.0
841f8a9ffffffff,21.0,1.0,0.0
841f8abffffffff,16.0,8.0,0.0
841f8adffffffff,26.0,4.0,0.0
841f8b1ffffffff,17.0,2.0,0.0
841f8b3ffffffff,4.0,0.0,0.0
841f8b5ffffffff,7.0,3.0,0.0
841f8b7ffffffff,7.0,0.0,0.0
841f8b9ffffffff,12.0,0.0,0.0
841f8bbffffffff,11.0,2.0,0.0
841f8bdffffffff,10.0,0.0,0.0
841f8c3ffffffff,4.0,0.0,0.0
841f8c5ffffffff,5.0,0.0,0.0
841f8cbffffffff,1.0,1.0,0.0
841f8d1ffffffff,84.0,26.0,0.0
841f8d3ffffffff,6.0,4.0,0.0
841f8d5ffffffff,10.0,6.0,0.0
841f8d7ffffffff,11.0,2.0,0.0
841f8ddffffffff,2.0,0.0,0.0
841f8e1ffffffff,16.0,0.0,0.0
841f8e3ffffffff,3.0,0.0,0.0
841f8e5ffffffff,24.0,2.0,0.0
841f8e7ffffffff,7.0,2.0,0.0
841f8e9ffffffff,3.0,0.0,0.0
841f8ebffffffff,6.0,0.0,0.0
841f913ffffffff,34.0,31.0,0.0
841f917ffffffff,7.0,0.0,0.0
841f91bffffffff,46.0,0.0,0.0
841f91dffffffff,4.0,0.0,0.0
841f933ffffffff,22.0,2.0,0.0
841f96bffffffff,2.0,0.0,0.0
841f985ffffffff,2.0,0.0,0.0
841f989ffffffff,8.0,2.0,0.0
841f98dffffffff,9.0,0.0,0.0
841f999ffffffff,4.0,0.0,0.0
841f9a1ffffffff,2.0,0.0,0.0
841f9a5ffffffff,5.0,1.0,0.0
841f9a7ffffffff,10.0,0.0,0.0
841f9a9ffffffff,1.0,0.0,0.0
841f9adffffffff,16.0,0.0,0.0
841f9c1ffffffff,27.0,7.0,0.0
841f9c3ffffffff,37.0,2.0,0.0
841f9c5ffffffff,41.0,14.0,0.0
841f9c7ffffffff,17.0,0.0,0.0
841f9c9ffffffff,7.0,2.0,0.0
841f9cbffffffff,20.0,0.0,0.0
841f9cdffffffff,35.0,0.0,0.0
841f9d1ffffffff,5.0,2.0,0.0
841f9d3ffffffff,1.0,0.0,0.0
841f9d5ffffffff,1.0,0.0,0.0
841f9d7ffffffff,3.0,2.0,0.0
841f9d9ffffffff,4.0,0.0,0.0
841f9dbffffffff,5.0,0.0,0.0
841f9ddffffffff,14.0,2.0,0.0
841f9e1ffffffff,28.0,6.0,0.0
841f9e3ffffffff,27.0,0.0,0.0
841f9e5ffffffff,6.0,6.0,0.0
841f9e7ffffffff,59.0,0.0,0.0
841f9e9ffffffff,4.0,0.0,0.0
841f9ebffffffff,21.0,0.0,0.0
841f9edffffffff,2.0,0.0,0.0
841fa01ffffffff,5.0,1.0,0.0
841fa03ffffffff,19.0,1.0,0.0
841fa05ffffffff,14.0,0.0,0.0
841fa07ffffffff,3.0,0.0,0.0
841fa09ffffffff,2.0,0.0,0.0
841fa11ffffffff,4.0,2.0,0.0
841fa15ffffffff,3.0,0.0,0.0
841fa19ffffffff,1.0,0.0,0.0
841fa21ffffffff,1.0,0.0,0.0
841fa29ffffffff,9.0,0.0,0.0
841fa31ffffffff,6.0,0.0,0.0
841fa33ffffffff,2.0,0.0,0.0
841fa35ffffffff,12.0,2.0,0.0
841fa37ffffffff,1.0,0.0,0.0
841fa39ffffffff,2.0,0.0,0.0
841fa3bffffffff,7.0,0.0,0.0
841fa3dffffffff,2.0,0.0,0.0
841fa41ffffffff,2.0,2.0,0.0
841fa43ffffffff,2.0,0.0,0.0
841fa45ffffffff,6.0,0.0,0.0
841fa47ffffffff,16.0,0.0,0.0
841fa49ffffffff,4.0,0.0,0.0
841fa4bffffffff,27.0,0.0,0.0
841fa51ffffffff,5.0,0.0,0.0
841fa55ffffffff,6.0,0.0,0.0
841fa59ffffffff,47.0,0.0,0.0
841fa5bffffffff,6.0,0.0,0.0
841fa5dffffffff,9.0,0.0,0.0
841fa61ffffffff,1.0,0.0,0.0
841fa63ffffffff,8.0,2.0,0.0
841fa67ffffffff,2.0,0.0,0.0
841fa69ffffffff,2.0,2.0,0.0
841fa6dffffffff,5.0,0.0,0.0
841fa81ffffffff,2.0,0.0,0.0
841fa83ffffffff,12.0,0.0,0.0
841fa85ffffffff,1.0,0.0,0.0
841fa89ffffffff,8.0,0.0,0.0
841fa8bffffffff,2.0,0.0,0.0
841fa8dffffffff,10.0,0.0,0.0
841fa93ffffffff,5.0,0.0,0.0
841fa95ffffffff,22.0,0.0,0.0
841fa9bffffffff,6.0,0.0,0.0
841faa5ffffffff,2.0,0.0,0.0
841faa7ffffffff,2.0,0.0,0.0
841faa9ffffffff,5.0,0.0,0.0
841faadffffffff,8.0,0.0,0.0
841fab1ffffffff,16.0,0.0,0.0
841fab5ffffffff,4.0,0.0,0.0
841fab9ffffffff,5.0,0.0,0.0
841fabbffffffff,10.0,0.0,0.0
841fac1ffffffff,1.0,0.0,0.0
841fac7ffffffff,2.0,0.0,0.0
841fac9ffffffff,2.0,0.0,0.0
841facbffffffff,4.0,0.0,0.0
841fadbffffffff,4.0,0.0,0.0
841faddffffffff,46.0,0.0,0.0
841fae1ffffffff,1.0,0.0,0.0
841fae3ffffffff,6.0,0.0,0.0
841fae5ffffffff,6.0,0.0,0.0
841fae7ffffffff,1.0,0.0,0.0
841faebffffffff,14.0,0.0,0.0
841faedffffffff,7.0,0.0,0.0
841fb11ffffffff,5.0,0.0,0.0
841fb13ffffffff,3.0,0.0,0.0
841fb17ffffffff,6.0,2.0,0.0
841fb1bffffffff,3.0,0.0,0.0
841fb5dffffffff,1.0,0.0,0.0
8420293ffffffff,1.0,0.0,0.0
8420453ffffffff,1.0,0.0,0.0
8420485ffffffff,4.0,2.0,0.0
84204a1ffffffff,2.0,0.0,0.0
84204abffffffff,7.0,4.0,0.0
84204b3ffffffff,6.0,0.0,0.0
84204b7ffffffff,1.0,0.0,0.0
84204b9ffffffff,3.0,0.0,0.0
84204d3ffffffff,6.0,6.0,0.0
84204d9ffffffff,4.0,4.0,0.0
84204ddffffffff,2.0,2.0,0.0
8420681ffffffff,2.0,2.0,0.0
8420683ffffffff,4.0,0.0,0.0
8420685ffffffff,1.0,1.0,0.0
84206a1ffffffff,1.0,1.0,0.0
84206a9ffffffff,1.0,1.0,0.0
84206b5ffffffff,5.0,1.0,0.0
84206bdffffffff,6.0,6.0,0.0
8420e23ffffffff,5.0,0.0,5.0
8420e25ffffffff,5.0,0.0,5.0
8420e27ffffffff,3.0,0.0,3.0
8420e2bffffffff,3.0,0.0,0.0
8420e61ffffffff,1.0,0.0,0.0
8420e65ffffffff,40.0,0.0,37.0
8420e67ffffffff,3.0,0.0,3.0
8421253ffffffff,1.0,0.0,0.0
842400dffffffff,1.0,1.0,0.0
8424233ffffffff,3.0,0.0,0.0
8424235ffffffff,1.0,1.0,0.0
842423bffffffff,2.0,0.0,0.0
8424251ffffffff,46.0,5.0,0.0
8424255ffffffff,4.0,0.0,0.0
842426bffffffff,1.0,0.0,0.0
84242e1ffffffff,1.0,0.0,0.0
8424609ffffffff,2.0,0.0,0.0
842460dffffffff,2.0,0.0,0.0
8424667ffffffff,3.0,0.0,0.0
8424749ffffffff,2.0,0.0,0.0
8424895ffffffff,1.0,0.0,0.0
8424897ffffffff,3.0,0.0,1.0
84248b3ffffffff,2.0,0.0,2.0
84248b7ffffffff,1.0,0.0,1.0
84248b9ffffffff,4.0,0.0,4.0
84248bbffffffff,9.0,0.0,3.0
84248bdffffffff,4.0,0.0,4.0
84248c1ffffffff,7.0,0.0,7.0
8424c0dffffffff,2.0,0.0,0.0
8424c63ffffffff,26.0,0.0,0.0
8424d19ffffffff,1.0,0.0,1.0
8424d23ffffffff,4.0,0.0,2.0
8424d6dffffffff,10.0,0.0,0.0
8425039ffffffff,2.0,0.0,0.0
842514bffffffff,1.0,0.0,0.0
8425199ffffffff,1.0,0.0,0.0
84251bdffffffff,2.0,1.0,0.0
842535dffffffff,3.0,0.0,0.0
8425409ffffffff,25.0,0.0,0.0
8425425ffffffff,2.0,0.0,0.0
8425459ffffffff,2.0,0.0,0.0
8425461ffffffff,6.0,2.0,0.0
8425463ffffffff,9.0,0.0,0.0
8425465ffffffff,17.0,0.0,0.0
8425467ffffffff,21.0,0.0,0.0
8425469ffffffff,13.0,0.0,0.0
8425539ffffffff,2.0,0.0,0.0
8425597ffffffff,14.0,0.0,0.0
84255a3ffffffff,89.0,2.0,0.0
84255a7ffffffff,2.0,0.0,0.0
84255abffffffff,33.0,0.0,0.0
84255b1ffffffff,6.0,2.0,0.0
84255b5ffffffff,52.0,15.0,0.0
84255bbffffffff,7.0,0.0,0.0
84255bdffffffff,15.0,1.0,0.0
84256e3ffffffff,1.0,1.0,0.0
8425713ffffffff,2.0,2.0,0.0
8425717ffffffff,48.0,0.0,0.0
8425731ffffffff,1.0,0.0,0.0
8425733ffffffff,1.0,0.0,0.0
842e0a1ffffffff,1.0,0.0,0.0
842e0e7ffffffff,1.0,0.0,0.0
842e123ffffffff,2.0,2.0,0.0
842e135ffffffff,1.0,0.0,0.0
842e137ffffffff,9.0,0.0,0.0
842e18dffffffff,2.0,0.0,0.0
842e1a5ffffffff,5.0,3.0,0.0
842e1a7ffffffff,1.0,0.0,0.0
842e1adffffffff,2.0,0.0,0.0
842e1b1ffffffff,12.0,0.0,0.0
842e1b5ffffffff,7.0,0.0,0.0
842e1b9ffffffff,4.0,0.0,0.0
842e1e7ffffffff,3.0,0.0,0.0
842e29bffffffff,2.0,2.0,0.0
842e2b7ffffffff,2.0,0.0,0.0
842e449ffffffff,1.0,0.0,0.0
842e44dffffffff,1.0,0.0,0.0
842e615ffffffff,6.0,0.0,0.0
842e619ffffffff,2.0,0.0,0.0
842e61bffffffff,2.0,0.0,0.0
842e653ffffffff,2.0,0.0,0.0
842e663ffffffff,1.0,0.0,0.0
842e681ffffffff,4.0,0.0,0.0
842e683ffffffff,2.0,0.0,0.0
842e685ffffffff,4.0,0.0,0.0
842e687ffffffff,14.0,0.0,0.0
842e689ffffffff,2.0,0.0,0.0
842e68bffffffff,4.0,0.0,0.0
842e6c7ffffffff,2.0,0.0,0.0
842e6d5ffffffff,2.0,0.0,0.0
842e6e5ffffffff,2.0,0.0,0.0
842e743ffffffff,2.0,0.0,0.0
842e745ffffffff,83.0,17.0,0.0
842e747ffffffff,3.0,0.0,0.0
842e74dffffffff,2.0,2.0,0.0
842e753ffffffff,16.0,0.0,0.0
842e755ffffffff,35.0,11.0,0.0
842e757ffffffff,5.0,0.0,0.0
842e759ffffffff,22.0,0.0,0.0
842e75bffffffff,5.0,0.0,0.0
842e75dffffffff,305.0,118.0,0.0
842e881ffffffff,16.0,2.0,0.0
842e8c3ffffffff,2.0,0.0,0.0
842ea9bffffffff,2.0,0.0,0.0
842eac3ffffffff,2.0,0.0,0.0
842eac7ffffffff,3.0,1.0,0.0
842eac9ffffffff,32.0,11.0,0.0
842eacbffffffff,31.0,11.0,0.0
842ead9ffffffff,25.0,9.0,0.0
842eaddffffffff,24.0,4.0,0.0
842ec03ffffffff,2.0,0.0,0.0
842ec23ffffffff,3.0,0.0,0.0
842ec25ffffffff,2.0,0.0,0.0
842ec95ffffffff,1.0,0.0,0.0
842ecb9ffffffff,3.0,0.0,0.0
842ed53ffffffff,1.0,0.0,0.0
842eda5ffffffff,2.0,0.0,0.0
842edc7ffffffff,2.0,0.0,0.0
842eeb3ffffffff,1.0,0.0,0.0
842ef65ffffffff,2.0,0.0,0.0
842f5b1ffffffff,6.0,0.0,0.0
842f5b3ffffffff,15.0,2.0,0.0
842f5b5ffffffff,11.0,4.0,0.0
842f5b9ffffffff,8.0,4.0,0.0
842f5bbffffffff,22.0,2.0,0.0
842f5bdffffffff,6.0,3.0,0.0
8430005ffffffff,2.0,0.0,0.0
8430217ffffffff,1.0,0.0,0.0
8430325ffffffff,2.0,0.0,0.0
8431135ffffffff,4.0,0.0,0.0
843113dffffffff,1.0,0.0,0.0
8431429ffffffff,1.0,0.0,0.0
8431503ffffffff,1.0,0.0,0.0
8431649ffffffff,12.0,0.0,0.0
84316c1ffffffff,24.0,9.0,0.0
84316c5ffffffff,2.0,0.0,0.0
84316e5ffffffff,8.0,1.0,0.0
843170dffffffff,1.0,0.0,0.0
8431851ffffffff,275.0,0.0,102.0
8431853ffffffff,178.0,0.0,110.0
8431855ffffffff,3.0,0.0,0.0
8431857ffffffff,31.0,0.0,20.0
8431859ffffffff,1.0,0.0,1.0
843185bffffffff,64.0,0.0,28.0
843190dffffffff,6.0,0.0,2.0
8431915ffffffff,2.0,0.0,0.0
8431921ffffffff,18.0,0.0,10.0
8431949ffffffff,2.0,0.0,0.0
843196bffffffff,4.0,0.0,0.0
8431a33ffffffff,8.0,0.0,2.0
8431a85ffffffff,7.0,0.0,6.0
8431a87ffffffff,77.0,0.0,19.0
8431aa5ffffffff,37.0,0.0,0.0
8431aa9ffffffff,10.0,0.0,7.0
8431aadffffffff,3.0,0.0,0.0
8431ae1ffffffff,3.0,0.0,0.0
8431ae3ffffffff,5.0,0.0,1.0
8431ae7ffffffff,5.0,0.0,5.0
843965bffffffff,2.0,0.0,0.0
84396d9ffffffff,6.0,0.0,0.0
84396dbffffffff,9.0,0.0,0.0
84396ddffffffff,2.0,0.0,0.0
84396ebffffffff,2.0,0.0,0.0
844088bffffffff,2.0,0.0,2.0
844089dffffffff,5.0,0.0,5.0
84408a9ffffffff,1.0,0.0,0.0
8440ce3ffffffff,1.0,0.0,0.0
8440cebffffffff,2.0,0.0,0.0
8440d33ffffffff,2.0,0.0,0.0
8440dedffffffff,12.0,0.0,0.0
844b659ffffffff,1.0,1.0,0.0
844b66bffffffff,2.0,0.0,0.0
844b753ffffffff,2.0,0.0,0.0
844b757ffffffff,5.0,0.0,0.0
