cell_id,Lathrotriccus euleri,Lathrotriccus euleri [flaviventris Group],Lathrotriccus euleri euleri/argentinus
84a9525ffffffff,13.0,0.0,0.0
84a9527ffffffff,198.0,0.0,0.0
84a9531ffffffff,79.0,0.0,0.0
84a9533ffffffff,31.0,0.0,0.0
84a9539ffffffff,14.0,0.0,0.0
84a953bffffffff,336.0,0.0,0.0
84a953dffffffff,3.0,0.0,0.0
84a9547ffffffff,2.0,0.0,0.0
84a9549ffffffff,1.0,0.0,0.0
84a9551ffffffff,2.0,0.0,0.0
84a9553ffffffff,4.0,0.0,0.0
84a9559ffffffff,8.0,0.0,0.0
84a955bffffffff,19.0,0.0,0.0
84a9565ffffffff,2.0,0.0,0.0
84a95a5ffffffff,4.0,0.0,0.0
84a95abffffffff,5.0,0.0,0.0
84a95adffffffff,1.0,0.0,0.0
84a95bbffffffff,1.0,0.0,0.0
84a95c3ffffffff,4.0,0.0,0.0
84a95c5ffffffff,10.0,0.0,0.0
84a95c9ffffffff,31.0,0.0,0.0
84a95d9ffffffff,2.0,0.0,0.0
84a95dbffffffff,7.0,0.0,0.0
84a95e5ffffffff,2.0,0.0,0.0
84a95edffffffff,24.0,0.0,0.0
84a9605ffffffff,1.0,0.0,0.0
84a9611ffffffff,6.0,0.0,0.0
84a9617ffffffff,5.0,0.0,0.0
84a9619ffffffff,10.0,0.0,0.0
84a9621ffffffff,2.0,0.0,0.0
84a9623ffffffff,23.0,0.0,0.0
84a9627ffffffff,24.0,0.0,0.0
84a9631ffffffff,4.0,0.0,0.0
84a9637ffffffff,1.0,0.0,0.0
84a9639ffffffff,2.0,0.0,0.0
84a963dffffffff,9.0,0.0,0.0
84a9645ffffffff,19.0,0.0,0.0
84a9649ffffffff,2.0,0.0,0.0
84a964dffffffff,5.0,0.0,0.0
84a9659ffffffff,2.0,0.0,0.0
84a9685ffffffff,25.0,0.0,0.0
84a96a5ffffffff,5.0,0.0,0.0
84a96a7ffffffff,14.0,0.0,0.0
84a96a9ffffffff,6.0,0.0,0.0
84a96abffffffff,4.0,0.0,0.0
84a96adffffffff,28.0,0.0,0.0
84a96b5ffffffff,8.0,0.0,0.0
84a96b9ffffffff,15.0,0.0,0.0
84a96c5ffffffff,20.0,0.0,0.0
84a96e1ffffffff,2.0,0.0,0.0
84a96e5ffffffff,2.0,0.0,0.0
84a96e7ffffffff,15.0,0.0,0.0
84a96e9ffffffff,12.0,0.0,0.0
84a9711ffffffff,8.0,0.0,0.0
84a9717ffffffff,12.0,0.0,0.0
84a9733ffffffff,9.0,0.0,0.0
84a973bffffffff,13.0,0.0,0.0
84a973dffffffff,4.0,0.0,0.0
84a9761ffffffff,2.0,0.0,0.0
84a9765ffffffff,23.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0
84b268bffffffff,2.0,0.0,0.0
84b26d7ffffffff,4.0,0.0,0.0
84b2709ffffffff,1.0,0.0,0.0
84b270bffffffff,2.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0
84b2723ffffffff,1.0,0.0,0.0
84b2741ffffffff,2.0,0.0,0.0
84b2749ffffffff,8.0,0.0,0.0
84b324bffffffff,5.0,0.0,0.0
84b325bffffffff,5.0,0.0,0.0
84b3421ffffffff,2.0,0.0,0.0
84b3423ffffffff,14.0,0.0,0.0
84b3425ffffffff,79.0,0.0,0.0
84b342dffffffff,2.0,0.0,0.0
84b3435ffffffff,5.0,0.0,0.0
84b3445ffffffff,3.0,0.0,0.0
84b3461ffffffff,4.0,0.0,0.0
84b3467ffffffff,2.0,0.0,0.0
84b3469ffffffff,4.0,0.0,0.0
84b346dffffffff,1.0,0.0,0.0
84b34c7ffffffff,3.0,0.0,0.0
84b34d1ffffffff,1.0,0.0,0.0
84b34d7ffffffff,1.0,0.0,0.0
84b3511ffffffff,34.0,0.0,0.0
84b3513ffffffff,88.0,0.0,0.0
84b351bffffffff,3.0,0.0,0.0
84b3585ffffffff,12.0,0.0,0.0
84b3589ffffffff,14.0,0.0,0.0
84b35a1ffffffff,4.0,0.0,0.0
84b35a3ffffffff,2.0,0.0,0.0
84b35a9ffffffff,1.0,0.0,0.0
84b35b5ffffffff,10.0,0.0,0.0
84b35b9ffffffff,2.0,0.0,0.0
84b35bdffffffff,52.0,0.0,0.0
84b35c1ffffffff,8.0,0.0,0.0
84b35c5ffffffff,42.0,0.0,0.0
84b35c7ffffffff,14.0,0.0,0.0
84b35c9ffffffff,66.0,0.0,0.0
84b35e1ffffffff,13.0,0.0,0.0
84b35e9ffffffff,68.0,0.0,0.0
84b35ebffffffff,4.0,0.0,0.0
84b3629ffffffff,1.0,0.0,0.0
84b366dffffffff,1.0,0.0,0.0
84b36d7ffffffff,5.0,0.0,0.0
84c2c07ffffffff,4.0,0.0,0.0
84c2c15ffffffff,6.0,0.0,0.0
84c2c17ffffffff,27.0,0.0,0.0
84c2c19ffffffff,10.0,0.0,0.0
84c2c1dffffffff,13.0,0.0,0.0
84c2c23ffffffff,4.0,0.0,0.0
84c2c29ffffffff,2.0,0.0,0.0
84c2c41ffffffff,5.0,0.0,0.0
84c2c53ffffffff,15.0,0.0,0.0
84c2c57ffffffff,1.0,0.0,0.0
84c2c5bffffffff,6.0,0.0,0.0
84c2c63ffffffff,2.0,0.0,0.0
84c2c6dffffffff,5.0,0.0,0.0
84c2c95ffffffff,4.0,0.0,0.0
84c2ca1ffffffff,2.0,0.0,0.0
84c2ca7ffffffff,11.0,0.0,0.0
84c2ca9ffffffff,2.0,0.0,0.0
84c2cadffffffff,10.0,0.0,0.0
84c2cb1ffffffff,26.0,0.0,0.0
84c2cb5ffffffff,2.0,0.0,0.0
84c2cb9ffffffff,2.0,0.0,0.0
84c2cbdffffffff,25.0,0.0,0.0
84c2ccdffffffff,8.0,0.0,0.0
84c2cd3ffffffff,16.0,0.0,0.0
84c2cdbffffffff,6.0,0.0,0.0
84c2ce1ffffffff,42.0,0.0,0.0
84c2ce7ffffffff,4.0,0.0,0.0
84c2d03ffffffff,8.0,0.0,0.0
84c2d05ffffffff,1.0,0.0,0.0
84c2d23ffffffff,2.0,0.0,0.0
84c2d2bffffffff,3.0,0.0,0.0
84c2d37ffffffff,3.0,0.0,0.0
84c2d43ffffffff,2.0,0.0,0.0
84c2d45ffffffff,10.0,0.0,0.0
84c2d49ffffffff,2.0,0.0,0.0
84c2d63ffffffff,4.0,0.0,0.0
84c2d6bffffffff,5.0,0.0,0.0
84c2d81ffffffff,1.0,0.0,0.0
84c2d85ffffffff,17.0,0.0,0.0
84c2d8dffffffff,11.0,0.0,0.0
84c2d93ffffffff,46.0,0.0,0.0
84c2d9bffffffff,24.0,0.0,2.0
84c2dc9ffffffff,2.0,0.0,0.0
84c2e21ffffffff,19.0,0.0,0.0
84c2e23ffffffff,15.0,0.0,0.0
84c2e2dffffffff,6.0,0.0,0.0
84c2e31ffffffff,63.0,0.0,0.0
84c2e39ffffffff,6.0,0.0,0.0
84c2e3dffffffff,7.0,0.0,0.0
84c2e85ffffffff,4.0,0.0,0.0
84c2e87ffffffff,3.0,0.0,0.0
84c2f15ffffffff,6.0,0.0,0.0
84c2f17ffffffff,8.0,0.0,0.0
84c2f23ffffffff,2.0,0.0,0.0
84c2f33ffffffff,3.0,0.0,0.0
84c2f37ffffffff,4.0,0.0,0.0
84c2f39ffffffff,3.0,0.0,0.0
