cell_id,Anser anser,Anser anser anser,Anser anser rubrirostris
832aa3fffffffff,3.0,0.0,0.0
832aa4fffffffff,51.0,0.0,0.0
832aa5fffffffff,6.0,0.0,0.0
832aa8fffffffff,48.0,0.0,0.0
832aa9fffffffff,16.0,0.0,0.0
832aaafffffffff,11.0,0.0,0.0
832aabfffffffff,4.0,0.0,0.0
832aacfffffffff,41.0,0.0,0.0
832aadfffffffff,7.0,0.0,0.0
832aaefffffffff,5.0,0.0,0.0
832ab1fffffffff,8.0,0.0,0.0
832ab2fffffffff,301.0,0.0,0.0
832ab3fffffffff,57.0,0.0,0.0
832ab4fffffffff,1.0,0.0,0.0
832ab5fffffffff,2.0,0.0,0.0
832ad6fffffffff,27.0,0.0,0.0
832af1fffffffff,2.0,0.0,0.0
832af6fffffffff,1.0,0.0,0.0
832b01fffffffff,4.0,0.0,0.0
832b0afffffffff,2.0,0.0,0.0
832b12fffffffff,2.0,0.0,0.0
832b25fffffffff,5.0,0.0,0.0
832b2efffffffff,4.0,0.0,0.0
832b81fffffffff,50.0,0.0,0.0
832b83fffffffff,6.0,0.0,0.0
832b89fffffffff,6.0,0.0,0.0
832b8afffffffff,6.0,0.0,0.0
832b8bfffffffff,11.0,0.0,0.0
832b8cfffffffff,1.0,0.0,0.0
832b8dfffffffff,2.0,0.0,0.0
832b99fffffffff,17.0,0.0,0.0
832b9afffffffff,3.0,0.0,0.0
832b9bfffffffff,10.0,0.0,0.0
832b9dfffffffff,2.0,0.0,0.0
832baafffffffff,15.0,7.0,0.0
832babfffffffff,3.0,0.0,0.0
832bacfffffffff,6.0,0.0,0.0
832c05fffffffff,23.0,5.0,0.0
832c0bfffffffff,24.0,0.0,0.0
832c1efffffffff,1.0,0.0,0.0
832c21fffffffff,8.0,0.0,0.0
832c2afffffffff,8.0,0.0,0.0
832c2efffffffff,8.0,2.0,1.0
832c51fffffffff,2.0,0.0,0.0
832c5efffffffff,2.0,0.0,0.0
832c8dfffffffff,3.0,0.0,0.0
832c93fffffffff,7.0,0.0,0.0
832cc0fffffffff,2.0,0.0,0.0
832ce4fffffffff,8.0,0.0,0.0
832cf0fffffffff,1.0,0.0,0.0
832cf3fffffffff,2.0,0.0,0.0
832d03fffffffff,2.0,0.0,0.0
832d14fffffffff,5.0,0.0,2.0
832d18fffffffff,2.0,0.0,0.0
832d32fffffffff,2.0,0.0,2.0
832d33fffffffff,5.0,0.0,0.0
832d64fffffffff,4.0,0.0,0.0
832daefffffffff,18.0,0.0,0.0
832db0fffffffff,22.0,4.0,0.0
832db1fffffffff,2.0,0.0,0.0
832db6fffffffff,2.0,2.0,0.0
832e44fffffffff,2.0,0.0,2.0
832e63fffffffff,2.0,0.0,0.0
832e6bfffffffff,2.0,0.0,0.0
833099fffffffff,1.0,0.0,0.0
83309afffffffff,4.0,0.0,0.0
8330e1fffffffff,3.0,0.0,0.0
833126fffffffff,4.0,0.0,4.0
833185fffffffff,9.0,0.0,1.0
833188fffffffff,4.0,0.0,0.0
8331aafffffffff,9.0,0.0,0.0
833426fffffffff,1.0,0.0,0.0
833441fffffffff,2.0,0.0,0.0
833466fffffffff,2.0,0.0,0.0
83346afffffffff,4.0,0.0,0.0
83346bfffffffff,4.0,0.0,0.0
83351bfffffffff,15.0,0.0,0.0
8335a9fffffffff,2.0,0.0,0.0
833825fffffffff,5.0,0.0,0.0
833900fffffffff,12.0,0.0,0.0
833901fffffffff,87.0,0.0,0.0
833902fffffffff,130.0,0.0,0.0
833903fffffffff,66.0,3.0,0.0
833904fffffffff,6.0,0.0,0.0
833905fffffffff,21.0,0.0,0.0
833906fffffffff,172.0,0.0,0.0
833908fffffffff,75.0,12.0,0.0
833909fffffffff,5.0,0.0,0.0
83390cfffffffff,35.0,0.0,0.0
83390efffffffff,19.0,0.0,0.0
833910fffffffff,45.0,0.0,0.0
833911fffffffff,63.0,0.0,0.0
833915fffffffff,70.0,0.0,0.0
833918fffffffff,24.0,0.0,0.0
833919fffffffff,9.0,0.0,0.0
83391afffffffff,4.0,0.0,0.0
83391cfffffffff,24.0,0.0,0.0
83391efffffffff,134.0,24.0,0.0
833920fffffffff,16.0,0.0,0.0
833921fffffffff,12.0,0.0,0.0
833922fffffffff,71.0,0.0,0.0
833923fffffffff,4.0,0.0,0.0
833924fffffffff,3.0,0.0,0.0
833925fffffffff,102.0,2.0,0.0
833928fffffffff,20.0,0.0,0.0
833929fffffffff,28.0,2.0,0.0
83392afffffffff,227.0,0.0,0.0
83392bfffffffff,25.0,0.0,0.0
83392cfffffffff,14.0,0.0,0.0
83392dfffffffff,84.0,0.0,0.0
83392efffffffff,59.0,0.0,0.0
833931fffffffff,29.0,0.0,0.0
833933fffffffff,258.0,0.0,0.0
833943fffffffff,15.0,0.0,0.0
833944fffffffff,140.0,29.0,0.0
833945fffffffff,6.0,6.0,0.0
833946fffffffff,9.0,7.0,0.0
833954fffffffff,58.0,0.0,0.0
833956fffffffff,14.0,0.0,0.0
833970fffffffff,3.0,0.0,0.0
833971fffffffff,61.0,0.0,0.0
833972fffffffff,33.0,0.0,0.0
833973fffffffff,3.0,0.0,0.0
833974fffffffff,30.0,16.0,0.0
833976fffffffff,7.0,0.0,0.0
8339a9fffffffff,6.0,0.0,0.0
833c0bfffffffff,6.0,0.0,2.0
833c1afffffffff,4.0,0.0,0.0
833c1bfffffffff,7.0,0.0,0.0
833c1cfffffffff,11.0,0.0,0.0
833c36fffffffff,2.0,0.0,0.0
833c58fffffffff,6.0,0.0,0.0
833c5afffffffff,2.0,0.0,0.0
833c5efffffffff,1.0,0.0,0.0
833c84fffffffff,2.0,0.0,0.0
833c8dfffffffff,2.0,0.0,0.0
833c9dfffffffff,27.0,2.0,0.0
833ca9fffffffff,5.0,0.0,0.0
833cadfffffffff,3.0,0.0,0.0
833cb2fffffffff,2.0,0.0,0.0
833cb4fffffffff,7.0,0.0,0.0
833cb6fffffffff,3.0,0.0,0.0
833cc6fffffffff,4.0,0.0,0.0
833ce1fffffffff,28.0,0.0,0.0
833ce2fffffffff,4.0,0.0,0.0
833ceafffffffff,8.0,0.0,0.0
833cecfffffffff,2.0,0.0,1.0
833cedfffffffff,11.0,0.0,0.0
833cf4fffffffff,41.0,0.0,0.0
833cf6fffffffff,7.0,0.0,0.0
833d00fffffffff,12.0,0.0,0.0
833d04fffffffff,44.0,0.0,0.0
833d10fffffffff,6.0,0.0,0.0
833d14fffffffff,15.0,0.0,2.0
833d30fffffffff,4.0,0.0,0.0
833d32fffffffff,6.0,0.0,0.0
833d33fffffffff,1.0,0.0,1.0
833d34fffffffff,2.0,0.0,2.0
833d36fffffffff,34.0,0.0,0.0
833d80fffffffff,2.0,0.0,0.0
833d84fffffffff,1.0,0.0,0.0
833d91fffffffff,1.0,0.0,0.0
833d96fffffffff,1.0,0.0,0.0
833d98fffffffff,2.0,0.0,0.0
833d9bfffffffff,19.0,0.0,0.0
833da1fffffffff,23.0,0.0,9.0
833da2fffffffff,4.0,0.0,4.0
833da3fffffffff,38.0,0.0,6.0
833da6fffffffff,2.0,0.0,2.0
833da9fffffffff,1.0,0.0,0.0
833dacfffffffff,98.0,0.0,0.0
833dadfffffffff,10.0,0.0,0.0
833daefffffffff,1.0,0.0,0.0
833db1fffffffff,2.0,0.0,0.0
833db2fffffffff,4.0,0.0,0.0
833db5fffffffff,2.0,0.0,0.0
833db6fffffffff,1.0,0.0,0.0
833f36fffffffff,2.0,0.0,0.0
833f61fffffffff,4.0,0.0,0.0
833f6efffffffff,8.0,0.0,0.0
833f72fffffffff,2.0,0.0,0.0
833f75fffffffff,4.0,0.0,0.0
834049fffffffff,4.0,0.0,0.0
834096fffffffff,2.0,0.0,0.0
834118fffffffff,2.0,0.0,0.0
83411cfffffffff,3.0,0.0,0.0
834183fffffffff,2.0,0.0,0.0
83419dfffffffff,7.0,0.0,2.0
8341a0fffffffff,2.0,0.0,0.0
8341a4fffffffff,8.0,0.0,0.0
8341a5fffffffff,23.0,0.0,0.0
834249fffffffff,3.0,0.0,0.0
8342c0fffffffff,5.0,0.0,0.0
8342c1fffffffff,33.0,0.0,0.0
8342c2fffffffff,18.0,0.0,0.0
8342c6fffffffff,2.0,0.0,0.0
8342cafffffffff,8.0,0.0,0.0
8342ccfffffffff,29.0,0.0,0.0
8342cdfffffffff,14.0,0.0,0.0
8342cefffffffff,55.0,0.0,0.0
8342dbfffffffff,8.0,0.0,0.0
8342dcfffffffff,3.0,0.0,0.0
8342ddfffffffff,31.0,0.0,0.0
8342ebfffffffff,4.0,0.0,0.0
8343a0fffffffff,1.0,0.0,0.0
8343a1fffffffff,3.0,0.0,0.0
8343aefffffffff,2.0,0.0,1.0
83441afffffffff,12.0,0.0,0.0
83441efffffffff,8.0,0.0,0.0
834440fffffffff,2.0,0.0,0.0
834446fffffffff,8.0,0.0,0.0
83444dfffffffff,3.0,0.0,0.0
834450fffffffff,3.0,0.0,0.0
834451fffffffff,1.0,0.0,0.0
834455fffffffff,3.0,0.0,0.0
834468fffffffff,4.0,0.0,0.0
834469fffffffff,2.0,0.0,0.0
83446bfffffffff,6.0,0.0,0.0
83446cfffffffff,1.0,0.0,0.0
83446dfffffffff,2.0,0.0,0.0
8344a1fffffffff,30.0,0.0,0.0
8344a5fffffffff,2.0,0.0,0.0
8344a9fffffffff,2.0,0.0,0.0
8344adfffffffff,3.0,0.0,0.0
8344c1fffffffff,3.0,0.0,0.0
8344c2fffffffff,2.0,0.0,0.0
8344cafffffffff,2.0,0.0,0.0
8344ccfffffffff,1.0,0.0,0.0
8344d5fffffffff,9.0,0.0,0.0
8344d8fffffffff,8.0,0.0,0.0
8344ddfffffffff,5.0,0.0,0.0
8344defffffffff,2.0,0.0,0.0
8344e1fffffffff,3.0,0.0,0.0
8344e9fffffffff,1.0,0.0,0.0
8344f0fffffffff,16.0,0.0,0.0
8344f4fffffffff,33.0,0.0,0.0
834509fffffffff,5.0,0.0,0.0
8345a3fffffffff,2.0,0.0,0.0
834648fffffffff,2.0,0.0,0.0
83480efffffffff,3.0,0.0,0.0
834814fffffffff,4.0,0.0,0.0
83481afffffffff,2.0,0.0,0.0
834823fffffffff,2.0,0.0,0.0
834859fffffffff,1.0,0.0,0.0
834881fffffffff,2.0,0.0,0.0
83488efffffffff,1.0,0.0,0.0
834891fffffffff,3.0,0.0,0.0
834892fffffffff,1.0,0.0,0.0
834893fffffffff,5.0,0.0,0.0
834895fffffffff,2.0,0.0,0.0
834898fffffffff,37.0,0.0,0.0
834899fffffffff,3.0,0.0,0.0
83489afffffffff,38.0,0.0,0.0
83489cfffffffff,13.0,0.0,0.0
83489dfffffffff,2.0,0.0,0.0
8348a2fffffffff,3.0,0.0,0.0
8348b2fffffffff,1.0,0.0,0.0
8348b3fffffffff,12.0,0.0,0.0
8348c6fffffffff,9.0,0.0,0.0
8348d8fffffffff,26.0,0.0,0.0
8348e9fffffffff,2.0,0.0,0.0
8348ebfffffffff,5.0,0.0,0.0
834980fffffffff,2.0,0.0,0.0
834982fffffffff,17.0,0.0,0.0
83498efffffffff,4.0,0.0,0.0
834994fffffffff,5.0,0.0,0.0
834995fffffffff,43.0,0.0,0.0
834996fffffffff,4.0,0.0,0.0
83499cfffffffff,2.0,0.0,0.0
834a26fffffffff,8.0,0.0,0.0
834b82fffffffff,2.0,0.0,2.0
834b84fffffffff,8.0,0.0,5.0
834ba0fffffffff,60.0,0.0,2.0
834ba1fffffffff,12.0,0.0,0.0
834ba2fffffffff,1.0,0.0,0.0
834ba6fffffffff,52.0,0.0,0.0
834bb1fffffffff,1.0,0.0,0.0
834bb5fffffffff,2.0,0.0,0.0
834cc5fffffffff,3.0,0.0,0.0
835909fffffffff,3.0,0.0,0.0
835d11fffffffff,2.0,0.0,0.0
836014fffffffff,9.0,0.0,0.0
836015fffffffff,6.0,0.0,0.0
836086fffffffff,15.0,0.0,0.0
836088fffffffff,4.0,0.0,0.0
83608bfffffffff,10.0,0.0,0.0
83608efffffffff,2.0,0.0,0.0
836090fffffffff,8.0,0.0,0.0
836096fffffffff,2.0,0.0,0.0
836098fffffffff,2.0,0.0,0.0
836099fffffffff,7.0,0.0,0.0
83609efffffffff,8.0,0.0,0.0
8360acfffffffff,7.0,0.0,0.0
8360aefffffffff,1.0,0.0,0.0
8360b1fffffffff,3.0,0.0,0.0
83618cfffffffff,3.0,0.0,0.0
83619afffffffff,2.0,0.0,0.0
836482fffffffff,2.0,0.0,0.0
836490fffffffff,42.0,0.0,20.0
8364a2fffffffff,9.0,0.0,2.0
83660bfffffffff,8.0,0.0,0.0
836618fffffffff,2.0,0.0,0.0
836619fffffffff,6.0,0.0,0.0
8366c5fffffffff,2.0,0.0,0.0
8366c6fffffffff,2.0,0.0,0.0
8366d3fffffffff,2.0,0.0,0.0
8366defffffffff,1.0,0.0,0.0
8366e0fffffffff,8.0,0.0,0.0
8366e4fffffffff,4.0,0.0,0.0
8366e5fffffffff,16.0,0.0,0.0
8366e6fffffffff,9.0,0.0,0.0
8366f1fffffffff,6.0,0.0,0.0
8366f5fffffffff,3.0,0.0,0.0
836741fffffffff,4.0,0.0,0.0
83674cfffffffff,5.0,0.0,0.0
836d15fffffffff,2.0,0.0,0.0
836d32fffffffff,4.0,0.0,0.0
838183fffffffff,3.0,0.0,0.0
838934fffffffff,2.0,0.0,0.0
838f2bfffffffff,2.0,0.0,0.0
839c20fffffffff,31.0,0.0,0.0
839c23fffffffff,6.0,0.0,0.0
839c69fffffffff,5.0,0.0,0.0
839d0efffffffff,2.0,0.0,0.0
83a726fffffffff,12.0,0.0,0.0
83a810fffffffff,14.0,0.0,0.0
83a8a1fffffffff,1.0,0.0,0.0
83a944fffffffff,2.0,0.0,0.0
83a94efffffffff,2.0,0.0,0.0
83b241fffffffff,1.0,0.0,0.0
83b242fffffffff,2.0,0.0,0.0
83b245fffffffff,1.0,0.0,0.0
83b248fffffffff,2.0,0.0,0.0
83b24cfffffffff,3.0,0.0,0.0
83b24dfffffffff,2.0,0.0,0.0
83b25cfffffffff,2.0,0.0,0.0
83b25dfffffffff,3.0,0.0,0.0
83b274fffffffff,1.0,0.0,0.0
83b275fffffffff,3.0,0.0,0.0
83b2c5fffffffff,1.0,0.0,0.0
83b2c8fffffffff,3.0,0.0,0.0
83b342fffffffff,1.0,0.0,0.0
83b351fffffffff,16.0,0.0,0.0
83b35efffffffff,6.0,0.0,0.0
83b89afffffffff,6.0,0.0,0.0
83ba24fffffffff,1.0,0.0,0.0
83bb08fffffffff,12.0,0.0,0.0
83bb09fffffffff,5.0,0.0,0.0
