cell_id,Sittasomus griseicapillus,Sittasomus griseicapillus [griseus Group],Sittasomus griseicapillus aequatorialis,Sittasomus griseicapillus [griseicapillus Group],Sittasomus griseicapillus reiseri,Sittasomus griseicapillus sylviellus/olivaceus
824507fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
82450ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824527fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
82452ffffffffff,4.0,0.0,0.0,0.0,0.0,1.0
824837fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,14.0,4.0,0.0,0.0,0.0,0.0
82499ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
825f47fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
825f4ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0
825f5ffffffffff,8.0,3.0,0.0,0.0,0.0,0.0
825f77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8266a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,11.0,1.0,0.0,0.0,0.0,0.0
8266d7fffffffff,16.0,0.0,4.0,0.0,0.0,0.0
8266dffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8266f7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82674ffffffffff,12.0,2.0,0.0,0.0,0.0,0.0
82675ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82679ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,12.0,2.0,0.0,0.0,0.0,0.0
826d2ffffffffff,5.0,5.0,0.0,0.0,0.0,0.0
826d37fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
826d67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,86.0,3.0,0.0,0.0,0.0,0.0
828127fffffffff,96.0,0.0,0.0,0.0,79.0,17.0
828187fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
828b27fffffffff,18.0,0.0,0.0,16.0,0.0,0.0
828b2ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0
828b47fffffffff,8.0,0.0,0.0,8.0,0.0,0.0
828b67fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
828f2ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
828f47fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82a817fffffffff,4.0,0.0,0.0,0.0,0.0,4.0
82a887fffffffff,14.0,0.0,0.0,0.0,0.0,14.0
82a88ffffffffff,14.0,0.0,0.0,0.0,0.0,14.0
82a8affffffffff,15.0,0.0,0.0,0.0,0.0,15.0
82a8d7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
82a90ffffffffff,1.0,0.0,0.0,0.0,0.0,1.0
82a92ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0
82a957fffffffff,9.0,0.0,0.0,0.0,0.0,5.0
82a967fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
82a96ffffffffff,48.0,0.0,0.0,0.0,0.0,0.0
82b26ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0
82b327fffffffff,5.0,0.0,0.0,5.0,0.0,0.0
82b35ffffffffff,1.0,0.0,0.0,1.0,0.0,0.0
82b367fffffffff,5.0,0.0,0.0,5.0,0.0,0.0
