cell_id,Otus sunia,Otus sunia [sunia Group],Otus sunia [japonicus Group],Otus sunia modestus
83148cfffffffff,11.0,0.0,0.0,0.0
8314aefffffffff,43.0,0.0,0.0,0.0
83255bfffffffff,3.0,0.0,0.0,0.0
8325acfffffffff,1.0,0.0,0.0,0.0
832e6efffffffff,2.0,0.0,0.0,0.0
832eadfffffffff,1.0,0.0,0.0,0.0
833006fffffffff,6.0,0.0,0.0,0.0
833015fffffffff,1.0,0.0,0.0,0.0
833030fffffffff,9.0,0.0,0.0,0.0
833032fffffffff,13.0,0.0,0.0,0.0
833083fffffffff,3.0,0.0,0.0,0.0
83308efffffffff,2.0,0.0,0.0,0.0
833091fffffffff,12.0,0.0,0.0,0.0
83309afffffffff,5.0,0.0,0.0,0.0
83309bfffffffff,33.0,0.0,0.0,0.0
83309dfffffffff,19.0,0.0,0.0,0.0
8330acfffffffff,1.0,0.0,0.0,0.0
8330b0fffffffff,2.0,0.0,0.0,0.0
83316cfffffffff,1.0,0.0,0.0,0.0
83316efffffffff,1.0,0.0,0.0,0.0
833185fffffffff,29.0,0.0,0.0,0.0
83318dfffffffff,14.0,0.0,0.0,0.0
833191fffffffff,2.0,0.0,0.0,0.0
8331a8fffffffff,10.0,0.0,0.0,0.0
8331aafffffffff,63.0,0.0,0.0,0.0
8331abfffffffff,1.0,0.0,0.0,0.0
833c15fffffffff,18.0,0.0,0.0,0.0
833c19fffffffff,28.0,0.0,0.0,0.0
833c1cfffffffff,2.0,0.0,0.0,0.0
833c1dfffffffff,3.0,0.0,0.0,0.0
833c33fffffffff,1.0,0.0,0.0,0.0
833c52fffffffff,2.0,0.0,0.0,0.0
833c53fffffffff,1.0,0.0,0.0,0.0
833c58fffffffff,18.0,0.0,0.0,0.0
833c5afffffffff,172.0,0.0,0.0,0.0
833c5bfffffffff,2.0,0.0,0.0,0.0
833c83fffffffff,4.0,0.0,0.0,0.0
833c88fffffffff,62.0,0.0,0.0,0.0
833c8cfffffffff,9.0,0.0,0.0,0.0
833c8efffffffff,5.0,0.0,0.0,0.0
833c92fffffffff,3.0,0.0,0.0,0.0
833c96fffffffff,4.0,0.0,0.0,0.0
833cb4fffffffff,6.0,0.0,0.0,0.0
833cb5fffffffff,76.0,0.0,0.0,0.0
833cc0fffffffff,15.0,0.0,0.0,0.0
833cc2fffffffff,1.0,0.0,0.0,0.0
833cc4fffffffff,23.0,0.0,0.0,0.0
833cc5fffffffff,15.0,0.0,0.0,0.0
833cc6fffffffff,6.0,0.0,0.0,0.0
833cc8fffffffff,2.0,0.0,0.0,0.0
833cccfffffffff,2.0,0.0,0.0,0.0
833cd4fffffffff,5.0,0.0,0.0,0.0
833cdcfffffffff,2.0,0.0,0.0,0.0
833cddfffffffff,1.0,0.0,0.0,0.0
833ce0fffffffff,5.0,0.0,0.0,0.0
833ce1fffffffff,34.0,0.0,0.0,0.0
833ce2fffffffff,2.0,0.0,0.0,0.0
833ce4fffffffff,26.0,0.0,0.0,0.0
833ce5fffffffff,28.0,0.0,0.0,0.0
833ce8fffffffff,18.0,0.0,0.0,0.0
833cecfffffffff,93.0,0.0,0.0,0.0
833cedfffffffff,10.0,0.0,0.0,0.0
833cf1fffffffff,2.0,0.0,0.0,0.0
833cf2fffffffff,11.0,0.0,0.0,0.0
833cf4fffffffff,1.0,0.0,0.0,0.0
833d10fffffffff,5.0,0.0,0.0,0.0
833d13fffffffff,103.0,0.0,0.0,0.0
833d8dfffffffff,5.0,0.0,0.0,0.0
833d98fffffffff,2.0,0.0,0.0,0.0
833d99fffffffff,4.0,0.0,0.0,0.0
833d9afffffffff,12.0,0.0,0.0,0.0
833d9bfffffffff,142.0,0.0,0.0,0.0
833d9efffffffff,1.0,0.0,0.0,0.0
833da3fffffffff,53.0,0.0,0.0,0.0
833da9fffffffff,24.0,0.0,0.0,0.0
833dacfffffffff,6.0,0.0,0.0,0.0
833dadfffffffff,82.0,0.0,0.0,0.0
83400afffffffff,15.0,0.0,0.0,0.0
834013fffffffff,2.0,0.0,0.0,0.0
834019fffffffff,1.0,0.0,0.0,0.0
83401dfffffffff,2.0,0.0,0.0,0.0
834034fffffffff,8.0,0.0,0.0,0.0
83404cfffffffff,2.0,0.0,1.0,0.0
834052fffffffff,6.0,0.0,0.0,0.0
834058fffffffff,4.0,0.0,0.0,0.0
83405cfffffffff,1.0,0.0,0.0,0.0
834061fffffffff,2.0,0.0,0.0,0.0
834089fffffffff,2.0,0.0,0.0,0.0
8340a6fffffffff,2.0,0.0,0.0,0.0
8340aefffffffff,3.0,0.0,0.0,0.0
8340b5fffffffff,39.0,0.0,0.0,0.0
8340c6fffffffff,4.0,0.0,0.0,0.0
8340e1fffffffff,22.0,0.0,0.0,0.0
8340e3fffffffff,2.0,0.0,0.0,0.0
834103fffffffff,2.0,0.0,0.0,0.0
834119fffffffff,1.0,0.0,0.0,0.0
83411afffffffff,2.0,0.0,0.0,0.0
83411bfffffffff,2.0,0.0,0.0,0.0
834154fffffffff,1.0,0.0,0.0,0.0
834158fffffffff,3.0,3.0,0.0,0.0
83415efffffffff,4.0,0.0,0.0,0.0
83416cfffffffff,2.0,0.0,0.0,0.0
834171fffffffff,2.0,0.0,0.0,0.0
834185fffffffff,6.0,0.0,0.0,0.0
83418dfffffffff,1.0,0.0,0.0,0.0
834191fffffffff,1.0,0.0,0.0,0.0
834192fffffffff,16.0,0.0,0.0,0.0
8341a3fffffffff,4.0,0.0,0.0,0.0
8341a9fffffffff,5.0,0.0,0.0,0.0
8341abfffffffff,2.0,0.0,0.0,0.0
8341b3fffffffff,14.0,0.0,0.0,0.0
8341b4fffffffff,44.0,0.0,0.0,0.0
8341b5fffffffff,3.0,0.0,0.0,0.0
8342ccfffffffff,3.0,0.0,0.0,0.0
8342d9fffffffff,90.0,0.0,0.0,0.0
8342ebfffffffff,17.0,0.0,0.0,0.0
834ba0fffffffff,1.0,0.0,0.0,0.0
834ba1fffffffff,2.0,0.0,0.0,0.0
834ba2fffffffff,1.0,0.0,0.0,0.0
836006fffffffff,59.0,0.0,0.0,0.0
836011fffffffff,7.0,0.0,0.0,0.0
836015fffffffff,27.0,0.0,0.0,0.0
836022fffffffff,44.0,0.0,0.0,0.0
836026fffffffff,194.0,0.0,0.0,0.0
836031fffffffff,617.0,0.0,0.0,0.0
836033fffffffff,186.0,0.0,0.0,0.0
836035fffffffff,127.0,0.0,0.0,0.0
83608bfffffffff,2.0,0.0,0.0,0.0
83608dfffffffff,1.0,0.0,0.0,0.0
836092fffffffff,64.0,0.0,0.0,0.0
836093fffffffff,3.0,0.0,0.0,0.0
836096fffffffff,5.0,0.0,0.0,0.0
8360a9fffffffff,109.0,0.0,0.0,0.0
836100fffffffff,5.0,0.0,0.0,0.0
836102fffffffff,13.0,0.0,0.0,0.0
836106fffffffff,2.0,0.0,0.0,0.0
836111fffffffff,24.0,0.0,0.0,0.0
836115fffffffff,36.0,5.0,0.0,0.0
83611cfffffffff,4.0,0.0,0.0,0.0
83640afffffffff,241.0,0.0,0.0,102.0
83640bfffffffff,5.0,0.0,0.0,5.0
836416fffffffff,22.0,3.0,0.0,0.0
836419fffffffff,1.0,0.0,0.0,0.0
836480fffffffff,23.0,11.0,0.0,0.0
836482fffffffff,41.0,13.0,0.0,0.0
83648efffffffff,3.0,0.0,0.0,0.0
836490fffffffff,3.0,0.0,0.0,0.0
836491fffffffff,3.0,0.0,0.0,0.0
8364a3fffffffff,1.0,0.0,0.0,0.0
8364a4fffffffff,30.0,0.0,2.0,0.0
8364a5fffffffff,2.0,0.0,0.0,0.0
8364b5fffffffff,4.0,0.0,0.0,0.0
8364e4fffffffff,290.0,0.0,0.0,120.0
8364e6fffffffff,43.0,0.0,0.0,21.0
836500fffffffff,1.0,0.0,0.0,0.0
836582fffffffff,4.0,0.0,0.0,0.0
836583fffffffff,1.0,0.0,0.0,0.0
836590fffffffff,2.0,0.0,0.0,0.0
836591fffffffff,236.0,0.0,0.0,0.0
836599fffffffff,6.0,0.0,0.0,0.0
83659cfffffffff,2.0,0.0,0.0,0.0
8365b0fffffffff,1.0,0.0,0.0,0.0
8365b2fffffffff,2.0,0.0,0.0,0.0
8365b3fffffffff,3.0,0.0,0.0,0.0
8365b6fffffffff,19.0,2.0,0.0,0.0
836934fffffffff,1.0,0.0,0.0,0.0
